'Time','II','PLETH','ABP','III'
'[18:52:26.160]',0.305,0.369,53.125,-
'[18:52:26.168]',0.266,0.365,53.125,-
'[18:52:26.176]',0.227,0.361,53.125,-
'[18:52:26.184]',0.211,0.357,53.906,-
'[18:52:26.192]',0.195,0.357,54.688,-
'[18:52:26.200]',0.188,0.353,54.688,-
'[18:52:26.208]',0.172,0.349,55.469,-
'[18:52:26.216]',0.172,0.349,55.469,-
'[18:52:26.224]',0.172,0.349,56.250,-
'[18:52:26.232]',0.172,0.353,56.250,-
'[18:52:26.240]',0.172,0.361,56.250,-
'[18:52:26.248]',0.172,0.369,56.250,-
'[18:52:26.256]',0.172,0.376,55.469,-
'[18:52:26.264]',0.234,0.392,55.469,-
'[18:52:26.272]',0.422,0.408,55.469,-
'[18:52:26.280]',0.695,0.424,54.688,-
'[18:52:26.288]',0.859,0.443,54.688,-
'[18:52:26.296]',0.867,0.467,53.906,-
'[18:52:26.304]',0.734,0.486,53.125,-
'[18:52:26.312]',0.562,0.506,53.125,-
'[18:52:26.320]',0.391,0.525,52.344,-
'[18:52:26.328]',0.297,0.541,51.562,-
'[18:52:26.336]',0.234,0.553,51.562,-
'[18:52:26.344]',0.195,0.565,50.781,-
'[18:52:26.352]',0.172,0.576,50.781,-
'[18:52:26.360]',0.156,0.584,50.000,-
'[18:52:26.368]',0.148,0.588,50.000,-
'[18:52:26.376]',0.141,0.588,50.000,-
'[18:52:26.384]',0.141,0.588,49.219,-
'[18:52:26.392]',0.148,0.588,49.219,-
'[18:52:26.400]',0.156,0.580,48.438,-
'[18:52:26.408]',0.172,0.576,48.438,-
'[18:52:26.416]',0.172,0.569,48.438,-
'[18:52:26.424]',0.188,0.561,48.438,-
'[18:52:26.432]',0.203,0.553,47.656,-
'[18:52:26.440]',0.211,0.545,47.656,-
'[18:52:26.448]',0.227,0.537,47.656,-
'[18:52:26.456]',0.242,0.525,47.656,-
'[18:52:26.464]',0.258,0.518,47.656,-
'[18:52:26.472]',0.281,0.510,46.875,-
'[18:52:26.480]',0.297,0.502,46.875,-
'[18:52:26.488]',0.328,0.494,47.656,-
'[18:52:26.496]',0.367,0.490,47.656,-
'[18:52:26.504]',0.398,0.486,48.438,-
'[18:52:26.512]',0.438,0.482,51.562,-
'[18:52:26.520]',0.477,0.478,56.250,-
'[18:52:26.528]',0.508,0.475,62.500,-
'[18:52:26.536]',0.531,0.471,68.750,-
'[18:52:26.544]',0.555,0.467,73.438,-
'[18:52:26.552]',0.547,0.463,76.562,-
'[18:52:26.560]',0.516,0.463,78.906,-
'[18:52:26.568]',0.477,0.459,81.250,-
'[18:52:26.576]',0.414,0.455,82.812,-
'[18:52:26.584]',0.359,0.455,83.594,-
'[18:52:26.592]',0.320,0.455,83.594,-
'[18:52:26.600]',0.289,0.451,82.031,-
'[18:52:26.608]',0.266,0.451,81.250,-
'[18:52:26.616]',0.250,0.447,78.906,-
'[18:52:26.624]',0.242,0.447,77.344,-
'[18:52:26.632]',0.234,0.447,75.000,-
'[18:52:26.640]',0.234,0.443,72.656,-
'[18:52:26.648]',0.234,0.443,71.094,-
'[18:52:26.656]',0.234,0.439,68.750,-
'[18:52:26.664]',0.234,0.435,67.188,-
'[18:52:26.672]',0.234,0.431,65.625,-
'[18:52:26.680]',0.234,0.427,63.281,-
'[18:52:26.688]',0.242,0.424,61.719,-
'[18:52:26.696]',0.266,0.420,60.938,-
'[18:52:26.704]',0.297,0.420,59.375,-
'[18:52:26.712]',0.312,0.416,57.812,-
'[18:52:26.720]',0.336,0.412,57.031,-
'[18:52:26.728]',0.375,0.408,57.031,-
'[18:52:26.736]',0.383,0.404,57.031,-
'[18:52:26.744]',0.359,0.400,57.031,-
'[18:52:26.752]',0.320,0.400,57.031,-
'[18:52:26.760]',0.289,0.396,57.031,-
'[18:52:26.768]',0.258,0.396,57.031,-
'[18:52:26.776]',0.242,0.392,57.812,-
'[18:52:26.784]',0.227,0.392,57.812,-
'[18:52:26.792]',0.211,0.392,58.594,-
'[18:52:26.800]',0.211,0.392,58.594,-
'[18:52:26.808]',0.211,0.396,58.594,-
'[18:52:26.816]',0.211,0.404,58.594,-
'[18:52:26.824]',0.211,0.408,58.594,-
'[18:52:26.832]',0.211,0.416,58.594,-
'[18:52:26.840]',0.203,0.424,58.594,-
'[18:52:26.848]',0.227,0.435,57.812,-
'[18:52:26.856]',0.359,0.451,57.812,-
'[18:52:26.864]',0.625,0.467,57.812,-
'[18:52:26.872]',0.867,0.486,57.031,-
'[18:52:26.880]',0.930,0.510,56.250,-
'[18:52:26.888]',0.852,0.529,55.469,-
'[18:52:26.896]',0.711,0.553,54.688,-
'[18:52:26.904]',0.531,0.573,53.906,-
'[18:52:26.912]',0.398,0.588,53.125,-
'[18:52:26.920]',0.312,0.600,53.125,-
'[18:52:26.928]',0.266,0.612,52.344,-
'[18:52:26.936]',0.227,0.620,51.562,-
'[18:52:26.944]',0.203,0.627,50.781,-
'[18:52:26.952]',0.195,0.635,50.000,-
'[18:52:26.960]',0.188,0.639,50.000,-
'[18:52:26.968]',0.188,0.639,49.219,-
'[18:52:26.976]',0.188,0.635,49.219,-
'[18:52:26.984]',0.195,0.631,48.438,-
'[18:52:26.992]',0.203,0.627,48.438,-
'[18:52:27.000]',0.211,0.620,47.656,-
'[18:52:27.008]',0.219,0.612,47.656,-
'[18:52:27.016]',0.227,0.604,46.875,-
'[18:52:27.024]',0.242,0.596,46.875,-
'[18:52:27.032]',0.250,0.588,46.875,-
'[18:52:27.040]',0.258,0.580,46.094,-
'[18:52:27.048]',0.273,0.573,46.094,-
'[18:52:27.056]',0.281,0.561,46.094,-
'[18:52:27.064]',0.297,0.553,46.094,-
'[18:52:27.072]',0.320,0.549,46.094,-
'[18:52:27.080]',0.352,0.541,46.094,-
'[18:52:27.088]',0.383,0.537,46.875,-
'[18:52:27.096]',0.422,0.533,48.438,-
'[18:52:27.104]',0.453,0.529,51.562,-
'[18:52:27.112]',0.492,0.522,57.812,-
'[18:52:27.120]',0.516,0.518,64.062,-
'[18:52:27.128]',0.531,0.518,68.750,-
'[18:52:27.136]',0.539,0.514,72.656,-
'[18:52:27.144]',0.508,0.510,75.781,-
'[18:52:27.152]',0.461,0.510,78.125,-
'[18:52:27.160]',0.398,0.506,80.469,-
'[18:52:27.168]',0.344,0.502,81.250,-
'[18:52:27.176]',0.297,0.502,81.250,-
'[18:52:27.184]',0.266,0.498,81.250,-
'[18:52:27.192]',0.242,0.494,79.688,-
'[18:52:27.200]',0.227,0.490,78.125,-
'[18:52:27.208]',0.211,0.490,76.562,-
'[18:52:27.216]',0.211,0.486,74.219,-
'[18:52:27.224]',0.203,0.482,72.656,-
'[18:52:27.232]',0.195,0.482,70.312,-
'[18:52:27.240]',0.195,0.478,67.969,-
'[18:52:27.248]',0.195,0.475,66.406,-
'[18:52:27.256]',0.188,0.467,64.062,-
'[18:52:27.264]',0.188,0.463,62.500,-
'[18:52:27.272]',0.188,0.455,60.938,-
'[18:52:27.280]',0.195,0.451,59.375,-
'[18:52:27.288]',0.211,0.447,57.812,-
'[18:52:27.296]',0.234,0.443,56.250,-
'[18:52:27.304]',0.250,0.435,55.469,-
'[18:52:27.312]',0.289,0.431,54.688,-
'[18:52:27.320]',0.320,0.427,54.688,-
'[18:52:27.328]',0.336,0.424,53.906,-
'[18:52:27.336]',0.312,0.420,53.906,-
'[18:52:27.344]',0.273,0.416,53.906,-
'[18:52:27.352]',0.234,0.408,54.688,-
'[18:52:27.360]',0.203,0.404,54.688,-
'[18:52:27.368]',0.188,0.400,54.688,-
'[18:52:27.376]',0.172,0.396,55.469,-
'[18:52:27.384]',0.156,0.396,55.469,-
'[18:52:27.392]',0.156,0.392,56.250,-
'[18:52:27.400]',0.156,0.392,56.250,-
'[18:52:27.408]',0.148,0.396,56.250,-
'[18:52:27.416]',0.148,0.404,55.469,-
'[18:52:27.424]',0.141,0.408,55.469,-
'[18:52:27.432]',0.141,0.420,55.469,-
'[18:52:27.440]',0.164,0.431,54.688,-
'[18:52:27.448]',0.266,0.447,54.688,-
'[18:52:27.456]',0.500,0.463,53.906,-
'[18:52:27.464]',0.734,0.482,53.906,-
'[18:52:27.472]',0.805,0.502,53.125,-
'[18:52:27.480]',0.742,0.522,52.344,-
'[18:52:27.488]',0.602,0.541,52.344,-
'[18:52:27.496]',0.430,0.557,51.562,-
'[18:52:27.504]',0.297,0.573,50.781,-
'[18:52:27.512]',0.211,0.584,50.000,-
'[18:52:27.520]',0.172,0.596,50.000,-
'[18:52:27.528]',0.148,0.600,49.219,-
'[18:52:27.536]',0.125,0.608,49.219,-
'[18:52:27.544]',0.117,0.612,49.219,-
'[18:52:27.552]',0.117,0.612,48.438,-
'[18:52:27.560]',0.125,0.612,48.438,-
'[18:52:27.568]',0.125,0.608,48.438,-
'[18:52:27.576]',0.141,0.604,47.656,-
'[18:52:27.584]',0.156,0.596,47.656,-
'[18:52:27.592]',0.172,0.588,46.875,-
'[18:52:27.600]',0.188,0.580,46.875,-
'[18:52:27.608]',0.203,0.573,46.875,-
'[18:52:27.616]',0.219,0.561,46.875,-
'[18:52:27.624]',0.234,0.557,46.094,-
'[18:52:27.632]',0.250,0.549,46.094,-
'[18:52:27.640]',0.266,0.537,46.094,-
'[18:52:27.648]',0.281,0.529,46.094,-
'[18:52:27.656]',0.297,0.522,46.094,-
'[18:52:27.664]',0.328,0.514,45.312,-
'[18:52:27.672]',0.352,0.506,45.312,-
'[18:52:27.680]',0.391,0.498,45.312,-
'[18:52:27.688]',0.422,0.494,46.875,-
'[18:52:27.696]',0.461,0.490,49.219,-
'[18:52:27.704]',0.492,0.486,53.906,-
'[18:52:27.712]',0.531,0.482,59.375,-
'[18:52:27.720]',0.547,0.482,64.844,-
'[18:52:27.728]',0.562,0.478,68.750,-
'[18:52:27.736]',0.539,0.475,71.875,-
'[18:52:27.744]',0.492,0.471,74.219,-
'[18:52:27.752]',0.438,0.467,76.562,-
'[18:52:27.760]',0.375,0.467,78.125,-
'[18:52:27.768]',0.320,0.463,78.906,-
'[18:52:27.776]',0.281,0.459,78.906,-
'[18:52:27.784]',0.250,0.455,78.125,-
'[18:52:27.792]',0.234,0.451,76.562,-
'[18:52:27.800]',0.219,0.447,75.000,-
'[18:52:27.808]',0.211,0.443,72.656,-
'[18:52:27.816]',0.211,0.439,71.094,-
'[18:52:27.824]',0.211,0.439,68.750,-
'[18:52:27.832]',0.211,0.435,67.188,-
'[18:52:27.840]',0.211,0.427,65.625,-
'[18:52:27.848]',0.203,0.424,63.281,-
'[18:52:27.856]',0.203,0.420,61.719,-
'[18:52:27.864]',0.203,0.416,59.375,-
'[18:52:27.872]',0.227,0.412,57.812,-
'[18:52:27.880]',0.242,0.408,56.250,-
'[18:52:27.888]',0.266,0.404,54.688,-
'[18:52:27.896]',0.273,0.400,53.906,-
'[18:52:27.904]',0.312,0.400,53.125,-
'[18:52:27.912]',0.344,0.396,52.344,-
'[18:52:27.920]',0.352,0.392,52.344,-
'[18:52:27.928]',0.320,0.388,52.344,-
'[18:52:27.936]',0.281,0.388,52.344,-
'[18:52:27.944]',0.250,0.384,53.125,-
'[18:52:27.952]',0.219,0.380,53.125,-
'[18:52:27.960]',0.195,0.376,53.906,-
'[18:52:27.968]',0.188,0.373,54.688,-
'[18:52:27.976]',0.172,0.373,54.688,-
'[18:52:27.984]',0.164,0.369,55.469,-
'[18:52:27.992]',0.164,0.369,55.469,-
'[18:52:28.000]',0.164,0.369,55.469,-
'[18:52:28.008]',0.164,0.373,55.469,-
'[18:52:28.016]',0.164,0.376,55.469,-
'[18:52:28.024]',0.164,0.384,55.469,-
'[18:52:28.032]',0.188,0.392,54.688,-
'[18:52:28.040]',0.297,0.408,54.688,-
'[18:52:28.048]',0.539,0.424,53.906,-
'[18:52:28.056]',0.781,0.439,53.125,-
'[18:52:28.064]',0.867,0.459,52.344,-
'[18:52:28.072]',0.797,0.478,52.344,-
'[18:52:28.080]',0.648,0.498,51.562,-
'[18:52:28.088]',0.469,0.514,50.781,-
'[18:52:28.096]',0.336,0.533,50.781,-
'[18:52:28.104]',0.258,0.549,50.000,-
'[18:52:28.112]',0.219,0.561,49.219,-
'[18:52:28.120]',0.188,0.569,48.438,-
'[18:52:28.128]',0.172,0.576,48.438,-
'[18:52:28.136]',0.156,0.584,48.438,-
'[18:52:28.144]',0.148,0.588,49.219,-
'[18:52:28.152]',0.148,0.588,49.219,-
'[18:52:28.160]',0.148,0.588,48.438,-
'[18:52:28.168]',0.156,0.584,48.438,-
'[18:52:28.176]',0.164,0.580,47.656,-
'[18:52:28.184]',0.172,0.573,47.656,-
'[18:52:28.192]',0.188,0.565,46.875,-
'[18:52:28.200]',0.203,0.557,46.875,-
'[18:52:28.208]',0.219,0.549,46.875,-
'[18:52:28.216]',0.234,0.541,46.875,-
'[18:52:28.224]',0.242,0.533,46.094,-
'[18:52:28.232]',0.266,0.525,46.875,-
'[18:52:28.240]',0.281,0.522,46.875,-
'[18:52:28.248]',0.297,0.514,46.875,-
'[18:52:28.256]',0.320,0.506,46.875,-
'[18:52:28.264]',0.344,0.502,46.875,-
'[18:52:28.272]',0.383,0.498,46.875,-
'[18:52:28.280]',0.422,0.494,47.656,-
'[18:52:28.288]',0.453,0.490,50.781,-
'[18:52:28.296]',0.492,0.486,56.250,-
'[18:52:28.304]',0.516,0.482,62.500,-
'[18:52:28.312]',0.547,0.482,68.750,-
'[18:52:28.320]',0.562,0.478,72.656,-
'[18:52:28.328]',0.547,0.475,75.781,-
'[18:52:28.336]',0.508,0.471,78.125,-
'[18:52:28.344]',0.453,0.471,80.469,-
'[18:52:28.352]',0.391,0.467,81.250,-
'[18:52:28.360]',0.352,0.463,82.031,-
'[18:52:28.368]',0.312,0.459,81.250,-
'[18:52:28.376]',0.281,0.459,80.469,-
'[18:52:28.384]',0.258,0.455,78.906,-
'[18:52:28.392]',0.250,0.447,77.344,-
'[18:52:28.400]',0.250,0.443,75.000,-
'[18:52:28.408]',0.242,0.439,73.438,-
'[18:52:28.416]',0.242,0.435,71.094,-
'[18:52:28.424]',0.250,0.431,68.750,-
'[18:52:28.432]',0.250,0.427,67.188,-
'[18:52:28.440]',0.250,0.424,64.844,-
'[18:52:28.448]',0.242,0.420,63.281,-
'[18:52:28.456]',0.250,0.416,60.938,-
'[18:52:28.464]',0.266,0.412,60.156,-
'[18:52:28.472]',0.289,0.408,58.594,-
'[18:52:28.480]',0.305,0.404,57.812,-
'[18:52:28.488]',0.328,0.400,57.031,-
'[18:52:28.496]',0.367,0.400,56.250,-
'[18:52:28.504]',0.383,0.396,55.469,-
'[18:52:28.512]',0.375,0.392,55.469,-
'[18:52:28.520]',0.344,0.392,55.469,-
'[18:52:28.528]',0.305,0.388,56.250,-
'[18:52:28.536]',0.266,0.388,56.250,-
'[18:52:28.544]',0.227,0.384,56.250,-
'[18:52:28.552]',0.203,0.384,57.031,-
'[18:52:28.560]',0.188,0.380,57.812,-
'[18:52:28.568]',0.188,0.380,58.594,-
'[18:52:28.576]',0.172,0.380,58.594,-
'[18:52:28.584]',0.172,0.380,58.594,-
'[18:52:28.592]',0.180,0.384,58.594,-
'[18:52:28.600]',0.180,0.392,58.594,-
'[18:52:28.608]',0.172,0.400,58.594,-
'[18:52:28.616]',0.172,0.412,57.812,-
'[18:52:28.624]',0.227,0.424,57.812,-
'[18:52:28.632]',0.406,0.439,57.031,-
'[18:52:28.640]',0.688,0.455,56.250,-
'[18:52:28.648]',0.875,0.475,56.250,-
'[18:52:28.656]',0.898,0.494,55.469,-
'[18:52:28.664]',0.781,0.514,54.688,-
'[18:52:28.672]',0.609,0.533,54.688,-
'[18:52:28.680]',0.438,0.553,53.906,-
'[18:52:28.688]',0.320,0.569,53.906,-
'[18:52:28.696]',0.250,0.584,53.125,-
'[18:52:28.704]',0.203,0.596,53.125,-
'[18:52:28.712]',0.172,0.604,52.344,-
'[18:52:28.720]',0.156,0.608,51.562,-
'[18:52:28.728]',0.141,0.612,51.562,-
'[18:52:28.736]',0.141,0.616,50.781,-
'[18:52:28.744]',0.141,0.616,50.781,-
'[18:52:28.752]',0.148,0.616,50.000,-
'[18:52:28.760]',0.156,0.612,50.000,-
'[18:52:28.768]',0.164,0.608,50.000,-
'[18:52:28.776]',0.172,0.600,49.219,-
'[18:52:28.784]',0.188,0.592,49.219,-
'[18:52:28.792]',0.203,0.584,49.219,-
'[18:52:28.800]',0.211,0.576,48.438,-
'[18:52:28.808]',0.227,0.569,48.438,-
'[18:52:28.816]',0.242,0.561,48.438,-
'[18:52:28.824]',0.250,0.553,47.656,-
'[18:52:28.832]',0.273,0.545,47.656,-
'[18:52:28.840]',0.297,0.537,47.656,-
'[18:52:28.848]',0.320,0.529,47.656,-
'[18:52:28.856]',0.352,0.522,48.438,-
'[18:52:28.864]',0.391,0.518,49.219,-
'[18:52:28.872]',0.438,0.510,51.562,-
'[18:52:28.880]',0.477,0.506,56.250,-
'[18:52:28.888]',0.508,0.502,62.500,-
'[18:52:28.896]',0.531,0.498,68.750,-
'[18:52:28.904]',0.547,0.494,72.656,-
'[18:52:28.912]',0.539,0.494,75.781,-
'[18:52:28.920]',0.508,0.490,78.906,-
'[18:52:28.928]',0.461,0.490,81.250,-
'[18:52:28.936]',0.391,0.486,82.812,-
'[18:52:28.944]',0.344,0.486,83.594,-
'[18:52:28.952]',0.297,0.482,82.812,-
'[18:52:28.960]',0.266,0.482,82.031,-
'[18:52:28.968]',0.242,0.478,80.469,-
'[18:52:28.976]',0.234,0.478,78.906,-
'[18:52:28.984]',0.227,0.475,76.562,-
'[18:52:28.992]',0.227,0.471,75.000,-
'[18:52:29.000]',0.219,0.467,72.656,-
'[18:52:29.008]',0.219,0.463,70.312,-
'[18:52:29.016]',0.219,0.459,68.750,-
'[18:52:29.024]',0.227,0.455,66.406,-
'[18:52:29.032]',0.227,0.451,64.844,-
'[18:52:29.040]',0.227,0.447,63.281,-
'[18:52:29.048]',0.227,0.443,61.719,-
'[18:52:29.056]',0.250,0.439,59.375,-
'[18:52:29.064]',0.273,0.435,58.594,-
'[18:52:29.072]',0.289,0.431,57.031,-
'[18:52:29.080]',0.312,0.424,56.250,-
'[18:52:29.088]',0.352,0.420,55.469,-
'[18:52:29.096]',0.375,0.416,54.688,-
'[18:52:29.104]',0.383,0.412,54.688,-
'[18:52:29.112]',0.344,0.408,54.688,-
'[18:52:29.120]',0.312,0.404,55.469,-
'[18:52:29.128]',0.281,0.400,55.469,-
'[18:52:29.136]',0.266,0.400,55.469,-
'[18:52:29.144]',0.250,0.396,56.250,-
'[18:52:29.152]',0.242,0.396,56.250,-
'[18:52:29.160]',0.242,0.396,57.031,-
'[18:52:29.168]',0.242,0.396,57.031,-
'[18:52:29.176]',0.242,0.400,57.031,-
'[18:52:29.184]',0.242,0.404,57.031,-
'[18:52:29.192]',0.242,0.412,57.031,-
'[18:52:29.200]',0.242,0.420,56.250,-
'[18:52:29.208]',0.242,0.435,56.250,-
'[18:52:29.216]',0.305,0.447,55.469,-
'[18:52:29.224]',0.500,0.463,54.688,-
'[18:52:29.232]',0.766,0.478,54.688,-
'[18:52:29.240]',0.922,0.498,53.906,-
'[18:52:29.248]',0.891,0.518,53.125,-
'[18:52:29.256]',0.773,0.541,52.344,-
'[18:52:29.264]',0.617,0.557,52.344,-
'[18:52:29.272]',0.461,0.576,51.562,-
'[18:52:29.280]',0.352,0.592,50.781,-
'[18:52:29.288]',0.297,0.604,50.000,-
'[18:52:29.296]',0.258,0.616,50.000,-
'[18:52:29.304]',0.234,0.624,49.219,-
'[18:52:29.312]',0.211,0.627,49.219,-
'[18:52:29.320]',0.211,0.627,48.438,-
'[18:52:29.328]',0.203,0.627,48.438,-
'[18:52:29.336]',0.203,0.627,48.438,-
'[18:52:29.344]',0.203,0.624,47.656,-
'[18:52:29.352]',0.203,0.616,47.656,-
'[18:52:29.360]',0.211,0.608,47.656,-
'[18:52:29.368]',0.211,0.600,46.875,-
'[18:52:29.376]',0.219,0.592,46.875,-
'[18:52:29.384]',0.227,0.580,46.875,-
'[18:52:29.392]',0.227,0.573,46.094,-
'[18:52:29.400]',0.242,0.561,46.094,-
'[18:52:29.408]',0.250,0.549,46.094,-
'[18:52:29.416]',0.258,0.541,46.094,-
'[18:52:29.424]',0.273,0.533,45.312,-
'[18:52:29.432]',0.289,0.525,45.312,-
'[18:52:29.440]',0.312,0.522,45.312,-
'[18:52:29.448]',0.344,0.514,45.312,-
'[18:52:29.456]',0.375,0.506,46.094,-
'[18:52:29.464]',0.414,0.498,48.438,-
'[18:52:29.472]',0.445,0.494,52.344,-
'[18:52:29.480]',0.477,0.486,57.812,-
'[18:52:29.488]',0.500,0.482,63.281,-
'[18:52:29.496]',0.516,0.478,68.750,-
'[18:52:29.504]',0.500,0.475,71.875,-
'[18:52:29.512]',0.469,0.471,74.219,-
'[18:52:29.520]',0.406,0.471,76.562,-
'[18:52:29.528]',0.352,0.467,78.125,-
'[18:52:29.536]',0.305,0.463,78.906,-
'[18:52:29.544]',0.266,0.459,78.906,-
'[18:52:29.552]',0.234,0.455,78.906,-
'[18:52:29.560]',0.211,0.451,77.344,-
'[18:52:29.568]',0.195,0.447,76.562,-
'[18:52:29.576]',0.195,0.443,74.219,-
'[18:52:29.584]',0.188,0.439,72.656,-
'[18:52:29.592]',0.188,0.431,70.312,-
'[18:52:29.600]',0.188,0.427,67.969,-
'[18:52:29.608]',0.188,0.424,66.406,-
'[18:52:29.616]',0.188,0.424,64.062,-
'[18:52:29.624]',0.180,0.420,62.500,-
'[18:52:29.632]',0.180,0.416,60.938,-
'[18:52:29.640]',0.188,0.412,59.375,-
'[18:52:29.648]',0.211,0.408,57.812,-
'[18:52:29.656]',0.234,0.400,56.250,-
'[18:52:29.664]',0.250,0.396,54.688,-
'[18:52:29.672]',0.281,0.392,53.906,-
'[18:52:29.680]',0.320,0.388,53.125,-
'[18:52:29.688]',0.336,0.384,53.125,-
'[18:52:29.696]',0.344,0.380,53.125,-
'[18:52:29.704]',0.312,0.376,53.125,-
'[18:52:29.712]',0.266,0.376,53.125,-
'[18:52:29.720]',0.234,0.373,53.906,-
'[18:52:29.728]',0.211,0.369,53.906,-
'[18:52:29.736]',0.195,0.365,54.688,-
'[18:52:29.744]',0.188,0.361,54.688,-
'[18:52:29.752]',0.188,0.361,55.469,-
'[18:52:29.760]',0.188,0.357,55.469,-
'[18:52:29.768]',0.188,0.357,55.469,-
'[18:52:29.776]',0.188,0.361,55.469,-
'[18:52:29.784]',0.188,0.365,55.469,-
'[18:52:29.792]',0.172,0.376,55.469,-
'[18:52:29.800]',0.180,0.388,54.688,-
'[18:52:29.808]',0.242,0.400,54.688,-
'[18:52:29.816]',0.422,0.416,53.906,-
'[18:52:29.824]',0.688,0.431,53.125,-
'[18:52:29.832]',0.852,0.447,53.125,-
'[18:52:29.840]',0.867,0.467,52.344,-
'[18:52:29.848]',0.734,0.486,52.344,-
'[18:52:29.856]',0.562,0.502,51.562,-
'[18:52:29.864]',0.391,0.522,50.781,-
'[18:52:29.872]',0.297,0.533,50.781,-
'[18:52:29.880]',0.242,0.549,50.000,-
'[18:52:29.888]',0.203,0.561,49.219,-
'[18:52:29.896]',0.188,0.569,49.219,-
'[18:52:29.904]',0.172,0.576,48.438,-
'[18:52:29.912]',0.156,0.580,48.438,-
'[18:52:29.920]',0.156,0.584,48.438,-
'[18:52:29.928]',0.156,0.584,47.656,-
'[18:52:29.936]',0.156,0.580,47.656,-
'[18:52:29.944]',0.164,0.576,47.656,-
'[18:52:29.952]',0.172,0.569,46.875,-
'[18:52:29.960]',0.188,0.561,46.875,-
'[18:52:29.968]',0.188,0.553,46.094,-
'[18:52:29.976]',0.195,0.545,46.094,-
'[18:52:29.984]',0.211,0.537,46.094,-
'[18:52:29.992]',0.227,0.525,45.312,-
'[18:52:30.000]',0.234,0.518,45.312,-
'[18:52:30.008]',0.250,0.506,45.312,-
'[18:52:30.016]',0.266,0.502,45.312,-
'[18:52:30.024]',0.281,0.494,45.312,-
'[18:52:30.032]',0.305,0.486,45.312,-
'[18:52:30.040]',0.336,0.482,45.312,-
'[18:52:30.048]',0.367,0.475,45.312,-
'[18:52:30.056]',0.406,0.471,47.656,-
'[18:52:30.064]',0.438,0.467,51.562,-
'[18:52:30.072]',0.469,0.467,57.031,-
'[18:52:30.080]',0.492,0.463,63.281,-
'[18:52:30.088]',0.516,0.459,67.969,-
'[18:52:30.096]',0.508,0.455,71.094,-
'[18:52:30.104]',0.477,0.451,73.438,-
'[18:52:30.112]',0.430,0.451,75.781,-
'[18:52:30.120]',0.367,0.447,78.125,-
'[18:52:30.128]',0.320,0.447,78.906,-
'[18:52:30.136]',0.281,0.443,78.906,-
'[18:52:30.144]',0.242,0.439,78.906,-
'[18:52:30.152]',0.227,0.439,77.344,-
'[18:52:30.160]',0.211,0.435,76.562,-
'[18:52:30.168]',0.195,0.431,74.219,-
'[18:52:30.176]',0.195,0.427,72.656,-
'[18:52:30.184]',0.188,0.424,71.094,-
'[18:52:30.192]',0.188,0.420,68.750,-
'[18:52:30.200]',0.188,0.416,67.188,-
'[18:52:30.208]',0.188,0.412,64.844,-
'[18:52:30.216]',0.188,0.408,63.281,-
'[18:52:30.224]',0.195,0.404,61.719,-
'[18:52:30.232]',0.211,0.400,60.156,-
'[18:52:30.240]',0.227,0.396,58.594,-
'[18:52:30.248]',0.250,0.392,57.031,-
'[18:52:30.256]',0.258,0.388,56.250,-
'[18:52:30.264]',0.281,0.388,55.469,-
'[18:52:30.272]',0.320,0.384,54.688,-
'[18:52:30.280]',0.336,0.380,54.688,-
'[18:52:30.288]',0.320,0.376,54.688,-
'[18:52:30.296]',0.281,0.373,54.688,-
'[18:52:30.304]',0.250,0.369,54.688,-
'[18:52:30.312]',0.211,0.365,54.688,-
'[18:52:30.320]',0.188,0.365,55.469,-
'[18:52:30.328]',0.172,0.361,56.250,-
'[18:52:30.336]',0.172,0.357,56.250,-
'[18:52:30.344]',0.164,0.357,57.031,-
'[18:52:30.352]',0.164,0.353,57.031,-
'[18:52:30.360]',0.164,0.353,57.031,-
'[18:52:30.368]',0.172,0.357,57.031,-
'[18:52:30.376]',0.172,0.361,57.031,-
'[18:52:30.384]',0.164,0.369,57.031,-
'[18:52:30.392]',0.172,0.380,56.250,-
'[18:52:30.400]',0.250,0.392,56.250,-
'[18:52:30.408]',0.469,0.408,56.250,-
'[18:52:30.416]',0.742,0.424,56.250,-
'[18:52:30.424]',0.875,0.439,55.469,-
'[18:52:30.432]',0.844,0.459,54.688,-
'[18:52:30.440]',0.719,0.478,54.688,-
'[18:52:30.448]',0.531,0.498,53.906,-
'[18:52:30.456]',0.375,0.518,53.125,-
'[18:52:30.464]',0.281,0.533,52.344,-
'[18:52:30.472]',0.234,0.549,52.344,-
'[18:52:30.480]',0.195,0.561,51.562,-
'[18:52:30.488]',0.172,0.573,50.781,-
'[18:52:30.496]',0.148,0.580,50.781,-
'[18:52:30.504]',0.141,0.584,50.000,-
'[18:52:30.512]',0.141,0.588,50.000,-
'[18:52:30.520]',0.148,0.588,50.000,-
'[18:52:30.528]',0.156,0.588,50.000,-
'[18:52:30.536]',0.164,0.584,49.219,-
'[18:52:30.544]',0.172,0.580,49.219,-
'[18:52:30.552]',0.180,0.576,48.438,-
'[18:52:30.560]',0.188,0.569,48.438,-
'[18:52:30.568]',0.203,0.561,48.438,-
'[18:52:30.576]',0.219,0.553,48.438,-
'[18:52:30.584]',0.234,0.545,48.438,-
'[18:52:30.592]',0.250,0.537,48.438,-
'[18:52:30.600]',0.266,0.529,48.438,-
'[18:52:30.608]',0.281,0.522,47.656,-
'[18:52:30.616]',0.312,0.518,47.656,-
'[18:52:30.624]',0.336,0.510,47.656,-
