'Time','II','CVP','V','ABP','PLETH','I'
'[14:11:32.024]',0.484,-,0.858,127.239,-,-
'[14:11:32.032]',0.477,-,0.866,125.781,-,-
'[14:11:32.040]',0.484,-,0.866,125.052,-,-
'[14:11:32.048]',0.484,-,0.874,124.323,-,-
'[14:11:32.056]',0.492,-,0.874,124.323,-,-
'[14:11:32.064]',0.492,-,0.882,124.323,-,-
'[14:11:32.072]',0.516,-,0.890,124.323,-,-
'[14:11:32.080]',0.516,-,0.890,123.594,-,-
'[14:11:32.088]',0.523,-,0.890,121.771,-,-
'[14:11:32.096]',0.531,-,0.898,120.312,-,-
'[14:11:32.104]',0.547,-,0.906,118.854,-,-
'[14:11:32.112]',0.555,-,0.898,117.031,-,-
'[14:11:32.120]',0.562,-,0.906,115.573,-,-
'[14:11:32.128]',0.562,-,0.890,114.114,-,-
'[14:11:32.136]',0.570,-,0.874,111.562,-,-
'[14:11:32.144]',0.578,-,0.866,109.375,-,-
'[14:11:32.152]',0.555,-,0.850,107.187,-,-
'[14:11:32.160]',0.531,-,0.835,104.635,-,-
'[14:11:32.168]',0.508,-,0.835,101.719,-,-
'[14:11:32.176]',0.492,-,0.811,97.708,-,-
'[14:11:32.184]',0.461,-,0.795,93.698,-,-
'[14:11:32.192]',0.453,-,0.787,89.687,-,-
'[14:11:32.200]',0.445,-,0.787,86.771,-,-
'[14:11:32.208]',0.445,-,0.772,83.489,-,-
'[14:11:32.216]',0.445,-,0.764,81.302,-,-
'[14:11:32.224]',0.445,-,0.756,79.844,-,-
'[14:11:32.232]',0.445,-,0.764,78.750,-,-
'[14:11:32.240]',0.438,-,0.764,78.750,-,-
'[14:11:32.248]',0.430,-,0.795,78.750,-,-
'[14:11:32.256]',0.484,-,0.835,79.844,-,-
'[14:11:32.264]',0.602,-,0.913,80.573,-,-
'[14:11:32.272]',0.812,-,1.000,81.302,-,-
'[14:11:32.280]',0.969,-,1.039,82.031,-,-
'[14:11:32.288]',0.906,-,0.906,82.760,-,-
'[14:11:32.296]',0.766,-,0.819,82.760,-,-
'[14:11:32.304]',0.586,-,0.740,82.760,-,-
'[14:11:32.312]',0.508,-,0.748,82.760,-,-
'[14:11:32.320]',0.453,-,0.780,82.031,-,-
'[14:11:32.328]',0.422,-,0.795,81.302,-,-
'[14:11:32.336]',0.398,-,0.795,80.573,-,-
'[14:11:32.344]',0.398,-,0.803,79.844,-,-
'[14:11:32.352]',0.391,-,0.811,78.750,-,-
'[14:11:32.360]',0.391,-,0.811,77.292,-,-
'[14:11:32.368]',0.398,-,0.811,76.562,-,-
'[14:11:32.376]',0.398,-,0.811,75.833,-,-
'[14:11:32.384]',0.398,-,0.819,75.104,-,-
'[14:11:32.392]',0.406,-,0.819,74.375,-,-
'[14:11:32.400]',0.406,-,0.819,73.281,-,-
'[14:11:32.408]',0.406,-,0.835,72.552,-,-
'[14:11:32.416]',0.406,-,0.835,71.823,-,-
'[14:11:32.424]',0.422,-,0.835,71.823,-,-
'[14:11:32.432]',0.422,-,0.843,71.094,-,-
'[14:11:32.440]',0.430,-,0.827,71.094,-,-
'[14:11:32.448]',0.438,-,0.835,70.365,-,-
'[14:11:32.456]',0.438,-,0.835,70.365,-,-
'[14:11:32.464]',0.438,-,0.835,69.635,-,-
'[14:11:32.472]',0.445,-,0.835,69.635,-,-
'[14:11:32.480]',0.445,-,0.835,68.906,-,-
'[14:11:32.488]',0.453,-,0.843,68.906,-,-
'[14:11:32.496]',0.461,-,0.866,68.906,-,-
'[14:11:32.504]',0.469,-,0.882,69.635,-,-
'[14:11:32.512]',0.484,-,0.890,71.823,-,-
'[14:11:32.520]',0.492,-,0.890,75.833,-,-
'[14:11:32.528]',0.492,-,0.890,82.031,-,-
'[14:11:32.536]',0.508,-,0.898,91.510,-,-
'[14:11:32.544]',0.516,-,0.898,101.719,-,-
'[14:11:32.552]',0.531,-,0.890,112.656,-,-
'[14:11:32.560]',0.547,-,0.890,121.771,-,-
'[14:11:32.568]',0.547,-,0.874,130.521,-,-
'[14:11:32.576]',0.539,-,0.874,136.719,-,-
'[14:11:32.584]',0.531,-,0.866,140.000,-,-
'[14:11:32.592]',0.516,-,0.866,140.729,-,-
'[14:11:32.600]',0.500,-,0.850,140.000,-,-
'[14:11:32.608]',0.500,-,0.843,137.448,-,-
'[14:11:32.616]',0.492,-,0.835,134.531,-,-
'[14:11:32.624]',0.492,-,0.835,131.979,-,-
'[14:11:32.632]',0.492,-,0.835,129.062,-,-
'[14:11:32.640]',0.484,-,0.835,127.239,-,-
'[14:11:32.648]',0.477,-,0.835,125.781,-,-
'[14:11:32.656]',0.492,-,0.835,125.052,-,-
'[14:11:32.664]',0.484,-,0.843,125.052,-,-
'[14:11:32.672]',0.492,-,0.850,124.323,-,-
'[14:11:32.680]',0.500,-,0.866,124.323,-,-
'[14:11:32.688]',0.516,-,0.866,124.323,-,-
'[14:11:32.696]',0.516,-,0.882,123.594,-,-
'[14:11:32.704]',0.516,-,0.890,122.500,-,-
'[14:11:32.712]',0.531,-,0.874,121.042,-,-
'[14:11:32.720]',0.547,-,0.874,119.583,-,-
'[14:11:32.728]',0.562,-,0.882,118.125,-,-
'[14:11:32.736]',0.562,-,0.874,116.302,-,-
'[14:11:32.744]',0.562,-,0.866,114.844,-,-
'[14:11:32.752]',0.586,-,0.850,112.656,-,-
'[14:11:32.760]',0.586,-,0.835,110.104,-,-
'[14:11:32.768]',0.562,-,0.811,107.917,-,-
'[14:11:32.776]',0.539,-,0.795,105.364,-,-
'[14:11:32.784]',0.516,-,0.803,102.448,-,-
'[14:11:32.792]',0.492,-,0.795,98.437,-,-
'[14:11:32.800]',0.477,-,0.795,94.427,-,-
'[14:11:32.808]',0.469,-,0.803,90.781,-,-
'[14:11:32.816]',0.461,-,0.811,87.500,-,-
'[14:11:32.824]',0.469,-,0.819,84.219,-,-
'[14:11:32.832]',0.461,-,0.827,82.031,-,-
'[14:11:32.840]',0.461,-,0.835,80.573,-,-
'[14:11:32.848]',0.453,-,0.835,79.844,-,-
'[14:11:32.856]',0.445,-,0.850,78.750,-,-
'[14:11:32.864]',0.461,-,0.874,78.750,-,-
'[14:11:32.872]',0.523,-,0.913,79.844,-,-
'[14:11:32.880]',0.656,-,0.992,80.573,-,-
'[14:11:32.888]',0.867,-,1.071,81.302,-,-
'[14:11:32.896]',0.961,-,1.079,82.031,-,-
'[14:11:32.904]',0.859,-,0.906,82.760,-,-
'[14:11:32.912]',0.703,-,0.819,82.760,-,-
'[14:11:32.920]',0.547,-,0.764,82.760,-,-
'[14:11:32.928]',0.484,-,0.795,82.760,-,-
'[14:11:32.936]',0.445,-,0.819,82.031,-,-
'[14:11:32.944]',0.422,-,0.835,81.302,-,-
'[14:11:32.952]',0.398,-,0.835,80.573,-,-
'[14:11:32.960]',0.391,-,0.827,79.844,-,-
'[14:11:32.968]',0.375,-,0.835,78.750,-,-
'[14:11:32.976]',0.375,-,0.843,78.021,-,-
'[14:11:32.984]',0.375,-,0.850,76.562,-,-
'[14:11:32.992]',0.375,-,0.850,75.833,-,-
'[14:11:33.000]',0.375,-,0.858,75.104,-,-
'[14:11:33.008]',0.391,-,0.850,74.375,-,-
'[14:11:33.016]',0.391,-,0.866,73.281,-,-
'[14:11:33.024]',0.398,-,0.866,72.552,-,-
'[14:11:33.032]',0.406,-,0.866,72.552,-,-
'[14:11:33.040]',0.422,-,0.866,71.823,-,-
'[14:11:33.048]',0.422,-,0.866,71.823,-,-
'[14:11:33.056]',0.438,-,0.874,71.094,-,-
'[14:11:33.064]',0.438,-,0.882,71.094,-,-
'[14:11:33.072]',0.445,-,0.890,70.365,-,-
'[14:11:33.080]',0.453,-,0.890,70.365,-,-
'[14:11:33.088]',0.469,-,0.898,69.635,-,-
'[14:11:33.096]',0.469,-,0.906,69.635,-,-
'[14:11:33.104]',0.484,-,0.906,68.906,-,-
'[14:11:33.112]',0.492,-,0.913,69.635,-,-
'[14:11:33.120]',0.500,-,0.921,70.365,-,-
'[14:11:33.128]',0.508,-,0.929,72.552,-,-
'[14:11:33.136]',0.516,-,0.929,78.021,-,-
'[14:11:33.144]',0.516,-,0.945,85.312,-,-
'[14:11:33.152]',0.523,-,0.953,94.427,-,-
'[14:11:33.160]',0.539,-,0.961,105.364,-,-
'[14:11:33.168]',0.547,-,0.969,115.573,-,-
'[14:11:33.176]',0.555,-,0.961,125.781,-,-
'[14:11:33.184]',0.555,-,0.976,132.708,-,-
'[14:11:33.192]',0.547,-,0.969,138.177,-,-
'[14:11:33.200]',0.531,-,0.976,140.729,-,-
'[14:11:33.208]',0.523,-,0.961,141.458,-,-
'[14:11:33.216]',0.516,-,0.961,140.000,-,-
'[14:11:33.224]',0.516,-,0.961,137.448,-,-
'[14:11:33.232]',0.516,-,0.961,134.531,-,-
'[14:11:33.240]',0.508,-,0.945,131.250,-,-
'[14:11:33.248]',0.500,-,0.945,129.062,-,-
'[14:11:33.256]',0.492,-,0.945,127.239,-,-
'[14:11:33.264]',0.492,-,0.937,126.510,-,-
'[14:11:33.272]',0.484,-,0.929,125.781,-,-
'[14:11:33.280]',0.477,-,0.937,125.781,-,-
'[14:11:33.288]',0.492,-,0.945,125.781,-,-
'[14:11:33.296]',0.492,-,0.961,125.781,-,-
'[14:11:33.304]',0.516,-,0.976,125.052,-,-
'[14:11:33.312]',0.516,-,0.976,124.323,-,-
'[14:11:33.320]',0.516,-,0.976,123.594,-,-
'[14:11:33.328]',0.516,-,0.976,122.500,-,-
'[14:11:33.336]',0.531,-,0.992,121.042,-,-
'[14:11:33.344]',0.539,-,0.992,119.583,-,-
'[14:11:33.352]',0.539,-,0.992,117.031,-,-
'[14:11:33.360]',0.555,-,0.992,115.573,-,-
'[14:11:33.368]',0.562,-,1.000,113.385,-,-
'[14:11:33.376]',0.555,-,0.976,110.833,-,-
'[14:11:33.384]',0.531,-,0.961,107.917,-,-
'[14:11:33.392]',0.516,-,0.953,105.364,-,-
'[14:11:33.400]',0.492,-,0.945,102.448,-,-
'[14:11:33.408]',0.461,-,0.929,98.437,-,-
'[14:11:33.416]',0.445,-,0.913,93.698,-,-
'[14:11:33.424]',0.445,-,0.890,90.781,-,-
'[14:11:33.432]',0.438,-,0.882,86.771,-,-
'[14:11:33.440]',0.445,-,0.866,84.219,-,-
'[14:11:33.448]',0.422,-,0.866,82.031,-,-
'[14:11:33.456]',0.430,-,0.874,80.573,-,-
'[14:11:33.464]',0.422,-,0.898,79.844,-,-
'[14:11:33.472]',0.414,-,0.929,78.750,-,-
'[14:11:33.480]',0.445,-,0.976,79.844,-,-
'[14:11:33.488]',0.523,-,1.039,80.573,-,-
'[14:11:33.496]',0.703,-,1.142,81.302,-,-
'[14:11:33.504]',0.930,-,1.213,82.031,-,-
'[14:11:33.512]',0.977,-,1.150,82.760,-,-
'[14:11:33.520]',0.812,-,1.016,83.489,-,-
'[14:11:33.528]',0.641,-,0.929,83.489,-,-
'[14:11:33.536]',0.539,-,0.906,83.489,-,-
'[14:11:33.544]',0.477,-,0.937,83.489,-,-
'[14:11:33.552]',0.430,-,0.945,82.760,-,-
'[14:11:33.560]',0.406,-,0.945,82.031,-,-
'[14:11:33.568]',0.398,-,0.945,81.302,-,-
'[14:11:33.576]',0.398,-,0.929,80.573,-,-
'[14:11:33.584]',0.391,-,0.929,78.750,-,-
'[14:11:33.592]',0.398,-,0.929,78.021,-,-
'[14:11:33.600]',0.398,-,0.929,77.292,-,-
'[14:11:33.608]',0.406,-,0.921,76.562,-,-
'[14:11:33.616]',0.406,-,0.921,75.833,-,-
'[14:11:33.624]',0.406,-,0.929,75.104,-,-
'[14:11:33.632]',0.406,-,0.921,74.375,-,-
'[14:11:33.640]',0.414,-,0.913,73.281,-,-
'[14:11:33.648]',0.414,-,0.913,72.552,-,-
'[14:11:33.656]',0.422,-,0.906,71.823,-,-
'[14:11:33.664]',0.422,-,0.906,71.823,-,-
'[14:11:33.672]',0.438,-,0.906,71.094,-,-
'[14:11:33.680]',0.438,-,0.906,70.365,-,-
'[14:11:33.688]',0.445,-,0.906,70.365,-,-
'[14:11:33.696]',0.445,-,0.890,69.635,-,-
'[14:11:33.704]',0.461,-,0.890,68.906,-,-
'[14:11:33.712]',0.461,-,0.882,68.906,-,-
'[14:11:33.720]',0.469,-,0.890,68.906,-,-
'[14:11:33.728]',0.469,-,0.890,68.906,-,-
'[14:11:33.736]',0.477,-,0.906,71.094,-,-
'[14:11:33.744]',0.484,-,0.906,75.104,-,-
'[14:11:33.752]',0.492,-,0.913,80.573,-,-
'[14:11:33.760]',0.500,-,0.921,88.958,-,-
'[14:11:33.768]',0.516,-,0.929,98.437,-,-
'[14:11:33.776]',0.523,-,0.929,109.375,-,-
'[14:11:33.784]',0.539,-,0.945,119.583,-,-
'[14:11:33.792]',0.539,-,0.945,127.969,-,-
'[14:11:33.800]',0.531,-,0.961,135.260,-,-
'[14:11:33.808]',0.523,-,0.961,138.906,-,-
'[14:11:33.816]',0.508,-,0.961,140.729,-,-
'[14:11:33.824]',0.516,-,0.961,140.000,-,-
'[14:11:33.832]',0.492,-,0.961,138.177,-,-
'[14:11:33.840]',0.477,-,0.961,135.989,-,-
'[14:11:33.848]',0.469,-,0.961,133.437,-,-
'[14:11:33.856]',0.477,-,0.945,131.250,-,-
'[14:11:33.864]',0.469,-,0.945,129.792,-,-
'[14:11:33.872]',0.469,-,0.945,127.969,-,-
'[14:11:33.880]',0.461,-,0.953,127.239,-,-
'[14:11:33.888]',0.469,-,0.961,126.510,-,-
'[14:11:33.896]',0.469,-,0.961,126.510,-,-
'[14:11:33.904]',0.477,-,0.961,126.510,-,-
'[14:11:33.912]',0.492,-,0.961,125.781,-,-
'[14:11:33.920]',0.508,-,0.961,125.781,-,-
'[14:11:33.928]',0.516,-,0.961,124.323,-,-
'[14:11:33.936]',0.516,-,0.961,123.594,-,-
'[14:11:33.944]',0.539,-,0.953,121.771,-,-
'[14:11:33.952]',0.547,-,0.945,120.312,-,-
'[14:11:33.960]',0.562,-,0.937,118.854,-,-
'[14:11:33.968]',0.562,-,0.929,117.031,-,-
'[14:11:33.976]',0.562,-,0.929,114.844,-,-
'[14:11:33.984]',0.570,-,0.929,112.656,-,-
'[14:11:33.992]',0.562,-,0.913,110.104,-,-
'[14:11:34.000]',0.539,-,0.906,107.917,-,-
'[14:11:34.008]',0.516,-,0.890,104.635,-,-
'[14:11:34.016]',0.492,-,0.898,102.448,-,-
'[14:11:34.024]',0.469,-,0.890,98.437,-,-
'[14:11:34.032]',0.461,-,0.874,94.427,-,-
'[14:11:34.040]',0.461,-,0.866,90.781,-,-
'[14:11:34.048]',0.445,-,0.858,86.771,-,-
'[14:11:34.056]',0.445,-,0.850,84.219,-,-
'[14:11:34.064]',0.445,-,0.835,82.031,-,-
'[14:11:34.072]',0.445,-,0.835,80.573,-,-
'[14:11:34.080]',0.438,-,0.850,79.844,-,-
'[14:11:34.088]',0.430,-,0.874,79.844,-,-
'[14:11:34.096]',0.469,-,0.921,79.844,-,-
'[14:11:34.104]',0.562,-,0.984,80.573,-,-
'[14:11:34.112]',0.773,-,1.079,81.302,-,-
'[14:11:34.120]',0.953,-,1.126,82.031,-,-
'[14:11:34.128]',0.977,-,1.016,82.760,-,-
'[14:11:34.136]',0.797,-,0.906,83.489,-,-
'[14:11:34.144]',0.625,-,0.819,82.760,-,-
'[14:11:34.152]',0.531,-,0.811,82.760,-,-
'[14:11:34.160]',0.469,-,0.858,82.760,-,-
'[14:11:34.168]',0.430,-,0.874,82.760,-,-
'[14:11:34.176]',0.406,-,0.874,82.760,-,-
'[14:11:34.184]',0.406,-,0.874,80.573,-,-
'[14:11:34.192]',0.406,-,0.866,78.750,-,-
'[14:11:34.200]',0.406,-,0.866,78.021,-,-
'[14:11:34.208]',0.406,-,0.866,78.021,-,-
'[14:11:34.216]',0.406,-,0.866,77.292,-,-
'[14:11:34.224]',0.422,-,0.866,76.562,-,-
'[14:11:34.232]',0.414,-,0.866,75.104,-,-
'[14:11:34.240]',0.422,-,0.850,74.375,-,-
'[14:11:34.248]',0.414,-,0.858,72.552,-,-
'[14:11:34.256]',0.422,-,0.850,71.823,-,-
'[14:11:34.264]',0.422,-,0.866,71.823,-,-
'[14:11:34.272]',0.422,-,0.866,71.823,-,-
'[14:11:34.280]',0.422,-,0.866,72.552,-,-
'[14:11:34.288]',0.422,-,0.874,71.823,-,-
'[14:11:34.296]',0.430,-,0.882,71.094,-,-
'[14:11:34.304]',0.438,-,0.890,70.365,-,-
'[14:11:34.312]',0.438,-,0.890,69.635,-,-
'[14:11:34.320]',0.438,-,0.890,68.906,-,-
'[14:11:34.328]',0.438,-,0.898,68.906,-,-
'[14:11:34.336]',0.445,-,0.906,69.635,-,-
'[14:11:34.344]',0.461,-,0.913,70.365,-,-
'[14:11:34.352]',0.469,-,0.921,72.552,-,-
'[14:11:34.360]',0.477,-,0.929,76.562,-,-
'[14:11:34.368]',0.492,-,0.953,82.760,-,-
'[14:11:34.376]',0.492,-,0.961,91.510,-,-
'[14:11:34.384]',0.516,-,0.976,101.719,-,-
'[14:11:34.392]',0.523,-,0.992,112.656,-,-
'[14:11:34.400]',0.531,-,1.000,121.771,-,-
'[14:11:34.408]',0.531,-,1.000,130.521,-,-
'[14:11:34.416]',0.516,-,1.008,136.719,-,-
'[14:11:34.424]',0.500,-,1.008,140.729,-,-
'[14:11:34.432]',0.484,-,1.016,142.187,-,-
'[14:11:34.440]',0.477,-,1.016,141.458,-,-
'[14:11:34.448]',0.469,-,1.024,140.000,-,-
'[14:11:34.456]',0.461,-,1.031,136.719,-,-
'[14:11:34.464]',0.453,-,1.039,134.531,-,-
'[14:11:34.472]',0.453,-,1.047,131.979,-,-
'[14:11:34.480]',0.445,-,1.047,131.250,-,-
'[14:11:34.488]',0.453,-,1.047,130.521,-,-
'[14:11:34.496]',0.445,-,1.047,129.792,-,-
'[14:11:34.504]',0.453,-,1.055,127.969,-,-
'[14:11:34.512]',0.461,-,1.071,127.239,-,-
'[14:11:34.520]',0.469,-,1.079,126.510,-,-
'[14:11:34.528]',0.492,-,1.094,126.510,-,-
'[14:11:34.536]',0.500,-,1.102,126.510,-,-
'[14:11:34.544]',0.508,-,1.102,125.781,-,-
'[14:11:34.552]',0.516,-,1.094,124.323,-,-
'[14:11:34.560]',0.516,-,1.087,122.500,-,-
'[14:11:34.568]',0.531,-,1.087,121.042,-,-
'[14:11:34.576]',0.531,-,1.071,118.854,-,-
'[14:11:34.584]',0.539,-,1.055,116.302,-,-
'[14:11:34.592]',0.555,-,1.047,114.844,-,-
'[14:11:34.600]',0.547,-,1.031,112.656,-,-
'[14:11:34.608]',0.531,-,1.000,110.833,-,-
'[14:11:34.616]',0.516,-,0.984,108.646,-,-
'[14:11:34.624]',0.492,-,0.969,106.094,-,-
'[14:11:34.632]',0.461,-,0.953,103.177,-,-
'[14:11:34.640]',0.445,-,0.929,99.167,-,-
'[14:11:34.648]',0.445,-,0.929,95.156,-,-
'[14:11:34.656]',0.445,-,0.929,91.510,-,-
'[14:11:34.664]',0.445,-,0.929,88.229,-,-
'[14:11:34.672]',0.445,-,0.921,85.312,-,-
'[14:11:34.680]',0.438,-,0.921,83.489,-,-
'[14:11:34.688]',0.445,-,0.913,82.031,-,-
'[14:11:34.696]',0.422,-,0.921,81.302,-,-
'[14:11:34.704]',0.445,-,0.929,81.302,-,-
'[14:11:34.712]',0.500,-,0.976,81.302,-,-
'[14:11:34.720]',0.648,-,1.055,82.031,-,-
'[14:11:34.728]',0.875,-,1.165,82.760,-,-
'[14:11:34.736]',0.984,-,1.181,83.489,-,-
'[14:11:34.744]',0.867,-,0.976,84.219,-,-
'[14:11:34.752]',0.688,-,0.827,85.312,-,-
'[14:11:34.760]',0.547,-,0.740,85.312,-,-
'[14:11:34.768]',0.484,-,0.756,85.312,-,-
'[14:11:34.776]',0.461,-,0.764,85.312,-,-
'[14:11:34.784]',0.438,-,0.756,84.219,-,-
'[14:11:34.792]',0.438,-,0.740,84.219,-,-
'[14:11:34.800]',0.445,-,0.717,82.760,-,-
'[14:11:34.808]',0.445,-,0.685,82.031,-,-
'[14:11:34.816]',0.438,-,0.669,80.573,-,-
'[14:11:34.824]',0.453,-,0.638,79.844,-,-
'[14:11:34.832]',0.461,-,0.614,78.750,-,-
'[14:11:34.840]',0.461,-,0.591,78.021,-,-
'[14:11:34.848]',0.469,-,0.567,76.562,-,-
'[14:11:34.856]',0.469,-,0.543,75.833,-,-
'[14:11:34.864]',0.477,-,0.520,75.104,-,-
'[14:11:34.872]',0.477,-,0.496,75.104,-,-
'[14:11:34.880]',0.477,-,0.480,75.104,-,-
'[14:11:34.888]',0.492,-,0.457,74.375,-,-
'[14:11:34.896]',0.492,-,0.441,74.375,-,-
'[14:11:34.904]',0.492,-,0.433,73.281,-,-
'[14:11:34.912]',0.492,-,0.425,73.281,-,-
'[14:11:34.920]',0.500,-,0.417,73.281,-,-
'[14:11:34.928]',0.500,-,0.417,73.281,-,-
'[14:11:34.936]',0.500,-,0.402,72.552,-,-
'[14:11:34.944]',0.516,-,0.409,72.552,-,-
'[14:11:34.952]',0.516,-,0.402,72.552,-,-
'[14:11:34.960]',0.516,-,0.402,74.375,-,-
'[14:11:34.968]',0.531,-,0.409,77.292,-,-
'[14:11:34.976]',0.531,-,0.402,83.489,-,-
'[14:11:34.984]',0.539,-,0.417,92.239,-,-
'[14:11:34.992]',0.562,-,0.417,101.719,-,-
'[14:11:35.000]',0.570,-,0.433,112.656,-,-
'[14:11:35.008]',0.586,-,0.433,123.594,-,-
'[14:11:35.016]',0.586,-,0.433,132.708,-,-
'[14:11:35.024]',0.570,-,0.433,140.000,-,-
'[14:11:35.032]',0.562,-,0.433,144.375,-,-
'[14:11:35.040]',0.555,-,0.425,146.198,-,-
'[14:11:35.048]',0.523,-,0.433,146.198,-,-
'[14:11:35.056]',0.516,-,0.441,144.375,-,-
'[14:11:35.064]',0.500,-,0.441,142.187,-,-
'[14:11:35.072]',0.500,-,0.441,138.906,-,-
'[14:11:35.080]',0.492,-,0.457,136.719,-,-
'[14:11:35.088]',0.484,-,0.457,135.260,-,-
'[14:11:35.096]',0.477,-,0.488,134.531,-,-
'[14:11:35.104]',0.477,-,0.504,133.437,-,-
'[14:11:35.112]',0.469,-,0.528,132.708,-,-
'[14:11:35.120]',0.469,-,0.559,131.979,-,-
'[14:11:35.128]',0.477,-,0.598,130.521,-,-
'[14:11:35.136]',0.492,-,0.622,129.792,-,-
'[14:11:35.144]',0.500,-,0.654,129.062,-,-
'[14:11:35.152]',0.500,-,0.669,127.969,-,-
'[14:11:35.160]',0.508,-,0.693,126.510,-,-
'[14:11:35.168]',0.523,-,0.709,125.052,-,-
'[14:11:35.176]',0.531,-,0.724,123.594,-,-
'[14:11:35.184]',0.531,-,0.724,121.771,-,-
'[14:11:35.192]',0.539,-,0.724,120.312,-,-
'[14:11:35.200]',0.547,-,0.724,118.125,-,-
'[14:11:35.208]',0.555,-,0.724,116.302,-,-
'[14:11:35.216]',0.531,-,0.717,114.114,-,-
'[14:11:35.224]',0.508,-,0.709,110.833,-,-
'[14:11:35.232]',0.492,-,0.709,107.917,-,-
'[14:11:35.240]',0.469,-,0.709,104.635,-,-
'[14:11:35.248]',0.445,-,0.693,100.625,-,-
'[14:11:35.256]',0.445,-,0.693,96.979,-,-
'[14:11:35.264]',0.438,-,0.693,92.969,-,-
'[14:11:35.272]',0.445,-,0.693,88.958,-,-
'[14:11:35.280]',0.438,-,0.709,86.771,-,-
'[14:11:35.288]',0.445,-,0.717,84.219,-,-
'[14:11:35.296]',0.438,-,0.724,82.031,-,-
'[14:11:35.304]',0.422,-,0.732,81.302,-,-
'[14:11:35.312]',0.438,-,0.764,80.573,-,-
'[14:11:35.320]',0.500,-,0.819,80.573,-,-
'[14:11:35.328]',0.656,-,0.921,81.302,-,-
'[14:11:35.336]',0.867,-,1.039,81.302,-,-
'[14:11:35.344]',0.961,-,1.055,82.760,-,-
'[14:11:35.352]',0.828,-,0.898,83.489,-,-
'[14:11:35.360]',0.672,-,0.819,83.489,-,-
'[14:11:35.368]',0.531,-,0.772,84.219,-,-
'[14:11:35.376]',0.461,-,0.803,85.312,-,-
'[14:11:35.384]',0.422,-,0.827,85.312,-,-
'[14:11:35.392]',0.398,-,0.819,84.219,-,-
'[14:11:35.400]',0.391,-,0.819,83.489,-,-
'[14:11:35.408]',0.391,-,0.811,82.760,-,-
'[14:11:35.416]',0.383,-,0.811,82.031,-,-
'[14:11:35.424]',0.375,-,0.819,80.573,-,-
'[14:11:35.432]',0.375,-,0.835,79.844,-,-
'[14:11:35.440]',0.383,-,0.850,78.750,-,-
'[14:11:35.448]',0.391,-,0.858,78.021,-,-
'[14:11:35.456]',0.391,-,0.866,76.562,-,-
'[14:11:35.464]',0.391,-,0.874,75.833,-,-
'[14:11:35.472]',0.398,-,0.874,74.375,-,-
'[14:11:35.480]',0.398,-,0.882,73.281,-,-
'[14:11:35.488]',0.406,-,0.890,73.281,-,-
'[14:11:35.496]',0.422,-,0.882,72.552,-,-
'[14:11:35.504]',0.422,-,0.874,72.552,-,-
'[14:11:35.512]',0.438,-,0.874,71.823,-,-
'[14:11:35.520]',0.445,-,0.866,71.823,-,-
'[14:11:35.528]',0.445,-,0.866,71.094,-,-
'[14:11:35.536]',0.453,-,0.866,70.365,-,-
'[14:11:35.544]',0.461,-,0.850,70.365,-,-
'[14:11:35.552]',0.469,-,0.850,70.365,-,-
'[14:11:35.560]',0.477,-,0.850,70.365,-,-
'[14:11:35.568]',0.492,-,0.866,71.823,-,-
'[14:11:35.576]',0.492,-,0.866,75.104,-,-
'[14:11:35.584]',0.500,-,0.866,79.844,-,-
'[14:11:35.592]',0.516,-,0.866,87.500,-,-
'[14:11:35.600]',0.523,-,0.874,97.708,-,-
'[14:11:35.608]',0.539,-,0.882,108.646,-,-
'[14:11:35.616]',0.562,-,0.890,118.854,-,-
'[14:11:35.624]',0.562,-,0.882,127.969,-,-
'[14:11:35.632]',0.562,-,0.874,135.989,-,-
'[14:11:35.640]',0.562,-,0.866,140.000,-,-
'[14:11:35.648]',0.539,-,0.866,142.187,-,-
'[14:11:35.656]',0.531,-,0.850,142.187,-,-
'[14:11:35.664]',0.516,-,0.850,140.729,-,-
'[14:11:35.672]',0.516,-,0.835,138.177,-,-
'[14:11:35.680]',0.492,-,0.835,135.260,-,-
'[14:11:35.688]',0.492,-,0.827,132.708,-,-
'[14:11:35.696]',0.469,-,0.835,130.521,-,-
'[14:11:35.704]',0.469,-,0.850,129.062,-,-
'[14:11:35.712]',0.469,-,0.866,127.239,-,-
'[14:11:35.720]',0.469,-,0.874,127.239,-,-
'[14:11:35.728]',0.469,-,0.890,126.510,-,-
'[14:11:35.736]',0.469,-,0.906,126.510,-,-
'[14:11:35.744]',0.477,-,0.921,126.510,-,-
'[14:11:35.752]',0.492,-,0.945,125.781,-,-
'[14:11:35.760]',0.492,-,0.961,125.052,-,-
'[14:11:35.768]',0.492,-,0.976,123.594,-,-
'[14:11:35.776]',0.508,-,0.984,121.771,-,-
'[14:11:35.784]',0.516,-,1.000,120.312,-,-
'[14:11:35.792]',0.516,-,1.008,118.854,-,-
'[14:11:35.800]',0.523,-,1.016,117.031,-,-
'[14:11:35.808]',0.531,-,1.024,114.844,-,-
'[14:11:35.816]',0.547,-,1.039,113.385,-,-
'[14:11:35.824]',0.555,-,1.031,110.833,-,-
'[14:11:35.832]',0.523,-,1.031,107.917,-,-
'[14:11:35.840]',0.516,-,1.024,104.635,-,-
'[14:11:35.848]',0.492,-,1.016,101.719,-,-
'[14:11:35.856]',0.477,-,1.000,97.708,-,-
'[14:11:35.864]',0.453,-,0.984,93.698,-,-
