'Time','II','AVR','V','RESP','PLETH','ABP','CVP','UAP'
'[14:03:20.600]',0.495,0.500,0.550,0.367,1.520,51.853,37.004,110.927
'[14:03:20.608]',0.515,0.490,0.545,0.362,1.506,52.986,37.004,110.927
'[14:03:20.616]',0.520,0.490,0.550,0.357,1.495,55.799,37.004,110.927
'[14:03:20.624]',0.535,0.490,0.555,0.351,1.479,61.035,37.004,110.927
'[14:03:20.632]',0.540,0.485,0.565,0.346,1.461,68.616,37.004,110.927
'[14:03:20.640]',0.550,0.470,0.560,0.340,1.443,77.134,37.004,110.927
'[14:03:20.648]',0.545,0.475,0.570,0.333,1.423,84.363,37.004,110.876
'[14:03:20.656]',0.540,0.475,0.575,0.328,1.404,89.248,37.004,110.876
'[14:03:20.664]',0.545,0.465,0.565,0.322,1.384,92.296,37.004,110.876
'[14:03:20.672]',0.540,0.465,0.570,0.316,1.364,94.992,37.004,110.876
'[14:03:20.680]',0.535,0.470,0.560,0.310,1.343,98.235,37.004,110.876
'[14:03:20.688]',0.525,0.465,0.565,0.302,1.325,102.182,37.004,110.876
'[14:03:20.696]',0.505,0.485,0.560,0.296,1.309,106.011,37.004,110.876
'[14:03:20.704]',0.495,0.490,0.565,0.288,1.296,109.059,37.004,110.876
'[14:03:20.712]',0.485,0.500,0.555,0.280,1.286,111.130,37.004,110.876
'[14:03:20.720]',0.490,0.490,0.560,0.272,1.273,112.497,37.004,110.876
'[14:03:20.728]',0.475,0.505,0.545,0.265,1.258,113.631,37.004,110.876
'[14:03:20.736]',0.470,0.500,0.555,0.257,1.243,114.686,37.004,110.876
'[14:03:20.744]',0.460,0.505,0.545,0.249,1.229,115.702,37.004,110.876
'[14:03:20.752]',0.465,0.500,0.555,0.242,1.214,116.444,37.004,110.876
'[14:03:20.760]',0.455,0.510,0.545,0.234,1.199,116.796,37.004,110.876
'[14:03:20.768]',0.450,0.515,0.555,0.228,1.186,116.757,37.004,110.876
'[14:03:20.776]',0.455,0.515,0.545,0.221,1.172,116.444,37.004,110.876
'[14:03:20.784]',0.450,0.510,0.555,0.214,1.159,115.858,37.004,110.876
'[14:03:20.792]',0.450,0.515,0.545,0.207,1.148,115.194,37.004,110.876
'[14:03:20.800]',0.460,0.505,0.555,0.200,1.137,114.295,37.004,110.876
'[14:03:20.808]',0.465,0.515,0.550,0.193,1.130,113.318,37.004,110.876
'[14:03:20.816]',0.460,0.515,0.550,0.186,1.125,112.107,37.004,110.876
'[14:03:20.824]',0.455,0.510,0.540,0.180,1.117,110.739,37.004,110.876
'[14:03:20.832]',0.470,0.495,0.545,0.174,1.107,109.176,37.004,110.876
'[14:03:20.840]',0.475,0.490,0.545,0.168,1.096,107.379,37.004,110.876
'[14:03:20.848]',0.470,0.490,0.540,0.162,1.087,105.308,37.004,110.876
'[14:03:20.856]',0.480,0.490,0.540,0.156,1.085,103.002,37.004,110.876
'[14:03:20.864]',0.470,0.500,0.540,0.150,1.097,100.423,37.004,110.876
'[14:03:20.872]',0.470,0.490,0.540,0.144,1.131,97.493,37.004,110.876
'[14:03:20.880]',0.470,0.495,0.540,0.137,1.194,94.288,37.004,110.876
'[14:03:20.888]',0.470,0.490,0.540,0.131,1.289,90.811,37.004,110.876
'[14:03:20.896]',0.470,0.495,0.535,0.125,1.417,87.255,37.004,110.876
'[14:03:20.904]',0.470,0.490,0.540,0.119,1.549,83.816,37.004,110.876
'[14:03:20.912]',0.465,0.500,0.540,0.114,1.687,80.807,37.004,110.876
'[14:03:20.920]',0.475,0.490,0.545,0.109,1.851,78.307,37.004,110.876
'[14:03:20.928]',0.495,0.485,0.540,0.104,2.025,76.431,37.004,110.876
'[14:03:20.936]',0.510,0.470,0.565,0.100,2.196,74.946,37.004,110.876
'[14:03:20.944]',0.510,0.475,0.560,0.094,2.353,73.735,37.004,110.825
'[14:03:20.952]',0.515,0.470,0.565,0.089,2.493,72.797,37.004,110.825
'[14:03:20.960]',0.495,0.485,0.565,0.083,2.614,71.937,37.004,110.825
'[14:03:20.968]',0.485,0.480,0.580,0.077,2.717,71.195,37.004,110.825
'[14:03:20.976]',0.465,0.495,0.570,0.072,2.802,70.570,37.004,110.825
'[14:03:20.984]',0.450,0.495,0.575,0.067,2.872,70.062,37.004,110.825
'[14:03:20.992]',0.455,0.500,0.555,0.062,2.929,69.749,37.004,110.825
'[14:03:21.000]',0.460,0.495,0.545,0.058,2.966,69.437,37.004,110.825
'[14:03:21.008]',0.450,0.500,0.525,0.053,2.991,69.241,37.004,110.825
'[14:03:21.016]',0.445,0.515,0.520,0.049,3.016,69.007,37.004,110.876
'[14:03:21.024]',0.445,0.510,0.520,0.044,3.035,68.811,37.004,110.876
'[14:03:21.032]',0.445,0.515,0.525,0.039,3.049,68.499,37.004,110.876
'[14:03:21.040]',0.425,0.525,0.510,0.035,3.056,68.186,37.004,110.876
'[14:03:21.048]',0.420,0.535,0.515,0.031,3.056,67.874,37.004,110.876
'[14:03:21.056]',0.425,0.525,0.510,0.027,3.049,67.483,37.004,110.876
'[14:03:21.064]',0.420,0.525,0.515,0.023,3.035,67.131,37.004,110.876
'[14:03:21.072]',0.425,0.520,0.510,0.020,3.015,66.662,37.004,110.927
'[14:03:21.080]',0.455,0.535,0.530,0.017,2.988,66.193,37.004,110.927
'[14:03:21.088]',0.625,0.440,0.540,0.013,2.957,65.685,37.004,110.927
'[14:03:21.096]',0.985,0.200,0.505,0.010,2.920,65.099,37.004,110.927
'[14:03:21.104]',1.265,-0.080,0.520,0.007,2.880,64.630,37.004,110.876
'[14:03:21.112]',1.285,-0.215,0.500,0.004,2.836,64.005,37.004,110.876
'[14:03:21.120]',0.740,0.065,0.570,0.001,2.785,63.380,37.004,110.876
'[14:03:21.128]',0.055,0.560,0.740,-0.001,2.727,62.755,37.004,110.876
'[14:03:21.136]',-0.025,0.690,0.675,-0.003,2.664,62.130,37.004,110.876
'[14:03:21.144]',0.125,0.695,0.590,-0.005,2.594,61.504,37.004,110.876
'[14:03:21.152]',0.260,0.620,0.530,-0.006,2.520,60.918,37.004,110.927
'[14:03:21.160]',0.335,0.585,0.500,-0.008,2.443,60.371,37.004,110.927
'[14:03:21.168]',0.365,0.580,0.505,-0.009,2.363,59.785,37.004,110.876
'[14:03:21.176]',0.375,0.585,0.495,-0.011,2.283,59.238,37.004,110.876
'[14:03:21.184]',0.380,0.580,0.500,-0.012,2.205,58.730,37.004,110.927
'[14:03:21.192]',0.380,0.575,0.485,-0.014,2.130,58.222,37.004,110.927
'[14:03:21.200]',0.400,0.560,0.495,-0.016,2.065,57.792,37.004,110.927
'[14:03:21.208]',0.400,0.560,0.485,-0.017,2.010,57.362,37.004,110.876
'[14:03:21.216]',0.405,0.555,0.495,-0.019,1.953,56.933,37.004,110.876
'[14:03:21.224]',0.405,0.560,0.490,-0.020,1.899,56.503,37.004,110.825
'[14:03:21.232]',0.410,0.555,0.495,-0.022,1.850,56.112,37.004,110.825
'[14:03:21.240]',0.420,0.550,0.495,-0.023,1.806,55.682,37.004,110.825
'[14:03:21.248]',0.420,0.545,0.495,-0.024,1.767,55.291,37.004,110.825
'[14:03:21.256]',0.415,0.555,0.500,-0.024,1.733,54.940,37.004,110.876
'[14:03:21.264]',0.420,0.550,0.495,-0.024,1.703,54.627,37.004,110.876
'[14:03:21.272]',0.430,0.540,0.505,-0.024,1.676,54.236,37.004,110.876
'[14:03:21.280]',0.445,0.530,0.500,-0.024,1.652,53.924,37.004,110.876
'[14:03:21.288]',0.435,0.540,0.510,-0.023,1.630,53.611,37.004,110.927
'[14:03:21.296]',0.450,0.525,0.500,-0.023,1.610,53.299,37.004,110.876
'[14:03:21.304]',0.465,0.515,0.510,-0.022,1.593,52.908,37.004,110.876
'[14:03:21.312]',0.460,0.520,0.510,-0.022,1.579,52.595,37.004,110.876
'[14:03:21.320]',0.475,0.510,0.520,-0.021,1.562,52.283,37.004,110.876
'[14:03:21.328]',0.490,0.505,0.520,-0.021,1.544,52.126,37.004,110.876
'[14:03:21.336]',0.495,0.500,0.525,-0.021,1.525,52.244,37.004,110.876
'[14:03:21.344]',0.515,0.495,0.520,-0.022,1.505,53.299,37.004,110.876
'[14:03:21.352]',0.530,0.485,0.535,-0.022,1.486,56.034,37.004,110.876
'[14:03:21.360]',0.540,0.475,0.530,-0.022,1.466,61.231,37.004,110.876
'[14:03:21.368]',0.540,0.470,0.540,-0.022,1.447,68.811,37.004,110.876
'[14:03:21.376]',0.545,0.475,0.535,-0.022,1.426,77.291,37.004,110.876
'[14:03:21.384]',0.550,0.465,0.540,-0.022,1.405,84.598,37.004,110.876
'[14:03:21.392]',0.555,0.470,0.535,-0.023,1.383,89.560,37.004,110.876
'[14:03:21.400]',0.550,0.465,0.540,-0.023,1.367,92.569,37.004,110.876
'[14:03:21.408]',0.545,0.465,0.530,-0.024,1.352,95.187,37.004,110.876
'[14:03:21.416]',0.540,0.460,0.540,-0.025,1.334,98.430,37.004,110.876
'[14:03:21.424]',0.530,0.455,0.525,-0.028,1.315,102.377,37.004,110.876
'[14:03:21.432]',0.515,0.470,0.525,-0.030,1.294,106.324,37.004,110.876
'[14:03:21.440]',0.505,0.475,0.520,-0.033,1.274,109.371,37.004,110.876
'[14:03:21.448]',0.495,0.480,0.530,-0.035,1.253,111.442,37.004,110.876
'[14:03:21.456]',0.470,0.500,0.520,-0.038,1.235,112.732,37.004,110.876
'[14:03:21.464]',0.460,0.505,0.520,-0.041,1.217,113.748,37.004,110.876
'[14:03:21.472]',0.455,0.510,0.520,-0.043,1.200,114.686,37.004,110.876
'[14:03:21.480]',0.445,0.510,0.520,-0.046,1.184,115.506,37.004,110.876
'[14:03:21.488]',0.445,0.510,0.520,-0.049,1.168,116.170,37.004,110.876
'[14:03:21.496]',0.445,0.515,0.520,-0.051,1.153,116.483,37.004,110.876
'[14:03:21.504]',0.445,0.510,0.525,-0.054,1.144,116.444,37.004,110.876
'[14:03:21.512]',0.445,0.515,0.520,-0.057,1.136,116.131,37.004,110.876
'[14:03:21.520]',0.450,0.510,0.520,-0.059,1.125,115.545,37.004,110.825
'[14:03:21.528]',0.450,0.510,0.520,-0.062,1.114,114.881,37.004,110.876
'[14:03:21.536]',0.455,0.505,0.520,-0.064,1.104,113.943,37.004,110.876
'[14:03:21.544]',0.460,0.510,0.520,-0.066,1.092,112.927,37.004,110.876
'[14:03:21.552]',0.455,0.510,0.525,-0.067,1.080,111.677,37.004,110.876
'[14:03:21.560]',0.470,0.505,0.520,-0.068,1.068,110.309,37.004,110.825
'[14:03:21.568]',0.470,0.500,0.530,-0.069,1.056,108.746,37.004,110.876
'[14:03:21.576]',0.465,0.515,0.520,-0.069,1.044,106.988,37.004,110.876
'[14:03:21.584]',0.470,0.505,0.530,-0.070,1.035,105.073,37.004,110.876
'[14:03:21.592]',0.470,0.510,0.520,-0.070,1.034,102.807,37.004,110.876
'[14:03:21.600]',0.470,0.505,0.525,-0.070,1.046,100.306,37.004,110.876
'[14:03:21.608]',0.470,0.505,0.520,-0.069,1.074,97.375,37.004,110.876
'[14:03:21.616]',0.465,0.505,0.525,-0.069,1.128,94.054,37.004,110.876
'[14:03:21.624]',0.455,0.515,0.520,-0.068,1.213,90.420,37.004,110.876
'[14:03:21.632]',0.450,0.515,0.520,-0.067,1.330,86.747,37.004,110.876
'[14:03:21.640]',0.460,0.505,0.520,-0.065,1.477,83.191,37.004,110.876
'[14:03:21.648]',0.460,0.500,0.525,-0.064,1.645,79.987,37.004,110.876
'[14:03:21.656]',0.450,0.510,0.510,-0.062,1.825,77.369,37.004,110.876
'[14:03:21.664]',0.455,0.515,0.520,-0.061,2.006,75.376,37.004,110.876
'[14:03:21.672]',0.450,0.515,0.520,-0.059,2.177,73.852,37.004,110.876
'[14:03:21.680]',0.460,0.505,0.525,-0.058,2.333,72.758,37.004,110.825
'[14:03:21.688]',0.480,0.490,0.535,-0.056,2.470,71.859,37.004,110.825
'[14:03:21.696]',0.490,0.490,0.530,-0.054,2.587,71.117,37.004,110.825
'[14:03:21.704]',0.495,0.490,0.545,-0.052,2.674,70.492,37.004,110.825
'[14:03:21.712]',0.495,0.490,0.540,-0.050,2.740,69.945,37.004,110.876
'[14:03:21.720]',0.485,0.485,0.550,-0.049,2.803,69.476,37.004,110.876
'[14:03:21.728]',0.470,0.495,0.545,-0.048,2.858,69.163,37.004,110.876
'[14:03:21.736]',0.455,0.505,0.555,-0.046,2.904,69.007,37.004,110.876
'[14:03:21.744]',0.440,0.515,0.540,-0.045,2.942,68.811,37.004,110.927
'[14:03:21.752]',0.445,0.510,0.530,-0.043,2.972,68.694,37.004,110.876
'[14:03:21.760]',0.450,0.500,0.520,-0.042,2.993,68.499,37.004,110.876
'[14:03:21.768]',0.445,0.500,0.510,-0.041,3.007,68.186,37.004,110.876
'[14:03:21.776]',0.435,0.520,0.500,-0.040,3.013,67.874,37.004,110.825
'[14:03:21.784]',0.425,0.530,0.505,-0.039,3.012,67.561,37.004,110.825
'[14:03:21.792]',0.425,0.530,0.500,-0.038,3.005,67.170,37.004,110.825
'[14:03:21.800]',0.415,0.535,0.505,-0.037,2.990,66.740,37.004,110.876
'[14:03:21.808]',0.420,0.530,0.495,-0.036,2.970,66.232,37.004,110.876
'[14:03:21.816]',0.420,0.535,0.500,-0.035,2.944,65.724,37.004,110.876
'[14:03:21.824]',0.425,0.525,0.495,-0.033,2.915,65.256,37.004,110.876
'[14:03:21.832]',0.420,0.530,0.500,-0.032,2.880,64.748,37.004,110.876
'[14:03:21.840]',0.520,0.500,0.520,-0.031,2.838,64.161,37.004,110.876
'[14:03:21.848]',0.775,0.335,0.500,-0.029,2.790,63.536,37.004,110.876
'[14:03:21.856]',1.150,0.055,0.470,-0.028,2.736,62.911,37.004,110.927
'[14:03:21.864]',1.260,-0.175,0.470,-0.027,2.675,62.364,37.004,110.927
'[14:03:21.872]',1.055,-0.215,0.435,-0.026,2.609,61.817,37.004,110.927
'[14:03:21.880]',0.345,0.335,0.650,-0.025,2.537,61.192,37.004,110.927
'[14:03:21.888]',-0.030,0.670,0.740,-0.024,2.460,60.567,37.004,110.876
'[14:03:21.896]',0.025,0.715,0.630,-0.023,2.380,59.863,37.004,110.876
'[14:03:21.904]',0.185,0.660,0.565,-0.022,2.307,59.316,37.004,110.876
'[14:03:21.912]',0.290,0.615,0.505,-0.020,2.238,58.730,37.004,110.876
'[14:03:21.920]',0.355,0.590,0.495,-0.019,2.163,58.183,37.004,110.876
'[14:03:21.928]',0.375,0.585,0.490,-0.017,2.088,57.753,37.004,110.876
'[14:03:21.936]',0.380,0.575,0.485,-0.017,2.016,57.284,37.004,110.876
'[14:03:21.944]',0.375,0.580,0.480,-0.015,1.947,56.815,37.004,110.876
'[14:03:21.952]',0.385,0.575,0.485,-0.014,1.886,56.307,37.004,110.876
'[14:03:21.960]',0.395,0.570,0.470,-0.013,1.830,55.877,37.004,110.825
'[14:03:21.968]',0.400,0.560,0.480,-0.012,1.780,55.409,37.004,110.825
'[14:03:21.976]',0.400,0.560,0.475,-0.011,1.737,55.057,37.004,110.825
'[14:03:21.984]',0.400,0.560,0.480,-0.011,1.700,54.666,37.004,110.876
'[14:03:21.992]',0.405,0.560,0.475,-0.010,1.668,54.314,37.004,110.876
'[14:03:22.000]',0.415,0.550,0.495,-0.010,1.643,54.002,37.004,110.876
'[14:03:22.008]',0.420,0.550,0.485,-0.009,1.624,53.689,37.004,110.876
'[14:03:22.016]',0.415,0.555,0.490,-0.009,1.604,53.377,37.004,110.876
'[14:03:22.024]',0.420,0.555,0.485,-0.008,1.585,53.064,37.004,110.876
'[14:03:22.032]',0.430,0.540,0.495,-0.008,1.565,52.791,37.004,110.876
'[14:03:22.040]',0.440,0.540,0.495,-0.007,1.546,52.556,37.004,110.876
'[14:03:22.048]',0.450,0.525,0.500,-0.007,1.529,52.244,37.004,110.876
'[14:03:22.056]',0.455,0.525,0.495,-0.007,1.511,51.931,37.004,110.927
'[14:03:22.064]',0.455,0.530,0.500,-0.007,1.493,51.540,37.004,110.927
'[14:03:22.072]',0.465,0.520,0.495,-0.007,1.474,51.188,37.004,110.876
'[14:03:22.080]',0.480,0.510,0.500,-0.008,1.456,50.915,37.004,110.876
'[14:03:22.088]',0.505,0.490,0.505,-0.008,1.436,50.876,37.004,110.876
'[14:03:22.096]',0.505,0.500,0.510,-0.009,1.416,51.228,37.004,110.927
'[14:03:22.104]',0.515,0.490,0.500,-0.009,1.401,52.751,37.004,110.927
'[14:03:22.112]',0.525,0.485,0.510,-0.010,1.387,56.190,37.004,110.927
'[14:03:22.120]',0.540,0.475,0.520,-0.010,1.370,62.130,37.004,110.876
'[14:03:22.128]',0.540,0.480,0.515,-0.011,1.352,70.257,37.004,110.876
'[14:03:22.136]',0.545,0.470,0.525,-0.011,1.333,78.619,37.004,110.876
'[14:03:22.144]',0.540,0.480,0.520,-0.011,1.314,85.223,37.004,110.876
'[14:03:22.152]',0.545,0.470,0.520,-0.011,1.294,89.443,37.004,110.876
'[14:03:22.160]',0.550,0.465,0.520,-0.013,1.275,92.100,37.004,110.876
'[14:03:22.168]',0.540,0.465,0.515,-0.014,1.255,94.875,37.004,110.876
'[14:03:22.176]',0.525,0.470,0.505,-0.016,1.236,98.352,37.004,110.876
'[14:03:22.184]',0.515,0.475,0.510,-0.017,1.216,102.416,37.004,110.876
'[14:03:22.192]',0.505,0.480,0.500,-0.019,1.197,106.128,37.004,110.825
'[14:03:22.200]',0.490,0.490,0.505,-0.021,1.185,108.863,37.004,110.825
'[14:03:22.208]',0.495,0.480,0.500,-0.023,1.175,110.700,37.004,110.825
'[14:03:22.216]',0.485,0.485,0.500,-0.025,1.161,111.872,37.004,110.825
'[14:03:22.224]',0.465,0.500,0.495,-0.027,1.148,112.888,37.004,110.825
'[14:03:22.232]',0.455,0.505,0.500,-0.028,1.133,113.826,37.004,110.825
'[14:03:22.240]',0.445,0.515,0.490,-0.030,1.118,114.607,37.004,110.825
'[14:03:22.248]',0.440,0.505,0.495,-0.032,1.104,115.194,37.004,110.825
'[14:03:22.256]',0.455,0.510,0.495,-0.033,1.090,115.311,37.004,110.825
'[14:03:22.264]',0.450,0.510,0.500,-0.034,1.077,115.115,37.004,110.825
'[14:03:22.272]',0.445,0.515,0.505,-0.036,1.065,114.607,37.004,110.876
'[14:03:22.280]',0.450,0.505,0.500,-0.038,1.055,113.943,37.004,110.825
'[14:03:22.288]',0.460,0.515,0.505,-0.039,1.045,113.123,37.004,110.825
'[14:03:22.296]',0.455,0.505,0.500,-0.041,1.035,112.185,37.004,110.876
'[14:03:22.304]',0.465,0.505,0.515,-0.042,1.030,111.013,37.004,110.876
'[14:03:22.312]',0.470,0.505,0.510,-0.044,1.028,109.606,37.004,110.876
'[14:03:22.320]',0.460,0.510,0.505,-0.045,1.022,108.043,37.004,110.876
'[14:03:22.328]',0.470,0.495,0.500,-0.045,1.014,106.324,37.004,110.876
'[14:03:22.336]',0.470,0.505,0.505,-0.045,1.004,104.448,37.004,110.876
'[14:03:22.344]',0.470,0.500,0.500,-0.045,0.997,102.299,37.004,110.876
'[14:03:22.352]',0.470,0.495,0.510,-0.044,0.998,99.876,37.004,110.825
'[14:03:22.360]',0.455,0.510,0.500,-0.043,1.016,97.063,37.004,110.825
'[14:03:22.368]',0.460,0.495,0.500,-0.041,1.056,93.819,37.004,110.876
'[14:03:22.376]',0.470,0.495,0.500,-0.040,1.126,90.303,37.004,110.927
'[14:03:22.384]',0.460,0.505,0.505,-0.038,1.231,86.747,37.004,110.927
'[14:03:22.392]',0.455,0.505,0.495,-0.036,1.367,83.230,37.004,110.927
'[14:03:22.400]',0.450,0.510,0.500,-0.034,1.504,80.182,37.004,110.876
'[14:03:22.408]',0.450,0.510,0.495,-0.033,1.647,77.564,37.004,110.876
'[14:03:22.416]',0.445,0.515,0.495,-0.031,1.815,75.571,37.004,110.876
'[14:03:22.424]',0.460,0.505,0.495,-0.028,1.991,74.008,37.004,110.825
'[14:03:22.432]',0.470,0.495,0.510,-0.026,2.161,72.875,37.004,110.825
'[14:03:22.440]',0.480,0.495,0.505,-0.023,2.319,71.937,37.004,110.876
'[14:03:22.448]',0.500,0.480,0.520,-0.021,2.457,71.195,37.004,110.876
'[14:03:22.456]',0.505,0.475,0.520,-0.019,2.577,70.492,37.004,110.876
'[14:03:22.464]',0.495,0.480,0.520,-0.018,2.677,69.866,37.004,110.876
'[14:03:22.472]',0.485,0.485,0.520,-0.017,2.761,69.358,37.004,110.876
'[14:03:22.480]',0.475,0.490,0.535,-0.015,2.829,69.046,37.004,110.876
'[14:03:22.488]',0.455,0.500,0.540,-0.014,2.885,68.811,37.004,110.876
'[14:03:22.496]',0.450,0.495,0.530,-0.012,2.929,68.538,37.004,110.876
'[14:03:22.504]',0.460,0.500,0.520,-0.010,2.956,68.303,37.004,110.876
'[14:03:22.512]',0.470,0.490,0.515,-0.008,2.972,68.108,37.004,110.876
'[14:03:22.520]',0.440,0.510,0.495,-0.006,2.985,67.913,37.004,110.927
'[14:03:22.528]',0.430,0.515,0.490,-0.004,2.994,67.600,37.004,110.876
'[14:03:22.536]',0.440,0.515,0.495,-0.002,2.997,67.287,37.004,110.876
'[14:03:22.544]',0.430,0.525,0.495,-0.000,2.993,66.936,37.004,110.876
'[14:03:22.552]',0.425,0.525,0.490,0.001,2.982,66.545,37.004,110.876
'[14:03:22.560]',0.430,0.530,0.485,0.002,2.966,66.115,37.004,110.876
'[14:03:22.568]',0.425,0.525,0.490,0.003,2.943,65.685,37.004,110.876
'[14:03:22.576]',0.420,0.535,0.480,0.004,2.916,65.256,37.004,110.876
'[14:03:22.584]',0.430,0.525,0.490,0.005,2.882,64.748,37.004,110.876
'[14:03:22.592]',0.495,0.510,0.500,0.006,2.842,64.161,37.004,110.876
'[14:03:22.600]',0.685,0.405,0.505,0.006,2.800,63.693,37.004,110.876
'[14:03:22.608]',1.075,0.120,0.445,0.007,2.754,63.067,37.004,110.876
'[14:03:22.616]',1.275,-0.140,0.445,0.007,2.700,62.442,37.004,110.876
'[14:03:22.624]',1.150,-0.215,0.410,0.008,2.638,61.856,37.004,110.876
'[14:03:22.632]',0.515,0.215,0.575,0.008,2.571,61.309,37.004,110.876
'[14:03:22.640]',0.000,0.625,0.730,0.009,2.499,60.684,37.004,110.876
'[14:03:22.648]',-0.035,0.720,0.655,0.010,2.422,60.098,37.004,110.876
'[14:03:22.656]',0.135,0.680,0.575,0.011,2.342,59.551,37.004,110.927
'[14:03:22.664]',0.275,0.615,0.510,0.012,2.261,59.004,37.004,110.927
'[14:03:22.672]',0.345,0.590,0.485,0.013,2.181,58.417,37.004,110.876
'[14:03:22.680]',0.370,0.580,0.480,0.014,2.104,57.870,37.004,110.876
'[14:03:22.688]',0.385,0.580,0.470,0.014,2.030,57.440,37.004,110.876
'[14:03:22.696]',0.390,0.570,0.470,0.015,1.963,56.972,37.004,110.876
'[14:03:22.704]',0.395,0.580,0.465,0.014,1.907,56.542,37.004,110.876
'[14:03:22.712]',0.410,0.560,0.470,0.014,1.861,56.112,37.004,110.876
'[14:03:22.720]',0.415,0.555,0.475,0.014,1.815,55.682,37.004,110.876
'[14:03:22.728]',0.410,0.560,0.470,0.013,1.773,55.291,37.004,110.876
'[14:03:22.736]',0.410,0.560,0.470,0.013,1.732,54.940,37.004,110.876
'[14:03:22.744]',0.410,0.560,0.470,0.012,1.693,54.471,37.004,110.876
'[14:03:22.752]',0.410,0.560,0.475,0.012,1.662,54.119,37.004,110.825
'[14:03:22.760]',0.420,0.560,0.470,0.011,1.634,53.807,37.004,110.825
'[14:03:22.768]',0.425,0.545,0.475,0.010,1.612,53.494,37.004,110.825
'[14:03:22.776]',0.435,0.540,0.470,0.009,1.591,53.220,37.004,110.876
'[14:03:22.784]',0.440,0.535,0.480,0.008,1.573,52.986,37.004,110.876
'[14:03:22.792]',0.435,0.540,0.470,0.007,1.554,52.751,37.004,110.876
'[14:03:22.800]',0.440,0.535,0.480,0.005,1.540,52.439,37.004,110.876
'[14:03:22.808]',0.445,0.530,0.485,0.004,1.527,52.048,37.004,110.876
'[14:03:22.816]',0.465,0.515,0.495,0.002,1.512,51.696,37.004,110.876
'[14:03:22.824]',0.455,0.530,0.495,0.001,1.497,51.306,37.004,110.876
'[14:03:22.832]',0.475,0.515,0.500,-0.000,1.480,50.915,37.004,110.927
'[14:03:22.840]',0.495,0.510,0.500,-0.001,1.463,50.759,37.004,110.927
'[14:03:22.848]',0.495,0.515,0.505,-0.002,1.446,50.915,37.004,110.927
'[14:03:22.856]',0.515,0.500,0.500,-0.003,1.427,51.931,37.004,110.876
'[14:03:22.864]',0.525,0.490,0.515,-0.005,1.409,54.627,37.004,110.927
'[14:03:22.872]',0.535,0.490,0.505,-0.006,1.390,59.668,37.004,110.927
'[14:03:22.880]',0.545,0.475,0.520,-0.007,1.371,67.053,37.004,110.876
'[14:03:22.888]',0.555,0.470,0.515,-0.009,1.352,75.493,37.004,110.876
'[14:03:22.896]',0.540,0.485,0.510,-0.010,1.337,82.800,37.004,110.876
'[14:03:22.904]',0.550,0.470,0.520,-0.012,1.324,87.685,37.004,110.876
'[14:03:22.912]',0.545,0.480,0.515,-0.013,1.306,90.693,37.004,110.876
'[14:03:22.920]',0.545,0.465,0.510,-0.015,1.287,93.233,37.004,110.825
'[14:03:22.928]',0.540,0.465,0.505,-0.016,1.268,96.438,37.004,110.876
'[14:03:22.936]',0.530,0.470,0.510,-0.017,1.249,100.384,37.004,110.876
'[14:03:22.944]',0.515,0.480,0.500,-0.019,1.231,104.292,37.004,110.876
'[14:03:22.952]',0.505,0.480,0.510,-0.021,1.213,107.418,37.004,110.876
'[14:03:22.960]',0.495,0.490,0.495,-0.024,1.196,109.567,37.004,110.876
'[14:03:22.968]',0.475,0.495,0.500,-0.026,1.180,110.856,37.004,110.876
'[14:03:22.976]',0.470,0.500,0.495,-0.029,1.165,111.794,37.004,110.876
'[14:03:22.984]',0.470,0.505,0.495,-0.031,1.151,112.615,37.004,110.876
'[14:03:22.992]',0.470,0.500,0.490,-0.033,1.136,113.435,37.004,110.876
'[14:03:23.000]',0.455,0.515,0.495,-0.036,1.126,114.139,37.004,110.876
'[14:03:23.008]',0.455,0.510,0.495,-0.038,1.119,114.490,37.004,110.876
'[14:03:23.016]',0.445,0.515,0.495,-0.040,1.109,114.568,37.004,110.825
'[14:03:23.024]',0.445,0.520,0.495,-0.042,1.099,114.178,37.004,110.825
'[14:03:23.032]',0.465,0.505,0.505,-0.043,1.088,113.552,37.004,110.825
'[14:03:23.040]',0.460,0.515,0.495,-0.044,1.077,112.732,37.004,110.825
'[14:03:23.048]',0.460,0.510,0.505,-0.045,1.068,111.794,37.004,110.825
'[14:03:23.056]',0.465,0.515,0.495,-0.046,1.061,110.700,37.004,110.876
'[14:03:23.064]',0.470,0.510,0.505,-0.046,1.052,109.371,37.004,110.876
'[14:03:23.072]',0.470,0.510,0.495,-0.046,1.043,107.887,37.004,110.876
'[14:03:23.080]',0.470,0.505,0.500,-0.046,1.034,106.245,37.004,110.876
'[14:03:23.088]',0.475,0.510,0.500,-0.046,1.025,104.448,37.004,110.825
'[14:03:23.096]',0.480,0.495,0.505,-0.045,1.022,102.299,37.004,110.825
'[14:03:23.104]',0.475,0.505,0.495,-0.044,1.024,99.915,37.004,110.876
'[14:03:23.112]',0.470,0.510,0.500,-0.043,1.034,97.180,37.004,110.876
