'Time','I','II','III','AVR','V','RESP','PLETH','ABP','CVP','IC1','ICP'
'[15:26:48.808]',-,0.540,-,0.580,0.820,0.172,2.248,78.541,-,5.617,-
'[15:26:48.816]',-,0.635,-,0.445,0.575,0.172,2.237,78.014,-,5.617,-
'[15:26:48.824]',-,0.555,-,0.540,0.360,0.173,2.225,77.486,-,5.617,-
'[15:26:48.832]',-,0.390,-,0.700,0.320,0.174,2.213,76.900,-,5.617,-
'[15:26:48.840]',-,0.335,-,0.735,0.690,0.174,2.200,76.431,-,5.685,-
'[15:26:48.848]',-,0.335,-,0.755,0.870,0.175,2.188,75.962,-,5.744,-
'[15:26:48.856]',-,0.340,-,0.755,0.955,0.176,2.175,75.493,-,5.871,-
'[15:26:48.864]',-,0.325,-,0.775,1.000,0.177,2.162,75.024,-,5.998,-
'[15:26:48.872]',-,0.325,-,0.775,1.015,0.178,2.147,74.614,-,6.125,-
'[15:26:48.880]',-,0.320,-,0.780,1.005,0.180,2.130,74.145,-,6.242,-
'[15:26:48.888]',-,0.320,-,0.775,1.020,0.181,2.112,73.794,-,6.438,-
'[15:26:48.896]',-,0.325,-,0.775,1.000,0.183,2.094,73.442,-,6.555,-
'[15:26:48.904]',-,0.320,-,0.780,1.025,0.185,2.075,72.973,-,6.750,-
'[15:26:48.912]',-,0.330,-,0.770,1.005,0.187,2.060,72.621,-,6.867,-
'[15:26:48.920]',-,0.325,-,0.775,1.025,0.189,2.049,72.094,-,6.994,-
'[15:26:48.928]',-,0.340,-,0.760,1.010,0.192,2.037,71.684,-,7.121,-
'[15:26:48.936]',-,0.330,-,0.775,1.030,0.194,2.028,71.156,-,7.248,-
'[15:26:48.944]',-,0.345,-,0.765,1.010,0.197,2.023,70.687,-,7.248,-
'[15:26:48.952]',-,0.335,-,0.775,1.025,0.199,2.022,70.160,-,7.248,-
'[15:26:48.960]',-,0.345,-,0.760,1.010,0.202,2.021,69.632,-,7.180,-
'[15:26:48.968]',-,0.330,-,0.770,1.020,0.205,2.020,69.105,-,7.121,-
'[15:26:48.976]',-,0.345,-,0.755,1.000,0.207,2.017,68.518,-,6.994,-
'[15:26:48.984]',-,0.340,-,0.770,1.020,0.210,2.009,68.050,-,6.867,-
'[15:26:48.992]',-,0.345,-,0.760,1.005,0.213,1.995,67.522,-,6.750,-
'[15:26:49.000]',-,0.340,-,0.775,1.020,0.215,1.976,67.112,-,6.682,-
'[15:26:49.008]',-,0.350,-,0.770,1.000,0.218,1.960,66.643,-,6.623,-
'[15:26:49.016]',-,0.340,-,0.775,1.015,0.221,1.949,66.408,-,6.623,-
'[15:26:49.024]',-,0.350,-,0.760,1.000,0.223,1.937,66.526,-,6.682,-
'[15:26:49.032]',-,0.350,-,0.775,1.020,0.226,1.929,67.463,-,6.809,-
'[15:26:49.040]',-,0.365,-,0.765,1.005,0.228,1.924,69.984,-,7.121,-
'[15:26:49.048]',-,0.355,-,0.780,1.020,0.231,1.922,74.790,-,7.493,-
'[15:26:49.056]',-,0.375,-,0.760,1.010,0.233,1.917,81.941,-,7.874,-
'[15:26:49.064]',-,0.375,-,0.775,1.005,0.236,1.908,90.440,-,8.245,-
'[15:26:49.072]',-,0.395,-,0.760,1.020,0.237,1.894,98.587,-,8.430,-
'[15:26:49.080]',-,0.400,-,0.775,0.995,0.239,1.876,105.210,-,8.499,-
'[15:26:49.088]',-,0.420,-,0.765,1.010,0.241,1.853,110.134,-,8.499,-
'[15:26:49.096]',-,0.415,-,0.780,0.990,0.242,1.833,113.592,-,8.430,-
'[15:26:49.104]',-,0.425,-,0.775,0.975,0.243,1.816,116.229,-,8.430,-
'[15:26:49.112]',-,0.430,-,0.795,0.955,0.245,1.802,118.515,-,8.430,-
'[15:26:49.120]',-,0.440,-,0.790,0.965,0.245,1.789,120.567,-,8.499,-
'[15:26:49.128]',-,0.450,-,0.785,0.935,0.246,1.779,122.677,-,8.626,-
'[15:26:49.136]',-,0.445,-,0.800,0.955,0.246,1.771,124.845,-,8.743,-
'[15:26:49.144]',-,0.450,-,0.795,0.930,0.247,1.761,127.014,-,8.743,-
'[15:26:49.152]',-,0.440,-,0.805,0.945,0.246,1.750,128.714,-,8.743,-
'[15:26:49.160]',-,0.445,-,0.795,0.925,0.245,1.738,130.179,-,8.626,-
'[15:26:49.168]',-,0.425,-,0.805,0.945,0.243,1.729,131.176,-,8.499,-
'[15:26:49.176]',-,0.420,-,0.795,0.925,0.241,1.724,131.938,-,8.313,-
'[15:26:49.184]',-,0.410,-,0.805,0.950,0.238,1.722,132.465,-,8.186,-
'[15:26:49.192]',-,0.405,-,0.785,0.950,0.235,1.724,132.934,-,8.001,-
'[15:26:49.200]',-,0.390,-,0.795,0.970,0.232,1.731,133.344,-,7.932,-
'[15:26:49.208]',-,0.385,-,0.775,0.960,0.230,1.741,133.872,-,7.805,-
'[15:26:49.216]',-,0.375,-,0.780,0.985,0.227,1.753,134.282,-,7.688,-
'[15:26:49.224]',-,0.385,-,0.760,0.975,0.224,1.759,134.751,-,7.620,-
'[15:26:49.232]',-,0.375,-,0.760,0.990,0.221,1.759,134.985,-,7.561,-
'[15:26:49.240]',-,0.390,-,0.745,0.970,0.219,1.755,134.927,-,7.493,-
'[15:26:49.248]',-,0.380,-,0.750,0.985,0.215,1.750,134.575,-,7.493,-
'[15:26:49.256]',-,0.390,-,0.730,0.975,0.213,1.744,133.813,-,7.434,-
'[15:26:49.264]',-,0.390,-,0.735,0.990,0.210,1.735,132.700,-,7.434,-
'[15:26:49.272]',-,0.400,-,0.720,0.980,0.207,1.727,131.058,-,7.375,-
'[15:26:49.280]',-,0.405,-,0.725,0.975,0.205,1.723,128.890,-,7.248,-
'[15:26:49.288]',-,0.420,-,0.705,0.985,0.203,1.724,126.194,-,7.121,-
'[15:26:49.296]',-,0.415,-,0.705,0.970,0.201,1.725,122.794,-,6.936,-
'[15:26:49.304]',-,0.425,-,0.695,0.975,0.199,1.725,118.867,-,6.809,-
'[15:26:49.312]',-,0.425,-,0.705,0.955,0.198,1.732,114.354,-,6.623,-
'[15:26:49.320]',-,0.425,-,0.695,0.975,0.197,1.742,109.430,-,6.496,-
'[15:26:49.328]',-,0.425,-,0.690,0.955,0.196,1.753,104.507,-,6.369,-
'[15:26:49.336]',-,0.425,-,0.705,0.975,0.196,1.764,100.169,-,6.311,-
'[15:26:49.344]',-,0.420,-,0.690,0.950,0.196,1.776,96.946,-,6.369,-
'[15:26:49.352]',-,0.415,-,0.700,0.960,0.195,1.788,95.187,-,6.438,-
'[15:26:49.360]',-,0.425,-,0.690,0.950,0.195,1.804,94.601,-,6.555,-
'[15:26:49.368]',-,0.405,-,0.705,0.960,0.195,1.824,94.718,-,6.682,-
'[15:26:49.376]',-,0.415,-,0.695,0.945,0.196,1.847,95.011,-,6.809,-
'[15:26:49.384]',-,0.405,-,0.705,0.960,0.196,1.867,95.129,-,6.809,-
'[15:26:49.392]',-,0.415,-,0.695,0.945,0.197,1.884,94.836,-,6.750,-
'[15:26:49.400]',-,0.415,-,0.700,0.965,0.198,1.901,94.249,-,6.623,-
'[15:26:49.408]',-,0.440,-,0.680,0.955,0.199,1.920,93.370,-,6.623,-
'[15:26:49.416]',-,0.450,-,0.685,0.975,0.201,1.938,92.374,-,6.623,-
'[15:26:49.424]',-,0.475,-,0.660,0.965,0.202,1.960,91.377,-,6.623,-
'[15:26:49.432]',-,0.480,-,0.660,0.970,0.203,1.983,90.557,-,6.750,-
'[15:26:49.440]',-,0.495,-,0.650,0.910,0.204,2.008,89.971,-,6.809,-
'[15:26:49.448]',-,0.480,-,0.660,0.895,0.205,2.032,89.619,-,6.809,-
'[15:26:49.456]',-,0.470,-,0.660,0.885,0.207,2.057,89.385,-,6.809,-
'[15:26:49.464]',-,0.475,-,0.660,0.895,0.208,2.082,89.092,-,6.750,-
'[15:26:49.472]',-,0.480,-,0.655,0.880,0.210,2.107,88.681,-,6.555,-
'[15:26:49.480]',-,0.450,-,0.670,0.900,0.212,2.128,88.095,-,6.438,-
'[15:26:49.488]',-,0.430,-,0.680,0.915,0.213,2.146,87.333,-,6.242,-
'[15:26:49.496]',-,0.405,-,0.705,0.940,0.215,2.160,86.513,-,6.125,-
'[15:26:49.504]',-,0.390,-,0.720,0.950,0.216,2.174,85.458,-,6.057,-
'[15:26:49.512]',-,0.370,-,0.730,0.945,0.217,2.185,84.403,-,5.930,-
'[15:26:49.520]',-,0.365,-,0.735,0.955,0.217,2.193,83.347,-,5.812,-
'[15:26:49.528]',-,0.370,-,0.730,0.940,0.218,2.202,82.410,-,5.744,-
'[15:26:49.536]',-,0.360,-,0.740,0.960,0.218,2.214,81.530,-,5.685,-
'[15:26:49.544]',-,0.370,-,0.735,0.950,0.218,2.226,80.769,-,5.617,-
'[15:26:49.552]',-,0.360,-,0.745,0.975,0.218,2.239,80.124,-,5.558,-
'[15:26:49.560]',-,0.400,-,0.735,1.010,0.218,2.244,79.538,-,5.558,-
'[15:26:49.568]',-,0.455,-,0.675,1.040,0.218,2.247,79.010,-,5.558,-
'[15:26:49.576]',-,0.610,-,0.500,0.680,0.219,2.249,78.424,-,5.558,-
'[15:26:49.584]',-,0.640,-,0.450,0.505,0.218,2.243,77.838,-,5.617,-
'[15:26:49.592]',-,0.505,-,0.610,0.325,0.218,2.235,77.310,-,5.685,-
'[15:26:49.600]',-,0.345,-,0.730,0.560,0.217,2.224,76.724,-,5.685,-
'[15:26:49.608]',-,0.335,-,0.735,0.765,0.217,2.209,76.255,-,5.812,-
'[15:26:49.616]',-,0.340,-,0.755,0.920,0.216,2.190,75.728,-,5.871,-
'[15:26:49.624]',-,0.330,-,0.765,0.965,0.216,2.167,75.318,-,5.998,-
'[15:26:49.632]',-,0.315,-,0.780,1.000,0.216,2.144,74.907,-,6.057,-
'[15:26:49.640]',-,0.325,-,0.775,1.005,0.216,2.122,74.556,-,6.184,-
'[15:26:49.648]',-,0.320,-,0.780,1.015,0.216,2.109,74.145,-,6.311,-
'[15:26:49.656]',-,0.330,-,0.770,1.000,0.217,2.102,73.794,-,6.496,-
'[15:26:49.664]',-,0.330,-,0.775,1.020,0.218,2.098,73.442,-,6.682,-
'[15:26:49.672]',-,0.335,-,0.765,1.025,0.219,2.096,72.973,-,6.809,-
'[15:26:49.680]',-,0.330,-,0.775,1.020,0.221,2.095,72.504,-,6.994,-
'[15:26:49.688]',-,0.345,-,0.755,1.025,0.222,2.095,72.035,-,7.121,-
'[15:26:49.696]',-,0.340,-,0.765,1.015,0.224,2.095,71.566,-,7.180,-
'[15:26:49.704]',-,0.345,-,0.755,1.025,0.226,2.095,71.097,-,7.248,-
'[15:26:49.712]',-,0.335,-,0.760,1.005,0.228,2.091,70.629,-,7.248,-
'[15:26:49.720]',-,0.340,-,0.765,1.020,0.231,2.083,70.160,-,7.248,-
'[15:26:49.728]',-,0.345,-,0.755,1.005,0.234,2.073,69.691,-,7.180,-
'[15:26:49.736]',-,0.335,-,0.775,1.020,0.237,2.062,69.163,-,7.121,-
'[15:26:49.744]',-,0.340,-,0.765,0.995,0.240,2.047,68.753,-,7.063,-
'[15:26:49.752]',-,0.335,-,0.775,1.005,0.244,2.030,68.225,-,6.994,-
'[15:26:49.760]',-,0.350,-,0.760,0.995,0.247,2.016,67.815,-,6.936,-
'[15:26:49.768]',-,0.350,-,0.765,1.015,0.251,1.999,67.346,-,6.867,-
'[15:26:49.776]',-,0.355,-,0.755,1.000,0.256,1.980,66.995,-,6.809,-
'[15:26:49.784]',-,0.355,-,0.765,1.015,0.261,1.966,66.877,-,6.867,-
'[15:26:49.792]',-,0.365,-,0.755,0.995,0.266,1.949,67.170,-,6.994,-
'[15:26:49.800]',-,0.360,-,0.765,1.015,0.271,1.931,68.636,-,7.248,-
'[15:26:49.808]',-,0.375,-,0.755,1.005,0.278,1.915,71.977,-,7.620,-
'[15:26:49.816]',-,0.375,-,0.760,1.020,0.285,1.901,77.779,-,8.001,-
'[15:26:49.824]',-,0.390,-,0.745,1.010,0.293,1.889,85.692,-,8.372,-
'[15:26:49.832]',-,0.390,-,0.755,1.025,0.301,1.873,94.308,-,8.626,-
'[15:26:49.840]',-,0.410,-,0.745,1.010,0.308,1.858,101.986,-,8.811,-
'[15:26:49.848]',-,0.410,-,0.760,1.020,0.316,1.845,107.906,-,8.870,-
'[15:26:49.856]',-,0.425,-,0.755,0.990,0.323,1.832,112.244,-,8.870,-
'[15:26:49.864]',-,0.430,-,0.770,0.985,0.330,1.826,115.350,-,8.938,-
'[15:26:49.872]',-,0.445,-,0.760,0.975,0.338,1.823,117.812,-,9.056,-
'[15:26:49.880]',-,0.445,-,0.775,0.970,0.347,1.815,119.922,-,9.251,-
'[15:26:49.888]',-,0.455,-,0.775,0.975,0.356,1.804,121.973,-,9.437,-
'[15:26:49.896]',-,0.450,-,0.780,0.950,0.366,1.793,124.201,-,9.564,-
'[15:26:49.904]',-,0.460,-,0.785,0.965,0.375,1.781,126.311,-,9.564,-
'[15:26:49.912]',-,0.445,-,0.795,0.950,0.383,1.775,128.245,-,9.495,-
'[15:26:49.920]',-,0.445,-,0.790,0.970,0.391,1.772,129.945,-,9.368,-
'[15:26:49.928]',-,0.430,-,0.785,0.950,0.399,1.771,131.176,-,9.183,-
'[15:26:49.936]',-,0.425,-,0.795,0.975,0.407,1.767,132.055,-,8.938,-
'[15:26:49.944]',-,0.415,-,0.785,0.965,0.415,1.760,132.758,-,8.743,-
'[15:26:49.952]',-,0.405,-,0.790,0.980,0.424,1.749,133.227,-,8.626,-
'[15:26:49.960]',-,0.395,-,0.775,0.975,0.432,1.741,133.755,-,8.499,-
'[15:26:49.968]',-,0.385,-,0.790,0.990,0.441,1.737,134.165,-,8.499,-
'[15:26:49.976]',-,0.380,-,0.775,0.980,0.450,1.735,134.634,-,8.499,-
'[15:26:49.984]',-,0.380,-,0.765,1.000,0.458,1.734,134.985,-,8.557,-
'[15:26:49.992]',-,0.390,-,0.755,0.985,0.467,1.733,135.220,-,8.557,-
'[15:26:50.000]',-,0.375,-,0.755,1.005,0.475,1.733,135.337,-,8.557,-
'[15:26:50.008]',-,0.385,-,0.740,0.990,0.483,1.736,135.220,-,8.430,-
'[15:26:50.016]',-,0.380,-,0.745,1.010,0.490,1.737,134.868,-,8.313,-
'[15:26:50.024]',-,0.395,-,0.730,0.990,0.497,1.731,133.989,-,8.186,-
'[15:26:50.032]',-,0.395,-,0.725,1.000,0.505,1.722,132.758,-,8.001,-
'[15:26:50.040]',-,0.405,-,0.710,0.985,0.513,1.716,130.883,-,7.874,-
'[15:26:50.048]',-,0.405,-,0.715,0.995,0.522,1.712,128.479,-,7.747,-
'[15:26:50.056]',-,0.420,-,0.705,0.980,0.531,1.707,125.549,-,7.620,-
'[15:26:50.064]',-,0.420,-,0.710,0.990,0.539,1.704,121.973,-,7.561,-
'[15:26:50.072]',-,0.430,-,0.695,0.975,0.548,1.709,117.812,-,7.434,-
'[15:26:50.080]',-,0.425,-,0.705,0.975,0.556,1.717,113.123,-,7.375,-
'[15:26:50.088]',-,0.435,-,0.685,0.965,0.564,1.728,108.199,-,7.248,-
'[15:26:50.096]',-,0.430,-,0.690,0.960,0.573,1.740,103.452,-,7.180,-
'[15:26:50.104]',-,0.435,-,0.680,0.975,0.583,1.752,99.466,-,7.180,-
'[15:26:50.112]',-,0.430,-,0.685,0.960,0.593,1.763,96.946,-,7.248,-
'[15:26:50.120]',-,0.430,-,0.690,0.975,0.604,1.779,95.832,-,7.434,-
'[15:26:50.128]',-,0.435,-,0.680,0.950,0.616,1.796,95.832,-,7.620,-
'[15:26:50.136]',-,0.425,-,0.690,0.965,0.629,1.813,96.242,-,7.805,-
'[15:26:50.144]',-,0.430,-,0.680,0.945,0.643,1.835,96.477,-,7.932,-
'[15:26:50.152]',-,0.425,-,0.695,0.965,0.656,1.858,96.360,-,8.001,-
'[15:26:50.160]',-,0.435,-,0.680,0.950,0.668,1.883,95.949,-,8.118,-
'[15:26:50.168]',-,0.430,-,0.675,0.975,0.681,1.907,95.129,-,8.186,-
'[15:26:50.176]',-,0.465,-,0.660,0.970,0.692,1.932,94.132,-,8.245,-
'[15:26:50.184]',-,0.485,-,0.650,0.995,0.703,1.957,93.194,-,8.372,-
'[15:26:50.192]',-,0.500,-,0.635,0.975,0.715,1.981,92.315,-,8.499,-
'[15:26:50.200]',-,0.505,-,0.645,0.940,0.728,2.007,91.729,-,8.557,-
'[15:26:50.208]',-,0.515,-,0.630,0.895,0.740,2.028,91.377,-,8.626,-
'[15:26:50.216]',-,0.495,-,0.650,0.910,0.753,2.049,91.084,-,8.626,-
'[15:26:50.224]',-,0.505,-,0.635,0.895,0.765,2.071,90.850,-,8.557,-
'[15:26:50.232]',-,0.505,-,0.645,0.905,0.776,2.102,90.498,-,8.499,-
'[15:26:50.240]',-,0.495,-,0.640,0.905,0.786,2.132,89.971,-,8.372,-
'[15:26:50.248]',-,0.460,-,0.665,0.935,0.797,2.160,89.326,-,8.245,-
'[15:26:50.256]',-,0.440,-,0.680,0.940,0.807,2.187,88.447,-,8.059,-
'[15:26:50.264]',-,0.410,-,0.710,0.960,0.817,2.209,87.568,-,7.874,-
'[15:26:50.272]',-,0.400,-,0.715,0.950,0.826,2.230,86.571,-,7.688,-
'[15:26:50.280]',-,0.375,-,0.735,0.970,0.836,2.246,85.633,-,7.493,-
'[15:26:50.288]',-,0.380,-,0.730,0.965,0.845,2.261,84.696,-,7.375,-
'[15:26:50.296]',-,0.375,-,0.735,0.980,0.855,2.275,83.816,-,7.307,-
'[15:26:50.304]',-,0.375,-,0.730,0.990,0.864,2.287,83.054,-,7.248,-
'[15:26:50.312]',-,0.375,-,0.745,0.975,0.873,2.297,82.351,-,7.248,-
'[15:26:50.320]',-,0.410,-,0.735,1.030,0.881,2.299,81.648,-,7.248,-
'[15:26:50.328]',-,0.445,-,0.695,1.070,0.890,2.293,81.120,-,7.307,-
'[15:26:50.336]',-,0.605,-,0.535,0.795,0.898,2.284,80.475,-,7.434,-
'[15:26:50.344]',-,0.695,-,0.420,0.555,0.906,2.271,80.007,-,7.561,-
'[15:26:50.352]',-,0.630,-,0.530,0.365,0.914,2.254,79.479,-,7.747,-
'[15:26:50.360]',-,0.465,-,0.660,0.525,0.923,2.239,79.010,-,7.932,-
'[15:26:50.368]',-,0.400,-,0.705,0.785,0.932,2.226,78.483,-,8.118,-
'[15:26:50.376]',-,0.375,-,0.725,0.915,0.941,2.213,78.072,-,8.313,-
'[15:26:50.384]',-,0.350,-,0.755,0.995,0.949,2.200,77.662,-,8.499,-
'[15:26:50.392]',-,0.335,-,0.760,1.005,0.958,2.188,77.310,-,8.743,-
'[15:26:50.400]',-,0.325,-,0.775,1.030,0.966,2.175,76.900,-,8.870,-
'[15:26:50.408]',-,0.330,-,0.770,1.015,0.974,2.162,76.607,-,8.938,-
'[15:26:50.416]',-,0.320,-,0.775,1.030,0.984,2.151,76.255,-,8.938,-
'[15:26:50.424]',-,0.330,-,0.770,1.020,0.993,2.142,75.786,-,8.997,-
'[15:26:50.432]',-,0.330,-,0.775,1.045,0.997,2.134,75.376,-,9.310,-
'[15:26:50.440]',-,0.335,-,0.765,1.030,1.000,2.123,74.966,-,9.808,-
'[15:26:50.448]',-,0.330,-,0.775,1.045,1.000,2.115,74.556,-,10.306,-
'[15:26:50.456]',-,0.340,-,0.760,1.030,1.000,2.111,74.087,-,10.306,-
'[15:26:50.464]',-,0.335,-,0.770,1.045,1.000,2.109,73.618,-,9.876,-
'[15:26:50.472]',-,0.345,-,0.755,1.030,1.000,2.102,72.973,-,9.124,-
'[15:26:50.480]',-,0.335,-,0.770,1.040,1.000,2.092,72.270,-,8.430,-
'[15:26:50.488]',-,0.345,-,0.755,1.015,1.000,2.080,71.566,-,8.245,-
'[15:26:50.496]',-,0.335,-,0.765,1.010,1.000,2.068,70.863,-,8.430,-
'[15:26:50.504]',-,0.345,-,0.770,1.020,1.000,2.063,70.160,-,8.811,-
'[15:26:50.512]',-,0.340,-,0.775,1.005,1.000,2.060,69.632,-,9.124,-
'[15:26:50.520]',-,0.345,-,0.760,1.020,1.000,2.059,69.105,-,9.124,-
'[15:26:50.528]',-,0.350,-,0.770,1.000,1.000,2.052,68.753,-,8.997,-
'[15:26:50.536]',-,0.345,-,0.765,1.020,1.000,2.038,68.401,-,8.811,-
'[15:26:50.544]',-,0.355,-,0.760,0.995,1.000,2.022,68.225,-,8.743,-
'[15:26:50.552]',-,0.350,-,0.770,1.005,1.000,2.005,68.460,-,8.684,-
'[15:26:50.560]',-,0.365,-,0.760,0.995,1.000,1.987,69.691,-,8.557,-
'[15:26:50.568]',-,0.360,-,0.775,1.015,1.000,1.972,72.621,-,8.430,-
'[15:26:50.576]',-,0.375,-,0.755,1.000,1.000,1.958,78.072,-,8.372,-
'[15:26:50.584]',-,0.370,-,0.770,1.015,1.000,1.945,85.692,-,8.499,-
'[15:26:50.592]',-,0.385,-,0.755,1.000,1.000,1.935,94.249,-,8.811,-
'[15:26:50.600]',-,0.390,-,0.770,1.010,1.000,1.924,102.162,-,9.310,-
'[15:26:50.608]',-,0.405,-,0.760,0.990,1.000,1.915,108.434,-,9.935,-
'[15:26:50.616]',-,0.410,-,0.770,0.990,1.000,1.904,112.771,-,10.501,-
'[15:26:50.624]',-,0.430,-,0.765,0.965,1.000,1.893,115.995,-,10.746,-
'[15:26:50.632]',-,0.425,-,0.775,0.965,1.000,1.882,118.339,-,10.687,-
'[15:26:50.640]',-,0.450,-,0.775,0.940,1.000,1.869,120.449,-,10.306,-
'[15:26:50.648]',-,0.445,-,0.790,0.950,1.000,1.863,122.384,-,9.808,-
'[15:26:50.656]',-,0.455,-,0.785,0.925,1.000,1.856,124.377,-,9.368,-
'[15:26:50.664]',-,0.445,-,0.800,0.940,1.000,1.847,126.428,-,9.056,-
'[15:26:50.672]',-,0.455,-,0.795,0.920,1.000,1.833,128.304,-,8.870,-
'[15:26:50.680]',-,0.435,-,0.805,0.915,1.000,1.816,129.945,-,8.811,-
'[15:26:50.688]',-,0.435,-,0.800,0.925,1.000,1.802,131.176,-,8.811,-
'[15:26:50.696]',-,0.420,-,0.805,0.920,1.000,1.789,132.055,-,8.938,-
'[15:26:50.704]',-,0.415,-,0.800,0.945,1.000,1.779,132.700,-,9.056,-
'[15:26:50.712]',-,0.400,-,0.800,0.935,1.000,1.774,133.227,-,9.251,-
'[15:26:50.720]',-,0.395,-,0.795,0.960,0.994,1.769,133.696,-,9.310,-
'[15:26:50.728]',-,0.375,-,0.800,0.950,0.989,1.763,134.048,-,9.368,-
'[15:26:50.736]',-,0.375,-,0.785,0.975,0.971,1.758,134.517,-,9.251,-
'[15:26:50.744]',-,0.375,-,0.775,0.960,0.954,1.755,134.868,-,8.997,-
'[15:26:50.752]',-,0.370,-,0.780,0.980,0.936,1.760,135.161,-,8.684,-
'[15:26:50.760]',-,0.375,-,0.770,0.975,0.919,1.764,135.220,-,8.313,-
'[15:26:50.768]',-,0.365,-,0.775,0.985,0.901,1.767,135.103,-,8.001,-
'[15:26:50.776]',-,0.375,-,0.755,0.975,0.883,1.768,134.634,-,7.747,-
'[15:26:50.784]',-,0.380,-,0.750,0.985,0.866,1.766,133.813,-,7.561,-
'[15:26:50.792]',-,0.390,-,0.740,0.970,0.849,1.759,132.524,-,7.434,-
'[15:26:50.800]',-,0.385,-,0.745,0.985,0.834,1.749,130.824,-,7.375,-
'[15:26:50.808]',-,0.405,-,0.725,0.970,0.819,1.741,128.479,-,7.375,-
'[15:26:50.816]',-,0.405,-,0.730,0.985,0.806,1.733,125.607,-,7.307,-
'[15:26:50.824]',-,0.415,-,0.715,0.965,0.792,1.729,122.091,-,7.248,-
'[15:26:50.832]',-,0.415,-,0.715,0.975,0.779,1.734,117.988,-,7.063,-
'[15:26:50.840]',-,0.425,-,0.705,0.955,0.766,1.743,113.299,-,6.809,-
'[15:26:50.848]',-,0.425,-,0.705,0.970,0.754,1.754,108.199,-,6.555,-
'[15:26:50.856]',-,0.430,-,0.700,0.940,0.742,1.764,103.041,-,6.438,-
'[15:26:50.864]',-,0.420,-,0.705,0.950,0.731,1.773,98.470,-,6.369,-
'[15:26:50.872]',-,0.430,-,0.695,0.930,0.720,1.784,95.246,-,6.438,-
'[15:26:50.880]',-,0.415,-,0.710,0.940,0.710,1.799,93.663,-,6.682,-
'[15:26:50.888]',-,0.425,-,0.705,0.930,0.700,1.815,93.429,-,6.936,-
'[15:26:50.896]',-,0.415,-,0.705,0.940,0.690,1.836,94.015,-,7.248,-
'[15:26:50.904]',-,0.425,-,0.695,0.950,0.680,1.858,94.601,-,7.375,-
'[15:26:50.912]',-,0.415,-,0.705,0.935,0.670,1.879,94.836,-,7.434,-
'[15:26:50.920]',-,0.415,-,0.700,0.950,0.660,1.899,94.660,-,7.375,-
'[15:26:50.928]',-,0.425,-,0.685,0.930,0.651,1.922,94.074,-,7.180,-
'[15:26:50.936]',-,0.430,-,0.690,0.950,0.641,1.945,93.194,-,7.063,-
'[15:26:50.944]',-,0.445,-,0.680,0.940,0.632,1.970,92.139,-,6.994,-
'[15:26:50.952]',-,0.465,-,0.670,0.965,0.623,1.994,91.202,-,6.994,-
'[15:26:50.960]',-,0.480,-,0.660,0.950,0.615,2.020,90.381,-,7.063,-
'[15:26:50.968]',-,0.490,-,0.660,0.920,0.607,2.044,89.854,-,7.180,-
'[15:26:50.976]',-,0.495,-,0.655,0.880,0.600,2.069,89.560,-,7.307,-
'[15:26:50.984]',-,0.475,-,0.670,0.885,0.593,2.095,89.326,-,7.375,-
'[15:26:50.992]',-,0.485,-,0.660,0.880,0.586,2.119,88.974,-,7.375,-
'[15:26:51.000]',-,0.480,-,0.660,0.885,0.578,2.141,88.505,-,7.307,-
'[15:26:51.008]',-,0.470,-,0.665,0.875,0.570,2.158,87.861,-,7.121,-
'[15:26:51.016]',-,0.440,-,0.680,0.905,0.562,2.173,87.099,-,6.867,-
'[15:26:51.024]',-,0.420,-,0.700,0.900,0.554,2.190,86.161,-,6.555,-
'[15:26:51.032]',-,0.395,-,0.725,0.935,0.546,2.207,85.164,-,6.311,-
'[15:26:51.040]',-,0.380,-,0.730,0.925,0.537,2.223,84.168,-,6.057,-
'[15:26:51.048]',-,0.365,-,0.750,0.950,0.529,2.237,83.172,-,5.871,-
'[15:26:51.056]',-,0.370,-,0.735,0.940,0.520,2.247,82.234,-,5.744,-
'[15:26:51.064]',-,0.360,-,0.750,0.955,0.510,2.249,81.413,-,5.744,-
'[15:26:51.072]',-,0.370,-,0.740,0.945,0.500,2.250,80.593,-,5.685,-
'[15:26:51.080]',-,0.365,-,0.755,0.955,0.491,2.250,79.948,-,5.744,-
'[15:26:51.088]',-,0.400,-,0.745,0.970,0.480,2.250,79.245,-,5.812,-
'[15:26:51.096]',-,0.415,-,0.725,1.020,0.470,2.250,78.658,-,5.871,-
'[15:26:51.104]',-,0.560,-,0.565,0.785,0.460,2.244,78.131,-,5.930,-
'[15:26:51.112]',-,0.635,-,0.450,0.560,0.450,2.235,77.603,-,5.930,-
'[15:26:51.120]',-,0.550,-,0.565,0.370,0.441,2.224,77.135,-,5.930,-
'[15:26:51.128]',-,0.385,-,0.710,0.350,0.432,2.212,76.607,-,5.930,-
'[15:26:51.136]',-,0.335,-,0.740,0.720,0.424,2.200,76.197,-,5.998,-
'[15:26:51.144]',-,0.345,-,0.735,0.875,0.416,2.188,75.669,-,6.057,-
'[15:26:51.152]',-,0.335,-,0.765,0.960,0.409,2.175,75.259,-,6.184,-
'[15:26:51.160]',-,0.330,-,0.775,0.980,0.401,2.159,74.790,-,6.369,-
'[15:26:51.168]',-,0.325,-,0.780,1.000,0.394,2.146,74.438,-,6.496,-
