'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[17:51:37.808]',0.024,-,0.825,0.845,0.525,2.535,52.605,4.621
'[17:51:37.816]',0.030,-,0.820,0.850,0.526,2.592,52.947,5.060
'[17:51:37.824]',0.015,-,0.825,0.850,0.528,2.629,53.289,5.558
'[17:51:37.832]',0.030,-,0.840,0.855,0.528,2.643,53.533,5.998
'[17:51:37.840]',0.065,-,0.805,0.875,0.530,2.639,53.729,6.369
'[17:51:37.848]',0.075,-,0.795,0.870,0.530,2.619,53.777,6.750
'[17:51:37.856]',0.225,-,0.660,0.890,0.531,2.585,53.777,6.994
'[17:51:37.864]',0.565,-,0.335,0.980,0.531,2.539,53.680,7.180
'[17:51:37.872]',0.915,-,0.005,0.915,0.532,2.485,53.338,7.248
'[17:51:37.880]',0.940,-,0.185,0.785,0.533,2.423,52.800,7.180
'[17:51:37.888]',0.205,-,0.695,0.650,0.533,2.357,52.166,6.994
'[17:51:37.896]',-0.030,-,0.900,0.635,0.534,2.294,51.286,6.682
'[17:51:37.904]',-0.065,-,0.915,0.770,0.535,2.233,50.407,6.438
'[17:51:37.912]',-0.045,-,0.870,0.830,0.535,2.162,49.674,6.184
'[17:51:37.920]',-0.030,-,0.870,0.865,0.536,2.086,49.039,5.998
'[17:51:37.928]',-0.021,-,0.865,0.860,0.536,2.008,48.551,5.871
'[17:51:37.936]',-0.025,-,0.875,0.875,0.536,1.929,48.063,5.685
'[17:51:37.944]',-0.010,-,0.860,0.875,0.536,1.851,47.525,5.558
'[17:51:37.952]',-0.021,-,0.870,0.875,0.537,1.775,47.037,5.373
'[17:51:37.960]',-0.021,-,0.880,0.875,0.538,1.701,46.548,5.246
'[17:51:37.968]',-0.015,-,0.860,0.875,0.540,1.631,45.962,5.060
'[17:51:37.976]',-0.000,-,0.850,0.875,0.542,1.568,45.474,4.933
'[17:51:37.984]',-0.005,-,0.845,0.885,0.545,1.511,44.937,4.806
'[17:51:37.992]',0.035,-,0.825,0.890,0.548,1.462,44.399,4.689
'[17:51:38.000]',0.035,-,0.835,0.880,0.552,1.427,44.009,4.621
'[17:51:38.008]',0.030,-,0.830,0.875,0.555,1.401,43.569,4.621
'[17:51:38.016]',0.044,-,0.820,0.875,0.559,1.378,43.129,4.621
'[17:51:38.024]',0.075,-,0.800,0.870,0.563,1.362,42.543,4.621
'[17:51:38.032]',0.065,-,0.795,0.865,0.566,1.352,42.006,4.494
'[17:51:38.040]',0.090,-,0.790,0.885,0.570,1.348,41.420,4.249
'[17:51:38.048]',0.105,-,0.765,0.885,0.574,1.352,40.931,3.937
'[17:51:38.056]',0.155,-,0.715,0.895,0.578,1.361,40.492,3.556
'[17:51:38.064]',0.195,-,0.700,0.915,0.582,1.373,40.101,3.058
'[17:51:38.072]',0.225,-,0.660,0.920,0.586,1.389,39.808,2.501
'[17:51:38.080]',0.230,-,0.665,0.905,0.591,1.407,39.417,1.993
'[17:51:38.088]',0.245,-,0.645,0.900,0.595,1.424,39.026,1.680
'[17:51:38.096]',0.265,-,0.640,0.900,0.599,1.440,38.782,1.436
'[17:51:38.104]',0.285,-,0.630,0.900,0.604,1.453,39.026,1.309
'[17:51:38.112]',0.305,-,0.625,0.900,0.608,1.463,40.296,1.309
'[17:51:38.120]',0.305,-,0.625,0.905,0.613,1.471,43.129,1.368
'[17:51:38.128]',0.290,-,0.620,0.890,0.618,1.475,48.258,1.563
'[17:51:38.136]',0.280,-,0.630,0.900,0.624,1.475,56.073,1.622
'[17:51:38.144]',0.255,-,0.660,0.910,0.629,1.472,66.281,1.680
'[17:51:38.152]',0.210,-,0.705,0.915,0.634,1.465,77.760,1.749
'[17:51:38.160]',0.195,-,0.715,0.905,0.640,1.457,89.043,1.749
'[17:51:38.168]',0.170,-,0.730,0.910,0.644,1.448,98.909,1.749
'[17:51:38.176]',0.145,-,0.745,0.895,0.649,1.436,106.920,1.680
'[17:51:38.184]',0.130,-,0.755,0.890,0.652,1.423,112.781,1.749
'[17:51:38.192]',0.135,-,0.750,0.895,0.657,1.413,116.640,1.876
'[17:51:38.200]',0.100,-,0.780,0.880,0.660,1.405,118.349,1.993
'[17:51:38.208]',0.115,-,0.780,0.900,0.663,1.393,118.252,2.247
'[17:51:38.216]',0.125,-,0.765,0.900,0.668,1.381,116.444,2.501
'[17:51:38.224]',0.120,-,0.770,0.900,0.672,1.370,113.367,2.872
'[17:51:38.232]',0.105,-,0.770,0.890,0.677,1.357,109.362,3.243
'[17:51:38.240]',0.100,-,0.770,0.895,0.682,1.345,104.722,3.556
'[17:51:38.248]',0.109,-,0.775,0.900,0.688,1.332,99.691,3.937
'[17:51:38.256]',0.105,-,0.765,0.905,0.693,1.319,94.660,4.308
'[17:51:38.264]',0.100,-,0.785,0.880,0.699,1.306,90.069,4.562
'[17:51:38.272]',0.075,-,0.805,0.885,0.705,1.293,85.721,4.875
'[17:51:38.280]',0.090,-,0.790,0.875,0.712,1.281,81.716,5.119
'[17:51:38.288]',0.085,-,0.790,0.875,0.719,1.268,77.906,5.431
'[17:51:38.296]',0.095,-,0.785,0.870,0.728,1.259,74.194,5.744
'[17:51:38.304]',0.085,-,0.790,0.875,0.737,1.251,70.629,6.057
'[17:51:38.312]',0.100,-,0.785,0.875,0.747,1.240,67.258,6.438
'[17:51:38.320]',0.085,-,0.800,0.875,0.758,1.230,64.035,6.750
'[17:51:38.328]',0.080,-,0.790,0.855,0.770,1.219,60.909,6.994
'[17:51:38.336]',0.075,-,0.795,0.870,0.783,1.208,57.978,7.180
'[17:51:38.344]',0.090,-,0.785,0.875,0.793,1.196,55.194,7.307
'[17:51:38.352]',0.120,-,0.760,0.895,0.804,1.185,52.605,7.375
'[17:51:38.360]',0.125,-,0.755,0.900,0.814,1.173,50.505,7.307
'[17:51:38.368]',0.125,-,0.760,0.915,0.823,1.161,48.746,7.375
'[17:51:38.376]',0.140,-,0.755,0.920,0.834,1.153,47.476,7.434
'[17:51:38.384]',0.135,-,0.750,0.910,0.844,1.153,46.695,7.561
'[17:51:38.392]',0.145,-,0.730,0.875,0.855,1.165,46.255,7.688
'[17:51:38.400]',0.100,-,0.770,0.865,0.866,1.193,46.158,7.805
'[17:51:38.408]',0.095,-,0.775,0.850,0.874,1.243,46.500,7.932
'[17:51:38.416]',0.090,-,0.775,0.850,0.883,1.324,47.183,8.059
'[17:51:38.424]',0.115,-,0.745,0.850,0.891,1.435,48.063,8.186
'[17:51:38.432]',0.095,-,0.785,0.845,0.899,1.575,49.088,8.245
'[17:51:38.440]',0.080,-,0.795,0.850,0.905,1.736,50.309,8.372
'[17:51:38.448]',0.060,-,0.790,0.845,0.911,1.911,51.531,8.430
'[17:51:38.456]',0.030,-,0.840,0.835,0.916,2.090,52.800,8.430
'[17:51:38.464]',0.024,-,0.835,0.830,0.922,2.262,53.875,8.499
'[17:51:38.472]',0.044,-,0.815,0.835,0.925,2.419,54.657,8.557
'[17:51:38.480]',0.035,-,0.830,0.840,0.929,2.555,55.243,8.684
'[17:51:38.488]',0.024,-,0.840,0.850,0.931,2.669,55.682,8.870
'[17:51:38.496]',0.050,-,0.815,0.845,0.933,2.747,56.073,9.124
'[17:51:38.504]',0.030,-,0.820,0.850,0.934,2.798,56.366,9.495
'[17:51:38.512]',0.055,-,0.810,0.840,0.935,2.836,56.659,9.808
'[17:51:38.520]',0.035,-,0.815,0.840,0.935,2.857,56.903,10.189
'[17:51:38.528]',0.040,-,0.840,0.850,0.934,2.860,57.050,10.433
'[17:51:38.536]',0.055,-,0.830,0.885,0.932,2.847,57.099,10.619
'[17:51:38.544]',0.150,-,0.760,0.910,0.929,2.819,57.050,10.746
'[17:51:38.552]',0.435,-,0.505,0.995,0.925,2.781,56.855,10.746
'[17:51:38.560]',0.830,-,0.110,1.075,0.921,2.733,56.561,10.746
'[17:51:38.568]',1.030,-,-0.050,0.895,0.916,2.678,56.073,10.687
'[17:51:38.576]',0.530,-,0.380,0.645,0.912,2.618,55.340,10.560
'[17:51:38.584]',0.004,-,0.815,0.570,0.907,2.553,54.412,10.433
'[17:51:38.592]',-0.086,-,0.905,0.695,0.903,2.492,53.435,10.247
'[17:51:38.600]',-0.081,-,0.910,0.805,0.897,2.431,52.556,9.993
'[17:51:38.608]',-0.041,-,0.885,0.850,0.892,2.364,51.775,9.808
'[17:51:38.616]',-0.025,-,0.880,0.875,0.885,2.293,51.189,9.564
'[17:51:38.624]',-0.010,-,0.855,0.865,0.879,2.221,50.651,9.437
'[17:51:38.632]',-0.000,-,0.860,0.870,0.872,2.148,50.163,9.310
'[17:51:38.640]',-0.005,-,0.860,0.875,0.865,2.074,49.723,9.251
'[17:51:38.648]',0.004,-,0.845,0.875,0.857,2.002,49.284,9.183
'[17:51:38.656]',0.004,-,0.840,0.875,0.850,1.934,48.844,9.183
'[17:51:38.664]',0.010,-,0.845,0.880,0.842,1.870,48.405,9.124
'[17:51:38.672]',0.024,-,0.845,0.890,0.835,1.811,47.965,9.124
'[17:51:38.680]',0.015,-,0.855,0.875,0.827,1.759,47.525,9.124
'[17:51:38.688]',0.035,-,0.825,0.880,0.820,1.714,47.135,9.183
'[17:51:38.696]',0.075,-,0.800,0.875,0.811,1.679,46.597,9.368
'[17:51:38.704]',0.070,-,0.815,0.895,0.802,1.654,46.158,9.495
'[17:51:38.712]',0.090,-,0.780,0.875,0.792,1.632,45.669,9.681
'[17:51:38.720]',0.109,-,0.750,0.885,0.783,1.617,45.181,9.808
'[17:51:38.728]',0.130,-,0.745,0.895,0.773,1.608,44.741,9.808
'[17:51:38.736]',0.145,-,0.750,0.910,0.765,1.606,44.302,9.681
'[17:51:38.744]',0.160,-,0.740,0.900,0.757,1.610,43.911,9.368
'[17:51:38.752]',0.200,-,0.695,0.915,0.749,1.619,43.471,8.997
'[17:51:38.760]',0.250,-,0.655,0.930,0.740,1.632,43.129,8.557
'[17:51:38.768]',0.255,-,0.655,0.940,0.732,1.647,42.787,8.118
'[17:51:38.776]',0.295,-,0.620,0.935,0.723,1.660,42.543,7.747
'[17:51:38.784]',0.310,-,0.600,0.945,0.714,1.672,42.494,7.493
'[17:51:38.792]',0.330,-,0.585,0.945,0.704,1.681,42.787,7.375
'[17:51:38.800]',0.325,-,0.595,0.945,0.694,1.688,44.057,7.375
'[17:51:38.808]',0.320,-,0.585,0.930,0.684,1.692,46.841,7.434
'[17:51:38.816]',0.310,-,0.600,0.940,0.674,1.693,51.775,7.561
'[17:51:38.824]',0.285,-,0.635,0.945,0.665,1.690,59.541,7.747
'[17:51:38.832]',0.250,-,0.660,0.935,0.656,1.684,69.847,7.932
'[17:51:38.840]',0.235,-,0.670,0.925,0.647,1.675,81.716,8.118
'[17:51:38.848]',0.210,-,0.695,0.920,0.638,1.665,93.683,8.372
'[17:51:38.856]',0.180,-,0.730,0.925,0.627,1.651,104.282,8.557
'[17:51:38.864]',0.160,-,0.745,0.905,0.616,1.636,112.976,8.743
'[17:51:38.872]',0.150,-,0.725,0.890,0.604,1.620,119.619,8.743
'[17:51:38.880]',0.150,-,0.715,0.885,0.591,1.602,124.259,8.626
'[17:51:38.888]',0.125,-,0.750,0.895,0.578,1.585,126.848,8.430
'[17:51:38.896]',0.150,-,0.745,0.890,0.565,1.570,127.434,8.245
'[17:51:38.904]',0.125,-,0.760,0.885,0.552,1.558,126.164,8.186
'[17:51:38.912]',0.115,-,0.770,0.875,0.538,1.543,123.478,8.186
'[17:51:38.920]',0.105,-,0.780,0.890,0.524,1.529,119.766,8.186
'[17:51:38.928]',0.120,-,0.770,0.885,0.511,1.515,115.223,8.245
'[17:51:38.936]',0.100,-,0.760,0.890,0.497,1.500,110.290,8.372
'[17:51:38.944]',0.109,-,0.765,0.880,0.483,1.487,105.308,8.499
'[17:51:38.952]',0.100,-,0.770,0.890,0.469,1.473,100.668,8.626
'[17:51:38.960]',0.120,-,0.755,0.890,0.456,1.458,96.565,8.743
'[17:51:38.968]',0.109,-,0.770,0.885,0.444,1.444,92.560,8.811
'[17:51:38.976]',0.100,-,0.770,0.880,0.432,1.429,88.750,8.811
'[17:51:38.984]',0.085,-,0.790,0.885,0.422,1.414,85.038,8.811
'[17:51:38.992]',0.075,-,0.795,0.865,0.412,1.404,81.618,8.870
'[17:51:39.000]',0.070,-,0.785,0.855,0.404,1.395,78.346,8.938
'[17:51:39.008]',0.075,-,0.785,0.865,0.396,1.384,75.366,8.997
'[17:51:39.016]',0.055,-,0.810,0.860,0.389,1.372,72.485,9.056
'[17:51:39.024]',0.070,-,0.795,0.875,0.382,1.361,69.603,9.183
'[17:51:39.032]',0.090,-,0.780,0.875,0.377,1.349,66.721,9.251
'[17:51:39.040]',0.085,-,0.785,0.890,0.372,1.335,63.937,9.251
'[17:51:39.048]',0.130,-,0.750,0.900,0.367,1.321,61.153,9.310
'[17:51:39.056]',0.150,-,0.720,0.920,0.363,1.307,58.662,9.251
'[17:51:39.064]',0.165,-,0.715,0.925,0.359,1.297,56.415,9.251
'[17:51:39.072]',0.140,-,0.740,0.910,0.355,1.295,54.510,9.183
'[17:51:39.080]',0.125,-,0.735,0.880,0.351,1.309,52.996,9.183
'[17:51:39.088]',0.090,-,0.755,0.850,0.348,1.345,51.775,9.124
'[17:51:39.096]',0.090,-,0.775,0.850,0.345,1.395,51.042,9.124
'[17:51:39.104]',0.070,-,0.800,0.860,0.341,1.464,50.602,9.056
'[17:51:39.112]',0.075,-,0.800,0.845,0.337,1.567,50.554,9.056
'[17:51:39.120]',0.065,-,0.785,0.850,0.332,1.700,50.798,9.056
'[17:51:39.128]',0.085,-,0.770,0.850,0.327,1.857,51.286,9.056
'[17:51:39.136]',0.060,-,0.790,0.845,0.321,2.030,51.970,9.056
'[17:51:39.144]',0.050,-,0.800,0.835,0.316,2.208,52.800,9.124
'[17:51:39.152]',0.030,-,0.820,0.845,0.312,2.383,53.729,9.183
'[17:51:39.160]',0.030,-,0.830,0.840,0.306,2.545,54.803,9.251
'[17:51:39.168]',0.004,-,0.860,0.845,0.301,2.689,55.780,9.310
'[17:51:39.176]',0.010,-,0.845,0.835,0.294,2.812,56.806,9.437
'[17:51:39.184]',0.004,-,0.840,0.830,0.287,2.911,57.587,9.622
'[17:51:39.192]',0.030,-,0.815,0.840,0.279,2.978,58.320,9.935
'[17:51:39.200]',0.040,-,0.805,0.830,0.270,3.019,58.857,10.189
'[17:51:39.208]',0.044,-,0.815,0.850,0.261,3.047,59.248,10.433
'[17:51:39.216]',0.050,-,0.830,0.870,0.253,3.061,59.541,10.560
'[17:51:39.224]',0.070,-,0.815,0.885,0.244,3.060,59.687,10.619
'[17:51:39.232]',0.165,-,0.740,0.920,0.236,3.043,59.687,10.687
'[17:51:39.240]',0.445,-,0.480,1.015,0.227,3.014,59.492,10.746
'[17:51:39.248]',0.790,-,0.115,1.075,0.217,2.974,59.150,10.746
'[17:51:39.256]',0.965,-,-0.030,0.870,0.208,2.927,58.662,10.746
'[17:51:39.264]',0.440,-,0.430,0.605,0.198,2.873,58.027,10.687
'[17:51:39.272]',-0.015,-,0.825,0.550,0.188,2.814,57.245,10.501
'[17:51:39.280]',-0.075,-,0.905,0.705,0.178,2.751,56.366,10.306
'[17:51:39.288]',-0.050,-,0.880,0.815,0.168,2.683,55.633,10.120
'[17:51:39.296]',-0.015,-,0.875,0.855,0.158,2.620,54.852,9.935
'[17:51:39.304]',-0.015,-,0.860,0.865,0.149,2.558,54.119,9.808
'[17:51:39.312]',-0.010,-,0.865,0.860,0.140,2.490,53.435,9.749
'[17:51:39.320]',-0.015,-,0.860,0.875,0.131,2.417,52.800,9.622
'[17:51:39.328]',0.004,-,0.840,0.870,0.123,2.342,52.214,9.622
'[17:51:39.336]',0.010,-,0.845,0.875,0.114,2.266,51.677,9.564
'[17:51:39.344]',0.015,-,0.840,0.870,0.106,2.191,51.189,9.495
'[17:51:39.352]',0.004,-,0.845,0.875,0.097,2.116,50.602,9.437
'[17:51:39.360]',0.015,-,0.840,0.880,0.089,2.046,50.065,9.437
'[17:51:39.368]',0.024,-,0.835,0.885,0.082,1.979,49.479,9.437
'[17:51:39.376]',0.044,-,0.825,0.880,0.075,1.918,48.844,9.495
'[17:51:39.384]',0.050,-,0.820,0.890,0.069,1.860,48.258,9.622
'[17:51:39.392]',0.090,-,0.775,0.885,0.064,1.813,47.623,9.749
'[17:51:39.400]',0.085,-,0.790,0.890,0.059,1.775,47.037,9.935
'[17:51:39.408]',0.105,-,0.775,0.895,0.054,1.739,46.500,9.993
'[17:51:39.416]',0.115,-,0.770,0.910,0.049,1.707,45.962,9.993
'[17:51:39.424]',0.135,-,0.755,0.920,0.046,1.681,45.425,9.935
'[17:51:39.432]',0.175,-,0.705,0.925,0.043,1.663,44.937,9.681
'[17:51:39.440]',0.210,-,0.690,0.930,0.040,1.650,44.399,9.310
'[17:51:39.448]',0.235,-,0.675,0.950,0.037,1.642,44.009,8.938
'[17:51:39.456]',0.270,-,0.635,0.965,0.035,1.639,43.618,8.626
'[17:51:39.464]',0.300,-,0.605,0.955,0.032,1.641,43.276,8.313
'[17:51:39.472]',0.320,-,0.595,0.970,0.031,1.646,43.227,8.001
'[17:51:39.480]',0.335,-,0.580,0.970,0.029,1.652,43.715,7.874
'[17:51:39.488]',0.345,-,0.575,0.975,0.027,1.657,45.278,7.874
'[17:51:39.496]',0.335,-,0.575,0.960,0.026,1.661,48.551,8.001
'[17:51:39.504]',0.310,-,0.595,0.955,0.024,1.664,54.217,8.245
'[17:51:39.512]',0.295,-,0.620,0.950,0.023,1.664,62.814,8.557
'[17:51:39.520]',0.270,-,0.640,0.955,0.022,1.662,73.852,8.811
'[17:51:39.528]',0.230,-,0.675,0.935,0.020,1.657,86.161,8.997
'[17:51:39.536]',0.215,-,0.690,0.925,0.018,1.649,98.225,9.124
'[17:51:39.544]',0.190,-,0.710,0.915,0.016,1.638,108.727,9.251
'[17:51:39.552]',0.155,-,0.735,0.905,0.014,1.625,117.030,9.437
'[17:51:39.560]',0.160,-,0.735,0.890,0.010,1.611,123.136,9.495
'[17:51:39.568]',0.140,-,0.735,0.895,0.007,1.595,126.946,9.437
'[17:51:39.576]',0.145,-,0.730,0.875,0.002,1.578,128.558,9.183
'[17:51:39.584]',0.125,-,0.745,0.875,-0.002,1.560,128.313,8.811
'[17:51:39.592]',0.109,-,0.765,0.875,-0.007,1.544,126.555,8.557
'[17:51:39.600]',0.105,-,0.770,0.875,-0.012,1.532,123.673,8.499
'[17:51:39.608]',0.109,-,0.780,0.890,-0.018,1.517,119.766,8.557
'[17:51:39.616]',0.100,-,0.770,0.895,-0.023,1.501,115.126,8.743
'[17:51:39.624]',0.100,-,0.770,0.875,-0.029,1.485,110.095,8.938
'[17:51:39.632]',0.100,-,0.775,0.880,-0.034,1.467,105.357,9.124
'[17:51:39.640]',0.100,-,0.775,0.885,-0.038,1.450,101.254,9.310
'[17:51:39.648]',0.095,-,0.770,0.880,-0.043,1.432,97.591,9.437
'[17:51:39.656]',0.100,-,0.760,0.875,-0.046,1.414,94.123,9.495
'[17:51:39.664]',0.090,-,0.770,0.865,-0.049,1.396,90.655,9.564
'[17:51:39.672]',0.080,-,0.785,0.870,-0.053,1.377,87.284,9.564
'[17:51:39.680]',0.090,-,0.780,0.865,-0.055,1.359,84.110,9.622
'[17:51:39.688]',0.065,-,0.810,0.875,-0.057,1.340,81.032,9.681
'[17:51:39.696]',0.070,-,0.800,0.860,-0.059,1.326,78.102,9.749
'[17:51:39.704]',0.055,-,0.795,0.850,-0.061,1.316,75.171,9.808
'[17:51:39.712]',0.055,-,0.805,0.850,-0.063,1.303,72.240,9.935
'[17:51:39.720]',0.075,-,0.790,0.875,-0.064,1.288,69.261,9.993
'[17:51:39.728]',0.105,-,0.765,0.885,-0.065,1.273,66.233,10.062
'[17:51:39.736]',0.120,-,0.745,0.905,-0.065,1.257,63.302,10.062
'[17:51:39.744]',0.155,-,0.725,0.915,-0.065,1.243,60.616,10.062
'[17:51:39.752]',0.150,-,0.735,0.920,-0.065,1.234,58.124,10.062
'[17:51:39.760]',0.150,-,0.725,0.900,-0.065,1.233,56.073,10.062
'[17:51:39.768]',0.115,-,0.745,0.890,-0.065,1.248,54.363,10.062
'[17:51:39.776]',0.100,-,0.770,0.850,-0.065,1.286,53.094,10.120
'[17:51:39.784]',0.075,-,0.785,0.850,-0.066,1.352,52.312,10.120
'[17:51:39.792]',0.085,-,0.770,0.840,-0.066,1.431,51.872,10.120
'[17:51:39.800]',0.070,-,0.780,0.845,-0.067,1.528,51.775,10.120
'[17:51:39.808]',0.065,-,0.785,0.835,-0.067,1.659,52.068,10.120
'[17:51:39.816]',0.075,-,0.780,0.855,-0.070,1.817,52.556,10.120
'[17:51:39.824]',0.070,-,0.790,0.845,-0.071,1.964,53.240,10.120
'[17:51:39.832]',0.035,-,0.815,0.830,-0.075,2.104,54.119,10.189
'[17:51:39.840]',0.040,-,0.820,0.835,-0.078,2.260,55.194,10.189
'[17:51:39.848]',0.020,-,0.825,0.830,-0.082,2.414,56.317,10.247
'[17:51:39.856]',0.015,-,0.830,0.835,-0.086,2.555,57.343,10.374
'[17:51:39.864]',0.035,-,0.825,0.840,-0.090,2.675,58.418,10.501
'[17:51:39.872]',0.020,-,0.840,0.830,-0.093,2.771,59.248,10.746
'[17:51:39.880]',0.020,-,0.835,0.825,-0.100,2.843,59.932,11.000
'[17:51:39.888]',0.044,-,0.810,0.845,-0.105,2.891,60.420,11.244
'[17:51:39.896]',0.055,-,0.800,0.850,-0.112,2.914,60.713,11.439
'[17:51:39.904]',0.030,-,0.825,0.860,-0.120,2.918,60.860,11.625
'[17:51:39.912]',0.075,-,0.810,0.875,-0.128,2.912,60.909,11.683
'[17:51:39.920]',0.175,-,0.720,0.905,-0.135,2.894,60.860,11.752
'[17:51:39.928]',0.490,-,0.425,1.005,-0.143,2.867,60.664,11.810
'[17:51:39.936]',0.835,-,0.055,1.045,-0.151,2.830,60.322,11.869
'[17:51:39.944]',0.970,-,-0.060,0.860,-0.158,2.784,59.687,11.937
'[17:51:39.952]',0.405,-,0.450,0.620,-0.166,2.731,58.906,11.810
'[17:51:39.960]',-0.015,-,0.835,0.570,-0.173,2.674,57.978,11.625
'[17:51:39.968]',-0.050,-,0.895,0.750,-0.180,2.615,57.099,11.371
'[17:51:39.976]',-0.035,-,0.880,0.830,-0.187,2.552,56.317,11.127
'[17:51:39.984]',-0.025,-,0.865,0.870,-0.194,2.486,55.633,10.931
'[17:51:39.992]',-0.015,-,0.865,0.865,-0.202,2.423,54.901,10.814
'[17:51:40.000]',-0.021,-,0.885,0.875,-0.208,2.361,54.217,10.687
'[17:51:40.008]',-0.000,-,0.855,0.870,-0.214,2.291,53.631,10.619
'[17:51:40.016]',0.004,-,0.840,0.860,-0.220,2.218,53.045,10.560
'[17:51:40.024]',-0.000,-,0.845,0.875,-0.225,2.142,52.507,10.560
'[17:51:40.032]',-0.010,-,0.860,0.880,-0.229,2.065,51.921,10.560
'[17:51:40.040]',0.010,-,0.845,0.890,-0.233,1.988,51.286,10.501
'[17:51:40.048]',0.004,-,0.855,0.875,-0.236,1.915,50.749,10.501
'[17:51:40.056]',0.020,-,0.835,0.875,-0.240,1.845,50.212,10.501
'[17:51:40.064]',0.030,-,0.840,0.890,-0.243,1.779,49.674,10.560
'[17:51:40.072]',0.050,-,0.825,0.895,-0.246,1.719,49.088,10.687
'[17:51:40.080]',0.070,-,0.800,0.880,-0.249,1.664,48.551,10.814
'[17:51:40.088]',0.090,-,0.780,0.895,-0.251,1.620,47.965,10.931
'[17:51:40.096]',0.100,-,0.775,0.900,-0.253,1.587,47.379,11.000
'[17:51:40.104]',0.085,-,0.785,0.915,-0.254,1.557,46.793,10.931
'[17:51:40.112]',0.120,-,0.765,0.920,-0.254,1.533,46.255,10.746
'[17:51:40.120]',0.165,-,0.725,0.920,-0.254,1.515,45.718,10.501
'[17:51:40.128]',0.190,-,0.705,0.935,-0.252,1.503,45.278,10.120
'[17:51:40.136]',0.210,-,0.680,0.935,-0.250,1.498,44.839,9.749
'[17:51:40.144]',0.240,-,0.650,0.940,-0.248,1.498,44.546,9.368
'[17:51:40.152]',0.260,-,0.650,0.960,-0.245,1.501,44.350,9.056
'[17:51:40.160]',0.290,-,0.620,0.965,-0.242,1.507,44.350,8.870
'[17:51:40.168]',0.290,-,0.605,0.960,-0.239,1.512,44.937,8.743
'[17:51:40.176]',0.310,-,0.605,0.965,-0.236,1.516,46.597,8.684
'[17:51:40.184]',0.290,-,0.620,0.955,-0.233,1.519,50.065,8.743
'[17:51:40.192]',0.300,-,0.615,0.970,-0.229,1.522,55.780,8.870
'[17:51:40.200]',0.260,-,0.635,0.955,-0.226,1.523,64.230,9.056
'[17:51:40.208]',0.265,-,0.640,0.945,-0.222,1.521,75.073,9.183
'[17:51:40.216]',0.235,-,0.665,0.940,-0.219,1.515,87.138,9.368
'[17:51:40.224]',0.205,-,0.695,0.915,-0.216,1.506,98.812,9.564
'[17:51:40.232]',0.170,-,0.720,0.905,-0.213,1.495,108.825,9.622
'[17:51:40.240]',0.160,-,0.730,0.910,-0.211,1.480,116.689,9.622
'[17:51:40.248]',0.140,-,0.745,0.900,-0.210,1.463,122.159,9.622
'[17:51:40.256]',0.125,-,0.760,0.905,-0.208,1.446,125.432,9.564
'[17:51:40.264]',0.115,-,0.755,0.880,-0.207,1.426,126.555,9.437
'[17:51:40.272]',0.115,-,0.760,0.885,-0.206,1.408,125.725,9.310
'[17:51:40.280]',0.125,-,0.745,0.875,-0.205,1.389,123.624,9.251
'[17:51:40.288]',0.095,-,0.775,0.885,-0.205,1.374,120.450,9.251
'[17:51:40.296]',0.100,-,0.780,0.880,-0.205,1.362,116.444,9.310
'[17:51:40.304]',0.100,-,0.785,0.900,-0.205,1.346,111.853,9.437
'[17:51:40.312]',0.105,-,0.780,0.885,-0.205,1.328,107.066,9.495
'[17:51:40.320]',0.085,-,0.785,0.875,-0.205,1.313,102.475,9.622
'[17:51:40.328]',0.080,-,0.790,0.865,-0.205,1.296,98.372,9.681
'[17:51:40.336]',0.075,-,0.785,0.875,-0.205,1.279,94.513,9.749
'[17:51:40.344]',0.095,-,0.780,0.875,-0.204,1.261,90.850,9.808
'[17:51:40.352]',0.070,-,0.795,0.875,-0.203,1.243,87.284,9.876
'[17:51:40.360]',0.090,-,0.770,0.860,-0.203,1.226,83.914,9.993
'[17:51:40.368]',0.095,-,0.775,0.860,-0.202,1.208,80.690,10.062
'[17:51:40.376]',0.070,-,0.805,0.855,-0.202,1.191,77.613,10.120
'[17:51:40.384]',0.060,-,0.815,0.870,-0.200,1.173,74.536,10.247
'[17:51:40.392]',0.070,-,0.800,0.875,-0.199,1.160,71.557,10.374
'[17:51:40.400]',0.055,-,0.805,0.855,-0.197,1.150,68.528,10.433
'[17:51:40.408]',0.085,-,0.790,0.855,-0.195,1.134,65.549,10.501
'[17:51:40.416]',0.105,-,0.770,0.895,-0.192,1.116,62.618,10.560
'[17:51:40.424]',0.120,-,0.755,0.915,-0.190,1.100,59.932,10.560
'[17:51:40.432]',0.140,-,0.740,0.910,-0.188,1.086,57.441,10.560
'[17:51:40.440]',0.125,-,0.755,0.920,-0.186,1.076,55.340,10.560
'[17:51:40.448]',0.140,-,0.735,0.900,-0.184,1.076,53.680,10.619
'[17:51:40.456]',0.130,-,0.720,0.875,-0.182,1.091,52.410,10.619
'[17:51:40.464]',0.100,-,0.755,0.850,-0.180,1.129,51.628,10.619
'[17:51:40.472]',0.085,-,0.770,0.845,-0.179,1.195,51.237,10.619
'[17:51:40.480]',0.075,-,0.780,0.830,-0.178,1.291,51.237,10.619
'[17:51:40.488]',0.060,-,0.800,0.835,-0.177,1.396,51.531,10.619
