'Time','II','ABP','PLETH','I'
'[00:17:45.408]',-0.125,0.000,-,-
'[00:17:45.416]',0.031,0.000,-,-
'[00:17:45.424]',-0.062,0.000,-,-
'[00:17:45.432]',0.172,0.000,-,-
'[00:17:45.440]',0.492,0.000,-,-
'[00:17:45.448]',0.742,0.000,-,-
'[00:17:45.456]',0.742,0.000,-,-
'[00:17:45.464]',0.922,0.000,-,-
'[00:17:45.472]',1.047,0.000,-,-
'[00:17:45.480]',1.211,0.000,-,-
'[00:17:45.488]',1.320,0.000,-,-
'[00:17:45.496]',1.148,0.000,-,-
'[00:17:45.504]',1.031,0.000,-,-
'[00:17:45.512]',1.031,0.000,-,-
'[00:17:45.520]',1.055,0.000,-,-
'[00:17:45.528]',1.047,0.000,-,-
'[00:17:45.536]',1.117,0.000,-,-
'[00:17:45.544]',0.844,0.000,-,-
'[00:17:45.552]',0.688,0.000,-,-
'[00:17:45.560]',0.648,0.000,-,-
'[00:17:45.568]',0.539,0.000,-,-
'[00:17:45.576]',0.445,0.000,-,-
'[00:17:45.584]',0.375,0.000,-,-
'[00:17:45.592]',0.102,0.000,-,-
'[00:17:45.600]',-0.078,0.000,-,-
'[00:17:45.608]',-0.305,0.000,-,-
'[00:17:45.616]',-0.469,0.000,-,-
'[00:17:45.624]',-0.484,0.000,-,-
'[00:17:45.632]',-0.195,0.000,-,-
'[00:17:45.640]',-0.062,0.000,-,-
'[00:17:45.648]',0.195,0.000,-,-
'[00:17:45.656]',0.312,0.000,-,-
'[00:17:45.664]',0.656,0.000,-,-
'[00:17:45.672]',0.969,0.000,-,-
'[00:17:45.680]',1.242,0.000,-,-
'[00:17:45.688]',1.500,0.000,-,-
'[00:17:45.696]',1.500,0.000,-,-
'[00:17:45.704]',1.500,0.000,-,-
'[00:17:45.712]',1.500,0.000,-,-
'[00:17:45.720]',1.500,0.000,-,-
'[00:17:45.728]',1.500,0.000,-,-
'[00:17:45.736]',1.500,0.000,-,-
'[00:17:45.744]',1.500,0.000,-,-
'[00:17:45.752]',1.500,0.000,-,-
'[00:17:45.760]',1.500,0.000,-,-
'[00:17:45.768]',1.500,0.000,-,-
'[00:17:45.776]',1.500,0.000,-,-
'[00:17:45.784]',1.500,0.000,-,-
'[00:17:45.792]',1.500,0.000,-,-
'[00:17:45.800]',1.500,0.000,-,-
'[00:17:45.808]',1.500,0.000,-,-
'[00:17:45.816]',1.500,0.000,-,-
'[00:17:45.824]',1.500,0.000,-,-
'[00:17:45.832]',1.500,0.000,-,-
'[00:17:45.840]',1.500,0.000,-,-
'[00:17:45.848]',1.500,0.000,-,-
'[00:17:45.856]',1.500,0.000,-,-
'[00:17:45.864]',1.500,0.000,-,-
'[00:17:45.872]',1.500,0.000,-,-
'[00:17:45.880]',1.500,0.000,-,-
'[00:17:45.888]',1.500,0.000,-,-
'[00:17:45.896]',1.500,0.000,-,-
'[00:17:45.904]',1.500,0.000,-,-
'[00:17:45.912]',1.500,0.000,-,-
'[00:17:45.920]',1.500,0.000,-,-
'[00:17:45.928]',1.500,0.000,-,-
'[00:17:45.936]',1.500,0.000,-,-
'[00:17:45.944]',1.500,0.000,-,-
'[00:17:45.952]',1.500,0.000,-,-
'[00:17:45.960]',1.500,0.000,-,-
'[00:17:45.968]',1.500,0.000,-,-
'[00:17:45.976]',1.500,0.000,-,-
'[00:17:45.984]',1.500,0.000,-,-
'[00:17:45.992]',1.500,0.000,-,-
'[00:17:46.000]',1.430,0.000,-,-
'[00:17:46.008]',1.383,0.000,-,-
'[00:17:46.016]',1.242,0.000,-,-
'[00:17:46.024]',1.055,0.000,-,-
'[00:17:46.032]',0.930,0.000,-,-
'[00:17:46.040]',0.781,0.000,-,-
'[00:17:46.048]',0.500,0.000,-,-
'[00:17:46.056]',0.453,0.000,-,-
'[00:17:46.064]',0.320,0.000,-,-
'[00:17:46.072]',0.211,0.000,-,-
'[00:17:46.080]',0.164,0.000,-,-
'[00:17:46.088]',0.250,0.000,-,-
'[00:17:46.096]',0.336,0.000,-,-
'[00:17:46.104]',0.352,0.000,-,-
'[00:17:46.112]',0.164,0.000,-,-
'[00:17:46.120]',0.219,0.000,-,-
'[00:17:46.128]',0.102,0.000,-,-
'[00:17:46.136]',0.094,0.000,-,-
'[00:17:46.144]',0.242,0.000,-,-
'[00:17:46.152]',0.266,0.000,-,-
'[00:17:46.160]',0.297,0.000,-,-
'[00:17:46.168]',0.297,0.000,-,-
'[00:17:46.176]',0.297,0.000,-,-
'[00:17:46.184]',0.320,0.000,-,-
'[00:17:46.192]',0.305,0.000,-,-
'[00:17:46.200]',0.219,0.000,-,-
'[00:17:46.208]',0.391,0.000,-,-
'[00:17:46.216]',0.281,0.000,-,-
'[00:17:46.224]',0.172,0.000,-,-
'[00:17:46.232]',0.203,0.000,-,-
'[00:17:46.240]',0.242,0.000,-,-
'[00:17:46.248]',0.367,0.000,-,-
'[00:17:46.256]',0.086,0.000,-,-
'[00:17:46.264]',0.023,0.000,-,-
'[00:17:46.272]',0.008,0.000,-,-
'[00:17:46.280]',0.062,0.000,-,-
'[00:17:46.288]',0.055,0.000,-,-
'[00:17:46.296]',0.062,0.000,-,-
'[00:17:46.304]',0.039,0.000,-,-
'[00:17:46.312]',0.031,0.000,-,-
'[00:17:46.320]',0.219,0.000,-,-
'[00:17:46.328]',0.055,0.000,-,-
'[00:17:46.336]',-0.023,0.000,-,-
'[00:17:46.344]',-0.094,0.000,-,-
'[00:17:46.352]',-0.133,0.000,-,-
'[00:17:46.360]',-0.227,0.000,-,-
'[00:17:46.368]',-0.250,0.000,-,-
'[00:17:46.376]',-0.266,0.000,-,-
'[00:17:46.384]',-0.125,0.000,-,-
'[00:17:46.392]',-,0.000,-,-
'[00:17:46.400]',-,0.000,-,-
'[00:17:46.408]',-,0.000,-,-
'[00:17:46.416]',-0.391,0.000,-,-
'[00:17:46.424]',-,0.000,-,-
'[00:17:46.432]',-,0.000,-,-
'[00:17:46.440]',-,0.000,-,-
'[00:17:46.448]',-,0.000,-,-
'[00:17:46.456]',-0.219,0.000,-,-
'[00:17:46.464]',0.141,0.000,-,-
'[00:17:46.472]',0.328,0.000,-,-
'[00:17:46.480]',-0.320,0.000,-,-
'[00:17:46.488]',-,0.000,-,-
'[00:17:46.496]',-,0.000,-,-
'[00:17:46.504]',-,0.000,-,-
'[00:17:46.512]',-,0.000,-,-
'[00:17:46.520]',-0.461,0.000,-,-
'[00:17:46.528]',-0.453,0.000,-,-
'[00:17:46.536]',-,0.000,-,-
'[00:17:46.544]',-0.414,0.000,-,-
'[00:17:46.552]',-0.320,0.000,-,-
'[00:17:46.560]',-0.305,0.000,-,-
'[00:17:46.568]',-0.438,0.000,-,-
'[00:17:46.576]',-0.328,0.000,-,-
'[00:17:46.584]',-0.281,0.000,-,-
'[00:17:46.592]',-0.227,0.000,-,-
'[00:17:46.600]',-0.203,0.000,-,-
'[00:17:46.608]',-0.172,0.000,-,-
'[00:17:46.616]',-0.133,0.000,-,-
'[00:17:46.624]',-0.016,0.000,-,-
'[00:17:46.632]',-0.023,0.000,-,-
'[00:17:46.640]',0.047,0.000,-,-
'[00:17:46.648]',-0.062,0.000,-,-
'[00:17:46.656]',0.039,0.000,-,-
'[00:17:46.664]',0.133,0.000,-,-
'[00:17:46.672]',0.148,0.000,-,-
'[00:17:46.680]',0.109,0.000,-,-
'[00:17:46.688]',0.156,0.000,-,-
'[00:17:46.696]',0.258,0.000,-,-
'[00:17:46.704]',0.438,0.000,-,-
'[00:17:46.712]',0.555,0.000,-,-
'[00:17:46.720]',0.438,0.000,-,-
'[00:17:46.728]',0.438,0.000,-,-
'[00:17:46.736]',0.367,0.000,-,-
'[00:17:46.744]',0.133,0.000,-,-
'[00:17:46.752]',-0.055,0.000,-,-
'[00:17:46.760]',-0.250,0.000,-,-
'[00:17:46.768]',-0.406,0.000,-,-
'[00:17:46.776]',-0.375,0.000,-,-
'[00:17:46.784]',-0.289,0.000,-,-
'[00:17:46.792]',-0.234,0.000,-,-
'[00:17:46.800]',-0.289,0.000,-,-
'[00:17:46.808]',-0.273,0.000,-,-
'[00:17:46.816]',-0.250,0.000,-,-
'[00:17:46.824]',-0.219,0.000,-,-
'[00:17:46.832]',-0.172,0.000,-,-
'[00:17:46.840]',-0.125,0.000,-,-
'[00:17:46.848]',-0.164,0.000,-,-
'[00:17:46.856]',0.047,0.000,-,-
'[00:17:46.864]',-0.188,0.000,-,-
'[00:17:46.872]',-0.258,0.000,-,-
'[00:17:46.880]',-0.211,0.000,-,-
'[00:17:46.888]',-0.180,0.000,-,-
'[00:17:46.896]',-0.109,0.000,-,-
'[00:17:46.904]',-0.172,0.000,-,-
'[00:17:46.912]',-0.148,0.000,-,-
'[00:17:46.920]',-0.188,0.000,-,-
'[00:17:46.928]',-0.203,0.000,-,-
'[00:17:46.936]',-0.148,0.000,-,-
'[00:17:46.944]',-0.219,0.000,-,-
'[00:17:46.952]',-0.180,0.000,-,-
'[00:17:46.960]',-0.164,0.000,-,-
'[00:17:46.968]',-0.133,0.000,-,-
'[00:17:46.976]',-0.086,0.000,-,-
'[00:17:46.984]',0.023,0.000,-,-
'[00:17:46.992]',0.094,0.000,-,-
'[00:17:47.000]',0.211,0.000,-,-
'[00:17:47.008]',0.344,0.000,-,-
'[00:17:47.016]',0.383,0.000,-,-
'[00:17:47.024]',0.336,0.000,-,-
'[00:17:47.032]',0.328,0.000,-,-
'[00:17:47.040]',0.461,0.000,-,-
'[00:17:47.048]',0.516,0.000,-,-
'[00:17:47.056]',0.547,0.000,-,-
'[00:17:47.064]',0.617,0.000,-,-
'[00:17:47.072]',0.781,0.000,-,-
'[00:17:47.080]',0.883,0.000,-,-
'[00:17:47.088]',0.695,0.000,-,-
'[00:17:47.096]',0.641,0.000,-,-
'[00:17:47.104]',0.602,0.000,-,-
'[00:17:47.112]',0.641,0.000,-,-
'[00:17:47.120]',0.703,0.000,-,-
'[00:17:47.128]',0.609,0.000,-,-
'[00:17:47.136]',0.586,0.000,-,-
'[00:17:47.144]',0.562,0.000,-,-
'[00:17:47.152]',0.508,0.000,-,-
'[00:17:47.160]',0.500,0.000,-,-
'[00:17:47.168]',0.500,0.000,-,-
'[00:17:47.176]',0.492,0.000,-,-
'[00:17:47.184]',0.531,0.000,-,-
'[00:17:47.192]',0.586,0.000,-,-
'[00:17:47.200]',0.766,0.000,-,-
'[00:17:47.208]',1.125,0.000,-,-
'[00:17:47.216]',1.430,0.000,-,-
'[00:17:47.224]',1.500,0.000,-,-
'[00:17:47.232]',0.625,0.000,-,-
'[00:17:47.240]',0.211,0.000,-,-
'[00:17:47.248]',0.445,0.000,-,-
'[00:17:47.256]',0.586,0.000,-,-
'[00:17:47.264]',0.641,0.000,-,-
'[00:17:47.272]',0.656,0.000,-,-
'[00:17:47.280]',0.688,0.000,-,-
'[00:17:47.288]',0.719,0.000,-,-
'[00:17:47.296]',0.758,0.000,-,-
'[00:17:47.304]',0.625,0.000,-,-
'[00:17:47.312]',0.695,0.000,-,-
'[00:17:47.320]',0.758,0.000,-,-
'[00:17:47.328]',0.727,0.000,-,-
'[00:17:47.336]',0.703,0.000,-,-
'[00:17:47.344]',0.672,0.000,-,-
'[00:17:47.352]',0.727,0.000,-,-
'[00:17:47.360]',0.750,0.000,-,-
'[00:17:47.368]',0.711,0.000,-,-
'[00:17:47.376]',0.766,0.000,-,-
'[00:17:47.384]',0.781,0.000,-,-
'[00:17:47.392]',0.727,0.000,-,-
'[00:17:47.400]',0.711,0.000,-,-
'[00:17:47.408]',0.820,0.000,-,-
'[00:17:47.416]',0.859,0.000,-,-
'[00:17:47.424]',0.820,0.000,-,-
'[00:17:47.432]',0.852,0.000,-,-
'[00:17:47.440]',0.859,0.000,-,-
'[00:17:47.448]',0.820,0.000,-,-
'[00:17:47.456]',0.844,0.000,-,-
'[00:17:47.464]',0.906,0.000,-,-
'[00:17:47.472]',0.867,0.000,-,-
'[00:17:47.480]',0.789,0.000,-,-
'[00:17:47.488]',0.797,0.000,-,-
'[00:17:47.496]',0.789,0.000,-,-
'[00:17:47.504]',0.836,0.000,-,-
'[00:17:47.512]',0.859,0.000,-,-
'[00:17:47.520]',0.867,0.000,-,-
'[00:17:47.528]',0.820,0.000,-,-
'[00:17:47.536]',0.695,0.000,-,-
'[00:17:47.544]',0.609,0.000,-,-
'[00:17:47.552]',0.570,0.000,-,-
'[00:17:47.560]',0.562,0.000,-,-
'[00:17:47.568]',0.680,0.000,-,-
'[00:17:47.576]',0.844,0.000,-,-
'[00:17:47.584]',0.781,0.000,-,-
'[00:17:47.592]',0.727,0.000,-,-
'[00:17:47.600]',0.781,0.000,-,-
'[00:17:47.608]',0.836,0.000,-,-
'[00:17:47.616]',0.867,0.000,-,-
'[00:17:47.624]',0.891,0.000,-,-
'[00:17:47.632]',0.945,0.000,-,-
'[00:17:47.640]',0.977,0.000,-,-
'[00:17:47.648]',0.883,0.000,-,-
'[00:17:47.656]',0.906,0.000,-,-
'[00:17:47.664]',0.938,0.000,-,-
'[00:17:47.672]',0.930,0.000,-,-
'[00:17:47.680]',-,0.000,-,-
'[00:17:47.688]',1.031,0.000,-,-
'[00:17:47.696]',1.000,0.000,-,-
'[00:17:47.704]',0.984,0.000,-,-
'[00:17:47.712]',1.055,0.000,-,-
'[00:17:47.720]',0.789,0.000,-,-
'[00:17:47.728]',0.734,0.000,-,-
'[00:17:47.736]',0.852,0.000,-,-
'[00:17:47.744]',0.781,0.000,-,-
'[00:17:47.752]',0.742,0.000,-,-
'[00:17:47.760]',0.750,0.000,-,-
'[00:17:47.768]',0.805,0.000,-,-
'[00:17:47.776]',0.922,0.000,-,-
'[00:17:47.784]',0.852,0.000,-,-
'[00:17:47.792]',0.812,0.000,-,-
'[00:17:47.800]',0.922,0.000,-,-
'[00:17:47.808]',1.031,0.000,-,-
'[00:17:47.816]',1.133,0.000,-,-
'[00:17:47.824]',1.211,0.000,-,-
'[00:17:47.832]',1.242,0.000,-,-
'[00:17:47.840]',1.336,0.000,-,-
'[00:17:47.848]',1.414,0.000,-,-
'[00:17:47.856]',1.500,0.000,-,-
'[00:17:47.864]',1.477,0.000,-,-
'[00:17:47.872]',1.227,0.000,-,-
'[00:17:47.880]',1.273,0.000,-,-
'[00:17:47.888]',1.195,0.000,-,-
'[00:17:47.896]',1.141,0.000,-,-
'[00:17:47.904]',1.148,0.000,-,-
'[00:17:47.912]',1.172,0.000,-,-
'[00:17:47.920]',1.031,0.000,-,-
'[00:17:47.928]',1.086,0.000,-,-
'[00:17:47.936]',0.875,0.000,-,-
'[00:17:47.944]',0.758,0.000,-,-
'[00:17:47.952]',0.727,0.000,-,-
'[00:17:47.960]',0.703,0.000,-,-
'[00:17:47.968]',0.797,0.000,-,-
'[00:17:47.976]',0.977,0.000,-,-
'[00:17:47.984]',1.320,0.000,-,-
'[00:17:47.992]',1.500,0.000,-,-
'[00:17:48.000]',1.461,0.000,-,-
'[00:17:48.008]',0.570,0.000,-,-
'[00:17:48.016]',0.461,0.000,-,-
'[00:17:48.024]',0.680,0.000,-,-
'[00:17:48.032]',0.805,0.000,-,-
'[00:17:48.040]',0.906,0.000,-,-
'[00:17:48.048]',0.766,0.000,-,-
'[00:17:48.056]',0.812,0.000,-,-
'[00:17:48.064]',0.789,0.000,-,-
'[00:17:48.072]',0.766,0.000,-,-
'[00:17:48.080]',0.750,0.000,-,-
'[00:17:48.088]',0.734,0.000,-,-
'[00:17:48.096]',0.766,0.000,-,-
'[00:17:48.104]',0.852,0.000,-,-
'[00:17:48.112]',0.719,0.000,-,-
'[00:17:48.120]',0.656,0.000,-,-
'[00:17:48.128]',0.641,0.000,-,-
'[00:17:48.136]',0.766,0.000,-,-
'[00:17:48.144]',0.797,0.000,-,-
'[00:17:48.152]',0.805,0.000,-,-
'[00:17:48.160]',0.891,0.000,-,-
'[00:17:48.168]',1.016,0.000,-,-
'[00:17:48.176]',0.938,0.000,-,-
'[00:17:48.184]',1.070,0.000,-,-
'[00:17:48.192]',1.109,0.000,-,-
'[00:17:48.200]',1.086,0.000,-,-
'[00:17:48.208]',1.211,0.000,-,-
'[00:17:48.216]',1.219,0.000,-,-
'[00:17:48.224]',1.148,0.000,-,-
'[00:17:48.232]',1.281,0.000,-,-
'[00:17:48.240]',1.258,0.000,-,-
'[00:17:48.248]',1.305,0.000,-,-
'[00:17:48.256]',1.320,0.000,-,-
'[00:17:48.264]',1.297,0.000,-,-
'[00:17:48.272]',1.227,0.000,-,-
'[00:17:48.280]',1.117,0.000,-,-
'[00:17:48.288]',1.070,0.000,-,-
'[00:17:48.296]',1.000,0.000,-,-
'[00:17:48.304]',1.086,0.000,-,-
'[00:17:48.312]',1.164,0.000,-,-
'[00:17:48.320]',1.172,0.000,-,-
'[00:17:48.328]',1.141,0.000,-,-
'[00:17:48.336]',1.117,0.000,-,-
'[00:17:48.344]',0.961,0.000,-,-
'[00:17:48.352]',0.852,0.000,-,-
'[00:17:48.360]',0.727,0.000,-,-
'[00:17:48.368]',0.945,0.000,-,-
'[00:17:48.376]',1.133,0.000,-,-
'[00:17:48.384]',0.891,0.000,-,-
'[00:17:48.392]',0.562,0.000,-,-
'[00:17:48.400]',0.672,0.000,-,-
'[00:17:48.408]',0.812,0.000,-,-
'[00:17:48.416]',0.805,0.000,-,-
'[00:17:48.424]',0.750,0.000,-,-
'[00:17:48.432]',0.594,0.000,-,-
'[00:17:48.440]',0.492,0.000,-,-
'[00:17:48.448]',0.508,0.000,-,-
'[00:17:48.456]',0.406,0.000,-,-
'[00:17:48.464]',0.375,0.000,-,-
'[00:17:48.472]',0.250,0.000,-,-
'[00:17:48.480]',0.156,0.000,-,-
'[00:17:48.488]',0.195,0.000,-,-
'[00:17:48.496]',0.102,0.000,-,-
'[00:17:48.504]',0.062,0.000,-,-
'[00:17:48.512]',0.086,0.000,-,-
'[00:17:48.520]',0.086,0.000,-,-
'[00:17:48.528]',0.172,0.000,-,-
'[00:17:48.536]',0.211,0.000,-,-
'[00:17:48.544]',0.086,0.000,-,-
'[00:17:48.552]',0.047,0.000,-,-
'[00:17:48.560]',0.000,0.000,-,-
'[00:17:48.568]',0.055,0.000,-,-
'[00:17:48.576]',0.062,0.000,-,-
'[00:17:48.584]',0.039,0.000,-,-
'[00:17:48.592]',0.297,0.000,-,-
'[00:17:48.600]',0.359,0.000,-,-
'[00:17:48.608]',-0.125,0.000,-,-
'[00:17:48.616]',-0.156,0.000,-,-
'[00:17:48.624]',-0.133,0.000,-,-
'[00:17:48.632]',-0.172,0.000,-,-
'[00:17:48.640]',-0.258,0.000,-,-
'[00:17:48.648]',-0.359,0.000,-,-
'[00:17:48.656]',-0.336,0.000,-,-
'[00:17:48.664]',-0.273,0.000,-,-
'[00:17:48.672]',-0.203,0.000,-,-
'[00:17:48.680]',-0.336,0.000,-,-
'[00:17:48.688]',-0.148,0.000,-,-
'[00:17:48.696]',-0.328,0.000,-,-
'[00:17:48.704]',-0.359,0.000,-,-
'[00:17:48.712]',-0.250,0.000,-,-
'[00:17:48.720]',-0.062,0.000,-,-
'[00:17:48.728]',0.297,0.000,-,-
'[00:17:48.736]',0.664,0.000,-,-
'[00:17:48.744]',0.961,0.000,-,-
'[00:17:48.752]',0.102,0.000,-,-
'[00:17:48.760]',-0.414,0.000,-,-
'[00:17:48.768]',-0.273,0.000,-,-
'[00:17:48.776]',0.000,0.000,-,-
'[00:17:48.784]',0.227,0.000,-,-
'[00:17:48.792]',-0.305,0.000,-,-
'[00:17:48.800]',-0.242,0.000,-,-
'[00:17:48.808]',-0.086,0.000,-,-
'[00:17:48.816]',-0.125,0.000,-,-
'[00:17:48.824]',-0.094,0.000,-,-
'[00:17:48.832]',-0.133,0.000,-,-
'[00:17:48.840]',-0.086,0.000,-,-
'[00:17:48.848]',-0.094,0.000,-,-
'[00:17:48.856]',0.070,0.000,-,-
'[00:17:48.864]',0.086,0.000,-,-
'[00:17:48.872]',-0.008,0.000,-,-
'[00:17:48.880]',0.102,0.000,-,-
'[00:17:48.888]',-0.023,0.000,-,-
'[00:17:48.896]',-0.164,0.000,-,-
'[00:17:48.904]',-0.195,0.000,-,-
'[00:17:48.912]',0.102,0.000,-,-
'[00:17:48.920]',0.156,0.000,-,-
'[00:17:48.928]',0.359,0.000,-,-
'[00:17:48.936]',0.312,0.000,-,-
'[00:17:48.944]',0.500,0.000,-,-
'[00:17:48.952]',0.766,0.000,-,-
'[00:17:48.960]',0.875,0.000,-,-
'[00:17:48.968]',0.742,0.000,-,-
'[00:17:48.976]',0.875,0.000,-,-
'[00:17:48.984]',0.930,0.000,-,-
'[00:17:48.992]',1.086,0.000,-,-
'[00:17:49.000]',1.164,0.000,-,-
'[00:17:49.008]',1.000,0.000,-,-
'[00:17:49.016]',0.977,0.000,-,-
'[00:17:49.024]',1.008,0.000,-,-
'[00:17:49.032]',0.984,0.000,-,-
'[00:17:49.040]',1.008,0.000,-,-
'[00:17:49.048]',0.922,0.000,-,-
'[00:17:49.056]',0.891,0.000,-,-
'[00:17:49.064]',1.016,0.000,-,-
'[00:17:49.072]',0.867,0.000,-,-
'[00:17:49.080]',1.023,0.000,-,-
'[00:17:49.088]',0.891,0.000,-,-
'[00:17:49.096]',0.867,0.000,-,-
'[00:17:49.104]',0.945,0.000,-,-
'[00:17:49.112]',0.812,0.000,-,-
'[00:17:49.120]',0.953,0.000,-,-
'[00:17:49.128]',1.102,0.000,-,-
'[00:17:49.136]',0.977,0.000,-,-
'[00:17:49.144]',1.055,0.000,-,-
'[00:17:49.152]',1.117,0.000,-,-
'[00:17:49.160]',0.922,0.000,-,-
'[00:17:49.168]',1.000,0.000,-,-
'[00:17:49.176]',1.148,0.000,-,-
'[00:17:49.184]',1.164,0.000,-,-
'[00:17:49.192]',0.820,0.000,-,-
'[00:17:49.200]',0.953,0.000,-,-
'[00:17:49.208]',0.969,0.000,-,-
'[00:17:49.216]',0.844,0.000,-,-
'[00:17:49.224]',1.000,0.000,-,-
'[00:17:49.232]',0.898,0.000,-,-
'[00:17:49.240]',0.938,0.000,-,-
'[00:17:49.248]',0.875,0.000,-,-
'[00:17:49.256]',0.906,0.000,-,-
'[00:17:49.264]',0.805,0.000,-,-
'[00:17:49.272]',0.836,0.000,-,-
'[00:17:49.280]',0.727,0.000,-,-
'[00:17:49.288]',0.875,0.000,-,-
'[00:17:49.296]',0.930,0.000,-,-
'[00:17:49.304]',0.789,0.000,-,-
'[00:17:49.312]',0.844,0.000,-,-
'[00:17:49.320]',0.711,0.000,-,-
'[00:17:49.328]',0.648,0.000,-,-
'[00:17:49.336]',0.672,0.000,-,-
'[00:17:49.344]',0.805,0.000,-,-
'[00:17:49.352]',0.805,0.000,-,-
'[00:17:49.360]',0.750,0.000,-,-
'[00:17:49.368]',0.805,0.000,-,-
'[00:17:49.376]',0.680,0.000,-,-
'[00:17:49.384]',0.914,0.000,-,-
'[00:17:49.392]',0.547,0.000,-,-
'[00:17:49.400]',0.469,0.000,-,-
'[00:17:49.408]',0.500,0.000,-,-
'[00:17:49.416]',0.516,0.000,-,-
'[00:17:49.424]',0.438,0.000,-,-
'[00:17:49.432]',0.289,0.000,-,-
'[00:17:49.440]',0.367,0.000,-,-
'[00:17:49.448]',0.492,0.000,-,-
'[00:17:49.456]',0.320,0.000,-,-
'[00:17:49.464]',0.438,0.000,-,-
'[00:17:49.472]',0.500,0.000,-,-
'[00:17:49.480]',0.461,0.000,-,-
'[00:17:49.488]',0.812,0.000,-,-
'[00:17:49.496]',1.023,0.000,-,-
'[00:17:49.504]',1.406,0.000,-,-
'[00:17:49.512]',1.023,0.000,-,-
'[00:17:49.520]',0.094,0.000,-,-
'[00:17:49.528]',0.000,0.000,-,-
'[00:17:49.536]',0.367,0.000,-,-
'[00:17:49.544]',0.172,0.000,-,-
'[00:17:49.552]',0.109,0.000,-,-
'[00:17:49.560]',0.250,0.000,-,-
'[00:17:49.568]',0.445,0.000,-,-
'[00:17:49.576]',0.477,0.000,-,-
'[00:17:49.584]',0.242,0.000,-,-
'[00:17:49.592]',0.305,0.000,-,-
'[00:17:49.600]',0.430,0.000,-,-
'[00:17:49.608]',0.602,0.000,-,-
'[00:17:49.616]',0.383,0.000,-,-
'[00:17:49.624]',0.250,0.000,-,-
'[00:17:49.632]',0.383,0.000,-,-
'[00:17:49.640]',0.398,0.000,-,-
'[00:17:49.648]',0.211,0.000,-,-
'[00:17:49.656]',0.320,0.000,-,-
'[00:17:49.664]',0.367,0.000,-,-
'[00:17:49.672]',0.320,0.000,-,-
'[00:17:49.680]',0.266,0.000,-,-
'[00:17:49.688]',0.328,0.000,-,-
'[00:17:49.696]',0.508,0.000,-,-
'[00:17:49.704]',0.195,0.000,-,-
'[00:17:49.712]',0.141,0.000,-,-
'[00:17:49.720]',0.344,0.000,-,-
'[00:17:49.728]',0.391,0.000,-,-
'[00:17:49.736]',0.547,0.000,-,-
'[00:17:49.744]',0.672,0.000,-,-
'[00:17:49.752]',0.531,0.000,-,-
'[00:17:49.760]',0.438,0.000,-,-
'[00:17:49.768]',0.625,0.000,-,-
'[00:17:49.776]',0.547,0.000,-,-
'[00:17:49.784]',0.555,0.000,-,-
'[00:17:49.792]',0.188,0.000,-,-
'[00:17:49.800]',0.078,0.000,-,-
'[00:17:49.808]',-0.102,0.000,-,-
'[00:17:49.816]',-0.344,0.000,-,-
'[00:17:49.824]',-,0.000,-,-
'[00:17:49.832]',-0.484,0.000,-,-
'[00:17:49.840]',-0.469,0.000,-,-
'[00:17:49.848]',-,0.000,-,-
'[00:17:49.856]',-,0.000,-,-
'[00:17:49.864]',-,0.000,-,-
'[00:17:49.872]',-,0.000,-,-
'[00:17:49.880]',-,0.000,-,-
'[00:17:49.888]',-,0.000,-,-
'[00:17:49.896]',-,0.000,-,-
'[00:17:49.904]',-,0.000,-,-
'[00:17:49.912]',-,0.000,-,-
'[00:17:49.920]',-,0.000,-,-
'[00:17:49.928]',-,0.000,-,-
'[00:17:49.936]',-,0.000,-,-
'[00:17:49.944]',-0.422,0.000,-,-
'[00:17:49.952]',-0.336,0.000,-,-
'[00:17:49.960]',-0.281,0.000,-,-
'[00:17:49.968]',-0.391,0.000,-,-
'[00:17:49.976]',-0.312,0.000,-,-
'[00:17:49.984]',-,0.000,-,-
'[00:17:49.992]',-0.188,0.000,-,-
'[00:17:50.000]',-0.109,0.000,-,-
'[00:17:50.008]',-0.016,0.000,-,-
'[00:17:50.016]',-0.258,0.000,-,-
'[00:17:50.024]',-,0.000,-,-
'[00:17:50.032]',-,0.000,-,-
'[00:17:50.040]',-,0.000,-,-
'[00:17:50.048]',-,0.000,-,-
'[00:17:50.056]',-,0.000,-,-
'[00:17:50.064]',-,0.000,-,-
'[00:17:50.072]',-,0.000,-,-
'[00:17:50.080]',-,0.000,-,-
'[00:17:50.088]',-,0.000,-,-
'[00:17:50.096]',-,0.000,-,-
'[00:17:50.104]',-,0.000,-,-
'[00:17:50.112]',-,0.000,-,-
'[00:17:50.120]',-,0.000,-,-
'[00:17:50.128]',-,0.000,-,-
'[00:17:50.136]',-,0.000,-,-
'[00:17:50.144]',-,0.000,-,-
'[00:17:50.152]',-,0.000,-,-
'[00:17:50.160]',-,0.000,-,-
'[00:17:50.168]',-,0.000,-,-
'[00:17:50.176]',-,0.000,-,-
'[00:17:50.184]',-,0.000,-,-
'[00:17:50.192]',-,0.000,-,-
'[00:17:50.200]',-,0.000,-,-
'[00:17:50.208]',-,0.000,-,-
'[00:17:50.216]',-,0.000,-,-
'[00:17:50.224]',-,0.000,-,-
'[00:17:50.232]',-,0.000,-,-
'[00:17:50.240]',-,0.000,-,-
'[00:17:50.248]',-,0.000,-,-
'[00:17:50.256]',-,0.000,-,-
'[00:17:50.264]',-,0.000,-,-
