'Time','II','PLETH','I','ABP','III'
'[05:38:04.856]',-0.118,0.718,-,63.125,-
'[05:38:04.864]',-0.102,0.725,-,64.375,-
'[05:38:04.872]',-0.087,0.722,-,64.375,-
'[05:38:04.880]',-0.063,0.714,-,64.375,-
'[05:38:04.888]',-0.047,0.698,-,64.375,-
'[05:38:04.896]',-0.024,0.678,-,64.375,-
'[05:38:04.904]',-0.008,0.655,-,63.125,-
'[05:38:04.912]',0.008,0.624,-,63.125,-
'[05:38:04.920]',0.024,0.592,-,62.500,-
'[05:38:04.928]',0.024,0.565,-,62.500,-
'[05:38:04.936]',0.016,0.537,-,61.875,-
'[05:38:04.944]',0.000,0.510,-,61.875,-
'[05:38:04.952]',-0.016,0.478,-,61.250,-
'[05:38:04.960]',-0.031,0.435,-,61.250,-
'[05:38:04.968]',-0.039,0.392,-,61.875,-
'[05:38:04.976]',-0.047,0.357,-,63.125,-
'[05:38:04.984]',-0.047,0.329,-,65.625,-
'[05:38:04.992]',-0.047,0.310,-,68.750,-
'[05:38:05.000]',-0.047,0.294,-,71.250,-
'[05:38:05.008]',-0.047,0.278,-,73.750,-
'[05:38:05.016]',-0.047,0.271,-,75.625,-
'[05:38:05.024]',-0.047,0.267,-,77.500,-
'[05:38:05.032]',-0.047,0.263,-,80.000,-
'[05:38:05.040]',-0.047,0.263,-,81.875,-
'[05:38:05.048]',-0.047,0.267,-,84.375,-
'[05:38:05.056]',-0.055,0.271,-,86.875,-
'[05:38:05.064]',-0.047,0.278,-,88.125,-
'[05:38:05.072]',-0.047,0.286,-,90.000,-
'[05:38:05.080]',-0.039,0.294,-,90.625,-
'[05:38:05.088]',-0.024,0.306,-,90.625,-
'[05:38:05.096]',-0.016,0.314,-,90.625,-
'[05:38:05.104]',0.008,0.322,-,90.000,-
'[05:38:05.112]',0.039,0.329,-,88.125,-
'[05:38:05.120]',0.055,0.337,-,86.875,-
'[05:38:05.128]',0.071,0.341,-,85.000,-
'[05:38:05.136]',0.047,0.345,-,83.125,-
'[05:38:05.144]',-0.008,0.349,-,80.625,-
'[05:38:05.152]',-0.063,0.353,-,78.750,-
'[05:38:05.160]',-0.071,0.353,-,76.875,-
'[05:38:05.168]',-0.079,0.353,-,74.375,-
'[05:38:05.176]',-0.087,0.353,-,72.500,-
'[05:38:05.184]',-0.087,0.349,-,71.250,-
'[05:38:05.192]',-0.134,0.345,-,68.750,-
'[05:38:05.200]',-0.205,0.337,-,68.125,-
'[05:38:05.208]',0.283,0.333,-,66.250,-
'[05:38:05.216]',1.110,0.329,-,65.625,-
'[05:38:05.224]',1.339,0.325,-,64.375,-
'[05:38:05.232]',0.362,0.322,-,64.375,-
'[05:38:05.240]',-0.110,0.322,-,63.125,-
'[05:38:05.248]',-0.346,0.329,-,62.500,-
'[05:38:05.256]',-0.362,0.341,-,62.500,-
'[05:38:05.264]',-0.268,0.357,-,62.500,-
'[05:38:05.272]',-0.260,0.380,-,62.500,-
'[05:38:05.280]',-0.244,0.408,-,62.500,-
'[05:38:05.288]',-0.236,0.443,-,62.500,-
'[05:38:05.296]',-0.220,0.478,-,62.500,-
'[05:38:05.304]',-0.205,0.514,-,63.125,-
'[05:38:05.312]',-0.189,0.549,-,63.125,-
'[05:38:05.320]',-0.189,0.580,-,64.375,-
'[05:38:05.328]',-0.173,0.608,-,64.375,-
'[05:38:05.336]',-0.157,0.627,-,65.000,-
'[05:38:05.344]',-0.142,0.643,-,65.000,-
'[05:38:05.352]',-0.142,0.659,-,65.000,-
'[05:38:05.360]',-0.126,0.667,-,65.625,-
'[05:38:05.368]',-0.102,0.667,-,65.625,-
'[05:38:05.376]',-0.087,0.663,-,65.625,-
'[05:38:05.384]',-0.071,0.651,-,65.625,-
'[05:38:05.392]',-0.047,0.635,-,65.625,-
'[05:38:05.400]',-0.024,0.616,-,65.000,-
'[05:38:05.408]',0.000,0.592,-,65.000,-
'[05:38:05.416]',0.008,0.565,-,65.000,-
'[05:38:05.424]',0.016,0.541,-,64.375,-
'[05:38:05.432]',0.016,0.514,-,63.125,-
'[05:38:05.440]',0.008,0.486,-,63.125,-
'[05:38:05.448]',-0.008,0.459,-,62.500,-
'[05:38:05.456]',-0.016,0.427,-,62.500,-
'[05:38:05.464]',-0.031,0.400,-,63.125,-
'[05:38:05.472]',-0.047,0.373,-,65.000,-
'[05:38:05.480]',-0.047,0.349,-,67.500,-
'[05:38:05.488]',-0.055,0.329,-,70.625,-
'[05:38:05.496]',-0.047,0.310,-,72.500,-
'[05:38:05.504]',-0.047,0.294,-,75.000,-
'[05:38:05.512]',-0.047,0.286,-,77.500,-
'[05:38:05.520]',-0.055,0.278,-,80.000,-
'[05:38:05.528]',-0.047,0.275,-,81.875,-
'[05:38:05.536]',-0.047,0.275,-,85.000,-
'[05:38:05.544]',-0.047,0.275,-,87.500,-
'[05:38:05.552]',-0.047,0.278,-,90.000,-
'[05:38:05.560]',-0.047,0.286,-,91.250,-
'[05:38:05.568]',-0.047,0.294,-,93.125,-
'[05:38:05.576]',-0.047,0.302,-,94.375,-
'[05:38:05.584]',-0.031,0.310,-,94.375,-
'[05:38:05.592]',-0.016,0.322,-,94.375,-
'[05:38:05.600]',-0.008,0.329,-,93.750,-
'[05:38:05.608]',0.016,0.341,-,93.125,-
'[05:38:05.616]',0.047,0.349,-,91.250,-
'[05:38:05.624]',0.055,0.353,-,90.000,-
'[05:38:05.632]',0.071,0.357,-,87.500,-
'[05:38:05.640]',0.047,0.361,-,85.000,-
'[05:38:05.648]',-0.008,0.365,-,83.125,-
'[05:38:05.656]',-0.055,0.365,-,80.625,-
'[05:38:05.664]',-0.071,0.365,-,78.125,-
'[05:38:05.672]',-0.071,0.365,-,75.625,-
'[05:38:05.680]',-0.079,0.361,-,74.375,-
'[05:38:05.688]',-0.087,0.357,-,71.875,-
'[05:38:05.696]',-0.150,0.353,-,70.625,-
'[05:38:05.704]',-0.213,0.345,-,69.375,-
'[05:38:05.712]',0.354,0.341,-,68.125,-
'[05:38:05.720]',1.173,0.333,-,67.500,-
'[05:38:05.728]',1.323,0.333,-,66.250,-
'[05:38:05.736]',0.299,0.333,-,65.625,-
'[05:38:05.744]',-0.134,0.337,-,65.625,-
'[05:38:05.752]',-0.354,0.345,-,65.000,-
'[05:38:05.760]',-0.362,0.365,-,65.000,-
'[05:38:05.768]',-0.260,0.388,-,65.000,-
'[05:38:05.776]',-0.252,0.416,-,65.000,-
'[05:38:05.784]',-0.244,0.451,-,65.625,-
'[05:38:05.792]',-0.220,0.486,-,65.625,-
'[05:38:05.800]',-0.213,0.525,-,65.625,-
'[05:38:05.808]',-0.205,0.565,-,66.250,-
'[05:38:05.816]',-0.189,0.604,-,67.500,-
'[05:38:05.824]',-0.189,0.631,-,67.500,-
'[05:38:05.832]',-0.165,0.655,-,68.125,-
'[05:38:05.840]',-0.157,0.675,-,68.125,-
'[05:38:05.848]',-0.142,0.690,-,68.125,-
'[05:38:05.856]',-0.134,0.702,-,68.750,-
'[05:38:05.864]',-0.126,0.702,-,68.750,-
'[05:38:05.872]',-0.118,0.702,-,68.750,-
'[05:38:05.880]',-0.094,0.690,-,68.750,-
'[05:38:05.888]',-0.071,0.675,-,68.750,-
'[05:38:05.896]',-0.047,0.655,-,68.750,-
'[05:38:05.904]',-0.024,0.631,-,68.125,-
'[05:38:05.912]',-0.008,0.600,-,68.125,-
'[05:38:05.920]',0.000,0.573,-,67.500,-
'[05:38:05.928]',0.024,0.545,-,67.500,-
'[05:38:05.936]',0.016,0.518,-,66.250,-
'[05:38:05.944]',0.008,0.486,-,65.625,-
'[05:38:05.952]',-0.008,0.459,-,65.625,-
'[05:38:05.960]',-0.024,0.427,-,65.625,-
'[05:38:05.968]',-0.039,0.400,-,66.250,-
'[05:38:05.976]',-0.047,0.373,-,68.125,-
'[05:38:05.984]',-0.055,0.349,-,71.250,-
'[05:38:05.992]',-0.063,0.329,-,74.375,-
'[05:38:06.000]',-0.063,0.314,-,77.500,-
'[05:38:06.008]',-0.055,0.302,-,80.000,-
'[05:38:06.016]',-0.063,0.294,-,81.875,-
'[05:38:06.024]',-0.055,0.290,-,84.375,-
'[05:38:06.032]',-0.047,0.290,-,87.500,-
'[05:38:06.040]',-0.047,0.290,-,90.625,-
'[05:38:06.048]',-0.047,0.294,-,93.125,-
'[05:38:06.056]',-0.047,0.302,-,95.625,-
'[05:38:06.064]',-0.047,0.310,-,97.500,-
'[05:38:06.072]',-0.047,0.322,-,98.750,-
'[05:38:06.080]',-0.047,0.333,-,99.375,-
'[05:38:06.088]',-0.039,0.341,-,100.000,-
'[05:38:06.096]',-0.016,0.353,-,99.375,-
'[05:38:06.104]',0.000,0.361,-,98.750,-
'[05:38:06.112]',0.024,0.369,-,96.875,-
'[05:38:06.120]',0.055,0.376,-,95.625,-
'[05:38:06.128]',0.071,0.380,-,93.125,-
'[05:38:06.136]',0.079,0.384,-,90.625,-
'[05:38:06.144]',0.047,0.388,-,88.125,-
'[05:38:06.152]',-0.008,0.388,-,86.250,-
'[05:38:06.160]',-0.047,0.388,-,83.750,-
'[05:38:06.168]',-0.071,0.388,-,81.250,-
'[05:38:06.176]',-0.071,0.384,-,78.750,-
'[05:38:06.184]',-0.071,0.376,-,77.500,-
'[05:38:06.192]',-0.071,0.373,-,75.000,-
'[05:38:06.200]',-0.142,0.365,-,73.750,-
'[05:38:06.208]',-0.205,0.357,-,72.500,-
'[05:38:06.216]',0.315,0.353,-,71.250,-
'[05:38:06.224]',1.181,0.345,-,70.625,-
'[05:38:06.232]',1.362,0.345,-,69.375,-
'[05:38:06.240]',0.362,0.349,-,68.750,-
'[05:38:06.248]',-0.110,0.353,-,68.750,-
'[05:38:06.256]',-0.339,0.369,-,68.125,-
'[05:38:06.264]',-0.354,0.392,-,68.125,-
'[05:38:06.272]',-0.260,0.420,-,68.125,-
'[05:38:06.280]',-0.252,0.455,-,68.125,-
'[05:38:06.288]',-0.236,0.494,-,68.750,-
'[05:38:06.296]',-0.228,0.533,-,68.750,-
'[05:38:06.304]',-0.213,0.576,-,68.750,-
'[05:38:06.312]',-0.205,0.620,-,69.375,-
'[05:38:06.320]',-0.197,0.651,-,69.375,-
'[05:38:06.328]',-0.181,0.678,-,70.625,-
'[05:38:06.336]',-0.173,0.702,-,70.625,-
'[05:38:06.344]',-0.157,0.722,-,71.250,-
'[05:38:06.352]',-0.157,0.737,-,71.250,-
'[05:38:06.360]',-0.142,0.745,-,71.250,-
'[05:38:06.368]',-0.134,0.745,-,71.250,-
'[05:38:06.376]',-0.118,0.737,-,71.250,-
'[05:38:06.384]',-0.102,0.725,-,71.250,-
'[05:38:06.392]',-0.079,0.706,-,70.625,-
'[05:38:06.400]',-0.063,0.682,-,70.625,-
'[05:38:06.408]',-0.031,0.659,-,70.625,-
'[05:38:06.416]',-0.016,0.627,-,69.375,-
'[05:38:06.424]',0.008,0.600,-,69.375,-
'[05:38:06.432]',0.016,0.569,-,68.750,-
'[05:38:06.440]',0.024,0.537,-,68.125,-
'[05:38:06.448]',0.008,0.506,-,67.500,-
'[05:38:06.456]',0.000,0.475,-,67.500,-
'[05:38:06.464]',-0.016,0.447,-,67.500,-
'[05:38:06.472]',-0.024,0.416,-,68.750,-
'[05:38:06.480]',-0.024,0.392,-,70.625,-
'[05:38:06.488]',-0.031,0.369,-,73.750,-
'[05:38:06.496]',-0.031,0.353,-,76.875,-
'[05:38:06.504]',-0.031,0.337,-,80.000,-
'[05:38:06.512]',-0.031,0.325,-,83.125,-
'[05:38:06.520]',-0.039,0.322,-,85.000,-
'[05:38:06.528]',-0.031,0.318,-,88.125,-
'[05:38:06.536]',-0.031,0.318,-,91.250,-
'[05:38:06.544]',-0.031,0.322,-,94.375,-
'[05:38:06.552]',-0.031,0.325,-,96.875,-
'[05:38:06.560]',-0.024,0.333,-,99.375,-
'[05:38:06.568]',-0.031,0.345,-,101.875,-
'[05:38:06.576]',-0.024,0.353,-,102.500,-
'[05:38:06.584]',-0.031,0.365,-,103.125,-
'[05:38:06.592]',-0.024,0.373,-,103.125,-
'[05:38:06.600]',-0.008,0.380,-,103.125,-
'[05:38:06.608]',0.008,0.388,-,101.875,-
'[05:38:06.616]',0.024,0.396,-,100.000,-
'[05:38:06.624]',0.055,0.400,-,98.750,-
'[05:38:06.632]',0.071,0.404,-,96.250,-
'[05:38:06.640]',0.079,0.404,-,93.750,-
'[05:38:06.648]',0.087,0.404,-,90.625,-
'[05:38:06.656]',0.047,0.404,-,88.125,-
'[05:38:06.664]',-0.016,0.404,-,85.000,-
'[05:38:06.672]',-0.047,0.400,-,83.125,-
'[05:38:06.680]',-0.047,0.396,-,80.625,-
'[05:38:06.688]',-0.063,0.388,-,78.125,-
'[05:38:06.696]',-0.063,0.380,-,76.875,-
'[05:38:06.704]',-0.079,0.373,-,75.000,-
'[05:38:06.712]',-0.189,0.365,-,73.750,-
'[05:38:06.720]',-0.197,0.361,-,72.500,-
'[05:38:06.728]',0.701,0.357,-,71.875,-
'[05:38:06.736]',1.370,0.357,-,71.250,-
'[05:38:06.744]',0.835,0.357,-,70.625,-
'[05:38:06.752]',0.134,0.369,-,69.375,-
'[05:38:06.760]',-0.205,0.388,-,69.375,-
'[05:38:06.768]',-0.331,0.412,-,68.750,-
'[05:38:06.776]',-0.260,0.443,-,68.750,-
'[05:38:06.784]',-0.228,0.482,-,69.375,-
'[05:38:06.792]',-0.228,0.525,-,69.375,-
'[05:38:06.800]',-0.220,0.573,-,69.375,-
'[05:38:06.808]',-0.205,0.616,-,69.375,-
'[05:38:06.816]',-0.197,0.659,-,70.625,-
'[05:38:06.824]',-0.181,0.694,-,70.625,-
'[05:38:06.832]',-0.173,0.718,-,71.250,-
'[05:38:06.840]',-0.165,0.741,-,71.250,-
'[05:38:06.848]',-0.150,0.761,-,71.250,-
'[05:38:06.856]',-0.142,0.773,-,71.250,-
'[05:38:06.864]',-0.126,0.776,-,71.250,-
'[05:38:06.872]',-0.118,0.773,-,71.250,-
'[05:38:06.880]',-0.102,0.761,-,71.250,-
'[05:38:06.888]',-0.094,0.745,-,71.250,-
'[05:38:06.896]',-0.071,0.722,-,70.625,-
'[05:38:06.904]',-0.047,0.694,-,70.625,-
'[05:38:06.912]',-0.024,0.667,-,70.625,-
'[05:38:06.920]',-0.008,0.639,-,69.375,-
'[05:38:06.928]',0.016,0.608,-,68.750,-
'[05:38:06.936]',0.024,0.576,-,68.750,-
'[05:38:06.944]',0.024,0.541,-,68.125,-
'[05:38:06.952]',0.024,0.510,-,67.500,-
'[05:38:06.960]',0.024,0.475,-,66.250,-
'[05:38:06.968]',0.008,0.443,-,66.250,-
'[05:38:06.976]',-0.008,0.416,-,66.250,-
'[05:38:06.984]',-0.016,0.388,-,68.125,-
'[05:38:06.992]',-0.016,0.365,-,70.625,-
'[05:38:07.000]',-0.024,0.345,-,73.750,-
'[05:38:07.008]',-0.024,0.329,-,75.625,-
'[05:38:07.016]',-0.024,0.314,-,78.750,-
'[05:38:07.024]',-0.024,0.302,-,81.250,-
'[05:38:07.032]',-0.024,0.298,-,84.375,-
'[05:38:07.040]',-0.024,0.298,-,86.875,-
'[05:38:07.048]',-0.024,0.302,-,90.000,-
'[05:38:07.056]',-0.024,0.306,-,92.500,-
'[05:38:07.064]',-0.024,0.314,-,95.625,-
'[05:38:07.072]',-0.024,0.322,-,97.500,-
'[05:38:07.080]',-0.024,0.329,-,99.375,-
'[05:38:07.088]',-0.031,0.341,-,100.000,-
'[05:38:07.096]',-0.031,0.349,-,100.625,-
'[05:38:07.104]',-0.031,0.357,-,100.625,-
'[05:38:07.112]',-0.016,0.361,-,100.000,-
'[05:38:07.120]',0.000,0.365,-,98.750,-
'[05:38:07.128]',0.008,0.369,-,96.875,-
'[05:38:07.136]',0.039,0.369,-,95.625,-
'[05:38:07.144]',0.063,0.373,-,93.125,-
'[05:38:07.152]',0.071,0.369,-,90.000,-
'[05:38:07.160]',0.079,0.369,-,87.500,-
'[05:38:07.168]',0.055,0.365,-,85.000,-
'[05:38:07.176]',-0.008,0.361,-,83.125,-
'[05:38:07.184]',-0.047,0.357,-,80.625,-
'[05:38:07.192]',-0.063,0.349,-,78.125,-
'[05:38:07.200]',-0.063,0.341,-,76.875,-
'[05:38:07.208]',-0.063,0.333,-,74.375,-
'[05:38:07.216]',-0.071,0.325,-,72.500,-
'[05:38:07.224]',-0.142,0.318,-,71.875,-
'[05:38:07.232]',-0.189,0.314,-,70.625,-
'[05:38:07.240]',0.457,0.306,-,69.375,-
'[05:38:07.248]',1.244,0.306,-,68.750,-
'[05:38:07.256]',1.283,0.310,-,68.750,-
'[05:38:07.264]',0.236,0.318,-,68.125,-
'[05:38:07.272]',-0.157,0.333,-,68.125,-
'[05:38:07.280]',-0.323,0.357,-,68.125,-
'[05:38:07.288]',-0.276,0.388,-,68.125,-
'[05:38:07.296]',-0.228,0.424,-,68.125,-
'[05:38:07.304]',-0.228,0.463,-,68.125,-
'[05:38:07.312]',-0.213,0.506,-,68.750,-
'[05:38:07.320]',-0.213,0.541,-,68.750,-
'[05:38:07.328]',-0.197,0.573,-,69.375,-
'[05:38:07.336]',-0.189,0.604,-,69.375,-
'[05:38:07.344]',-0.173,0.631,-,69.375,-
'[05:38:07.352]',-0.165,0.655,-,70.625,-
'[05:38:07.360]',-0.150,0.675,-,70.625,-
'[05:38:07.368]',-0.142,0.682,-,70.625,-
'[05:38:07.376]',-0.118,0.686,-,70.625,-
'[05:38:07.384]',-0.110,0.682,-,70.625,-
'[05:38:07.392]',-0.094,0.671,-,70.625,-
'[05:38:07.400]',-0.079,0.651,-,70.625,-
'[05:38:07.408]',-0.063,0.627,-,69.375,-
'[05:38:07.416]',-0.039,0.604,-,69.375,-
'[05:38:07.424]',-0.016,0.576,-,68.750,-
'[05:38:07.432]',0.000,0.553,-,68.750,-
'[05:38:07.440]',0.024,0.522,-,68.125,-
'[05:38:07.448]',0.024,0.490,-,67.500,-
'[05:38:07.456]',0.039,0.455,-,67.500,-
'[05:38:07.464]',0.039,0.424,-,66.250,-
'[05:38:07.472]',0.031,0.392,-,65.625,-
'[05:38:07.480]',0.008,0.365,-,65.000,-
'[05:38:07.488]',-0.008,0.337,-,65.000,-
'[05:38:07.496]',-0.016,0.314,-,65.625,-
'[05:38:07.504]',-0.024,0.294,-,67.500,-
'[05:38:07.512]',-0.031,0.278,-,68.750,-
'[05:38:07.520]',-0.039,0.267,-,71.875,-
'[05:38:07.528]',-0.031,0.263,-,75.000,-
'[05:38:07.536]',-0.031,0.255,-,77.500,-
'[05:38:07.544]',-0.024,0.255,-,80.000,-
'[05:38:07.552]',-0.024,0.255,-,81.875,-
'[05:38:07.560]',-0.031,0.259,-,84.375,-
'[05:38:07.568]',-0.031,0.267,-,86.875,-
'[05:38:07.576]',-0.024,0.275,-,90.000,-
'[05:38:07.584]',-0.031,0.282,-,92.500,-
'[05:38:07.592]',-0.031,0.290,-,93.750,-
'[05:38:07.600]',-0.031,0.298,-,95.625,-
'[05:38:07.608]',-0.031,0.310,-,96.250,-
'[05:38:07.616]',-0.039,0.314,-,96.875,-
'[05:38:07.624]',-0.039,0.322,-,96.875,-
'[05:38:07.632]',-0.024,0.325,-,96.250,-
'[05:38:07.640]',-0.008,0.329,-,94.375,-
'[05:38:07.648]',0.008,0.333,-,93.125,-
'[05:38:07.656]',0.039,0.337,-,90.625,-
'[05:38:07.664]',0.063,0.337,-,88.125,-
'[05:38:07.672]',0.079,0.333,-,86.250,-
'[05:38:07.680]',0.094,0.329,-,83.125,-
'[05:38:07.688]',0.055,0.325,-,80.625,-
'[05:38:07.696]',-0.008,0.322,-,78.125,-
'[05:38:07.704]',-0.039,0.314,-,76.875,-
'[05:38:07.712]',-0.055,0.310,-,74.375,-
'[05:38:07.720]',-0.063,0.302,-,72.500,-
'[05:38:07.728]',-0.063,0.298,-,71.250,-
'[05:38:07.736]',-0.071,0.290,-,69.375,-
'[05:38:07.744]',-0.173,0.282,-,68.750,-
'[05:38:07.752]',-0.189,0.275,-,68.125,-
'[05:38:07.760]',0.606,0.271,-,67.500,-
'[05:38:07.768]',1.315,0.271,-,66.250,-
'[05:38:07.776]',0.874,0.275,-,65.625,-
'[05:38:07.784]',0.150,0.286,-,65.625,-
'[05:38:07.792]',-0.205,0.306,-,65.625,-
'[05:38:07.800]',-0.339,0.329,-,65.625,-
'[05:38:07.808]',-0.276,0.361,-,65.625,-
'[05:38:07.816]',-0.236,0.396,-,65.625,-
'[05:38:07.824]',-0.228,0.431,-,65.625,-
'[05:38:07.832]',-0.213,0.463,-,66.250,-
'[05:38:07.840]',-0.197,0.498,-,66.250,-
'[05:38:07.848]',-0.189,0.533,-,67.500,-
'[05:38:07.856]',-0.173,0.565,-,67.500,-
'[05:38:07.864]',-0.157,0.592,-,68.125,-
'[05:38:07.872]',-0.142,0.616,-,68.125,-
'[05:38:07.880]',-0.142,0.627,-,68.125,-
'[05:38:07.888]',-0.134,0.635,-,68.125,-
'[05:38:07.896]',-0.118,0.635,-,68.125,-
'[05:38:07.904]',-0.102,0.631,-,68.125,-
'[05:38:07.912]',-0.087,0.616,-,68.125,-
'[05:38:07.920]',-0.071,0.600,-,68.125,-
'[05:38:07.928]',-0.055,0.580,-,68.125,-
'[05:38:07.936]',-0.031,0.557,-,67.500,-
'[05:38:07.944]',-0.008,0.529,-,67.500,-
'[05:38:07.952]',0.008,0.498,-,66.250,-
'[05:38:07.960]',0.024,0.467,-,66.250,-
'[05:38:07.968]',0.039,0.435,-,65.625,-
'[05:38:07.976]',0.039,0.404,-,65.000,-
'[05:38:07.984]',0.039,0.373,-,64.375,-
'[05:38:07.992]',0.024,0.345,-,64.375,-
'[05:38:08.000]',0.008,0.318,-,63.125,-
'[05:38:08.008]',-0.008,0.294,-,63.125,-
'[05:38:08.016]',-0.016,0.275,-,64.375,-
'[05:38:08.024]',-0.024,0.263,-,66.250,-
'[05:38:08.032]',-0.031,0.247,-,68.750,-
'[05:38:08.040]',-0.031,0.239,-,71.875,-
'[05:38:08.048]',-0.031,0.231,-,75.000,-
'[05:38:08.056]',-0.031,0.227,-,77.500,-
'[05:38:08.064]',-0.024,0.227,-,80.000,-
'[05:38:08.072]',-0.031,0.227,-,81.875,-
'[05:38:08.080]',-0.031,0.235,-,84.375,-
'[05:38:08.088]',-0.031,0.243,-,87.500,-
'[05:38:08.096]',-0.031,0.251,-,90.000,-
'[05:38:08.104]',-0.031,0.263,-,92.500,-
'[05:38:08.112]',-0.031,0.271,-,94.375,-
'[05:38:08.120]',-0.031,0.282,-,95.625,-
'[05:38:08.128]',-0.039,0.290,-,96.250,-
'[05:38:08.136]',-0.039,0.298,-,96.875,-
'[05:38:08.144]',-0.039,0.306,-,96.250,-
'[05:38:08.152]',-0.024,0.310,-,95.625,-
'[05:38:08.160]',-0.008,0.318,-,93.750,-
'[05:38:08.168]',0.016,0.322,-,92.500,-
'[05:38:08.176]',0.047,0.322,-,90.000,-
'[05:38:08.184]',0.063,0.322,-,87.500,-
'[05:38:08.192]',0.079,0.322,-,85.000,-
'[05:38:08.200]',0.094,0.318,-,83.125,-
'[05:38:08.208]',0.055,0.314,-,80.000,-
'[05:38:08.216]',-0.016,0.310,-,78.125,-
'[05:38:08.224]',-0.047,0.306,-,75.625,-
'[05:38:08.232]',-0.063,0.302,-,73.750,-
'[05:38:08.240]',-0.071,0.294,-,71.875,-
'[05:38:08.248]',-0.071,0.290,-,70.625,-
'[05:38:08.256]',-0.079,0.282,-,68.750,-
'[05:38:08.264]',-0.173,0.275,-,68.125,-
'[05:38:08.272]',-0.205,0.267,-,67.500,-
'[05:38:08.280]',0.543,0.267,-,66.250,-
'[05:38:08.288]',1.299,0.267,-,65.625,-
'[05:38:08.296]',0.929,0.275,-,65.000,-
'[05:38:08.304]',0.189,0.290,-,65.000,-
'[05:38:08.312]',-0.189,0.314,-,65.000,-
'[05:38:08.320]',-0.339,0.337,-,65.000,-
'[05:38:08.328]',-0.283,0.365,-,65.000,-
'[05:38:08.336]',-0.236,0.400,-,65.000,-
'[05:38:08.344]',-0.228,0.439,-,65.625,-
'[05:38:08.352]',-0.220,0.478,-,65.625,-
'[05:38:08.360]',-0.213,0.522,-,66.250,-
'[05:38:08.368]',-0.189,0.557,-,66.250,-
'[05:38:08.376]',-0.173,0.592,-,67.500,-
'[05:38:08.384]',-0.165,0.616,-,67.500,-
'[05:38:08.392]',-0.157,0.639,-,67.500,-
'[05:38:08.400]',-0.142,0.651,-,67.500,-
'[05:38:08.408]',-0.134,0.655,-,68.125,-
'[05:38:08.416]',-0.118,0.655,-,68.125,-
'[05:38:08.424]',-0.110,0.647,-,68.125,-
'[05:38:08.432]',-0.094,0.635,-,67.500,-
'[05:38:08.440]',-0.071,0.616,-,67.500,-
'[05:38:08.448]',-0.055,0.596,-,67.500,-
'[05:38:08.456]',-0.031,0.569,-,66.250,-
'[05:38:08.464]',-0.008,0.537,-,66.250,-
'[05:38:08.472]',0.008,0.506,-,66.250,-
'[05:38:08.480]',0.024,0.475,-,65.625,-
'[05:38:08.488]',0.039,0.439,-,65.000,-
'[05:38:08.496]',0.039,0.408,-,65.000,-
'[05:38:08.504]',0.047,0.376,-,64.375,-
'[05:38:08.512]',0.039,0.345,-,63.125,-
'[05:38:08.520]',0.016,0.322,-,63.125,-
'[05:38:08.528]',-0.008,0.302,-,63.125,-
'[05:38:08.536]',-0.016,0.282,-,64.375,-
'[05:38:08.544]',-0.024,0.267,-,66.250,-
'[05:38:08.552]',-0.031,0.251,-,69.375,-
'[05:38:08.560]',-0.039,0.239,-,72.500,-
'[05:38:08.568]',-0.039,0.231,-,75.625,-
'[05:38:08.576]',-0.031,0.227,-,78.125,-
'[05:38:08.584]',-0.031,0.227,-,80.625,-
'[05:38:08.592]',-0.031,0.231,-,83.750,-
'[05:38:08.600]',-0.031,0.239,-,86.250,-
'[05:38:08.608]',-0.031,0.247,-,89.375,-
'[05:38:08.616]',-0.031,0.255,-,91.250,-
'[05:38:08.624]',-0.031,0.263,-,93.750,-
'[05:38:08.632]',-0.039,0.271,-,96.250,-
'[05:38:08.640]',-0.031,0.282,-,97.500,-
'[05:38:08.648]',-0.047,0.290,-,98.750,-
'[05:38:08.656]',-0.047,0.302,-,98.750,-
'[05:38:08.664]',-0.047,0.310,-,97.500,-
'[05:38:08.672]',-0.024,0.314,-,96.875,-
'[05:38:08.680]',-0.008,0.318,-,95.625,-
'[05:38:08.688]',0.000,0.322,-,93.750,-
'[05:38:08.696]',0.024,0.325,-,91.250,-
'[05:38:08.704]',0.055,0.325,-,89.375,-
'[05:38:08.712]',0.071,0.322,-,86.250,-
'[05:38:08.720]',0.079,0.322,-,83.750,-
'[05:38:08.728]',0.063,0.322,-,81.250,-
'[05:38:08.736]',0.008,0.318,-,78.750,-
'[05:38:08.744]',-0.031,0.310,-,76.875,-
'[05:38:08.752]',-0.055,0.306,-,74.375,-
'[05:38:08.760]',-0.063,0.298,-,72.500,-
'[05:38:08.768]',-0.063,0.290,-,71.250,-
'[05:38:08.776]',-0.063,0.282,-,69.375,-
'[05:38:08.784]',-0.110,0.275,-,68.750,-
'[05:38:08.792]',-0.189,0.271,-,68.125,-
'[05:38:08.800]',0.205,0.271,-,67.500,-
'[05:38:08.808]',1.047,0.275,-,66.250,-
'[05:38:08.816]',1.323,0.282,-,65.625,-
'[05:38:08.824]',0.457,0.294,-,65.625,-
'[05:38:08.832]',-0.063,0.314,-,65.625,-
'[05:38:08.840]',-0.315,0.345,-,65.625,-
'[05:38:08.848]',-0.346,0.380,-,65.625,-
'[05:38:08.856]',-0.244,0.420,-,65.625,-
'[05:38:08.864]',-0.236,0.463,-,66.250,-
'[05:38:08.872]',-0.220,0.506,-,66.250,-
