'Time','PLETH','II','ABP'
'[13:42:42.344]',0.380,0.500,58.594
'[13:42:42.352]',0.384,0.500,58.594
'[13:42:42.360]',0.392,0.500,59.375
'[13:42:42.368]',0.408,0.508,59.375
'[13:42:42.376]',0.424,0.508,60.938
'[13:42:42.384]',0.443,0.508,60.938
'[13:42:42.392]',0.463,0.516,62.500
'[13:42:42.400]',0.482,0.523,62.500
'[13:42:42.408]',0.502,0.539,63.281
'[13:42:42.416]',0.522,0.547,64.062
'[13:42:42.424]',0.537,0.570,64.062
'[13:42:42.432]',0.545,0.594,64.062
'[13:42:42.440]',0.557,0.602,64.062
'[13:42:42.448]',0.565,0.594,63.281
'[13:42:42.456]',0.569,0.586,63.281
'[13:42:42.464]',0.573,0.562,62.500
'[13:42:42.472]',0.576,0.539,61.719
'[13:42:42.480]',0.576,0.508,60.938
'[13:42:42.488]',0.573,0.500,60.156
'[13:42:42.496]',0.569,0.500,59.375
'[13:42:42.504]',0.565,0.500,58.594
'[13:42:42.512]',0.557,0.492,57.812
'[13:42:42.520]',0.553,0.492,57.031
'[13:42:42.528]',0.545,0.492,56.250
'[13:42:42.536]',0.541,0.500,55.469
'[13:42:42.544]',0.533,0.477,54.688
'[13:42:42.552]',0.525,0.430,54.688
'[13:42:42.560]',0.514,0.422,53.906
'[13:42:42.568]',0.506,0.641,53.125
'[13:42:42.576]',0.498,0.883,52.344
'[13:42:42.584]',0.494,1.000,51.562
'[13:42:42.592]',0.486,0.945,51.562
'[13:42:42.600]',0.478,0.797,50.781
'[13:42:42.608]',0.475,0.656,50.781
'[13:42:42.616]',0.471,0.570,50.781
'[13:42:42.624]',0.467,0.523,50.000
'[13:42:42.632]',0.463,0.508,50.000
'[13:42:42.640]',0.459,0.500,50.000
'[13:42:42.648]',0.455,0.500,50.000
'[13:42:42.656]',0.451,0.500,50.000
'[13:42:42.664]',0.451,0.500,50.000
'[13:42:42.672]',0.447,0.500,50.000
'[13:42:42.680]',0.447,0.508,50.000
'[13:42:42.688]',0.443,0.516,50.000
'[13:42:42.696]',0.443,0.523,50.000
'[13:42:42.704]',0.439,0.531,50.000
'[13:42:42.712]',0.439,0.547,50.000
'[13:42:42.720]',0.439,0.547,49.219
'[13:42:42.728]',0.435,0.555,49.219
'[13:42:42.736]',0.435,0.562,49.219
'[13:42:42.744]',0.431,0.570,48.438
'[13:42:42.752]',0.431,0.586,48.438
'[13:42:42.760]',0.431,0.586,47.656
'[13:42:42.768]',0.427,0.602,47.656
'[13:42:42.776]',0.427,0.617,47.656
'[13:42:42.784]',0.424,0.625,46.875
'[13:42:42.792]',0.424,0.641,46.875
'[13:42:42.800]',0.420,0.664,46.875
'[13:42:42.808]',0.420,0.688,47.656
'[13:42:42.816]',0.420,0.711,49.219
'[13:42:42.824]',0.416,0.742,52.344
'[13:42:42.832]',0.416,0.766,57.812
'[13:42:42.840]',0.416,0.797,65.625
'[13:42:42.848]',0.416,0.820,75.000
'[13:42:42.856]',0.412,0.836,85.156
'[13:42:42.864]',0.412,0.852,94.531
'[13:42:42.872]',0.408,0.852,103.125
'[13:42:42.880]',0.408,0.836,110.938
'[13:42:42.888]',0.404,0.805,115.625
'[13:42:42.896]',0.404,0.766,118.750
'[13:42:42.904]',0.400,0.719,119.531
'[13:42:42.912]',0.400,0.672,118.750
'[13:42:42.920]',0.400,0.625,117.188
'[13:42:42.928]',0.396,0.586,114.062
'[13:42:42.936]',0.396,0.547,110.938
'[13:42:42.944]',0.396,0.531,107.812
'[13:42:42.952]',0.392,0.516,103.906
'[13:42:42.960]',0.392,0.500,100.000
'[13:42:42.968]',0.392,0.500,96.094
'[13:42:42.976]',0.392,0.500,92.969
'[13:42:42.984]',0.388,0.492,89.062
'[13:42:42.992]',0.388,0.492,85.938
'[13:42:43.000]',0.388,0.492,82.812
'[13:42:43.008]',0.384,0.492,79.688
'[13:42:43.016]',0.384,0.500,77.344
'[13:42:43.024]',0.380,0.500,74.219
'[13:42:43.032]',0.380,0.500,71.875
'[13:42:43.040]',0.380,0.500,70.312
'[13:42:43.048]',0.380,0.500,67.969
'[13:42:43.056]',0.376,0.500,65.625
'[13:42:43.064]',0.376,0.500,64.062
'[13:42:43.072]',0.376,0.500,62.500
'[13:42:43.080]',0.376,0.500,61.719
'[13:42:43.088]',0.376,0.500,60.938
'[13:42:43.096]',0.380,0.508,60.156
'[13:42:43.104]',0.388,0.500,60.156
'[13:42:43.112]',0.400,0.500,60.938
'[13:42:43.120]',0.416,0.500,61.719
'[13:42:43.128]',0.431,0.500,61.719
'[13:42:43.136]',0.451,0.508,62.500
'[13:42:43.144]',0.471,0.516,63.281
'[13:42:43.152]',0.494,0.531,64.062
'[13:42:43.160]',0.514,0.547,64.844
'[13:42:43.168]',0.533,0.570,64.844
'[13:42:43.176]',0.553,0.586,64.844
'[13:42:43.184]',0.565,0.602,64.844
'[13:42:43.192]',0.576,0.594,64.844
'[13:42:43.200]',0.584,0.586,64.062
'[13:42:43.208]',0.588,0.570,64.062
'[13:42:43.216]',0.588,0.547,63.281
'[13:42:43.224]',0.588,0.516,62.500
'[13:42:43.232]',0.584,0.500,61.719
'[13:42:43.240]',0.584,0.492,60.938
'[13:42:43.248]',0.580,0.492,60.156
'[13:42:43.256]',0.573,0.492,59.375
'[13:42:43.264]',0.565,0.492,58.594
'[13:42:43.272]',0.561,0.500,57.812
'[13:42:43.280]',0.553,0.500,57.031
'[13:42:43.288]',0.545,0.477,56.250
'[13:42:43.296]',0.537,0.438,55.469
'[13:42:43.304]',0.529,0.414,54.688
'[13:42:43.312]',0.522,0.586,53.906
'[13:42:43.320]',0.514,0.836,53.125
'[13:42:43.328]',0.510,1.000,53.125
'[13:42:43.336]',0.502,1.016,52.344
'[13:42:43.344]',0.494,0.828,52.344
'[13:42:43.352]',0.486,0.672,51.562
'[13:42:43.360]',0.478,0.586,51.562
'[13:42:43.368]',0.475,0.531,50.781
'[13:42:43.376]',0.471,0.508,50.781
'[13:42:43.384]',0.467,0.500,50.781
'[13:42:43.392]',0.459,0.500,50.781
'[13:42:43.400]',0.459,0.500,50.781
'[13:42:43.408]',0.455,0.500,50.781
'[13:42:43.416]',0.455,0.508,50.781
'[13:42:43.424]',0.455,0.508,50.781
'[13:42:43.432]',0.455,0.516,50.781
'[13:42:43.440]',0.455,0.523,50.781
'[13:42:43.448]',0.451,0.531,50.781
'[13:42:43.456]',0.451,0.539,50.781
'[13:42:43.464]',0.447,0.547,50.000
'[13:42:43.472]',0.447,0.555,50.000
'[13:42:43.480]',0.443,0.562,49.219
'[13:42:43.488]',0.443,0.570,49.219
'[13:42:43.496]',0.443,0.578,48.438
'[13:42:43.504]',0.443,0.586,48.438
'[13:42:43.512]',0.439,0.602,48.438
'[13:42:43.520]',0.439,0.617,47.656
'[13:42:43.528]',0.439,0.625,47.656
'[13:42:43.536]',0.435,0.641,47.656
'[13:42:43.544]',0.435,0.656,47.656
'[13:42:43.552]',0.431,0.680,48.438
'[13:42:43.560]',0.431,0.703,49.219
'[13:42:43.568]',0.427,0.727,53.125
'[13:42:43.576]',0.424,0.750,58.594
'[13:42:43.584]',0.424,0.781,67.188
'[13:42:43.592]',0.420,0.805,76.562
'[13:42:43.600]',0.416,0.820,87.500
'[13:42:43.608]',0.416,0.836,97.656
'[13:42:43.616]',0.412,0.836,106.250
'[13:42:43.624]',0.412,0.828,114.062
'[13:42:43.632]',0.412,0.805,119.531
'[13:42:43.640]',0.408,0.773,121.875
'[13:42:43.648]',0.408,0.727,122.656
'[13:42:43.656]',0.404,0.680,121.875
'[13:42:43.664]',0.404,0.633,120.312
'[13:42:43.672]',0.400,0.586,117.188
'[13:42:43.680]',0.400,0.562,114.844
'[13:42:43.688]',0.396,0.531,110.938
'[13:42:43.696]',0.396,0.516,107.812
'[13:42:43.704]',0.392,0.508,103.906
'[13:42:43.712]',0.392,0.500,100.781
'[13:42:43.720]',0.392,0.500,97.656
'[13:42:43.728]',0.388,0.500,94.531
'[13:42:43.736]',0.388,0.492,91.406
'[13:42:43.744]',0.384,0.492,88.281
'[13:42:43.752]',0.384,0.492,85.156
'[13:42:43.760]',0.384,0.492,82.031
'[13:42:43.768]',0.384,0.492,79.688
'[13:42:43.776]',0.384,0.492,77.344
'[13:42:43.784]',0.384,0.492,75.000
'[13:42:43.792]',0.380,0.500,72.656
'[13:42:43.800]',0.380,0.500,70.312
'[13:42:43.808]',0.376,0.500,67.969
'[13:42:43.816]',0.376,0.500,66.406
'[13:42:43.824]',0.376,0.500,64.844
'[13:42:43.832]',0.380,0.500,63.281
'[13:42:43.840]',0.384,0.500,62.500
'[13:42:43.848]',0.396,0.500,61.719
'[13:42:43.856]',0.408,0.508,61.719
'[13:42:43.864]',0.427,0.508,62.500
'[13:42:43.872]',0.447,0.508,62.500
'[13:42:43.880]',0.471,0.516,63.281
'[13:42:43.888]',0.498,0.516,64.062
'[13:42:43.896]',0.525,0.523,64.844
'[13:42:43.904]',0.549,0.539,65.625
'[13:42:43.912]',0.573,0.547,65.625
'[13:42:43.920]',0.588,0.570,65.625
'[13:42:43.928]',0.600,0.602,65.625
'[13:42:43.936]',0.612,0.602,65.625
'[13:42:43.944]',0.620,0.602,65.625
'[13:42:43.952]',0.624,0.586,64.844
'[13:42:43.960]',0.627,0.562,64.062
'[13:42:43.968]',0.627,0.539,63.281
'[13:42:43.976]',0.627,0.508,62.500
'[13:42:43.984]',0.627,0.500,62.500
'[13:42:43.992]',0.624,0.500,61.719
'[13:42:44.000]',0.620,0.500,60.938
'[13:42:44.008]',0.612,0.500,59.375
'[13:42:44.016]',0.608,0.500,58.594
'[13:42:44.024]',0.600,0.500,57.812
'[13:42:44.032]',0.592,0.500,57.031
'[13:42:44.040]',0.584,0.469,56.250
'[13:42:44.048]',0.576,0.422,56.250
'[13:42:44.056]',0.569,0.469,55.469
'[13:42:44.064]',0.561,0.688,54.688
'[13:42:44.072]',0.553,0.922,53.906
'[13:42:44.080]',0.545,1.023,53.125
'[13:42:44.088]',0.537,0.930,53.125
'[13:42:44.096]',0.525,0.766,52.344
'[13:42:44.104]',0.518,0.641,52.344
'[13:42:44.112]',0.510,0.555,51.562
'[13:42:44.120]',0.506,0.516,51.562
'[13:42:44.128]',0.502,0.500,51.562
'[13:42:44.136]',0.498,0.500,50.781
'[13:42:44.144]',0.494,0.500,50.781
'[13:42:44.152]',0.490,0.500,50.781
'[13:42:44.160]',0.486,0.500,50.781
'[13:42:44.168]',0.482,0.500,51.562
'[13:42:44.176]',0.482,0.516,51.562
'[13:42:44.184]',0.478,0.516,50.781
'[13:42:44.192]',0.475,0.523,50.781
'[13:42:44.200]',0.475,0.531,50.781
'[13:42:44.208]',0.471,0.539,50.781
'[13:42:44.216]',0.467,0.547,50.000
'[13:42:44.224]',0.467,0.555,50.000
'[13:42:44.232]',0.463,0.562,50.000
'[13:42:44.240]',0.463,0.570,49.219
'[13:42:44.248]',0.459,0.578,49.219
'[13:42:44.256]',0.455,0.586,48.438
'[13:42:44.264]',0.451,0.602,48.438
'[13:42:44.272]',0.451,0.617,48.438
'[13:42:44.280]',0.447,0.625,47.656
'[13:42:44.288]',0.443,0.641,47.656
'[13:42:44.296]',0.439,0.656,48.438
'[13:42:44.304]',0.439,0.688,49.219
'[13:42:44.312]',0.435,0.711,51.562
'[13:42:44.320]',0.435,0.734,56.250
'[13:42:44.328]',0.431,0.766,64.062
'[13:42:44.336]',0.431,0.789,73.438
'[13:42:44.344]',0.431,0.805,84.375
'[13:42:44.352]',0.427,0.828,94.531
'[13:42:44.360]',0.427,0.836,104.688
'[13:42:44.368]',0.424,0.836,113.281
'[13:42:44.376]',0.420,0.820,119.531
'[13:42:44.384]',0.420,0.797,123.438
'[13:42:44.392]',0.416,0.750,125.000
'[13:42:44.400]',0.416,0.711,125.000
'[13:42:44.408]',0.412,0.664,123.438
'[13:42:44.416]',0.412,0.617,121.094
'[13:42:44.424]',0.412,0.578,117.969
'[13:42:44.432]',0.408,0.547,114.844
'[13:42:44.440]',0.408,0.523,111.719
'[13:42:44.448]',0.404,0.508,107.812
'[13:42:44.456]',0.404,0.500,104.688
'[13:42:44.464]',0.400,0.500,101.562
'[13:42:44.472]',0.400,0.500,98.438
'[13:42:44.480]',0.400,0.500,95.312
'[13:42:44.488]',0.400,0.500,92.188
'[13:42:44.496]',0.400,0.500,89.062
'[13:42:44.504]',0.400,0.500,86.719
'[13:42:44.512]',0.396,0.500,83.594
'[13:42:44.520]',0.396,0.500,81.250
'[13:42:44.528]',0.396,0.500,78.906
'[13:42:44.536]',0.396,0.500,76.562
'[13:42:44.544]',0.392,0.500,74.219
'[13:42:44.552]',0.392,0.500,71.875
'[13:42:44.560]',0.392,0.500,69.531
'[13:42:44.568]',0.392,0.500,67.969
'[13:42:44.576]',0.396,0.500,66.406
'[13:42:44.584]',0.400,0.500,64.844
'[13:42:44.592]',0.404,0.500,64.062
'[13:42:44.600]',0.416,0.508,64.062
'[13:42:44.608]',0.435,0.508,64.062
'[13:42:44.616]',0.451,0.516,64.062
'[13:42:44.624]',0.471,0.516,64.062
'[13:42:44.632]',0.494,0.516,64.844
'[13:42:44.640]',0.518,0.516,65.625
'[13:42:44.648]',0.545,0.531,65.625
'[13:42:44.656]',0.569,0.547,66.406
'[13:42:44.664]',0.588,0.562,66.406
'[13:42:44.672]',0.604,0.586,66.406
'[13:42:44.680]',0.620,0.602,66.406
'[13:42:44.688]',0.631,0.602,65.625
'[13:42:44.696]',0.639,0.594,65.625
'[13:42:44.704]',0.643,0.578,64.844
'[13:42:44.712]',0.643,0.555,64.062
'[13:42:44.720]',0.643,0.523,64.062
'[13:42:44.728]',0.643,0.500,63.281
'[13:42:44.736]',0.639,0.500,62.500
'[13:42:44.744]',0.635,0.492,61.719
'[13:42:44.752]',0.631,0.492,60.938
'[13:42:44.760]',0.627,0.492,60.156
'[13:42:44.768]',0.620,0.492,59.375
'[13:42:44.776]',0.612,0.500,58.594
'[13:42:44.784]',0.604,0.492,57.812
'[13:42:44.792]',0.596,0.445,57.031
'[13:42:44.800]',0.588,0.406,56.250
'[13:42:44.808]',0.580,0.500,55.469
'[13:42:44.816]',0.569,0.742,55.469
'[13:42:44.824]',0.561,0.961,54.688
'[13:42:44.832]',0.553,1.016,53.906
'[13:42:44.840]',0.545,0.891,53.906
'[13:42:44.848]',0.537,0.727,53.125
'[13:42:44.856]',0.529,0.602,53.125
'[13:42:44.864]',0.522,0.531,52.344
'[13:42:44.872]',0.514,0.500,52.344
'[13:42:44.880]',0.510,0.492,52.344
'[13:42:44.888]',0.502,0.492,52.344
'[13:42:44.896]',0.498,0.484,52.344
'[13:42:44.904]',0.494,0.484,52.344
'[13:42:44.912]',0.490,0.492,52.344
'[13:42:44.920]',0.486,0.492,52.344
'[13:42:44.928]',0.486,0.500,52.344
'[13:42:44.936]',0.486,0.508,52.344
'[13:42:44.944]',0.482,0.516,52.344
'[13:42:44.952]',0.482,0.516,51.562
'[13:42:44.960]',0.478,0.531,51.562
'[13:42:44.968]',0.475,0.531,51.562
'[13:42:44.976]',0.475,0.539,50.781
'[13:42:44.984]',0.471,0.547,50.781
'[13:42:44.992]',0.471,0.555,50.781
'[13:42:45.000]',0.467,0.570,50.000
'[13:42:45.008]',0.463,0.578,50.000
'[13:42:45.016]',0.459,0.586,49.219
'[13:42:45.024]',0.455,0.602,49.219
'[13:42:45.032]',0.455,0.617,49.219
'[13:42:45.040]',0.447,0.633,49.219
'[13:42:45.048]',0.443,0.656,50.000
'[13:42:45.056]',0.443,0.680,51.562
'[13:42:45.064]',0.439,0.703,54.688
'[13:42:45.072]',0.435,0.727,60.938
'[13:42:45.080]',0.435,0.750,69.531
'[13:42:45.088]',0.431,0.781,80.469
'[13:42:45.096]',0.431,0.797,91.406
'[13:42:45.104]',0.427,0.812,102.344
'[13:42:45.112]',0.427,0.820,111.719
'[13:42:45.120]',0.424,0.820,119.531
'[13:42:45.128]',0.424,0.797,125.000
'[13:42:45.136]',0.424,0.766,128.125
'[13:42:45.144]',0.420,0.727,128.906
'[13:42:45.152]',0.420,0.680,127.344
'[13:42:45.160]',0.416,0.633,125.781
'[13:42:45.168]',0.416,0.586,122.656
'[13:42:45.176]',0.412,0.547,119.531
'[13:42:45.184]',0.412,0.523,116.406
'[13:42:45.192]',0.408,0.500,113.281
'[13:42:45.200]',0.408,0.492,109.375
'[13:42:45.208]',0.404,0.484,106.250
'[13:42:45.216]',0.404,0.477,103.125
'[13:42:45.224]',0.404,0.477,100.000
'[13:42:45.232]',0.404,0.477,97.656
'[13:42:45.240]',0.404,0.477,94.531
'[13:42:45.248]',0.404,0.477,92.188
'[13:42:45.256]',0.404,0.477,89.062
'[13:42:45.264]',0.400,0.477,86.719
'[13:42:45.272]',0.400,0.477,84.375
'[13:42:45.280]',0.400,0.484,82.031
'[13:42:45.288]',0.396,0.484,79.688
'[13:42:45.296]',0.396,0.484,77.344
'[13:42:45.304]',0.392,0.484,75.000
'[13:42:45.312]',0.392,0.484,72.656
'[13:42:45.320]',0.392,0.484,70.312
'[13:42:45.328]',0.396,0.484,68.750
'[13:42:45.336]',0.400,0.492,67.188
'[13:42:45.344]',0.408,0.492,66.406
'[13:42:45.352]',0.424,0.492,65.625
'[13:42:45.360]',0.439,0.492,65.625
'[13:42:45.368]',0.463,0.492,65.625
'[13:42:45.376]',0.486,0.492,66.406
'[13:42:45.384]',0.514,0.492,67.188
'[13:42:45.392]',0.541,0.508,67.188
'[13:42:45.400]',0.565,0.523,67.969
'[13:42:45.408]',0.588,0.539,68.750
'[13:42:45.416]',0.608,0.562,68.750
'[13:42:45.424]',0.624,0.570,68.750
'[13:42:45.432]',0.635,0.578,68.750
'[13:42:45.440]',0.643,0.570,68.750
'[13:42:45.448]',0.651,0.570,67.969
'[13:42:45.456]',0.659,0.547,67.188
'[13:42:45.464]',0.663,0.516,66.406
'[13:42:45.472]',0.663,0.492,66.406
'[13:42:45.480]',0.659,0.477,65.625
'[13:42:45.488]',0.655,0.469,64.844
'[13:42:45.496]',0.651,0.469,64.062
'[13:42:45.504]',0.643,0.477,63.281
'[13:42:45.512]',0.639,0.477,62.500
'[13:42:45.520]',0.635,0.477,61.719
'[13:42:45.528]',0.620,0.477,60.938
'[13:42:45.536]',0.600,0.445,60.156
'[13:42:45.544]',0.584,0.398,59.375
'[13:42:45.552]',0.576,0.391,58.594
'[13:42:45.560]',0.569,0.648,57.812
'[13:42:45.568]',0.561,0.938,57.031
'[13:42:45.576]',0.553,1.086,57.031
'[13:42:45.584]',0.545,1.008,56.250
'[13:42:45.592]',0.537,0.805,55.469
'[13:42:45.600]',0.529,0.641,55.469
'[13:42:45.608]',0.522,0.555,54.688
'[13:42:45.616]',0.518,0.516,54.688
'[13:42:45.624]',0.510,0.492,54.688
'[13:42:45.632]',0.506,0.484,53.906
'[13:42:45.640]',0.498,0.484,53.906
'[13:42:45.648]',0.494,0.484,53.906
'[13:42:45.656]',0.490,0.492,53.906
'[13:42:45.664]',0.486,0.492,53.906
'[13:42:45.672]',0.482,0.500,53.906
'[13:42:45.680]',0.482,0.508,53.125
'[13:42:45.688]',0.482,0.516,53.125
'[13:42:45.696]',0.482,0.523,52.344
'[13:42:45.704]',0.482,0.531,52.344
'[13:42:45.712]',0.478,0.539,52.344
'[13:42:45.720]',0.478,0.547,51.562
'[13:42:45.728]',0.475,0.555,51.562
'[13:42:45.736]',0.475,0.562,51.562
'[13:42:45.744]',0.471,0.570,50.781
'[13:42:45.752]',0.471,0.586,50.781
'[13:42:45.760]',0.467,0.594,50.781
'[13:42:45.768]',0.463,0.609,50.000
'[13:42:45.776]',0.459,0.625,50.000
'[13:42:45.784]',0.459,0.641,50.000
'[13:42:45.792]',0.455,0.656,50.000
'[13:42:45.800]',0.455,0.688,50.781
'[13:42:45.808]',0.451,0.711,53.125
'[13:42:45.816]',0.447,0.742,57.812
'[13:42:45.824]',0.447,0.766,65.625
'[13:42:45.832]',0.443,0.781,75.781
'[13:42:45.840]',0.439,0.805,87.500
'[13:42:45.848]',0.435,0.820,98.438
'[13:42:45.856]',0.431,0.828,108.594
'[13:42:45.864]',0.431,0.828,117.969
'[13:42:45.872]',0.427,0.812,124.219
'[13:42:45.880]',0.427,0.789,128.125
'[13:42:45.888]',0.424,0.750,129.688
'[13:42:45.896]',0.424,0.703,128.906
'[13:42:45.904]',0.420,0.656,127.344
'[13:42:45.912]',0.420,0.617,124.219
'[13:42:45.920]',0.420,0.570,121.875
'[13:42:45.928]',0.416,0.547,117.969
'[13:42:45.936]',0.416,0.523,114.844
'[13:42:45.944]',0.416,0.508,110.938
'[13:42:45.952]',0.416,0.500,107.812
'[13:42:45.960]',0.412,0.500,104.688
'[13:42:45.968]',0.412,0.500,101.562
'[13:42:45.976]',0.412,0.500,98.438
'[13:42:45.984]',0.412,0.500,95.312
'[13:42:45.992]',0.408,0.500,92.969
'[13:42:46.000]',0.408,0.500,89.844
'[13:42:46.008]',0.408,0.500,87.500
'[13:42:46.016]',0.408,0.500,85.156
'[13:42:46.024]',0.408,0.500,82.812
'[13:42:46.032]',0.408,0.500,79.688
'[13:42:46.040]',0.408,0.500,77.344
'[13:42:46.048]',0.404,0.500,75.000
'[13:42:46.056]',0.404,0.500,72.656
'[13:42:46.064]',0.404,0.500,70.312
'[13:42:46.072]',0.404,0.500,68.750
'[13:42:46.080]',0.408,0.500,67.188
'[13:42:46.088]',0.416,0.500,66.406
'[13:42:46.096]',0.424,0.508,65.625
'[13:42:46.104]',0.439,0.508,65.625
'[13:42:46.112]',0.459,0.508,65.625
'[13:42:46.120]',0.475,0.516,65.625
'[13:42:46.128]',0.498,0.516,66.406
'[13:42:46.136]',0.522,0.516,66.406
'[13:42:46.144]',0.541,0.531,67.188
'[13:42:46.152]',0.565,0.547,67.188
'[13:42:46.160]',0.584,0.555,67.969
'[13:42:46.168]',0.600,0.570,67.969
'[13:42:46.176]',0.612,0.586,67.188
'[13:42:46.184]',0.620,0.602,67.188
'[13:42:46.192]',0.627,0.602,67.188
'[13:42:46.200]',0.631,0.586,66.406
'[13:42:46.208]',0.631,0.570,65.625
'[13:42:46.216]',0.631,0.547,64.844
'[13:42:46.224]',0.631,0.516,64.062
'[13:42:46.232]',0.631,0.500,64.062
'[13:42:46.240]',0.627,0.500,62.500
'[13:42:46.248]',0.624,0.500,61.719
'[13:42:46.256]',0.620,0.500,60.938
'[13:42:46.264]',0.612,0.500,60.156
'[13:42:46.272]',0.608,0.500,59.375
'[13:42:46.280]',0.600,0.500,58.594
'[13:42:46.288]',0.592,0.477,57.812
'[13:42:46.296]',0.588,0.438,57.031
'[13:42:46.304]',0.580,0.422,57.031
'[13:42:46.312]',0.573,0.594,56.250
'[13:42:46.320]',0.569,0.844,55.469
'[13:42:46.328]',0.561,1.008,54.688
'[13:42:46.336]',0.549,1.023,53.906
'[13:42:46.344]',0.541,0.836,53.906
'[13:42:46.352]',0.533,0.680,53.125
'[13:42:46.360]',0.525,0.586,53.125
'[13:42:46.368]',0.518,0.531,53.125
'[13:42:46.376]',0.514,0.508,52.344
'[13:42:46.384]',0.506,0.500,52.344
'[13:42:46.392]',0.502,0.500,52.344
'[13:42:46.400]',0.498,0.500,52.344
'[13:42:46.408]',0.494,0.500,52.344
'[13:42:46.416]',0.490,0.508,51.562
'[13:42:46.424]',0.486,0.516,52.344
'[13:42:46.432]',0.486,0.516,52.344
'[13:42:46.440]',0.482,0.523,51.562
'[13:42:46.448]',0.482,0.531,51.562
'[13:42:46.456]',0.478,0.539,51.562
'[13:42:46.464]',0.478,0.547,51.562
'[13:42:46.472]',0.478,0.547,50.781
'[13:42:46.480]',0.478,0.562,50.781
'[13:42:46.488]',0.475,0.570,50.000
'[13:42:46.496]',0.471,0.570,50.000
'[13:42:46.504]',0.471,0.586,49.219
'[13:42:46.512]',0.467,0.602,49.219
'[13:42:46.520]',0.463,0.609,49.219
'[13:42:46.528]',0.459,0.625,48.438
'[13:42:46.536]',0.459,0.641,48.438
'[13:42:46.544]',0.455,0.656,48.438
'[13:42:46.552]',0.451,0.688,48.438
'[13:42:46.560]',0.447,0.711,50.000
'[13:42:46.568]',0.443,0.742,52.344
'[13:42:46.576]',0.439,0.766,57.031
'[13:42:46.584]',0.435,0.797,64.062
'[13:42:46.592]',0.431,0.820,73.438
'[13:42:46.600]',0.431,0.836,83.594
'[13:42:46.608]',0.427,0.852,92.969
'[13:42:46.616]',0.427,0.852,102.344
'[13:42:46.624]',0.424,0.836,110.156
'[13:42:46.632]',0.424,0.805,115.625
'[13:42:46.640]',0.424,0.773,119.531
'[13:42:46.648]',0.420,0.727,120.312
'[13:42:46.656]',0.420,0.680,119.531
'[13:42:46.664]',0.416,0.625,117.969
'[13:42:46.672]',0.412,0.586,114.844
'[13:42:46.680]',0.412,0.555,111.719
'[13:42:46.688]',0.408,0.531,108.594
'[13:42:46.696]',0.408,0.508,104.688
'[13:42:46.704]',0.408,0.500,100.781
'[13:42:46.712]',0.408,0.500,96.875
'[13:42:46.720]',0.408,0.492,93.750
'[13:42:46.728]',0.408,0.492,89.844
'[13:42:46.736]',0.408,0.492,85.938
'[13:42:46.744]',0.408,0.492,82.812
'[13:42:46.752]',0.408,0.492,79.688
'[13:42:46.760]',0.404,0.492,76.562
'[13:42:46.768]',0.404,0.492,74.219
'[13:42:46.776]',0.404,0.500,71.875
'[13:42:46.784]',0.400,0.500,69.531
'[13:42:46.792]',0.400,0.500,67.188
'[13:42:46.800]',0.400,0.500,65.625
'[13:42:46.808]',0.396,0.500,63.281
'[13:42:46.816]',0.396,0.500,62.500
'[13:42:46.824]',0.396,0.500,60.938
'[13:42:46.832]',0.396,0.500,60.938
'[13:42:46.840]',0.400,0.500,60.156
'[13:42:46.848]',0.404,0.500,60.156
'[13:42:46.856]',0.416,0.500,60.938
'[13:42:46.864]',0.427,0.500,61.719
'[13:42:46.872]',0.443,0.508,62.500
'[13:42:46.880]',0.463,0.508,62.500
'[13:42:46.888]',0.486,0.508,63.281
'[13:42:46.896]',0.506,0.523,64.062
'[13:42:46.904]',0.529,0.539,64.062
'[13:42:46.912]',0.549,0.547,64.844
'[13:42:46.920]',0.561,0.570,64.844
'[13:42:46.928]',0.573,0.586,64.844
'[13:42:46.936]',0.584,0.602,64.062
'[13:42:46.944]',0.592,0.594,64.062
'[13:42:46.952]',0.596,0.586,63.281
'[13:42:46.960]',0.600,0.562,62.500
'[13:42:46.968]',0.600,0.539,61.719
'[13:42:46.976]',0.596,0.508,60.938
'[13:42:46.984]',0.596,0.500,60.156
'[13:42:46.992]',0.592,0.492,59.375
'[13:42:47.000]',0.584,0.492,58.594
'[13:42:47.008]',0.580,0.492,57.812
'[13:42:47.016]',0.573,0.492,57.031
'[13:42:47.024]',0.569,0.500,56.250
'[13:42:47.032]',0.561,0.500,55.469
'[13:42:47.040]',0.553,0.477,54.688
'[13:42:47.048]',0.545,0.422,54.688
'[13:42:47.056]',0.537,0.422,53.906
'[13:42:47.064]',0.529,0.625,53.125
'[13:42:47.072]',0.522,0.875,52.344
'[13:42:47.080]',0.514,1.000,52.344
'[13:42:47.088]',0.506,0.945,51.562
'[13:42:47.096]',0.502,0.797,51.562
'[13:42:47.104]',0.494,0.648,50.781
'[13:42:47.112]',0.490,0.570,50.781
'[13:42:47.120]',0.482,0.523,50.000
'[13:42:47.128]',0.478,0.508,50.000
'[13:42:47.136]',0.475,0.500,50.000
'[13:42:47.144]',0.471,0.500,50.000
'[13:42:47.152]',0.467,0.500,50.000
'[13:42:47.160]',0.467,0.500,50.000
'[13:42:47.168]',0.463,0.500,50.000
