'Time','II','ABP','PLETH','III'
'[16:38:56.640]',0.388,53.437,0.467,-
'[16:38:56.648]',0.455,53.437,0.482,-
'[16:38:56.656]',0.616,53.437,0.494,-
'[16:38:56.664]',0.773,53.437,0.510,-
'[16:38:56.672]',0.831,53.437,0.522,-
'[16:38:56.680]',0.816,52.500,0.533,-
'[16:38:56.688]',0.776,52.500,0.545,-
'[16:38:56.696]',0.702,52.500,0.553,-
'[16:38:56.704]',0.600,51.562,0.561,-
'[16:38:56.712]',0.506,51.562,0.565,-
'[16:38:56.720]',0.439,51.562,0.569,-
'[16:38:56.728]',0.408,50.625,0.573,-
'[16:38:56.736]',0.396,50.625,0.576,-
'[16:38:56.744]',0.388,49.687,0.580,-
'[16:38:56.752]',0.384,49.687,0.580,-
'[16:38:56.760]',0.384,48.750,0.576,-
'[16:38:56.768]',0.384,48.750,0.576,-
'[16:38:56.776]',0.388,47.812,0.573,-
'[16:38:56.784]',0.396,47.812,0.569,-
'[16:38:56.792]',0.396,46.875,0.561,-
'[16:38:56.800]',0.400,46.875,0.557,-
'[16:38:56.808]',0.400,45.937,0.549,-
'[16:38:56.816]',0.404,45.000,0.541,-
'[16:38:56.824]',0.404,45.000,0.533,-
'[16:38:56.832]',0.408,44.062,0.525,-
'[16:38:56.840]',0.416,44.062,0.514,-
'[16:38:56.848]',0.420,43.125,0.506,-
'[16:38:56.856]',0.424,43.125,0.494,-
'[16:38:56.864]',0.431,42.187,0.486,-
'[16:38:56.872]',0.435,42.187,0.475,-
'[16:38:56.880]',0.435,42.187,0.467,-
'[16:38:56.888]',0.439,44.062,0.459,-
'[16:38:56.896]',0.443,46.875,0.451,-
'[16:38:56.904]',0.451,53.437,0.443,-
'[16:38:56.912]',0.455,60.937,0.435,-
'[16:38:56.920]',0.459,71.250,0.427,-
'[16:38:56.928]',0.467,80.625,0.424,-
'[16:38:56.936]',0.467,90.000,0.416,-
'[16:38:56.944]',0.467,96.562,0.408,-
'[16:38:56.952]',0.471,102.187,0.404,-
'[16:38:56.960]',0.459,105.937,0.400,-
'[16:38:56.968]',0.451,108.750,0.392,-
'[16:38:56.976]',0.451,108.750,0.388,-
'[16:38:56.984]',0.451,108.750,0.384,-
'[16:38:56.992]',0.451,106.875,0.380,-
'[16:38:57.000]',0.451,105.000,0.376,-
'[16:38:57.008]',0.443,102.187,0.376,-
'[16:38:57.016]',0.443,99.375,0.373,-
'[16:38:57.024]',0.443,96.562,0.369,-
'[16:38:57.032]',0.443,93.750,0.365,-
'[16:38:57.040]',0.443,91.875,0.361,-
'[16:38:57.048]',0.443,90.000,0.357,-
'[16:38:57.056]',0.443,88.125,0.353,-
'[16:38:57.064]',0.443,86.250,0.349,-
'[16:38:57.072]',0.443,84.375,0.345,-
'[16:38:57.080]',0.451,82.500,0.341,-
'[16:38:57.088]',0.443,80.625,0.337,-
'[16:38:57.096]',0.439,78.750,0.333,-
'[16:38:57.104]',0.435,76.875,0.329,-
'[16:38:57.112]',0.435,75.000,0.325,-
'[16:38:57.120]',0.439,73.125,0.325,-
'[16:38:57.128]',0.451,70.312,0.322,-
'[16:38:57.136]',0.459,68.437,0.322,-
'[16:38:57.144]',0.475,65.625,0.318,-
'[16:38:57.152]',0.486,63.750,0.318,-
'[16:38:57.160]',0.494,60.937,0.318,-
'[16:38:57.168]',0.506,59.062,0.318,-
'[16:38:57.176]',0.506,57.187,0.322,-
'[16:38:57.184]',0.486,56.250,0.329,-
'[16:38:57.192]',0.459,54.375,0.341,-
'[16:38:57.200]',0.424,53.437,0.353,-
'[16:38:57.208]',0.388,53.437,0.365,-
'[16:38:57.216]',0.369,52.500,0.380,-
'[16:38:57.224]',0.369,52.500,0.400,-
'[16:38:57.232]',0.369,52.500,0.420,-
'[16:38:57.240]',0.369,52.500,0.439,-
'[16:38:57.248]',0.369,52.500,0.459,-
'[16:38:57.256]',0.361,52.500,0.478,-
'[16:38:57.264]',0.361,52.500,0.494,-
'[16:38:57.272]',0.420,52.500,0.514,-
'[16:38:57.280]',0.580,52.500,0.529,-
'[16:38:57.288]',0.761,52.500,0.545,-
'[16:38:57.296]',0.820,52.500,0.557,-
'[16:38:57.304]',0.776,52.500,0.565,-
'[16:38:57.312]',0.714,51.562,0.573,-
'[16:38:57.320]',0.651,51.562,0.580,-
'[16:38:57.328]',0.557,51.562,0.588,-
'[16:38:57.336]',0.467,50.625,0.592,-
'[16:38:57.344]',0.400,50.625,0.596,-
'[16:38:57.352]',0.373,50.625,0.600,-
'[16:38:57.360]',0.365,49.687,0.604,-
'[16:38:57.368]',0.361,49.687,0.604,-
'[16:38:57.376]',0.361,48.750,0.604,-
'[16:38:57.384]',0.365,48.750,0.604,-
'[16:38:57.392]',0.365,47.812,0.600,-
'[16:38:57.400]',0.361,47.812,0.600,-
'[16:38:57.408]',0.361,46.875,0.596,-
'[16:38:57.416]',0.369,46.875,0.588,-
'[16:38:57.424]',0.369,45.937,0.584,-
'[16:38:57.432]',0.373,45.937,0.576,-
'[16:38:57.440]',0.373,45.000,0.573,-
'[16:38:57.448]',0.380,45.000,0.565,-
'[16:38:57.456]',0.380,44.062,0.557,-
'[16:38:57.464]',0.384,44.062,0.549,-
'[16:38:57.472]',0.388,43.125,0.537,-
'[16:38:57.480]',0.396,43.125,0.529,-
'[16:38:57.488]',0.400,42.187,0.522,-
'[16:38:57.496]',0.404,42.187,0.514,-
'[16:38:57.504]',0.404,42.187,0.510,-
'[16:38:57.512]',0.408,42.187,0.502,-
'[16:38:57.520]',0.416,44.062,0.498,-
'[16:38:57.528]',0.416,47.812,0.494,-
'[16:38:57.536]',0.420,54.375,0.486,-
'[16:38:57.544]',0.424,63.750,0.482,-
'[16:38:57.552]',0.435,74.062,0.478,-
'[16:38:57.560]',0.435,83.437,0.475,-
'[16:38:57.568]',0.439,91.875,0.471,-
'[16:38:57.576]',0.443,97.500,0.467,-
'[16:38:57.584]',0.443,103.125,0.467,-
'[16:38:57.592]',0.439,105.937,0.463,-
'[16:38:57.600]',0.435,107.812,0.459,-
'[16:38:57.608]',0.431,107.812,0.459,-
'[16:38:57.616]',0.431,105.937,0.455,-
'[16:38:57.624]',0.435,104.062,0.455,-
'[16:38:57.632]',0.431,101.250,0.451,-
'[16:38:57.640]',0.424,98.437,0.447,-
'[16:38:57.648]',0.424,95.625,0.447,-
'[16:38:57.656]',0.431,92.812,0.443,-
'[16:38:57.664]',0.435,90.000,0.443,-
'[16:38:57.672]',0.435,87.187,0.443,-
'[16:38:57.680]',0.435,85.312,0.439,-
'[16:38:57.688]',0.431,82.500,0.439,-
'[16:38:57.696]',0.431,80.625,0.435,-
'[16:38:57.704]',0.431,78.750,0.435,-
'[16:38:57.712]',0.435,76.875,0.435,-
'[16:38:57.720]',0.435,75.000,0.431,-
'[16:38:57.728]',0.435,73.125,0.431,-
'[16:38:57.736]',0.439,70.312,0.427,-
'[16:38:57.744]',0.439,68.437,0.427,-
'[16:38:57.752]',0.443,66.562,0.424,-
'[16:38:57.760]',0.459,63.750,0.424,-
'[16:38:57.768]',0.471,61.875,0.420,-
'[16:38:57.776]',0.486,59.062,0.420,-
'[16:38:57.784]',0.494,57.187,0.420,-
'[16:38:57.792]',0.510,56.250,0.424,-
'[16:38:57.800]',0.514,54.375,0.424,-
'[16:38:57.808]',0.506,53.437,0.431,-
'[16:38:57.816]',0.478,53.437,0.439,-
'[16:38:57.824]',0.451,52.500,0.447,-
'[16:38:57.832]',0.420,52.500,0.463,-
'[16:38:57.840]',0.388,52.500,0.478,-
'[16:38:57.848]',0.384,52.500,0.498,-
'[16:38:57.856]',0.380,52.500,0.518,-
'[16:38:57.864]',0.384,52.500,0.537,-
'[16:38:57.872]',0.384,52.500,0.557,-
'[16:38:57.880]',0.384,52.500,0.576,-
'[16:38:57.888]',0.380,52.500,0.596,-
'[16:38:57.896]',0.420,52.500,0.608,-
'[16:38:57.904]',0.549,52.500,0.620,-
'[16:38:57.912]',0.741,52.500,0.635,-
'[16:38:57.920]',0.839,52.500,0.647,-
'[16:38:57.928]',0.812,52.500,0.659,-
'[16:38:57.936]',0.749,52.500,0.671,-
'[16:38:57.944]',0.690,51.562,0.678,-
'[16:38:57.952]',0.604,51.562,0.686,-
'[16:38:57.960]',0.514,51.562,0.694,-
'[16:38:57.968]',0.443,50.625,0.698,-
'[16:38:57.976]',0.408,50.625,0.702,-
'[16:38:57.984]',0.396,49.687,0.702,-
'[16:38:57.992]',0.396,49.687,0.702,-
'[16:38:58.000]',0.388,48.750,0.702,-
'[16:38:58.008]',0.388,48.750,0.698,-
'[16:38:58.016]',0.388,47.812,0.694,-
'[16:38:58.024]',0.396,47.812,0.690,-
'[16:38:58.032]',0.396,46.875,0.686,-
'[16:38:58.040]',0.396,46.875,0.682,-
'[16:38:58.048]',0.400,45.937,0.675,-
'[16:38:58.056]',0.400,45.937,0.667,-
'[16:38:58.064]',0.400,45.000,0.659,-
'[16:38:58.072]',0.404,45.000,0.647,-
'[16:38:58.080]',0.416,44.062,0.639,-
'[16:38:58.088]',0.416,44.062,0.631,-
'[16:38:58.096]',0.420,43.125,0.624,-
'[16:38:58.104]',0.424,43.125,0.616,-
'[16:38:58.112]',0.435,43.125,0.608,-
'[16:38:58.120]',0.435,42.187,0.600,-
'[16:38:58.128]',0.439,42.187,0.592,-
'[16:38:58.136]',0.443,42.187,0.588,-
'[16:38:58.144]',0.451,44.062,0.580,-
'[16:38:58.152]',0.455,48.750,0.573,-
'[16:38:58.160]',0.459,55.312,0.569,-
'[16:38:58.168]',0.467,64.687,0.565,-
'[16:38:58.176]',0.467,75.000,0.561,-
'[16:38:58.184]',0.471,84.375,0.557,-
'[16:38:58.192]',0.475,93.750,0.553,-
'[16:38:58.200]',0.475,100.312,0.549,-
'[16:38:58.208]',0.471,105.000,0.545,-
'[16:38:58.216]',0.471,108.750,0.545,-
'[16:38:58.224]',0.471,109.687,0.549,-
'[16:38:58.232]',0.467,110.625,0.545,-
'[16:38:58.240]',0.459,108.750,0.545,-
'[16:38:58.248]',0.459,106.875,0.545,-
'[16:38:58.256]',0.459,104.062,0.541,-
'[16:38:58.264]',0.459,102.187,0.537,-
'[16:38:58.272]',0.459,99.375,0.537,-
'[16:38:58.280]',0.459,96.562,0.533,-
'[16:38:58.288]',0.459,93.750,0.529,-
'[16:38:58.296]',0.459,91.875,0.525,-
'[16:38:58.304]',0.467,90.000,0.525,-
'[16:38:58.312]',0.471,87.187,0.522,-
'[16:38:58.320]',0.471,85.312,0.518,-
'[16:38:58.328]',0.471,83.437,0.514,-
'[16:38:58.336]',0.471,81.562,0.510,-
'[16:38:58.344]',0.471,80.625,0.506,-
'[16:38:58.352]',0.475,78.750,0.502,-
'[16:38:58.360]',0.475,76.875,0.502,-
'[16:38:58.368]',0.475,74.062,0.498,-
'[16:38:58.376]',0.486,72.187,0.494,-
'[16:38:58.384]',0.494,70.312,0.490,-
'[16:38:58.392]',0.506,67.500,0.490,-
'[16:38:58.400]',0.522,65.625,0.486,-
'[16:38:58.408]',0.529,62.812,0.486,-
'[16:38:58.416]',0.541,60.937,0.486,-
'[16:38:58.424]',0.545,58.125,0.490,-
'[16:38:58.432]',0.533,57.187,0.494,-
'[16:38:58.440]',0.522,56.250,0.502,-
'[16:38:58.448]',0.490,55.312,0.514,-
'[16:38:58.456]',0.459,54.375,0.529,-
'[16:38:58.464]',0.431,53.437,0.549,-
'[16:38:58.472]',0.420,53.437,0.573,-
'[16:38:58.480]',0.420,53.437,0.592,-
'[16:38:58.488]',0.420,53.437,0.616,-
'[16:38:58.496]',0.424,53.437,0.635,-
'[16:38:58.504]',0.420,53.437,0.655,-
'[16:38:58.512]',0.420,53.437,0.675,-
'[16:38:58.520]',0.443,53.437,0.694,-
'[16:38:58.528]',0.561,53.437,0.714,-
'[16:38:58.536]',0.745,53.437,0.729,-
'[16:38:58.544]',0.871,53.437,0.745,-
'[16:38:58.552]',0.882,53.437,0.757,-
'[16:38:58.560]',0.827,53.437,0.769,-
'[16:38:58.568]',0.765,53.437,0.776,-
'[16:38:58.576]',0.686,52.500,0.784,-
'[16:38:58.584]',0.592,52.500,0.788,-
'[16:38:58.592]',0.506,52.500,0.792,-
'[16:38:58.600]',0.459,51.562,0.792,-
'[16:38:58.608]',0.435,51.562,0.792,-
'[16:38:58.616]',0.424,50.625,0.792,-
'[16:38:58.624]',0.420,50.625,0.788,-
'[16:38:58.632]',0.420,49.687,0.784,-
'[16:38:58.640]',0.420,49.687,0.780,-
'[16:38:58.648]',0.420,48.750,0.773,-
'[16:38:58.656]',0.424,48.750,0.765,-
'[16:38:58.664]',0.424,47.812,0.757,-
'[16:38:58.672]',0.424,47.812,0.745,-
'[16:38:58.680]',0.431,46.875,0.737,-
'[16:38:58.688]',0.435,46.875,0.725,-
'[16:38:58.696]',0.439,45.937,0.714,-
'[16:38:58.704]',0.443,45.937,0.702,-
'[16:38:58.712]',0.451,45.000,0.686,-
'[16:38:58.720]',0.455,45.000,0.675,-
'[16:38:58.728]',0.459,45.000,0.663,-
'[16:38:58.736]',0.467,44.062,0.647,-
'[16:38:58.744]',0.467,44.062,0.635,-
'[16:38:58.752]',0.475,44.062,0.620,-
'[16:38:58.760]',0.478,45.000,0.608,-
'[16:38:58.768]',0.486,47.812,0.596,-
'[16:38:58.776]',0.490,53.437,0.588,-
'[16:38:58.784]',0.494,60.937,0.576,-
'[16:38:58.792]',0.498,71.250,0.569,-
'[16:38:58.800]',0.506,80.625,0.561,-
'[16:38:58.808]',0.510,90.000,0.553,-
'[16:38:58.816]',0.510,98.437,0.545,-
'[16:38:58.824]',0.510,104.062,0.537,-
'[16:38:58.832]',0.506,108.750,0.529,-
'[16:38:58.840]',0.498,111.562,0.525,-
'[16:38:58.848]',0.494,113.437,0.518,-
'[16:38:58.856]',0.490,113.437,0.510,-
'[16:38:58.864]',0.490,111.562,0.506,-
'[16:38:58.872]',0.490,109.687,0.498,-
'[16:38:58.880]',0.490,107.812,0.494,-
'[16:38:58.888]',0.490,105.000,0.486,-
'[16:38:58.896]',0.490,102.187,0.482,-
'[16:38:58.904]',0.490,100.312,0.475,-
'[16:38:58.912]',0.490,98.437,0.471,-
'[16:38:58.920]',0.490,95.625,0.467,-
'[16:38:58.928]',0.494,94.687,0.459,-
'[16:38:58.936]',0.498,92.812,0.455,-
'[16:38:58.944]',0.494,90.937,0.451,-
'[16:38:58.952]',0.490,89.062,0.443,-
'[16:38:58.960]',0.490,88.125,0.439,-
'[16:38:58.968]',0.494,86.250,0.431,-
'[16:38:58.976]',0.494,84.375,0.427,-
'[16:38:58.984]',0.494,83.437,0.424,-
'[16:38:58.992]',0.494,81.562,0.416,-
'[16:38:59.000]',0.498,79.687,0.412,-
'[16:38:59.008]',0.510,76.875,0.408,-
'[16:38:59.016]',0.529,75.000,0.404,-
'[16:38:59.024]',0.541,72.187,0.400,-
'[16:38:59.032]',0.549,69.375,0.396,-
'[16:38:59.040]',0.557,67.500,0.396,-
'[16:38:59.048]',0.561,64.687,0.400,-
'[16:38:59.056]',0.549,62.812,0.404,-
'[16:38:59.064]',0.525,60.937,0.412,-
'[16:38:59.072]',0.494,59.062,0.427,-
'[16:38:59.080]',0.459,58.125,0.443,-
'[16:38:59.088]',0.435,57.187,0.463,-
'[16:38:59.096]',0.431,56.250,0.482,-
'[16:38:59.104]',0.424,55.312,0.498,-
'[16:38:59.112]',0.431,55.312,0.518,-
'[16:38:59.120]',0.431,54.375,0.537,-
'[16:38:59.128]',0.424,54.375,0.561,-
'[16:38:59.136]',0.424,54.375,0.580,-
'[16:38:59.144]',0.459,54.375,0.600,-
'[16:38:59.152]',0.580,54.375,0.616,-
'[16:38:59.160]',0.761,54.375,0.631,-
'[16:38:59.168]',0.867,54.375,0.643,-
'[16:38:59.176]',0.875,54.375,0.655,-
'[16:38:59.184]',0.820,53.437,0.667,-
'[16:38:59.192]',0.765,53.437,0.675,-
'[16:38:59.200]',0.675,53.437,0.678,-
'[16:38:59.208]',0.576,53.437,0.682,-
'[16:38:59.216]',0.494,52.500,0.682,-
'[16:38:59.224]',0.443,52.500,0.686,-
'[16:38:59.232]',0.424,52.500,0.686,-
'[16:38:59.240]',0.420,51.562,0.686,-
'[16:38:59.248]',0.420,51.562,0.682,-
'[16:38:59.256]',0.420,50.625,0.678,-
'[16:38:59.264]',0.420,50.625,0.675,-
'[16:38:59.272]',0.420,49.687,0.667,-
'[16:38:59.280]',0.420,49.687,0.655,-
'[16:38:59.288]',0.424,48.750,0.647,-
'[16:38:59.296]',0.424,48.750,0.635,-
'[16:38:59.304]',0.431,47.812,0.624,-
'[16:38:59.312]',0.435,47.812,0.612,-
'[16:38:59.320]',0.435,46.875,0.600,-
'[16:38:59.328]',0.439,46.875,0.584,-
'[16:38:59.336]',0.439,45.937,0.573,-
'[16:38:59.344]',0.443,45.937,0.557,-
'[16:38:59.352]',0.451,45.000,0.541,-
'[16:38:59.360]',0.455,45.000,0.525,-
'[16:38:59.368]',0.459,45.000,0.510,-
'[16:38:59.376]',0.467,45.000,0.494,-
'[16:38:59.384]',0.471,46.875,0.478,-
'[16:38:59.392]',0.475,50.625,0.467,-
'[16:38:59.400]',0.478,56.250,0.455,-
'[16:38:59.408]',0.486,65.625,0.443,-
'[16:38:59.416]',0.486,75.000,0.431,-
'[16:38:59.424]',0.490,85.312,0.420,-
'[16:38:59.432]',0.498,93.750,0.412,-
'[16:38:59.440]',0.498,101.250,0.400,-
'[16:38:59.448]',0.494,106.875,0.392,-
'[16:38:59.456]',0.490,110.625,0.380,-
'[16:38:59.464]',0.486,112.500,0.373,-
'[16:38:59.472]',0.478,113.437,0.365,-
'[16:38:59.480]',0.475,113.437,0.357,-
'[16:38:59.488]',0.471,111.562,0.349,-
'[16:38:59.496]',0.471,109.687,0.341,-
'[16:38:59.504]',0.471,106.875,0.337,-
'[16:38:59.512]',0.471,105.000,0.329,-
'[16:38:59.520]',0.475,102.187,0.322,-
'[16:38:59.528]',0.475,100.312,0.318,-
'[16:38:59.536]',0.475,98.437,0.310,-
'[16:38:59.544]',0.475,96.562,0.302,-
'[16:38:59.552]',0.475,94.687,0.294,-
'[16:38:59.560]',0.478,92.812,0.286,-
'[16:38:59.568]',0.478,90.937,0.278,-
'[16:38:59.576]',0.478,90.000,0.275,-
'[16:38:59.584]',0.475,88.125,0.267,-
'[16:38:59.592]',0.475,86.250,0.267,-
'[16:38:59.600]',0.475,85.312,0.263,-
'[16:38:59.608]',0.471,83.437,0.259,-
'[16:38:59.616]',0.475,81.562,0.255,-
'[16:38:59.624]',0.486,79.687,0.247,-
'[16:38:59.632]',0.498,77.812,0.243,-
'[16:38:59.640]',0.510,75.000,0.239,-
'[16:38:59.648]',0.529,72.187,0.235,-
'[16:38:59.656]',0.541,69.375,0.235,-
'[16:38:59.664]',0.549,67.500,0.235,-
'[16:38:59.672]',0.549,64.687,0.243,-
'[16:38:59.680]',0.533,61.875,0.251,-
'[16:38:59.688]',0.510,60.000,0.263,-
'[16:38:59.696]',0.478,59.062,0.278,-
'[16:38:59.704]',0.443,57.187,0.294,-
'[16:38:59.712]',0.420,56.250,0.314,-
'[16:38:59.720]',0.408,55.312,0.333,-
'[16:38:59.728]',0.408,55.312,0.357,-
'[16:38:59.736]',0.416,54.375,0.384,-
'[16:38:59.744]',0.416,54.375,0.408,-
'[16:38:59.752]',0.420,54.375,0.427,-
'[16:38:59.760]',0.416,54.375,0.451,-
'[16:38:59.768]',0.439,54.375,0.471,-
'[16:38:59.776]',0.557,54.375,0.490,-
'[16:38:59.784]',0.725,54.375,0.506,-
'[16:38:59.792]',0.839,53.437,0.518,-
'[16:38:59.800]',0.855,53.437,0.529,-
'[16:38:59.808]',0.827,53.437,0.537,-
'[16:38:59.816]',0.765,53.437,0.549,-
'[16:38:59.824]',0.675,53.437,0.553,-
'[16:38:59.832]',0.569,52.500,0.561,-
'[16:38:59.840]',0.486,52.500,0.565,-
'[16:38:59.848]',0.439,52.500,0.569,-
'[16:38:59.856]',0.416,51.562,0.573,-
'[16:38:59.864]',0.408,51.562,0.573,-
'[16:38:59.872]',0.404,51.562,0.573,-
'[16:38:59.880]',0.404,50.625,0.573,-
'[16:38:59.888]',0.404,50.625,0.569,-
'[16:38:59.896]',0.404,49.687,0.565,-
'[16:38:59.904]',0.404,49.687,0.561,-
'[16:38:59.912]',0.404,48.750,0.553,-
'[16:38:59.920]',0.416,48.750,0.545,-
'[16:38:59.928]',0.416,47.812,0.533,-
'[16:38:59.936]',0.420,47.812,0.525,-
'[16:38:59.944]',0.420,46.875,0.514,-
'[16:38:59.952]',0.424,46.875,0.502,-
'[16:38:59.960]',0.424,45.937,0.490,-
'[16:38:59.968]',0.435,45.937,0.475,-
'[16:38:59.976]',0.435,45.000,0.463,-
'[16:38:59.984]',0.439,45.000,0.451,-
'[16:38:59.992]',0.443,45.000,0.439,-
'[16:39:00.000]',0.451,45.000,0.427,-
'[16:39:00.008]',0.459,45.937,0.416,-
'[16:39:00.016]',0.459,49.687,0.404,-
'[16:39:00.024]',0.467,55.312,0.392,-
'[16:39:00.032]',0.471,63.750,0.384,-
'[16:39:00.040]',0.475,73.125,0.373,-
'[16:39:00.048]',0.478,83.437,0.361,-
'[16:39:00.056]',0.486,91.875,0.353,-
'[16:39:00.064]',0.490,99.375,0.345,-
'[16:39:00.072]',0.490,105.000,0.337,-
'[16:39:00.080]',0.486,109.687,0.329,-
'[16:39:00.088]',0.486,112.500,0.322,-
'[16:39:00.096]',0.478,113.437,0.318,-
'[16:39:00.104]',0.475,112.500,0.314,-
'[16:39:00.112]',0.471,111.562,0.310,-
'[16:39:00.120]',0.471,109.687,0.302,-
'[16:39:00.128]',0.467,106.875,0.298,-
'[16:39:00.136]',0.467,104.062,0.290,-
'[16:39:00.144]',0.467,101.250,0.286,-
'[16:39:00.152]',0.471,99.375,0.282,-
'[16:39:00.160]',0.471,96.562,0.275,-
'[16:39:00.168]',0.471,94.687,0.271,-
'[16:39:00.176]',0.471,92.812,0.267,-
'[16:39:00.184]',0.471,91.875,0.263,-
'[16:39:00.192]',0.471,90.000,0.259,-
'[16:39:00.200]',0.471,88.125,0.255,-
'[16:39:00.208]',0.475,87.187,0.251,-
'[16:39:00.216]',0.475,85.312,0.251,-
'[16:39:00.224]',0.471,83.437,0.247,-
'[16:39:00.232]',0.471,81.562,0.239,-
'[16:39:00.240]',0.471,79.687,0.235,-
'[16:39:00.248]',0.478,77.812,0.231,-
'[16:39:00.256]',0.494,75.937,0.227,-
'[16:39:00.264]',0.510,73.125,0.227,-
'[16:39:00.272]',0.525,71.250,0.239,-
'[16:39:00.280]',0.533,68.437,0.243,-
'[16:39:00.288]',0.545,65.625,0.247,-
'[16:39:00.296]',0.545,63.750,0.255,-
'[16:39:00.304]',0.533,60.937,0.263,-
'[16:39:00.312]',0.510,60.000,0.275,-
'[16:39:00.320]',0.486,58.125,0.286,-
'[16:39:00.328]',0.443,57.187,0.306,-
'[16:39:00.336]',0.416,56.250,0.325,-
'[16:39:00.344]',0.400,55.312,0.345,-
'[16:39:00.352]',0.400,54.375,0.369,-
'[16:39:00.360]',0.404,54.375,0.392,-
'[16:39:00.368]',0.404,54.375,0.416,-
'[16:39:00.376]',0.404,54.375,0.435,-
'[16:39:00.384]',0.400,54.375,0.455,-
'[16:39:00.392]',0.408,54.375,0.475,-
'[16:39:00.400]',0.490,54.375,0.486,-
'[16:39:00.408]',0.651,53.437,0.502,-
'[16:39:00.416]',0.796,53.437,0.518,-
'[16:39:00.424]',0.835,53.437,0.529,-
'[16:39:00.432]',0.820,53.437,0.541,-
'[16:39:00.440]',0.780,53.437,0.549,-
'[16:39:00.448]',0.706,53.437,0.557,-
'[16:39:00.456]',0.600,52.500,0.565,-
'[16:39:00.464]',0.506,52.500,0.573,-
'[16:39:00.472]',0.443,52.500,0.576,-
'[16:39:00.480]',0.416,51.562,0.576,-
'[16:39:00.488]',0.400,51.562,0.580,-
'[16:39:00.496]',0.396,50.625,0.580,-
'[16:39:00.504]',0.400,50.625,0.576,-
'[16:39:00.512]',0.400,50.625,0.573,-
'[16:39:00.520]',0.404,49.687,0.569,-
'[16:39:00.528]',0.404,49.687,0.565,-
'[16:39:00.536]',0.408,48.750,0.557,-
'[16:39:00.544]',0.416,48.750,0.549,-
'[16:39:00.552]',0.416,47.812,0.541,-
'[16:39:00.560]',0.416,47.812,0.533,-
'[16:39:00.568]',0.420,46.875,0.522,-
'[16:39:00.576]',0.420,46.875,0.514,-
'[16:39:00.584]',0.424,45.937,0.502,-
'[16:39:00.592]',0.431,45.937,0.494,-
'[16:39:00.600]',0.435,45.000,0.482,-
'[16:39:00.608]',0.439,45.000,0.475,-
'[16:39:00.616]',0.439,44.062,0.463,-
'[16:39:00.624]',0.443,44.062,0.451,-
'[16:39:00.632]',0.451,45.000,0.443,-
'[16:39:00.640]',0.455,47.812,0.431,-
'[16:39:00.648]',0.459,51.562,0.420,-
'[16:39:00.656]',0.467,59.062,0.412,-
'[16:39:00.664]',0.471,68.437,0.400,-
'[16:39:00.672]',0.471,78.750,0.392,-
'[16:39:00.680]',0.478,88.125,0.384,-
'[16:39:00.688]',0.486,96.562,0.376,-
'[16:39:00.696]',0.486,103.125,0.373,-
'[16:39:00.704]',0.486,107.812,0.369,-
'[16:39:00.712]',0.486,110.625,0.361,-
'[16:39:00.720]',0.478,112.500,0.357,-
'[16:39:00.728]',0.475,112.500,0.353,-
'[16:39:00.736]',0.471,111.562,0.349,-
'[16:39:00.744]',0.467,109.687,0.345,-
'[16:39:00.752]',0.467,106.875,0.341,-
'[16:39:00.760]',0.467,105.000,0.337,-
'[16:39:00.768]',0.467,102.187,0.333,-
'[16:39:00.776]',0.471,99.375,0.329,-
'[16:39:00.784]',0.471,97.500,0.325,-
'[16:39:00.792]',0.471,94.687,0.325,-
'[16:39:00.800]',0.471,92.812,0.322,-
'[16:39:00.808]',0.471,90.937,0.322,-
'[16:39:00.816]',0.467,90.000,0.318,-
'[16:39:00.824]',0.467,88.125,0.310,-
'[16:39:00.832]',0.471,86.250,0.306,-
'[16:39:00.840]',0.471,85.312,0.302,-
'[16:39:00.848]',0.471,83.437,0.298,-
'[16:39:00.856]',0.467,81.562,0.294,-
'[16:39:00.864]',0.467,79.687,0.290,-
'[16:39:00.872]',0.471,77.812,0.286,-
'[16:39:00.880]',0.486,75.000,0.286,-
'[16:39:00.888]',0.498,73.125,0.282,-
'[16:39:00.896]',0.522,70.312,0.282,-
'[16:39:00.904]',0.529,67.500,0.282,-
'[16:39:00.912]',0.533,64.687,0.286,-
'[16:39:00.920]',0.541,62.812,0.290,-
'[16:39:00.928]',0.533,60.937,0.298,-
'[16:39:00.936]',0.514,59.062,0.306,-
'[16:39:00.944]',0.486,58.125,0.322,-
'[16:39:00.952]',0.451,57.187,0.337,-
'[16:39:00.960]',0.416,56.250,0.357,-
'[16:39:00.968]',0.396,55.312,0.376,-
'[16:39:00.976]',0.396,55.312,0.400,-
'[16:39:00.984]',0.396,54.375,0.424,-
'[16:39:00.992]',0.400,54.375,0.443,-
'[16:39:01.000]',0.400,54.375,0.459,-
'[16:39:01.008]',0.396,54.375,0.478,-
'[16:39:01.016]',0.388,54.375,0.498,-
'[16:39:01.024]',0.443,54.375,0.518,-
'[16:39:01.032]',0.580,54.375,0.533,-
'[16:39:01.040]',0.749,54.375,0.549,-
'[16:39:01.048]',0.835,53.437,0.565,-
'[16:39:01.056]',0.839,53.437,0.576,-
'[16:39:01.064]',0.808,53.437,0.588,-
'[16:39:01.072]',0.741,53.437,0.596,-
'[16:39:01.080]',0.639,52.500,0.604,-
'[16:39:01.088]',0.541,52.500,0.612,-
'[16:39:01.096]',0.459,52.500,0.616,-
'[16:39:01.104]',0.420,51.562,0.620,-
