'Time','I','II','III','AVR','V','MCL','RESP','PLETH','ABP'
'[16:11:05.464]',-,0.495,-,0.490,0.284,-,-,0.363,-
'[16:11:05.472]',-,0.490,-,0.490,0.284,-,-,0.358,-
'[16:11:05.480]',-,0.490,-,0.495,0.290,-,-,0.353,-
'[16:11:05.488]',-,0.490,-,0.485,0.290,-,-,0.349,-
'[16:11:05.496]',-,0.480,-,0.490,0.294,-,-,0.345,-
'[16:11:05.504]',-,0.455,-,0.520,0.284,-,-,0.340,-
'[16:11:05.512]',-,0.425,-,0.551,0.269,-,-,0.335,-
'[16:11:05.520]',-,0.415,-,0.561,0.269,-,-,0.332,-
'[16:11:05.528]',-,0.420,-,0.546,0.269,-,-,0.329,-
'[16:11:05.536]',-,0.425,-,0.546,0.269,-,-,0.326,-
'[16:11:05.544]',-,0.415,-,0.556,0.269,-,-,0.324,-
'[16:11:05.552]',-,0.415,-,0.561,0.265,-,-,0.320,-
'[16:11:05.560]',-,0.415,-,0.566,0.269,-,-,0.316,-
'[16:11:05.568]',-,0.445,-,0.539,0.284,-,-,0.313,-
'[16:11:05.576]',-,0.470,-,0.510,0.304,-,-,0.310,-
'[16:11:05.584]',-,0.485,-,0.505,0.320,-,-,0.307,-
'[16:11:05.592]',-,0.495,-,0.495,0.335,-,-,0.304,-
'[16:11:05.600]',-,0.515,-,0.476,0.349,-,-,0.302,-
'[16:11:05.608]',-,0.525,-,0.471,0.365,-,-,0.299,-
'[16:11:05.616]',-,0.530,-,0.471,0.371,-,-,0.296,-
'[16:11:05.624]',-,0.535,-,0.454,0.375,-,-,0.294,-
'[16:11:05.632]',-,0.545,-,0.449,0.380,-,-,0.292,-
'[16:11:05.640]',-,0.555,-,0.444,0.380,-,-,0.289,-
'[16:11:05.648]',-,0.545,-,0.449,0.375,-,-,0.287,-
'[16:11:05.656]',-,0.535,-,0.466,0.371,-,-,0.284,-
'[16:11:05.664]',-,0.530,-,0.471,0.371,-,-,0.283,-
'[16:11:05.672]',-,0.545,-,0.454,0.375,-,-,0.280,-
'[16:11:05.680]',-,0.560,-,0.444,0.371,-,-,0.278,-
'[16:11:05.688]',-,0.560,-,0.444,0.365,-,-,0.275,-
'[16:11:05.696]',-,0.555,-,0.449,0.365,-,-,0.271,-
'[16:11:05.704]',-,0.550,-,0.454,0.365,-,-,0.268,-
'[16:11:05.712]',-,0.555,-,0.444,0.365,-,-,0.264,-
'[16:11:05.720]',-,0.560,-,0.444,0.371,-,-,0.262,-
'[16:11:05.728]',-,0.555,-,0.444,0.375,-,-,0.262,-
'[16:11:05.736]',-,0.560,-,0.444,0.375,-,-,0.263,-
'[16:11:05.744]',-,0.555,-,0.449,0.375,-,-,0.268,-
'[16:11:05.752]',-,0.550,-,0.449,0.380,-,-,0.277,-
'[16:11:05.760]',-,0.540,-,0.466,0.375,-,-,0.291,-
'[16:11:05.768]',-,0.530,-,0.476,0.371,-,-,0.313,-
'[16:11:05.776]',-,0.535,-,0.461,0.371,-,-,0.338,-
'[16:11:05.784]',-,0.550,-,0.444,0.375,-,-,0.369,-
'[16:11:05.792]',-,0.555,-,0.444,0.375,-,-,0.400,-
'[16:11:05.800]',-,0.540,-,0.449,0.371,-,-,0.433,-
'[16:11:05.808]',-,0.535,-,0.461,0.365,-,-,0.465,-
'[16:11:05.816]',-,0.535,-,0.466,0.359,-,-,0.492,-
'[16:11:05.824]',-,0.535,-,0.471,0.359,-,-,0.515,-
'[16:11:05.832]',-,0.545,-,0.454,0.365,-,-,0.540,-
'[16:11:05.840]',-,0.550,-,0.461,0.371,-,-,0.564,-
'[16:11:05.848]',-,0.535,-,0.471,0.371,-,-,0.588,-
'[16:11:05.856]',-,0.540,-,0.476,0.375,-,-,0.612,-
'[16:11:05.864]',-,0.550,-,0.461,0.390,-,-,0.635,-
'[16:11:05.872]',-,0.570,-,0.444,0.394,-,-,0.657,-
'[16:11:05.880]',-,0.595,-,0.430,0.394,-,-,0.676,-
'[16:11:05.888]',-,0.605,-,0.420,0.390,-,-,0.696,-
'[16:11:05.896]',-,0.611,-,0.410,0.375,-,-,0.714,-
'[16:11:05.904]',-,0.611,-,0.410,0.371,-,-,0.729,-
'[16:11:05.912]',-,0.580,-,0.430,0.359,-,-,0.742,-
'[16:11:05.920]',-,0.540,-,0.471,0.355,-,-,0.751,-
'[16:11:05.928]',-,0.510,-,0.490,0.355,-,-,0.758,-
'[16:11:05.936]',-,0.490,-,0.505,0.349,-,-,0.763,-
'[16:11:05.944]',-,0.490,-,0.510,0.345,-,-,0.767,-
'[16:11:05.952]',-,0.500,-,0.490,0.345,-,-,0.769,-
'[16:11:05.960]',-,0.510,-,0.485,0.345,-,-,0.767,-
'[16:11:05.968]',-,0.515,-,0.485,0.345,-,-,0.762,-
'[16:11:05.976]',-,0.500,-,0.495,0.345,-,-,0.758,-
'[16:11:05.984]',-,0.500,-,0.495,0.345,-,-,0.749,-
'[16:11:05.992]',-,0.500,-,0.490,0.345,-,-,0.738,-
'[16:11:06.000]',-,0.480,-,0.515,0.345,-,-,0.724,-
'[16:11:06.008]',-,0.455,-,0.539,0.349,-,-,0.709,-
'[16:11:06.016]',-,0.510,-,0.515,0.320,-,-,0.693,-
'[16:11:06.024]',-,0.715,-,0.390,0.269,-,-,0.678,-
'[16:11:06.032]',-,0.910,-,0.265,0.233,-,-,0.661,-
'[16:11:06.040]',-,0.805,-,0.335,0.249,-,-,0.644,-
'[16:11:06.048]',-,0.445,-,0.561,0.304,-,-,0.628,-
'[16:11:06.056]',-,0.200,-,0.705,0.400,-,-,0.611,-
'[16:11:06.064]',-,0.164,-,0.725,0.535,-,-,0.595,-
'[16:11:06.072]',-,0.200,-,0.709,0.651,-,-,0.581,-
'[16:11:06.080]',-,0.225,-,0.700,0.700,-,-,0.567,-
'[16:11:06.088]',-,0.265,-,0.670,0.645,-,-,0.554,-
'[16:11:06.096]',-,0.335,-,0.624,0.475,-,-,0.542,-
'[16:11:06.104]',-,0.400,-,0.570,0.335,-,-,0.529,-
'[16:11:06.112]',-,0.450,-,0.529,0.294,-,-,0.517,-
'[16:11:06.120]',-,0.490,-,0.495,0.294,-,-,0.507,-
'[16:11:06.128]',-,0.525,-,0.466,0.300,-,-,0.499,-
'[16:11:06.136]',-,0.535,-,0.444,0.300,-,-,0.490,-
'[16:11:06.144]',-,0.530,-,0.454,0.294,-,-,0.480,-
'[16:11:06.152]',-,0.515,-,0.471,0.300,-,-,0.471,-
'[16:11:06.160]',-,0.515,-,0.476,0.300,-,-,0.461,-
'[16:11:06.168]',-,0.515,-,0.476,0.294,-,-,0.452,-
'[16:11:06.176]',-,0.515,-,0.471,0.294,-,-,0.442,-
'[16:11:06.184]',-,0.525,-,0.461,0.300,-,-,0.432,-
'[16:11:06.192]',-,0.535,-,0.454,0.304,-,-,0.423,-
'[16:11:06.200]',-,0.530,-,0.461,0.304,-,-,0.414,-
'[16:11:06.208]',-,0.520,-,0.471,0.300,-,-,0.406,-
'[16:11:06.216]',-,0.515,-,0.471,0.300,-,-,0.399,-
'[16:11:06.224]',-,0.515,-,0.476,0.290,-,-,0.393,-
'[16:11:06.232]',-,0.515,-,0.476,0.290,-,-,0.387,-
'[16:11:06.240]',-,0.515,-,0.471,0.284,-,-,0.380,-
'[16:11:06.248]',-,0.515,-,0.471,0.278,-,-,0.374,-
'[16:11:06.256]',-,0.515,-,0.471,0.278,-,-,0.368,-
'[16:11:06.264]',-,0.520,-,0.471,0.275,-,-,0.363,-
'[16:11:06.272]',-,0.510,-,0.485,0.269,-,-,0.357,-
'[16:11:06.280]',-,0.490,-,0.500,0.265,-,-,0.351,-
'[16:11:06.288]',-,0.475,-,0.505,0.265,-,-,0.345,-
'[16:11:06.296]',-,0.465,-,0.510,0.259,-,-,0.339,-
'[16:11:06.304]',-,0.450,-,0.520,0.259,-,-,0.333,-
'[16:11:06.312]',-,0.435,-,0.534,0.255,-,-,0.327,-
'[16:11:06.320]',-,0.430,-,0.539,0.249,-,-,0.324,-
'[16:11:06.328]',-,0.430,-,0.546,0.245,-,-,0.320,-
'[16:11:06.336]',-,0.425,-,0.556,0.245,-,-,0.317,-
'[16:11:06.344]',-,0.425,-,0.556,0.245,-,-,0.313,-
'[16:11:06.352]',-,0.440,-,0.546,0.249,-,-,0.309,-
'[16:11:06.360]',-,0.460,-,0.529,0.265,-,-,0.306,-
'[16:11:06.368]',-,0.475,-,0.520,0.278,-,-,0.304,-
'[16:11:06.376]',-,0.490,-,0.505,0.294,-,-,0.302,-
'[16:11:06.384]',-,0.510,-,0.490,0.310,-,-,0.301,-
'[16:11:06.392]',-,0.525,-,0.471,0.329,-,-,0.300,-
'[16:11:06.400]',-,0.540,-,0.454,0.345,-,-,0.299,-
'[16:11:06.408]',-,0.550,-,0.449,0.355,-,-,0.298,-
'[16:11:06.416]',-,0.540,-,0.461,0.365,-,-,0.298,-
'[16:11:06.424]',-,0.535,-,0.471,0.371,-,-,0.298,-
'[16:11:06.432]',-,0.540,-,0.466,0.375,-,-,0.298,-
'[16:11:06.440]',-,0.545,-,0.461,0.380,-,-,0.297,-
'[16:11:06.448]',-,0.550,-,0.461,0.384,-,-,0.296,-
'[16:11:06.456]',-,0.535,-,0.466,0.371,-,-,0.295,-
'[16:11:06.464]',-,0.540,-,0.449,0.371,-,-,0.294,-
'[16:11:06.472]',-,0.570,-,0.430,0.375,-,-,0.293,-
'[16:11:06.480]',-,0.580,-,0.425,0.380,-,-,0.292,-
'[16:11:06.488]',-,0.560,-,0.439,0.371,-,-,0.291,-
'[16:11:06.496]',-,0.545,-,0.454,0.365,-,-,0.289,-
'[16:11:06.504]',-,0.545,-,0.454,0.359,-,-,0.286,-
'[16:11:06.512]',-,0.550,-,0.461,0.359,-,-,0.284,-
'[16:11:06.520]',-,0.545,-,0.466,0.365,-,-,0.283,-
'[16:11:06.528]',-,0.555,-,0.454,0.365,-,-,0.283,-
'[16:11:06.536]',-,0.560,-,0.454,0.365,-,-,0.285,-
'[16:11:06.544]',-,0.545,-,0.461,0.365,-,-,0.290,-
'[16:11:06.552]',-,0.545,-,0.466,0.359,-,-,0.300,-
'[16:11:06.560]',-,0.545,-,0.461,0.359,-,-,0.314,-
'[16:11:06.568]',-,0.545,-,0.449,0.359,-,-,0.332,-
'[16:11:06.576]',-,0.540,-,0.454,0.355,-,-,0.356,-
'[16:11:06.584]',-,0.530,-,0.461,0.355,-,-,0.390,-
'[16:11:06.592]',-,0.535,-,0.466,0.359,-,-,0.422,-
'[16:11:06.600]',-,0.550,-,0.444,0.365,-,-,0.445,-
'[16:11:06.608]',-,0.555,-,0.449,0.355,-,-,0.470,-
'[16:11:06.616]',-,0.530,-,0.471,0.355,-,-,0.499,-
'[16:11:06.624]',-,0.520,-,0.480,0.349,-,-,0.522,-
'[16:11:06.632]',-,0.525,-,0.476,0.349,-,-,0.540,-
'[16:11:06.640]',-,0.525,-,0.476,0.349,-,-,0.559,-
'[16:11:06.648]',-,0.530,-,0.471,0.359,-,-,0.581,-
'[16:11:06.656]',-,0.545,-,0.454,0.371,-,-,0.601,-
'[16:11:06.664]',-,0.560,-,0.444,0.384,-,-,0.622,-
'[16:11:06.672]',-,0.565,-,0.449,0.394,-,-,0.641,-
'[16:11:06.680]',-,0.565,-,0.454,0.390,-,-,0.660,-
'[16:11:06.688]',-,0.570,-,0.449,0.380,-,-,0.677,-
'[16:11:06.696]',-,0.580,-,0.444,0.375,-,-,0.692,-
'[16:11:06.704]',-,0.565,-,0.439,0.365,-,-,0.706,-
'[16:11:06.712]',-,0.565,-,0.439,0.359,-,-,0.717,-
'[16:11:06.720]',-,0.555,-,0.444,0.359,-,-,0.724,-
'[16:11:06.728]',-,0.525,-,0.476,0.355,-,-,0.729,-
'[16:11:06.736]',-,0.490,-,0.500,0.349,-,-,0.733,-
'[16:11:06.744]',-,0.485,-,0.500,0.349,-,-,0.735,-
'[16:11:06.752]',-,0.490,-,0.495,0.349,-,-,0.736,-
'[16:11:06.760]',-,0.495,-,0.495,0.349,-,-,0.736,-
'[16:11:06.768]',-,0.480,-,0.505,0.345,-,-,0.732,-
'[16:11:06.776]',-,0.475,-,0.515,0.339,-,-,0.723,-
'[16:11:06.784]',-,0.470,-,0.520,0.345,-,-,0.715,-
'[16:11:06.792]',-,0.470,-,0.515,0.345,-,-,0.706,-
'[16:11:06.800]',-,0.475,-,0.510,0.349,-,-,0.695,-
'[16:11:06.808]',-,0.470,-,0.515,0.365,-,-,0.678,-
'[16:11:06.816]',-,0.495,-,0.520,0.345,-,-,0.664,-
'[16:11:06.824]',-,0.635,-,0.430,0.304,-,-,0.652,-
'[16:11:06.832]',-,0.841,-,0.300,0.265,-,-,0.638,-
'[16:11:06.840]',-,0.881,-,0.270,0.269,-,-,0.621,-
'[16:11:06.848]',-,0.545,-,0.490,0.310,-,-,0.605,-
'[16:11:06.856]',-,0.250,-,0.680,0.380,-,-,0.593,-
'[16:11:06.864]',-,0.150,-,0.750,0.475,-,-,0.582,-
'[16:11:06.872]',-,0.164,-,0.755,0.584,-,-,0.566,-
'[16:11:06.880]',-,0.200,-,0.730,0.655,-,-,0.553,-
'[16:11:06.888]',-,0.235,-,0.705,0.665,-,-,0.543,-
'[16:11:06.896]',-,0.305,-,0.651,0.539,-,-,0.533,-
'[16:11:06.904]',-,0.395,-,0.580,0.390,-,-,0.518,-
'[16:11:06.912]',-,0.460,-,0.529,0.324,-,-,0.505,-
'[16:11:06.920]',-,0.485,-,0.495,0.310,-,-,0.498,-
'[16:11:06.928]',-,0.515,-,0.471,0.304,-,-,0.490,-
'[16:11:06.936]',-,0.530,-,0.461,0.300,-,-,0.478,-
'[16:11:06.944]',-,0.525,-,0.466,0.294,-,-,0.467,-
'[16:11:06.952]',-,0.520,-,0.471,0.300,-,-,0.459,-
'[16:11:06.960]',-,0.515,-,0.476,0.300,-,-,0.451,-
'[16:11:06.968]',-,0.520,-,0.476,0.304,-,-,0.440,-
'[16:11:06.976]',-,0.520,-,0.471,0.304,-,-,0.430,-
'[16:11:06.984]',-,0.515,-,0.476,0.300,-,-,0.420,-
'[16:11:06.992]',-,0.520,-,0.471,0.300,-,-,0.412,-
'[16:11:07.000]',-,0.520,-,0.471,0.304,-,-,0.403,-
'[16:11:07.008]',-,0.510,-,0.476,0.310,-,-,0.395,-
'[16:11:07.016]',-,0.510,-,0.476,0.300,-,-,0.390,-
'[16:11:07.024]',-,0.515,-,0.471,0.300,-,-,0.385,-
'[16:11:07.032]',-,0.520,-,0.476,0.300,-,-,0.377,-
'[16:11:07.040]',-,0.515,-,0.476,0.300,-,-,0.370,-
'[16:11:07.048]',-,0.510,-,0.476,0.300,-,-,0.364,-
'[16:11:07.056]',-,0.515,-,0.471,0.290,-,-,0.358,-
'[16:11:07.064]',-,0.510,-,0.471,0.290,-,-,0.350,-
'[16:11:07.072]',-,0.500,-,0.480,0.290,-,-,0.343,-
'[16:11:07.080]',-,0.500,-,0.480,0.284,-,-,0.336,-
'[16:11:07.088]',-,0.490,-,0.490,0.278,-,-,0.330,-
'[16:11:07.096]',-,0.460,-,0.520,0.269,-,-,0.326,-
'[16:11:07.104]',-,0.445,-,0.534,0.259,-,-,0.321,-
'[16:11:07.112]',-,0.445,-,0.539,0.259,-,-,0.318,-
'[16:11:07.120]',-,0.435,-,0.539,0.259,-,-,0.315,-
'[16:11:07.128]',-,0.430,-,0.551,0.259,-,-,0.312,-
'[16:11:07.136]',-,0.435,-,0.546,0.259,-,-,0.307,-
'[16:11:07.144]',-,0.440,-,0.539,0.259,-,-,0.304,-
'[16:11:07.152]',-,0.450,-,0.534,0.265,-,-,0.302,-
'[16:11:07.160]',-,0.455,-,0.534,0.265,-,-,0.298,-
'[16:11:07.168]',-,0.465,-,0.534,0.269,-,-,0.293,-
'[16:11:07.176]',-,0.485,-,0.510,0.294,-,-,0.290,-
'[16:11:07.184]',-,0.505,-,0.490,0.320,-,-,0.288,-
'[16:11:07.192]',-,0.510,-,0.490,0.335,-,-,0.284,-
'[16:11:07.200]',-,0.515,-,0.485,0.345,-,-,0.282,-
'[16:11:07.208]',-,0.530,-,0.471,0.349,-,-,0.280,-
'[16:11:07.216]',-,0.540,-,0.461,0.365,-,-,0.279,-
'[16:11:07.224]',-,0.545,-,0.461,0.371,-,-,0.278,-
'[16:11:07.232]',-,0.555,-,0.449,0.380,-,-,0.275,-
'[16:11:07.240]',-,0.555,-,0.444,0.375,-,-,0.274,-
'[16:11:07.248]',-,0.555,-,0.444,0.371,-,-,0.273,-
'[16:11:07.256]',-,0.555,-,0.449,0.375,-,-,0.271,-
'[16:11:07.264]',-,0.555,-,0.449,0.371,-,-,0.269,-
'[16:11:07.272]',-,0.555,-,0.449,0.371,-,-,0.267,-
'[16:11:07.280]',-,0.555,-,0.444,0.371,-,-,0.266,-
'[16:11:07.288]',-,0.565,-,0.434,0.375,-,-,0.264,-
'[16:11:07.296]',-,0.575,-,0.434,0.375,-,-,0.262,-
'[16:11:07.304]',-,0.565,-,0.439,0.371,-,-,0.261,-
'[16:11:07.312]',-,0.560,-,0.449,0.371,-,-,0.259,-
'[16:11:07.320]',-,0.560,-,0.444,0.375,-,-,0.258,-
'[16:11:07.328]',-,0.565,-,0.439,0.371,-,-,0.257,-
'[16:11:07.336]',-,0.540,-,0.454,0.365,-,-,0.260,-
'[16:11:07.344]',-,0.535,-,0.466,0.365,-,-,0.267,-
'[16:11:07.352]',-,0.545,-,0.454,0.365,-,-,0.280,-
'[16:11:07.360]',-,0.555,-,0.449,0.371,-,-,0.296,-
'[16:11:07.368]',-,0.545,-,0.454,0.365,-,-,0.319,-
'[16:11:07.376]',-,0.545,-,0.454,0.365,-,-,0.344,-
'[16:11:07.384]',-,0.545,-,0.449,0.371,-,-,0.373,-
'[16:11:07.392]',-,0.540,-,0.454,0.375,-,-,0.404,-
'[16:11:07.400]',-,0.545,-,0.454,0.371,-,-,0.434,-
'[16:11:07.408]',-,0.550,-,0.454,0.371,-,-,0.460,-
'[16:11:07.416]',-,0.550,-,0.449,0.371,-,-,0.484,-
'[16:11:07.424]',-,0.545,-,0.444,0.371,-,-,0.509,-
'[16:11:07.432]',-,0.545,-,0.444,0.371,-,-,0.535,-
'[16:11:07.440]',-,0.535,-,0.454,0.355,-,-,0.559,-
'[16:11:07.448]',-,0.515,-,0.480,0.355,-,-,0.583,-
'[16:11:07.456]',-,0.515,-,0.476,0.365,-,-,0.605,-
'[16:11:07.464]',-,0.535,-,0.461,0.375,-,-,0.626,-
'[16:11:07.472]',-,0.550,-,0.454,0.380,-,-,0.646,-
'[16:11:07.480]',-,0.555,-,0.461,0.390,-,-,0.665,-
'[16:11:07.488]',-,0.570,-,0.444,0.390,-,-,0.682,-
'[16:11:07.496]',-,0.600,-,0.420,0.380,-,-,0.698,-
'[16:11:07.504]',-,0.605,-,0.415,0.371,-,-,0.710,-
'[16:11:07.512]',-,0.580,-,0.425,0.349,-,-,0.717,-
'[16:11:07.520]',-,0.575,-,0.430,0.339,-,-,0.725,-
'[16:11:07.528]',-,0.555,-,0.449,0.335,-,-,0.732,-
'[16:11:07.536]',-,0.520,-,0.476,0.345,-,-,0.736,-
'[16:11:07.544]',-,0.515,-,0.476,0.335,-,-,0.739,-
'[16:11:07.552]',-,0.520,-,0.471,0.335,-,-,0.739,-
'[16:11:07.560]',-,0.525,-,0.471,0.335,-,-,0.737,-
'[16:11:07.568]',-,0.510,-,0.485,0.329,-,-,0.733,-
'[16:11:07.576]',-,0.500,-,0.495,0.329,-,-,0.726,-
'[16:11:07.584]',-,0.490,-,0.500,0.324,-,-,0.717,-
'[16:11:07.592]',-,0.495,-,0.490,0.324,-,-,0.704,-
'[16:11:07.600]',-,0.505,-,0.480,0.324,-,-,0.691,-
'[16:11:07.608]',-,0.515,-,0.476,0.335,-,-,0.677,-
'[16:11:07.616]',-,0.500,-,0.485,0.349,-,-,0.664,-
'[16:11:07.624]',-,0.525,-,0.490,0.329,-,-,0.649,-
'[16:11:07.632]',-,0.665,-,0.400,0.278,-,-,0.633,-
'[16:11:07.640]',-,0.876,-,0.265,0.233,-,-,0.619,-
'[16:11:07.648]',-,0.916,-,0.235,0.224,-,-,0.605,-
'[16:11:07.656]',-,0.565,-,0.466,0.290,-,-,0.592,-
'[16:11:07.664]',-,0.275,-,0.656,0.380,-,-,0.581,-
'[16:11:07.672]',-,0.185,-,0.709,0.500,-,-,0.569,-
'[16:11:07.680]',-,0.200,-,0.715,0.606,-,-,0.558,-
'[16:11:07.688]',-,0.220,-,0.695,0.665,-,-,0.548,-
'[16:11:07.696]',-,0.259,-,0.670,0.645,-,-,0.539,-
'[16:11:07.704]',-,0.344,-,0.614,0.529,-,-,0.530,-
'[16:11:07.712]',-,0.420,-,0.561,0.384,-,-,0.521,-
'[16:11:07.720]',-,0.465,-,0.520,0.314,-,-,0.512,-
'[16:11:07.728]',-,0.500,-,0.490,0.290,-,-,0.502,-
'[16:11:07.736]',-,0.525,-,0.461,0.284,-,-,0.493,-
'[16:11:07.744]',-,0.530,-,0.461,0.278,-,-,0.484,-
'[16:11:07.752]',-,0.530,-,0.466,0.284,-,-,0.474,-
'[16:11:07.760]',-,0.530,-,0.461,0.290,-,-,0.464,-
'[16:11:07.768]',-,0.535,-,0.454,0.294,-,-,0.457,-
'[16:11:07.776]',-,0.540,-,0.454,0.290,-,-,0.448,-
'[16:11:07.784]',-,0.540,-,0.454,0.290,-,-,0.440,-
'[16:11:07.792]',-,0.535,-,0.454,0.290,-,-,0.433,-
'[16:11:07.800]',-,0.535,-,0.454,0.290,-,-,0.426,-
'[16:11:07.808]',-,0.535,-,0.454,0.290,-,-,0.420,-
'[16:11:07.816]',-,0.530,-,0.461,0.290,-,-,0.414,-
'[16:11:07.824]',-,0.530,-,0.454,0.294,-,-,0.409,-
'[16:11:07.832]',-,0.540,-,0.454,0.294,-,-,0.403,-
'[16:11:07.840]',-,0.535,-,0.461,0.290,-,-,0.397,-
'[16:11:07.848]',-,0.530,-,0.466,0.290,-,-,0.391,-
'[16:11:07.856]',-,0.535,-,0.449,0.290,-,-,0.386,-
'[16:11:07.864]',-,0.540,-,0.449,0.290,-,-,0.381,-
'[16:11:07.872]',-,0.530,-,0.454,0.284,-,-,0.375,-
'[16:11:07.880]',-,0.510,-,0.476,0.278,-,-,0.370,-
'[16:11:07.888]',-,0.490,-,0.490,0.275,-,-,0.365,-
'[16:11:07.896]',-,0.470,-,0.505,0.269,-,-,0.360,-
'[16:11:07.904]',-,0.455,-,0.520,0.269,-,-,0.356,-
'[16:11:07.912]',-,0.455,-,0.524,0.269,-,-,0.353,-
'[16:11:07.920]',-,0.460,-,0.515,0.269,-,-,0.349,-
'[16:11:07.928]',-,0.465,-,0.520,0.265,-,-,0.346,-
'[16:11:07.936]',-,0.430,-,0.546,0.259,-,-,0.342,-
'[16:11:07.944]',-,0.425,-,0.556,0.249,-,-,0.339,-
'[16:11:07.952]',-,0.435,-,0.539,0.249,-,-,0.336,-
'[16:11:07.960]',-,0.455,-,0.524,0.259,-,-,0.334,-
'[16:11:07.968]',-,0.470,-,0.510,0.275,-,-,0.332,-
'[16:11:07.976]',-,0.480,-,0.500,0.284,-,-,0.330,-
'[16:11:07.984]',-,0.485,-,0.500,0.294,-,-,0.328,-
'[16:11:07.992]',-,0.495,-,0.495,0.310,-,-,0.326,-
'[16:11:08.000]',-,0.510,-,0.476,0.329,-,-,0.324,-
'[16:11:08.008]',-,0.530,-,0.461,0.345,-,-,0.322,-
'[16:11:08.016]',-,0.540,-,0.449,0.359,-,-,0.320,-
'[16:11:08.024]',-,0.545,-,0.449,0.371,-,-,0.318,-
'[16:11:08.032]',-,0.550,-,0.444,0.375,-,-,0.316,-
'[16:11:08.040]',-,0.560,-,0.439,0.380,-,-,0.314,-
'[16:11:08.048]',-,0.545,-,0.444,0.380,-,-,0.312,-
'[16:11:08.056]',-,0.535,-,0.461,0.371,-,-,0.309,-
'[16:11:08.064]',-,0.535,-,0.454,0.365,-,-,0.307,-
'[16:11:08.072]',-,0.540,-,0.454,0.365,-,-,0.304,-
'[16:11:08.080]',-,0.540,-,0.454,0.365,-,-,0.301,-
'[16:11:08.088]',-,0.545,-,0.444,0.365,-,-,0.298,-
'[16:11:08.096]',-,0.555,-,0.434,0.371,-,-,0.296,-
'[16:11:08.104]',-,0.560,-,0.439,0.371,-,-,0.294,-
'[16:11:08.112]',-,0.555,-,0.444,0.365,-,-,0.293,-
'[16:11:08.120]',-,0.555,-,0.434,0.371,-,-,0.292,-
'[16:11:08.128]',-,0.560,-,0.434,0.371,-,-,0.291,-
'[16:11:08.136]',-,0.545,-,0.449,0.371,-,-,0.290,-
'[16:11:08.144]',-,0.540,-,0.454,0.359,-,-,0.292,-
'[16:11:08.152]',-,0.540,-,0.454,0.355,-,-,0.298,-
'[16:11:08.160]',-,0.540,-,0.454,0.355,-,-,0.309,-
'[16:11:08.168]',-,0.540,-,0.454,0.355,-,-,0.326,-
'[16:11:08.176]',-,0.550,-,0.449,0.365,-,-,0.347,-
'[16:11:08.184]',-,0.555,-,0.444,0.375,-,-,0.372,-
'[16:11:08.192]',-,0.545,-,0.449,0.375,-,-,0.402,-
'[16:11:08.200]',-,0.535,-,0.454,0.371,-,-,0.433,-
'[16:11:08.208]',-,0.520,-,0.471,0.365,-,-,0.460,-
'[16:11:08.216]',-,0.520,-,0.476,0.365,-,-,0.485,-
'[16:11:08.224]',-,0.520,-,0.471,0.365,-,-,0.512,-
'[16:11:08.232]',-,0.525,-,0.471,0.365,-,-,0.539,-
'[16:11:08.240]',-,0.520,-,0.476,0.365,-,-,0.566,-
'[16:11:08.248]',-,0.520,-,0.471,0.371,-,-,0.591,-
'[16:11:08.256]',-,0.535,-,0.454,0.375,-,-,0.616,-
'[16:11:08.264]',-,0.540,-,0.461,0.375,-,-,0.638,-
'[16:11:08.272]',-,0.530,-,0.476,0.380,-,-,0.658,-
'[16:11:08.280]',-,0.540,-,0.471,0.390,-,-,0.675,-
'[16:11:08.288]',-,0.560,-,0.444,0.390,-,-,0.691,-
'[16:11:08.296]',-,0.580,-,0.434,0.380,-,-,0.704,-
'[16:11:08.304]',-,0.575,-,0.434,0.371,-,-,0.713,-
'[16:11:08.312]',-,0.565,-,0.439,0.359,-,-,0.719,-
'[16:11:08.320]',-,0.565,-,0.434,0.355,-,-,0.726,-
'[16:11:08.328]',-,0.560,-,0.434,0.355,-,-,0.731,-
'[16:11:08.336]',-,0.535,-,0.449,0.359,-,-,0.735,-
'[16:11:08.344]',-,0.505,-,0.480,0.355,-,-,0.736,-
'[16:11:08.352]',-,0.480,-,0.500,0.349,-,-,0.736,-
'[16:11:08.360]',-,0.470,-,0.510,0.345,-,-,0.734,-
'[16:11:08.368]',-,0.455,-,0.520,0.339,-,-,0.729,-
'[16:11:08.376]',-,0.450,-,0.524,0.339,-,-,0.723,-
'[16:11:08.384]',-,0.470,-,0.510,0.345,-,-,0.715,-
'[16:11:08.392]',-,0.480,-,0.500,0.349,-,-,0.704,-
'[16:11:08.400]',-,0.475,-,0.510,0.349,-,-,0.691,-
'[16:11:08.408]',-,0.475,-,0.505,0.359,-,-,0.678,-
'[16:11:08.416]',-,0.455,-,0.520,0.365,-,-,0.665,-
'[16:11:08.424]',-,0.500,-,0.524,0.320,-,-,0.649,-
'[16:11:08.432]',-,0.690,-,0.405,0.255,-,-,0.632,-
'[16:11:08.440]',-,0.905,-,0.275,0.220,-,-,0.615,-
'[16:11:08.448]',-,0.910,-,0.270,0.245,-,-,0.598,-
'[16:11:08.456]',-,0.455,-,0.539,0.310,-,-,0.583,-
'[16:11:08.464]',-,0.180,-,0.709,0.404,-,-,0.567,-
'[16:11:08.472]',-,0.114,-,0.760,0.529,-,-,0.553,-
