'Time','II','AVR','V','RESP','PLETH','ABP','CVP','ICP'
'[03:45:08.584]',0.015,0.770,0.960,0.671,2.277,71.947,-,-
'[03:45:08.592]',0.015,0.775,0.970,0.663,2.254,71.654,-,-
'[03:45:08.600]',0.020,0.775,0.975,0.656,2.230,71.508,-,-
'[03:45:08.608]',0.025,0.765,0.975,0.647,2.207,71.215,-,-
'[03:45:08.616]',0.030,0.760,0.980,0.639,2.189,71.068,-,-
'[03:45:08.624]',0.045,0.755,0.980,0.630,2.169,70.873,-,-
'[03:45:08.632]',0.055,0.745,0.980,0.621,2.152,70.677,-,-
'[03:45:08.640]',0.065,0.735,0.980,0.612,2.138,70.433,-,-
'[03:45:08.648]',0.075,0.730,0.985,0.602,2.125,70.189,-,-
'[03:45:08.656]',0.085,0.725,0.980,0.593,2.116,69.945,-,-
'[03:45:08.664]',0.100,0.715,0.990,0.584,2.112,69.603,-,-
'[03:45:08.672]',0.105,0.710,0.995,0.575,2.110,69.163,-,-
'[03:45:08.680]',0.120,0.705,0.990,0.567,2.109,68.724,-,-
'[03:45:08.688]',0.125,0.695,1.000,0.559,2.109,68.382,-,-
'[03:45:08.696]',0.135,0.685,1.010,0.550,2.106,67.942,-,-
'[03:45:08.704]',0.145,0.685,1.020,0.542,2.099,67.503,-,-
'[03:45:08.712]',0.160,0.675,1.030,0.534,2.090,67.063,-,-
'[03:45:08.720]',0.175,0.660,1.045,0.525,2.080,66.672,-,-
'[03:45:08.728]',0.195,0.655,1.060,0.516,2.070,66.281,-,-
'[03:45:08.736]',0.215,0.645,1.070,0.509,2.058,65.940,-,-
'[03:45:08.744]',0.235,0.635,1.085,0.501,2.044,65.598,-,-
'[03:45:08.752]',0.260,0.615,1.095,0.495,2.029,65.402,-,-
'[03:45:08.760]',0.280,0.605,1.105,0.488,2.013,65.500,-,-
'[03:45:08.768]',0.300,0.590,1.105,0.482,1.994,65.842,-,-
'[03:45:08.776]',0.325,0.580,1.095,0.476,1.975,66.868,-,-
'[03:45:08.784]',0.340,0.565,1.090,0.470,1.957,69.066,-,-
'[03:45:08.792]',0.355,0.565,1.075,0.464,1.941,72.875,-,-
'[03:45:08.800]',0.365,0.560,1.050,0.458,1.923,78.297,-,-
'[03:45:08.808]',0.375,0.555,1.015,0.451,1.904,85.038,-,-
'[03:45:08.816]',0.365,0.550,0.975,0.445,1.885,92.560,-,-
'[03:45:08.824]',0.360,0.555,0.930,0.438,1.867,100.423,-,-
'[03:45:08.832]',0.345,0.565,0.895,0.432,1.850,108.092,-,-
'[03:45:08.840]',0.320,0.570,0.855,0.425,1.833,115.077,-,-
'[03:45:08.848]',0.295,0.585,0.825,0.419,1.816,120.596,-,-
'[03:45:08.856]',0.270,0.595,0.805,0.413,1.805,124.504,-,-
'[03:45:08.864]',0.240,0.610,0.790,0.405,1.798,126.360,-,-
'[03:45:08.872]',0.220,0.615,0.785,0.397,1.789,126.409,-,-
'[03:45:08.880]',0.195,0.630,0.785,0.389,1.785,124.797,-,-
'[03:45:08.888]',0.185,0.635,0.785,0.380,1.783,122.013,-,-
'[03:45:08.896]',0.170,0.640,0.780,0.372,1.776,118.349,-,-
'[03:45:08.904]',0.155,0.650,0.785,0.364,1.768,114.344,-,-
'[03:45:08.912]',0.155,0.655,0.785,0.357,1.760,110.290,-,-
'[03:45:08.920]',0.145,0.655,0.785,0.349,1.750,106.480,-,-
'[03:45:08.928]',0.145,0.655,0.790,0.341,1.740,103.110,-,-
'[03:45:08.936]',0.145,0.660,0.795,0.332,1.730,100.326,-,-
'[03:45:08.944]',0.145,0.655,0.800,0.323,1.720,98.030,-,-
'[03:45:08.952]',0.145,0.655,0.800,0.314,1.710,96.369,-,-
'[03:45:08.960]',0.145,0.655,0.800,0.305,1.700,95.099,-,-
'[03:45:08.968]',0.145,0.660,0.800,0.296,1.690,94.220,-,-
'[03:45:08.976]',0.150,0.655,0.795,0.287,1.679,93.634,-,-
'[03:45:08.984]',0.150,0.655,0.790,0.279,1.670,92.999,-,-
'[03:45:08.992]',0.150,0.655,0.785,0.272,1.660,92.218,-,-
'[03:45:09.000]',0.155,0.650,0.790,0.265,1.649,91.387,-,-
'[03:45:09.008]',0.150,0.650,0.785,0.259,1.639,90.117,-,-
'[03:45:09.016]',0.145,0.655,0.785,0.253,1.630,88.603,-,-
'[03:45:09.024]',0.145,0.655,0.780,0.248,1.620,86.943,-,-
'[03:45:09.032]',0.145,0.660,0.785,0.243,1.609,85.282,-,-
'[03:45:09.040]',0.145,0.655,0.775,0.237,1.599,83.865,-,-
'[03:45:09.048]',0.145,0.660,0.775,0.233,1.589,82.595,-,-
'[03:45:09.056]',0.145,0.655,0.775,0.228,1.585,81.618,-,-
'[03:45:09.064]',0.145,0.650,0.780,0.224,1.587,80.935,-,-
'[03:45:09.072]',0.145,0.645,0.780,0.220,1.597,80.593,-,-
'[03:45:09.080]',0.150,0.645,0.780,0.217,1.616,80.690,-,-
'[03:45:09.088]',0.155,0.640,0.785,0.214,1.642,81.032,-,-
'[03:45:09.096]',0.160,0.640,0.800,0.211,1.681,81.667,-,-
'[03:45:09.104]',0.170,0.640,0.810,0.208,1.728,82.449,-,-
'[03:45:09.112]',0.180,0.630,0.825,0.205,1.781,83.182,-,-
'[03:45:09.120]',0.195,0.620,0.840,0.203,1.843,84.012,-,-
'[03:45:09.128]',0.225,0.585,0.825,0.201,1.914,84.696,-,-
'[03:45:09.136]',0.245,0.565,0.795,0.198,1.990,85.135,-,-
'[03:45:09.144]',0.260,0.550,0.785,0.196,2.065,85.379,-,-
'[03:45:09.152]',0.265,0.550,0.780,0.195,2.134,85.379,-,-
'[03:45:09.160]',0.240,0.560,0.760,0.194,2.194,85.135,-,-
'[03:45:09.168]',0.215,0.585,0.755,0.193,2.243,84.745,-,-
'[03:45:09.176]',0.185,0.610,0.760,0.192,2.283,84.158,-,-
'[03:45:09.184]',0.145,0.640,0.765,0.192,2.313,83.572,-,-
'[03:45:09.192]',0.125,0.660,0.760,0.191,2.333,82.742,-,-
'[03:45:09.200]',0.125,0.665,0.760,0.191,2.348,81.912,-,-
'[03:45:09.208]',0.120,0.675,0.760,0.191,2.361,81.032,-,-
'[03:45:09.216]',0.115,0.675,0.765,0.190,2.372,80.251,-,-
'[03:45:09.224]',0.120,0.670,0.765,0.190,2.380,79.421,-,-
'[03:45:09.232]',0.125,0.670,0.770,0.189,2.384,78.688,-,-
'[03:45:09.240]',0.125,0.675,0.780,0.189,2.384,77.858,-,-
'[03:45:09.248]',0.135,0.700,0.825,0.188,2.378,77.125,-,-
'[03:45:09.256]',0.210,0.710,0.940,0.187,2.370,76.441,-,-
'[03:45:09.264]',0.655,0.320,0.955,0.186,2.362,75.806,-,-
'[03:45:09.272]',1.500,-0.405,-0.310,0.185,2.352,75.220,-,-
'[03:45:09.280]',1.470,-0.500,-0.500,0.184,2.342,74.683,-,-
'[03:45:09.288]',0.810,-0.150,-0.500,0.183,2.332,74.194,-,-
'[03:45:09.296]',0.385,0.255,-0.220,0.181,2.323,73.657,-,-
'[03:45:09.304]',0.245,0.470,0.330,0.179,2.310,73.217,-,-
'[03:45:09.312]',0.115,0.640,0.715,0.178,2.291,72.778,-,-
'[03:45:09.320]',0.040,0.735,0.880,0.176,2.269,72.387,-,-
'[03:45:09.328]',0.010,0.765,0.930,0.176,2.248,72.045,-,-
'[03:45:09.336]',0.005,0.780,0.950,0.175,2.230,71.752,-,-
'[03:45:09.344]',0.005,0.780,0.965,0.173,2.211,71.508,-,-
'[03:45:09.352]',0.005,0.780,0.975,0.172,2.192,71.215,-,-
'[03:45:09.360]',0.015,0.780,0.975,0.171,2.177,71.068,-,-
'[03:45:09.368]',0.025,0.765,0.975,0.169,2.161,70.873,-,-
'[03:45:09.376]',0.035,0.755,0.975,0.168,2.144,70.677,-,-
'[03:45:09.384]',0.050,0.750,0.975,0.167,2.127,70.482,-,-
'[03:45:09.392]',0.055,0.740,0.975,0.167,2.114,70.238,-,-
'[03:45:09.400]',0.060,0.735,0.975,0.166,2.101,69.945,-,-
'[03:45:09.408]',0.075,0.735,0.975,0.166,2.089,69.603,-,-
'[03:45:09.416]',0.080,0.730,0.980,0.166,2.077,69.310,-,-
'[03:45:09.424]',0.085,0.725,0.980,0.166,2.066,68.919,-,-
'[03:45:09.432]',0.100,0.715,0.990,0.167,2.062,68.528,-,-
'[03:45:09.440]',0.110,0.710,0.990,0.168,2.059,68.089,-,-
'[03:45:09.448]',0.120,0.705,0.995,0.169,2.052,67.698,-,-
'[03:45:09.456]',0.130,0.695,1.010,0.171,2.044,67.307,-,-
'[03:45:09.464]',0.140,0.685,1.025,0.172,2.040,66.916,-,-
'[03:45:09.472]',0.160,0.680,1.035,0.174,2.038,66.526,-,-
'[03:45:09.480]',0.180,0.660,1.045,0.176,2.034,66.135,-,-
'[03:45:09.488]',0.195,0.650,1.060,0.179,2.027,65.793,-,-
'[03:45:09.496]',0.220,0.640,1.070,0.181,2.022,65.500,-,-
'[03:45:09.504]',0.240,0.620,1.085,0.183,2.014,65.305,-,-
'[03:45:09.512]',0.265,0.610,1.090,0.186,2.000,65.305,-,-
'[03:45:09.520]',0.290,0.595,1.090,0.188,1.982,65.549,-,-
'[03:45:09.528]',0.310,0.590,1.090,0.191,1.964,66.379,-,-
'[03:45:09.536]',0.330,0.580,1.090,0.193,1.944,68.089,-,-
'[03:45:09.544]',0.340,0.575,1.070,0.195,1.925,71.312,-,-
'[03:45:09.552]',0.345,0.570,1.045,0.197,1.905,76.099,-,-
'[03:45:09.560]',0.350,0.565,1.015,0.199,1.885,82.302,-,-
'[03:45:09.568]',0.355,0.565,0.975,0.201,1.864,89.434,-,-
'[03:45:09.576]',0.340,0.575,0.940,0.202,1.849,97.053,-,-
'[03:45:09.584]',0.325,0.585,0.900,0.204,1.837,104.722,-,-
'[03:45:09.592]',0.300,0.590,0.860,0.205,1.823,111.951,-,-
'[03:45:09.600]',0.280,0.600,0.835,0.204,1.811,117.910,-,-
'[03:45:09.608]',0.250,0.615,0.815,0.204,1.801,122.354,-,-
'[03:45:09.616]',0.225,0.625,0.805,0.202,1.793,124.992,-,-
'[03:45:09.624]',0.205,0.635,0.795,0.200,1.787,125.676,-,-
'[03:45:09.632]',0.180,0.640,0.790,0.198,1.778,124.699,-,-
'[03:45:09.640]',0.165,0.650,0.790,0.196,1.769,122.257,-,-
'[03:45:09.648]',0.150,0.660,0.790,0.193,1.760,118.887,-,-
'[03:45:09.656]',0.145,0.660,0.795,0.190,1.750,114.930,-,-
'[03:45:09.664]',0.135,0.660,0.800,0.187,1.740,110.827,-,-
'[03:45:09.672]',0.130,0.670,0.800,0.184,1.730,106.871,-,-
'[03:45:09.680]',0.125,0.670,0.810,0.180,1.722,103.305,-,-
'[03:45:09.688]',0.125,0.665,0.810,0.176,1.717,100.326,-,-
'[03:45:09.696]',0.130,0.665,0.805,0.173,1.708,97.786,-,-
'[03:45:09.704]',0.135,0.665,0.810,0.170,1.699,95.881,-,-
'[03:45:09.712]',0.140,0.665,0.805,0.167,1.689,94.367,-,-
'[03:45:09.720]',0.130,0.660,0.800,0.165,1.679,93.292,-,-
'[03:45:09.728]',0.135,0.660,0.800,0.163,1.670,92.511,-,-
'[03:45:09.736]',0.140,0.655,0.795,0.161,1.660,91.778,-,-
'[03:45:09.744]',0.135,0.660,0.795,0.160,1.649,90.997,-,-
'[03:45:09.752]',0.130,0.660,0.790,0.160,1.639,90.069,-,-
'[03:45:09.760]',0.135,0.660,0.795,0.159,1.630,88.799,-,-
'[03:45:09.768]',0.125,0.660,0.790,0.159,1.622,87.284,-,-
'[03:45:09.776]',0.125,0.660,0.790,0.159,1.618,85.624,-,-
'[03:45:09.784]',0.130,0.660,0.790,0.159,1.614,83.914,-,-
'[03:45:09.792]',0.125,0.660,0.790,0.160,1.606,82.498,-,-
'[03:45:09.800]',0.125,0.660,0.785,0.161,1.597,81.228,-,-
'[03:45:09.808]',0.125,0.660,0.785,0.162,1.590,80.349,-,-
'[03:45:09.816]',0.125,0.660,0.785,0.164,1.587,79.860,-,-
'[03:45:09.824]',0.125,0.660,0.785,0.166,1.588,79.665,-,-
'[03:45:09.832]',0.125,0.660,0.790,0.167,1.596,79.860,-,-
'[03:45:09.840]',0.125,0.660,0.795,0.169,1.615,80.349,-,-
'[03:45:09.848]',0.140,0.650,0.810,0.170,1.650,81.032,-,-
'[03:45:09.856]',0.155,0.640,0.820,0.171,1.700,82.009,-,-
'[03:45:09.864]',0.165,0.640,0.840,0.173,1.760,82.937,-,-
'[03:45:09.872]',0.180,0.630,0.855,0.174,1.827,83.816,-,-
'[03:45:09.880]',0.210,0.595,0.820,0.175,1.891,84.549,-,-
'[03:45:09.888]',0.225,0.575,0.795,0.176,1.954,85.135,-,-
'[03:45:09.896]',0.235,0.565,0.790,0.178,2.021,85.428,-,-
'[03:45:09.904]',0.240,0.565,0.785,0.179,2.081,85.477,-,-
'[03:45:09.912]',0.215,0.585,0.765,0.180,2.137,85.379,-,-
'[03:45:09.920]',0.185,0.605,0.760,0.181,2.187,84.989,-,-
'[03:45:09.928]',0.155,0.635,0.765,0.183,2.230,84.403,-,-
'[03:45:09.936]',0.120,0.665,0.775,0.183,2.266,83.719,-,-
'[03:45:09.944]',0.100,0.675,0.770,0.185,2.294,82.986,-,-
'[03:45:09.952]',0.100,0.680,0.770,0.186,2.314,82.107,-,-
'[03:45:09.960]',0.100,0.680,0.770,0.187,2.328,81.228,-,-
'[03:45:09.968]',0.100,0.685,0.775,0.188,2.338,80.349,-,-
'[03:45:09.976]',0.100,0.680,0.775,0.189,2.340,79.469,-,-
'[03:45:09.984]',0.100,0.680,0.780,0.190,2.339,78.737,-,-
'[03:45:09.992]',0.100,0.685,0.790,0.191,2.338,78.004,-,-
'[03:45:10.000]',0.110,0.725,0.860,0.192,2.340,77.320,-,-
'[03:45:10.008]',0.250,0.630,0.980,0.193,2.347,76.636,-,-
'[03:45:10.016]',0.825,0.185,0.505,0.194,2.353,76.001,-,-
'[03:45:10.024]',1.500,-0.500,-0.500,0.195,2.356,75.366,-,-
'[03:45:10.032]',1.340,-0.480,-0.500,0.197,2.355,74.878,-,-
'[03:45:10.040]',0.665,-0.015,-0.500,0.199,2.346,74.438,-,-
'[03:45:10.048]',0.310,0.355,-0.020,0.203,2.329,73.999,-,-
'[03:45:10.056]',0.185,0.535,0.475,0.206,2.306,73.559,-,-
'[03:45:10.064]',0.065,0.685,0.785,0.210,2.279,73.168,-,-
'[03:45:10.072]',0.005,0.750,0.910,0.214,2.250,72.729,-,-
'[03:45:10.080]',-0.015,0.775,0.945,0.219,2.226,72.436,-,-
'[03:45:10.088]',-0.015,0.785,0.970,0.224,2.206,72.094,-,-
'[03:45:10.096]',-0.015,0.785,0.975,0.229,2.187,71.947,-,-
'[03:45:10.104]',-0.015,0.790,0.980,0.235,2.169,71.654,-,-
'[03:45:10.112]',-0.010,0.780,0.985,0.241,2.155,71.508,-,-
'[03:45:10.120]',0.000,0.780,0.985,0.247,2.144,71.312,-,-
'[03:45:10.128]',0.010,0.765,0.990,0.253,2.130,71.166,-,-
'[03:45:10.136]',0.025,0.755,0.985,0.260,2.118,70.970,-,-
'[03:45:10.144]',0.030,0.755,0.985,0.268,2.109,70.824,-,-
'[03:45:10.152]',0.035,0.745,0.985,0.276,2.101,70.531,-,-
'[03:45:10.160]',0.050,0.740,0.990,0.286,2.088,70.238,-,-
'[03:45:10.168]',0.055,0.730,0.995,0.295,2.077,69.945,-,-
'[03:45:10.176]',0.065,0.730,0.995,0.305,2.069,69.554,-,-
'[03:45:10.184]',0.075,0.720,1.000,0.315,2.061,69.261,-,-
'[03:45:10.192]',0.080,0.720,1.010,0.324,2.054,68.870,-,-
'[03:45:10.200]',0.095,0.710,1.015,0.334,2.050,68.479,-,-
'[03:45:10.208]',0.105,0.705,1.025,0.346,2.048,68.186,-,-
'[03:45:10.216]',0.125,0.695,1.045,0.357,2.047,67.796,-,-
'[03:45:10.224]',0.140,0.685,1.055,0.370,2.047,67.503,-,-
'[03:45:10.232]',0.150,0.680,1.070,0.383,2.044,67.112,-,-
'[03:45:10.240]',0.170,0.665,1.085,0.398,2.037,66.819,-,-
'[03:45:10.248]',0.195,0.655,1.100,0.413,2.029,66.526,-,-
'[03:45:10.256]',0.215,0.640,1.110,0.429,2.018,66.428,-,-
'[03:45:10.264]',0.240,0.625,1.115,0.445,2.004,66.477,-,-
'[03:45:10.272]',0.265,0.615,1.115,0.459,1.989,66.965,-,-
'[03:45:10.280]',0.290,0.605,1.115,0.473,1.978,68.186,-,-
'[03:45:10.288]',0.305,0.595,1.095,0.486,1.967,70.677,-,-
'[03:45:10.296]',0.320,0.590,1.080,0.499,1.951,74.731,-,-
'[03:45:10.304]',0.330,0.580,1.040,0.512,1.933,80.300,-,-
'[03:45:10.312]',0.335,0.580,1.000,0.526,1.914,87.138,-,-
'[03:45:10.320]',0.330,0.580,0.960,0.539,1.894,94.758,-,-
'[03:45:10.328]',0.315,0.585,0.920,0.553,1.877,102.621,-,-
'[03:45:10.336]',0.300,0.590,0.875,0.566,1.863,110.241,-,-
'[03:45:10.344]',0.280,0.595,0.845,0.578,1.851,116.933,-,-
'[03:45:10.352]',0.255,0.610,0.820,0.590,1.841,122.159,-,-
'[03:45:10.360]',0.230,0.620,0.805,0.601,1.828,125.725,-,-
'[03:45:10.368]',0.200,0.635,0.790,0.611,1.816,127.288,-,-
'[03:45:10.376]',0.180,0.640,0.785,0.622,1.810,127.141,-,-
'[03:45:10.384]',0.165,0.645,0.785,0.632,1.805,125.285,-,-
'[03:45:10.392]',0.145,0.655,0.785,0.642,1.798,122.354,-,-
'[03:45:10.400]',0.125,0.660,0.790,0.650,1.789,118.740,-,-
'[03:45:10.408]',0.120,0.670,0.795,0.658,1.779,114.784,-,-
'[03:45:10.416]',0.105,0.675,0.800,0.665,1.769,110.974,-,-
'[03:45:10.424]',0.100,0.675,0.805,0.672,1.760,107.408,-,-
'[03:45:10.432]',0.100,0.675,0.810,0.677,1.750,104.380,-,-
'[03:45:10.440]',0.100,0.680,0.805,0.682,1.740,101.889,-,-
'[03:45:10.448]',0.100,0.680,0.810,0.687,1.730,99.886,-,-
'[03:45:10.456]',0.100,0.680,0.810,0.692,1.722,98.421,-,-
'[03:45:10.464]',0.100,0.680,0.810,0.697,1.718,97.444,-,-
'[03:45:10.472]',0.100,0.675,0.810,0.701,1.715,96.662,-,-
'[03:45:10.480]',0.105,0.675,0.805,0.707,1.710,96.125,-,-
'[03:45:10.488]',0.110,0.670,0.805,0.712,1.705,95.539,-,-
'[03:45:10.496]',0.115,0.675,0.805,0.717,1.697,94.806,-,-
'[03:45:10.504]',0.115,0.665,0.800,0.722,1.688,93.878,-,-
'[03:45:10.512]',0.120,0.660,0.800,0.727,1.678,92.560,-,-
'[03:45:10.520]',0.115,0.665,0.795,0.731,1.669,90.948,-,-
'[03:45:10.528]',0.105,0.670,0.800,0.737,1.656,89.092,-,-
'[03:45:10.536]',0.110,0.665,0.795,0.743,1.642,87.236,-,-
'[03:45:10.544]',0.105,0.665,0.795,0.749,1.630,85.624,-,-
'[03:45:10.552]',0.105,0.665,0.795,0.756,1.620,84.256,-,-
'[03:45:10.560]',0.110,0.665,0.800,0.764,1.615,83.230,-,-
'[03:45:10.568]',0.110,0.665,0.800,0.772,1.620,82.547,-,-
'[03:45:10.576]',0.110,0.660,0.795,0.781,1.631,82.302,-,-
'[03:45:10.584]',0.105,0.660,0.795,0.791,1.653,82.351,-,-
'[03:45:10.592]',0.110,0.660,0.795,0.799,1.686,82.742,-,-
'[03:45:10.600]',0.125,0.660,0.810,0.808,1.730,83.426,-,-
'[03:45:10.608]',0.145,0.645,0.825,0.816,1.788,84.256,-,-
'[03:45:10.616]',0.155,0.640,0.835,0.825,1.856,85.184,-,-
'[03:45:10.624]',0.165,0.635,0.855,0.833,1.931,86.063,-,-
'[03:45:10.632]',0.200,0.605,0.835,0.842,2.006,86.796,-,-
'[03:45:10.640]',0.215,0.585,0.805,0.851,2.073,87.284,-,-
'[03:45:10.648]',0.220,0.575,0.790,0.860,2.133,87.529,-,-
'[03:45:10.656]',0.235,0.565,0.795,0.868,2.188,87.529,-,-
'[03:45:10.664]',0.215,0.580,0.785,0.876,2.240,87.236,-,-
'[03:45:10.672]',0.190,0.600,0.775,0.883,2.289,86.747,-,-
'[03:45:10.680]',0.160,0.625,0.780,0.891,2.326,86.063,-,-
'[03:45:10.688]',0.125,0.660,0.780,0.898,2.355,85.233,-,-
'[03:45:10.696]',0.100,0.675,0.775,0.905,2.384,84.256,-,-
'[03:45:10.704]',0.100,0.675,0.775,0.912,2.407,83.230,-,-
'[03:45:10.712]',0.105,0.670,0.775,0.920,2.417,82.156,-,-
'[03:45:10.720]',0.105,0.675,0.775,0.926,2.423,81.179,-,-
'[03:45:10.728]',0.110,0.675,0.780,0.932,2.426,80.251,-,-
'[03:45:10.736]',0.110,0.670,0.785,0.936,2.427,79.372,-,-
'[03:45:10.744]',0.110,0.680,0.785,0.941,2.428,78.541,-,-
'[03:45:10.752]',0.125,0.705,0.830,0.945,2.428,77.858,-,-
'[03:45:10.760]',0.240,0.710,0.965,0.948,2.428,77.223,-,-
'[03:45:10.768]',0.760,0.245,0.555,0.950,2.425,76.734,-,-
'[03:45:10.776]',1.500,-0.490,-0.500,0.953,2.418,76.294,-,-
'[03:45:10.784]',1.445,-0.500,-0.500,0.953,2.411,75.904,-,-
'[03:45:10.792]',0.745,-0.075,-0.500,0.954,2.401,75.562,-,-
'[03:45:10.800]',0.345,0.315,-0.060,0.954,2.391,75.171,-,-
'[03:45:10.808]',0.215,0.500,0.455,0.954,2.381,74.780,-,-
'[03:45:10.816]',0.095,0.655,0.770,0.952,2.371,74.438,-,-
'[03:45:10.824]',0.030,0.735,0.910,0.950,2.356,74.097,-,-
'[03:45:10.832]',0.005,0.765,0.950,0.947,2.332,73.803,-,-
'[03:45:10.840]',-0.005,0.780,0.975,0.945,2.308,73.510,-,-
'[03:45:10.848]',-0.010,0.780,0.980,0.940,2.283,73.120,-,-
'[03:45:10.856]',0.000,0.780,0.990,0.935,2.260,72.778,-,-
'[03:45:10.864]',0.005,0.780,0.990,0.929,2.243,72.533,-,-
'[03:45:10.872]',0.020,0.770,0.990,0.922,2.230,72.289,-,-
'[03:45:10.880]',0.030,0.755,0.995,0.914,2.218,72.045,-,-
'[03:45:10.888]',0.035,0.755,0.990,0.906,2.207,71.801,-,-
'[03:45:10.896]',0.050,0.745,0.990,0.897,2.196,71.557,-,-
'[03:45:10.904]',0.055,0.735,0.995,0.888,2.186,71.215,-,-
'[03:45:10.912]',0.065,0.730,0.995,0.879,2.175,70.873,-,-
'[03:45:10.920]',0.075,0.730,0.995,0.870,2.165,70.531,-,-
'[03:45:10.928]',0.080,0.725,0.995,0.861,2.152,70.189,-,-
'[03:45:10.936]',0.095,0.715,1.000,0.852,2.138,69.798,-,-
'[03:45:10.944]',0.105,0.710,1.010,0.842,2.128,69.407,-,-
'[03:45:10.952]',0.115,0.700,1.020,0.833,2.123,68.968,-,-
'[03:45:10.960]',0.125,0.695,1.030,0.823,2.121,68.528,-,-
'[03:45:10.968]',0.140,0.685,1.045,0.814,2.120,68.089,-,-
'[03:45:10.976]',0.160,0.680,1.060,0.805,2.119,67.747,-,-
'[03:45:10.984]',0.175,0.670,1.070,0.796,2.116,67.356,-,-
'[03:45:10.992]',0.195,0.655,1.090,0.787,2.109,66.965,-,-
'[03:45:11.000]',0.220,0.645,1.100,0.779,2.099,66.721,-,-
'[03:45:11.008]',0.240,0.630,1.115,0.770,2.083,66.526,-,-
'[03:45:11.016]',0.265,0.615,1.115,0.761,2.065,66.672,-,-
'[03:45:11.024]',0.290,0.600,1.115,0.752,2.045,67.161,-,-
'[03:45:11.032]',0.310,0.590,1.115,0.743,2.025,68.479,-,-
'[03:45:11.040]',0.335,0.580,1.105,0.734,2.005,71.117,-,-
'[03:45:11.048]',0.350,0.570,1.085,0.725,1.984,75.366,-,-
'[03:45:11.056]',0.360,0.560,1.060,0.716,1.964,81.277,-,-
'[03:45:11.064]',0.370,0.555,1.025,0.707,1.943,88.359,-,-
'[03:45:11.072]',0.365,0.555,0.980,0.699,1.923,96.076,-,-
'[03:45:11.080]',0.355,0.565,0.935,0.691,1.905,103.989,-,-
'[03:45:11.088]',0.335,0.565,0.890,0.683,1.889,111.560,-,-
'[03:45:11.096]',0.310,0.580,0.855,0.675,1.870,118.203,-,-
'[03:45:11.104]',0.285,0.590,0.830,0.667,1.852,123.380,-,-
'[03:45:11.112]',0.260,0.600,0.810,0.658,1.839,126.604,-,-
'[03:45:11.120]',0.235,0.615,0.790,0.648,1.827,127.972,-,-
'[03:45:11.128]',0.215,0.620,0.785,0.638,1.818,127.532,-,-
'[03:45:11.136]',0.195,0.630,0.785,0.629,1.811,125.578,-,-
'[03:45:11.144]',0.180,0.635,0.785,0.619,1.804,122.501,-,-
'[03:45:11.152]',0.165,0.640,0.785,0.610,1.794,118.789,-,-
'[03:45:11.160]',0.150,0.650,0.785,0.601,1.784,114.881,-,-
'[03:45:11.168]',0.145,0.655,0.790,0.590,1.774,110.974,-,-
'[03:45:11.176]',0.145,0.660,0.795,0.579,1.766,107.604,-,-
'[03:45:11.184]',0.130,0.660,0.795,0.568,1.761,104.624,-,-
'[03:45:11.192]',0.125,0.665,0.795,0.556,1.752,102.231,-,-
'[03:45:11.200]',0.125,0.665,0.795,0.544,1.743,100.375,-,-
'[03:45:11.208]',0.125,0.665,0.795,0.532,1.733,99.056,-,-
'[03:45:11.216]',0.125,0.665,0.800,0.520,1.723,98.128,-,-
'[03:45:11.224]',0.135,0.660,0.795,0.508,1.713,97.444,-,-
'[03:45:11.232]',0.135,0.660,0.800,0.497,1.703,96.907,-,-
'[03:45:11.240]',0.140,0.660,0.800,0.487,1.690,96.369,-,-
'[03:45:11.248]',0.145,0.655,0.800,0.477,1.675,95.637,-,-
'[03:45:11.256]',0.145,0.660,0.795,0.468,1.663,94.562,-,-
'[03:45:11.264]',0.140,0.660,0.790,0.459,1.652,93.243,-,-
'[03:45:11.272]',0.140,0.655,0.785,0.449,1.644,91.485,-,-
'[03:45:11.280]',0.140,0.655,0.785,0.439,1.637,89.629,-,-
'[03:45:11.288]',0.145,0.655,0.785,0.430,1.629,87.675,-,-
'[03:45:11.296]',0.135,0.655,0.785,0.421,1.619,85.868,-,-
'[03:45:11.304]',0.135,0.655,0.785,0.413,1.614,84.305,-,-
'[03:45:11.312]',0.135,0.655,0.785,0.405,1.617,83.133,-,-
'[03:45:11.320]',0.140,0.655,0.785,0.397,1.624,82.302,-,-
'[03:45:11.328]',0.140,0.655,0.785,0.389,1.637,81.863,-,-
'[03:45:11.336]',0.140,0.650,0.785,0.381,1.662,81.863,-,-
'[03:45:11.344]',0.145,0.650,0.790,0.373,1.698,82.156,-,-
'[03:45:11.352]',0.150,0.650,0.810,0.366,1.741,82.791,-,-
'[03:45:11.360]',0.165,0.640,0.820,0.358,1.791,83.572,-,-
'[03:45:11.368]',0.170,0.640,0.835,0.351,1.851,84.403,-,-
'[03:45:11.376]',0.190,0.620,0.850,0.345,1.913,85.233,-,-
'[03:45:11.384]',0.220,0.590,0.820,0.338,1.975,85.917,-,-
'[03:45:11.392]',0.240,0.565,0.790,0.333,2.044,86.503,-,-
'[03:45:11.400]',0.245,0.560,0.785,0.327,2.109,86.796,-,-
'[03:45:11.408]',0.250,0.555,0.785,0.322,2.168,86.845,-,-
'[03:45:11.416]',0.220,0.575,0.765,0.317,2.223,86.747,-,-
'[03:45:11.424]',0.195,0.595,0.760,0.312,2.272,86.356,-,-
'[03:45:11.432]',0.165,0.630,0.775,0.308,2.311,85.819,-,-
