'Time','II','PLETH','ABP','III'
'[03:55:42.480]',0.188,0.518,77.812,-
'[03:55:42.488]',0.211,0.518,76.875,-
'[03:55:42.496]',0.219,0.525,76.875,-
'[03:55:42.504]',0.227,0.525,76.875,-
'[03:55:42.512]',0.227,0.533,75.938,-
'[03:55:42.520]',0.234,0.533,75.000,-
'[03:55:42.528]',0.242,0.533,75.000,-
'[03:55:42.536]',0.242,0.541,74.062,-
'[03:55:42.544]',0.234,0.541,73.125,-
'[03:55:42.552]',0.242,0.541,73.125,-
'[03:55:42.560]',0.250,0.541,72.188,-
'[03:55:42.568]',0.266,0.541,71.250,-
'[03:55:42.576]',0.266,0.541,71.250,-
'[03:55:42.584]',0.266,0.549,71.250,-
'[03:55:42.592]',0.266,0.549,70.312,-
'[03:55:42.600]',0.258,0.549,70.312,-
'[03:55:42.608]',0.250,0.549,69.375,-
'[03:55:42.616]',0.266,0.549,69.375,-
'[03:55:42.624]',0.266,0.549,68.438,-
'[03:55:42.632]',0.266,0.549,68.438,-
'[03:55:42.640]',0.273,0.541,69.375,-
'[03:55:42.648]',0.289,0.541,70.312,-
'[03:55:42.656]',0.297,0.541,74.062,-
'[03:55:42.664]',0.312,0.541,79.688,-
'[03:55:42.672]',0.320,0.541,88.125,-
'[03:55:42.680]',0.336,0.541,97.500,-
'[03:55:42.688]',0.352,0.533,105.938,-
'[03:55:42.696]',0.367,0.533,113.438,-
'[03:55:42.704]',0.359,0.533,118.125,-
'[03:55:42.712]',0.336,0.533,121.875,-
'[03:55:42.720]',0.320,0.533,125.625,-
'[03:55:42.728]',0.305,0.525,128.438,-
'[03:55:42.736]',0.281,0.525,131.250,-
'[03:55:42.744]',0.266,0.525,133.125,-
'[03:55:42.752]',0.250,0.525,134.062,-
'[03:55:42.760]',0.250,0.525,135.000,-
'[03:55:42.768]',0.250,0.518,135.938,-
'[03:55:42.776]',0.250,0.518,135.938,-
'[03:55:42.784]',0.250,0.518,135.000,-
'[03:55:42.792]',0.250,0.518,134.062,-
'[03:55:42.800]',0.242,0.510,133.125,-
'[03:55:42.808]',0.242,0.510,131.250,-
'[03:55:42.816]',0.242,0.510,129.375,-
'[03:55:42.824]',0.250,0.510,127.500,-
'[03:55:42.832]',0.250,0.502,124.688,-
'[03:55:42.840]',0.266,0.502,120.938,-
'[03:55:42.848]',0.289,0.502,117.188,-
'[03:55:42.856]',0.312,0.502,112.500,-
'[03:55:42.864]',0.320,0.502,107.812,-
'[03:55:42.872]',0.336,0.502,102.188,-
'[03:55:42.880]',0.344,0.502,98.438,-
'[03:55:42.888]',0.336,0.502,95.625,-
'[03:55:42.896]',0.312,0.490,92.812,-
'[03:55:42.904]',0.266,0.490,91.875,-
'[03:55:42.912]',0.242,0.490,90.938,-
'[03:55:42.920]',0.227,0.490,90.938,-
'[03:55:42.928]',0.219,0.490,90.000,-
'[03:55:42.936]',0.211,0.490,89.062,-
'[03:55:42.944]',0.211,0.490,88.125,-
'[03:55:42.952]',0.219,0.502,87.188,-
'[03:55:42.960]',0.250,0.502,86.250,-
'[03:55:42.968]',0.297,0.502,85.312,-
'[03:55:42.976]',0.336,0.502,84.375,-
'[03:55:42.984]',0.320,0.502,83.438,-
'[03:55:42.992]',0.312,0.502,83.438,-
'[03:55:43.000]',0.281,0.510,82.500,-
'[03:55:43.008]',0.117,0.510,81.562,-
'[03:55:43.016]',-0.109,0.518,81.562,-
'[03:55:43.024]',-0.164,0.518,80.625,-
'[03:55:43.032]',-0.047,0.525,80.625,-
'[03:55:43.040]',0.102,0.533,79.688,-
'[03:55:43.048]',0.172,0.533,79.688,-
'[03:55:43.056]',0.211,0.541,78.750,-
'[03:55:43.064]',0.242,0.541,77.812,-
'[03:55:43.072]',0.250,0.541,77.812,-
'[03:55:43.080]',0.250,0.541,76.875,-
'[03:55:43.088]',0.266,0.549,76.875,-
'[03:55:43.096]',0.266,0.549,75.938,-
'[03:55:43.104]',0.266,0.557,75.938,-
'[03:55:43.112]',0.266,0.557,75.000,-
'[03:55:43.120]',0.273,0.557,74.062,-
'[03:55:43.128]',0.281,0.569,73.125,-
'[03:55:43.136]',0.281,0.569,72.188,-
'[03:55:43.144]',0.289,0.569,72.188,-
'[03:55:43.152]',0.297,0.569,71.250,-
'[03:55:43.160]',0.305,0.576,71.250,-
'[03:55:43.168]',0.312,0.576,70.312,-
'[03:55:43.176]',0.305,0.576,70.312,-
'[03:55:43.184]',0.297,0.576,69.375,-
'[03:55:43.192]',0.312,0.576,69.375,-
'[03:55:43.200]',0.312,0.576,69.375,-
'[03:55:43.208]',0.320,0.576,68.438,-
'[03:55:43.216]',0.320,0.576,69.375,-
'[03:55:43.224]',0.320,0.576,70.312,-
'[03:55:43.232]',0.336,0.576,72.188,-
'[03:55:43.240]',0.344,0.576,76.875,-
'[03:55:43.248]',0.359,0.569,84.375,-
'[03:55:43.256]',0.367,0.569,93.750,-
'[03:55:43.264]',0.375,0.569,103.125,-
'[03:55:43.272]',0.383,0.569,110.625,-
'[03:55:43.280]',0.391,0.569,116.250,-
'[03:55:43.288]',0.375,0.569,120.938,-
'[03:55:43.296]',0.352,0.557,123.750,-
'[03:55:43.304]',0.320,0.557,126.562,-
'[03:55:43.312]',0.297,0.557,129.375,-
'[03:55:43.320]',0.281,0.557,131.250,-
'[03:55:43.328]',0.266,0.549,133.125,-
'[03:55:43.336]',0.266,0.549,134.062,-
'[03:55:43.344]',0.266,0.549,135.000,-
'[03:55:43.352]',0.266,0.549,134.062,-
'[03:55:43.360]',0.266,0.541,134.062,-
'[03:55:43.368]',0.266,0.541,133.125,-
'[03:55:43.376]',0.250,0.541,132.188,-
'[03:55:43.384]',0.250,0.541,131.250,-
'[03:55:43.392]',0.258,0.533,129.375,-
'[03:55:43.400]',0.258,0.533,126.562,-
'[03:55:43.408]',0.266,0.533,123.750,-
'[03:55:43.416]',0.281,0.525,120.938,-
'[03:55:43.424]',0.297,0.525,117.188,-
'[03:55:43.432]',0.312,0.525,113.438,-
'[03:55:43.440]',0.320,0.518,107.812,-
'[03:55:43.448]',0.336,0.518,102.188,-
'[03:55:43.456]',0.336,0.518,97.500,-
'[03:55:43.464]',0.344,0.510,93.750,-
'[03:55:43.472]',0.320,0.510,91.875,-
'[03:55:43.480]',0.281,0.510,90.938,-
'[03:55:43.488]',0.242,0.502,90.000,-
'[03:55:43.496]',0.211,0.502,89.062,-
'[03:55:43.504]',0.203,0.502,88.125,-
'[03:55:43.512]',0.195,0.502,87.188,-
'[03:55:43.520]',0.188,0.502,86.250,-
'[03:55:43.528]',0.188,0.502,85.312,-
'[03:55:43.536]',0.195,0.502,84.375,-
'[03:55:43.544]',0.242,0.502,83.438,-
'[03:55:43.552]',0.297,0.502,82.500,-
'[03:55:43.560]',0.305,0.510,82.500,-
'[03:55:43.568]',0.250,0.510,81.562,-
'[03:55:43.576]',0.234,0.510,81.562,-
'[03:55:43.584]',0.156,0.518,80.625,-
'[03:55:43.592]',-0.055,0.518,80.625,-
'[03:55:43.600]',-0.203,0.525,79.688,-
'[03:55:43.608]',-0.156,0.525,78.750,-
'[03:55:43.616]',-0.008,0.533,78.750,-
'[03:55:43.624]',0.102,0.533,77.812,-
'[03:55:43.632]',0.164,0.541,77.812,-
'[03:55:43.640]',0.203,0.541,76.875,-
'[03:55:43.648]',0.227,0.549,76.875,-
'[03:55:43.656]',0.227,0.549,75.938,-
'[03:55:43.664]',0.234,0.557,75.938,-
'[03:55:43.672]',0.242,0.557,75.000,-
'[03:55:43.680]',0.242,0.569,75.000,-
'[03:55:43.688]',0.250,0.569,74.062,-
'[03:55:43.696]',0.250,0.569,73.125,-
'[03:55:43.704]',0.250,0.569,72.188,-
'[03:55:43.712]',0.250,0.576,72.188,-
'[03:55:43.720]',0.250,0.576,71.250,-
'[03:55:43.728]',0.258,0.576,70.312,-
'[03:55:43.736]',0.266,0.576,70.312,-
'[03:55:43.744]',0.266,0.576,69.375,-
'[03:55:43.752]',0.273,0.576,69.375,-
'[03:55:43.760]',0.281,0.576,68.438,-
'[03:55:43.768]',0.281,0.576,68.438,-
'[03:55:43.776]',0.281,0.576,68.438,-
'[03:55:43.784]',0.289,0.576,67.500,-
'[03:55:43.792]',0.297,0.576,67.500,-
'[03:55:43.800]',0.297,0.576,68.438,-
'[03:55:43.808]',0.312,0.576,69.375,-
'[03:55:43.816]',0.312,0.569,71.250,-
'[03:55:43.824]',0.320,0.569,75.938,-
'[03:55:43.832]',0.336,0.569,82.500,-
'[03:55:43.840]',0.344,0.569,90.938,-
'[03:55:43.848]',0.352,0.569,100.312,-
'[03:55:43.856]',0.367,0.557,106.875,-
'[03:55:43.864]',0.352,0.557,112.500,-
'[03:55:43.872]',0.336,0.557,115.312,-
'[03:55:43.880]',0.320,0.549,118.125,-
'[03:55:43.888]',0.297,0.549,120.938,-
'[03:55:43.896]',0.273,0.549,122.812,-
'[03:55:43.904]',0.250,0.549,124.688,-
'[03:55:43.912]',0.242,0.541,126.562,-
'[03:55:43.920]',0.242,0.541,127.500,-
'[03:55:43.928]',0.242,0.541,127.500,-
'[03:55:43.936]',0.250,0.541,127.500,-
'[03:55:43.944]',0.250,0.533,126.562,-
'[03:55:43.952]',0.250,0.533,125.625,-
'[03:55:43.960]',0.250,0.533,123.750,-
'[03:55:43.968]',0.250,0.525,121.875,-
'[03:55:43.976]',0.250,0.525,120.000,-
'[03:55:43.984]',0.250,0.518,117.188,-
'[03:55:43.992]',0.250,0.518,114.375,-
'[03:55:44.000]',0.266,0.518,110.625,-
'[03:55:44.008]',0.281,0.510,105.938,-
'[03:55:44.016]',0.297,0.510,101.250,-
'[03:55:44.024]',0.312,0.510,96.562,-
'[03:55:44.032]',0.320,0.502,91.875,-
'[03:55:44.040]',0.320,0.502,90.000,-
'[03:55:44.048]',0.312,0.502,88.125,-
'[03:55:44.056]',0.273,0.502,87.188,-
'[03:55:44.064]',0.227,0.502,86.250,-
'[03:55:44.072]',0.203,0.502,86.250,-
'[03:55:44.080]',0.195,0.502,85.312,-
'[03:55:44.088]',0.188,0.502,84.375,-
'[03:55:44.096]',0.180,0.490,83.438,-
'[03:55:44.104]',0.180,0.490,82.500,-
'[03:55:44.112]',0.188,0.490,81.562,-
'[03:55:44.120]',0.219,0.502,80.625,-
'[03:55:44.128]',0.273,0.502,79.688,-
'[03:55:44.136]',0.289,0.502,79.688,-
'[03:55:44.144]',0.242,0.502,79.688,-
'[03:55:44.152]',0.219,0.502,78.750,-
'[03:55:44.160]',0.164,0.502,78.750,-
'[03:55:44.168]',-0.023,0.502,77.812,-
'[03:55:44.176]',-0.211,0.502,77.812,-
'[03:55:44.184]',-0.234,0.510,76.875,-
'[03:55:44.192]',-0.070,0.510,76.875,-
'[03:55:44.200]',0.062,0.518,75.938,-
'[03:55:44.208]',0.133,0.518,75.938,-
'[03:55:44.216]',0.172,0.518,75.000,-
'[03:55:44.224]',0.195,0.525,75.000,-
'[03:55:44.232]',0.219,0.525,75.000,-
'[03:55:44.240]',0.227,0.525,74.062,-
'[03:55:44.248]',0.219,0.533,74.062,-
'[03:55:44.256]',0.211,0.533,73.125,-
'[03:55:44.264]',0.211,0.533,72.188,-
'[03:55:44.272]',0.227,0.533,72.188,-
'[03:55:44.280]',0.227,0.533,71.250,-
'[03:55:44.288]',0.234,0.541,70.312,-
'[03:55:44.296]',0.242,0.541,69.375,-
'[03:55:44.304]',0.242,0.541,69.375,-
'[03:55:44.312]',0.250,0.541,68.438,-
'[03:55:44.320]',0.250,0.541,68.438,-
'[03:55:44.328]',0.250,0.541,67.500,-
'[03:55:44.336]',0.258,0.541,67.500,-
'[03:55:44.344]',0.266,0.541,66.562,-
'[03:55:44.352]',0.273,0.533,66.562,-
'[03:55:44.360]',0.266,0.533,66.562,-
'[03:55:44.368]',0.266,0.533,66.562,-
'[03:55:44.376]',0.266,0.533,66.562,-
'[03:55:44.384]',0.266,0.533,67.500,-
'[03:55:44.392]',0.273,0.533,69.375,-
'[03:55:44.400]',0.281,0.533,72.188,-
'[03:55:44.408]',0.297,0.533,78.750,-
'[03:55:44.416]',0.312,0.533,87.188,-
'[03:55:44.424]',0.336,0.525,95.625,-
'[03:55:44.432]',0.352,0.525,103.125,-
'[03:55:44.440]',0.359,0.525,108.750,-
'[03:55:44.448]',0.336,0.525,112.500,-
'[03:55:44.456]',0.312,0.518,115.312,-
'[03:55:44.464]',0.281,0.518,117.188,-
'[03:55:44.472]',0.258,0.518,120.000,-
'[03:55:44.480]',0.234,0.518,121.875,-
'[03:55:44.488]',0.227,0.510,123.750,-
'[03:55:44.496]',0.234,0.510,124.688,-
'[03:55:44.504]',0.227,0.510,124.688,-
'[03:55:44.512]',0.227,0.510,124.688,-
'[03:55:44.520]',0.227,0.502,124.688,-
'[03:55:44.528]',0.242,0.502,123.750,-
'[03:55:44.536]',0.242,0.502,121.875,-
'[03:55:44.544]',0.242,0.502,120.000,-
'[03:55:44.552]',0.242,0.502,118.125,-
'[03:55:44.560]',0.242,0.502,116.250,-
'[03:55:44.568]',0.250,0.490,112.500,-
'[03:55:44.576]',0.266,0.490,109.688,-
'[03:55:44.584]',0.273,0.490,105.000,-
'[03:55:44.592]',0.297,0.482,100.312,-
'[03:55:44.600]',0.312,0.482,95.625,-
'[03:55:44.608]',0.320,0.482,90.938,-
'[03:55:44.616]',0.328,0.475,88.125,-
'[03:55:44.624]',0.320,0.475,87.188,-
'[03:55:44.632]',0.297,0.475,86.250,-
'[03:55:44.640]',0.266,0.475,85.312,-
'[03:55:44.648]',0.242,0.475,85.312,-
'[03:55:44.656]',0.227,0.467,84.375,-
'[03:55:44.664]',0.227,0.467,83.438,-
'[03:55:44.672]',0.219,0.467,82.500,-
'[03:55:44.680]',0.211,0.467,81.562,-
'[03:55:44.688]',0.211,0.467,80.625,-
'[03:55:44.696]',0.242,0.467,80.625,-
'[03:55:44.704]',0.297,0.475,79.688,-
'[03:55:44.712]',0.320,0.475,78.750,-
'[03:55:44.720]',0.281,0.475,78.750,-
'[03:55:44.728]',0.250,0.475,77.812,-
'[03:55:44.736]',0.211,0.482,77.812,-
'[03:55:44.744]',0.062,0.482,76.875,-
'[03:55:44.752]',-0.148,0.486,76.875,-
'[03:55:44.760]',-0.188,0.490,75.938,-
'[03:55:44.768]',-0.062,0.490,75.938,-
'[03:55:44.776]',0.086,0.502,75.000,-
'[03:55:44.784]',0.172,0.502,75.000,-
'[03:55:44.792]',0.211,0.502,75.000,-
'[03:55:44.800]',0.227,0.502,74.062,-
'[03:55:44.808]',0.250,0.502,74.062,-
'[03:55:44.816]',0.266,0.502,73.125,-
'[03:55:44.824]',0.266,0.510,73.125,-
'[03:55:44.832]',0.250,0.510,72.188,-
'[03:55:44.840]',0.250,0.510,72.188,-
'[03:55:44.848]',0.250,0.510,71.250,-
'[03:55:44.856]',0.250,0.510,70.312,-
'[03:55:44.864]',0.250,0.510,69.375,-
'[03:55:44.872]',0.266,0.510,69.375,-
'[03:55:44.880]',0.266,0.510,68.438,-
'[03:55:44.888]',0.266,0.510,68.438,-
'[03:55:44.896]',0.266,0.510,67.500,-
'[03:55:44.904]',0.266,0.510,67.500,-
'[03:55:44.912]',0.266,0.510,66.562,-
'[03:55:44.920]',0.266,0.510,66.562,-
'[03:55:44.928]',0.266,0.510,65.625,-
'[03:55:44.936]',0.266,0.510,65.625,-
'[03:55:44.944]',0.266,0.510,65.625,-
'[03:55:44.952]',0.281,0.510,65.625,-
'[03:55:44.960]',0.281,0.510,66.562,-
'[03:55:44.968]',0.289,0.510,67.500,-
'[03:55:44.976]',0.297,0.510,71.250,-
'[03:55:44.984]',0.312,0.510,77.812,-
'[03:55:44.992]',0.320,0.510,86.250,-
'[03:55:45.000]',0.336,0.502,94.688,-
'[03:55:45.008]',0.352,0.502,103.125,-
'[03:55:45.016]',0.352,0.502,108.750,-
'[03:55:45.024]',0.336,0.502,112.500,-
'[03:55:45.032]',0.312,0.502,115.312,-
'[03:55:45.040]',0.281,0.502,118.125,-
'[03:55:45.048]',0.266,0.502,120.938,-
'[03:55:45.056]',0.250,0.502,122.812,-
'[03:55:45.064]',0.242,0.502,124.688,-
'[03:55:45.072]',0.234,0.502,125.625,-
'[03:55:45.080]',0.234,0.502,126.562,-
'[03:55:45.088]',0.234,0.502,126.562,-
'[03:55:45.096]',0.234,0.502,125.625,-
'[03:55:45.104]',0.242,0.490,124.688,-
'[03:55:45.112]',0.242,0.490,123.750,-
'[03:55:45.120]',0.242,0.490,121.875,-
'[03:55:45.128]',0.234,0.490,120.000,-
'[03:55:45.136]',0.227,0.482,118.125,-
'[03:55:45.144]',0.227,0.482,115.312,-
'[03:55:45.152]',0.242,0.482,112.500,-
'[03:55:45.160]',0.266,0.482,107.812,-
'[03:55:45.168]',0.281,0.475,104.062,-
'[03:55:45.176]',0.297,0.475,98.438,-
'[03:55:45.184]',0.297,0.475,93.750,-
'[03:55:45.192]',0.312,0.467,90.938,-
'[03:55:45.200]',0.305,0.467,88.125,-
'[03:55:45.208]',0.281,0.467,87.188,-
'[03:55:45.216]',0.242,0.459,86.250,-
'[03:55:45.224]',0.211,0.459,85.312,-
'[03:55:45.232]',0.195,0.459,85.312,-
'[03:55:45.240]',0.180,0.459,84.375,-
'[03:55:45.248]',0.172,0.459,83.438,-
'[03:55:45.256]',0.164,0.459,82.500,-
'[03:55:45.264]',0.164,0.459,81.562,-
'[03:55:45.272]',0.188,0.459,80.625,-
'[03:55:45.280]',0.242,0.459,79.688,-
'[03:55:45.288]',0.281,0.459,79.688,-
'[03:55:45.296]',0.258,0.467,78.750,-
'[03:55:45.304]',0.227,0.467,78.750,-
'[03:55:45.312]',0.203,0.467,77.812,-
'[03:55:45.320]',0.062,0.475,77.812,-
'[03:55:45.328]',-0.148,0.475,76.875,-
'[03:55:45.336]',-0.227,0.482,76.875,-
'[03:55:45.344]',-0.117,0.482,75.938,-
'[03:55:45.352]',0.023,0.482,75.938,-
'[03:55:45.360]',0.109,0.490,75.000,-
'[03:55:45.368]',0.156,0.490,75.000,-
'[03:55:45.376]',0.195,0.502,74.062,-
'[03:55:45.384]',0.211,0.502,74.062,-
'[03:55:45.392]',0.227,0.502,74.062,-
'[03:55:45.400]',0.227,0.502,73.125,-
'[03:55:45.408]',0.227,0.502,72.188,-
'[03:55:45.416]',0.227,0.510,72.188,-
'[03:55:45.424]',0.227,0.510,71.250,-
'[03:55:45.432]',0.234,0.510,70.312,-
'[03:55:45.440]',0.234,0.510,70.312,-
'[03:55:45.448]',0.234,0.510,69.375,-
'[03:55:45.456]',0.234,0.510,68.438,-
'[03:55:45.464]',0.242,0.518,68.438,-
'[03:55:45.472]',0.242,0.518,67.500,-
'[03:55:45.480]',0.250,0.518,67.500,-
'[03:55:45.488]',0.250,0.518,66.562,-
'[03:55:45.496]',0.266,0.518,66.562,-
'[03:55:45.504]',0.266,0.518,66.562,-
'[03:55:45.512]',0.266,0.518,65.625,-
'[03:55:45.520]',0.281,0.518,65.625,-
'[03:55:45.528]',0.281,0.518,65.625,-
'[03:55:45.536]',0.289,0.514,66.562,-
'[03:55:45.544]',0.297,0.510,68.438,-
'[03:55:45.552]',0.297,0.510,72.188,-
'[03:55:45.560]',0.312,0.510,77.812,-
'[03:55:45.568]',0.320,0.510,86.250,-
'[03:55:45.576]',0.336,0.510,95.625,-
'[03:55:45.584]',0.352,0.510,104.062,-
'[03:55:45.592]',0.359,0.510,109.688,-
'[03:55:45.600]',0.336,0.502,113.438,-
'[03:55:45.608]',0.312,0.502,116.250,-
'[03:55:45.616]',0.281,0.502,119.062,-
'[03:55:45.624]',0.258,0.502,121.875,-
'[03:55:45.632]',0.250,0.502,123.750,-
'[03:55:45.640]',0.242,0.502,126.562,-
'[03:55:45.648]',0.234,0.502,127.500,-
'[03:55:45.656]',0.227,0.502,127.500,-
'[03:55:45.664]',0.227,0.502,127.500,-
'[03:55:45.672]',0.227,0.490,127.500,-
'[03:55:45.680]',0.227,0.490,126.562,-
'[03:55:45.688]',0.227,0.490,125.625,-
'[03:55:45.696]',0.234,0.490,123.750,-
'[03:55:45.704]',0.234,0.490,121.875,-
'[03:55:45.712]',0.242,0.482,120.000,-
'[03:55:45.720]',0.242,0.482,117.188,-
'[03:55:45.728]',0.250,0.482,114.375,-
'[03:55:45.736]',0.266,0.475,110.625,-
'[03:55:45.744]',0.281,0.475,105.938,-
'[03:55:45.752]',0.289,0.475,101.250,-
'[03:55:45.760]',0.297,0.475,96.562,-
'[03:55:45.768]',0.297,0.467,92.812,-
'[03:55:45.776]',0.281,0.467,90.000,-
'[03:55:45.784]',0.258,0.467,88.125,-
'[03:55:45.792]',0.227,0.467,87.188,-
'[03:55:45.800]',0.195,0.467,86.250,-
'[03:55:45.808]',0.172,0.459,85.312,-
'[03:55:45.816]',0.164,0.459,85.312,-
'[03:55:45.824]',0.156,0.459,84.375,-
'[03:55:45.832]',0.164,0.467,83.438,-
'[03:55:45.840]',0.164,0.467,82.500,-
'[03:55:45.848]',0.195,0.467,81.562,-
'[03:55:45.856]',0.242,0.467,80.625,-
'[03:55:45.864]',0.266,0.475,79.688,-
'[03:55:45.872]',0.242,0.475,79.688,-
'[03:55:45.880]',0.211,0.478,78.750,-
'[03:55:45.888]',0.195,0.482,78.750,-
'[03:55:45.896]',0.062,0.490,78.750,-
'[03:55:45.904]',-0.148,0.490,77.812,-
'[03:55:45.912]',-0.219,0.490,76.875,-
'[03:55:45.920]',-0.125,0.502,76.875,-
'[03:55:45.928]',0.016,0.502,75.938,-
'[03:55:45.936]',0.109,0.502,75.938,-
'[03:55:45.944]',0.164,0.502,75.000,-
'[03:55:45.952]',0.188,0.510,75.000,-
'[03:55:45.960]',0.203,0.510,75.000,-
'[03:55:45.968]',0.211,0.510,74.062,-
'[03:55:45.976]',0.211,0.518,74.062,-
'[03:55:45.984]',0.211,0.518,73.125,-
'[03:55:45.992]',0.211,0.518,73.125,-
'[03:55:46.000]',0.211,0.518,72.188,-
'[03:55:46.008]',0.227,0.525,71.250,-
'[03:55:46.016]',0.227,0.525,71.250,-
'[03:55:46.024]',0.227,0.525,70.312,-
'[03:55:46.032]',0.227,0.525,69.375,-
'[03:55:46.040]',0.234,0.525,69.375,-
'[03:55:46.048]',0.234,0.525,68.438,-
'[03:55:46.056]',0.234,0.525,68.438,-
'[03:55:46.064]',0.242,0.525,67.500,-
'[03:55:46.072]',0.242,0.525,67.500,-
'[03:55:46.080]',0.250,0.525,67.500,-
'[03:55:46.088]',0.250,0.525,66.562,-
'[03:55:46.096]',0.250,0.525,66.562,-
'[03:55:46.104]',0.258,0.525,66.562,-
'[03:55:46.112]',0.266,0.518,67.500,-
'[03:55:46.120]',0.281,0.518,69.375,-
'[03:55:46.128]',0.297,0.518,74.062,-
'[03:55:46.136]',0.312,0.518,80.625,-
'[03:55:46.144]',0.328,0.518,90.000,-
'[03:55:46.152]',0.344,0.518,98.438,-
'[03:55:46.160]',0.359,0.518,106.875,-
'[03:55:46.168]',0.367,0.510,112.500,-
'[03:55:46.176]',0.336,0.510,116.250,-
'[03:55:46.184]',0.312,0.510,119.062,-
'[03:55:46.192]',0.273,0.510,121.875,-
'[03:55:46.200]',0.250,0.502,124.688,-
'[03:55:46.208]',0.234,0.502,126.562,-
'[03:55:46.216]',0.227,0.502,128.438,-
'[03:55:46.224]',0.227,0.502,129.375,-
'[03:55:46.232]',0.227,0.502,130.312,-
'[03:55:46.240]',0.227,0.502,130.312,-
'[03:55:46.248]',0.227,0.502,129.375,-
'[03:55:46.256]',0.227,0.502,128.438,-
'[03:55:46.264]',0.227,0.502,127.500,-
'[03:55:46.272]',0.234,0.490,126.562,-
'[03:55:46.280]',0.234,0.490,124.688,-
'[03:55:46.288]',0.242,0.490,122.812,-
'[03:55:46.296]',0.250,0.482,120.000,-
'[03:55:46.304]',0.258,0.482,117.188,-
'[03:55:46.312]',0.266,0.482,113.438,-
'[03:55:46.320]',0.273,0.482,108.750,-
'[03:55:46.328]',0.289,0.475,104.062,-
'[03:55:46.336]',0.297,0.475,99.375,-
'[03:55:46.344]',0.305,0.475,94.688,-
'[03:55:46.352]',0.312,0.475,91.875,-
'[03:55:46.360]',0.266,0.475,90.000,-
'[03:55:46.368]',0.227,0.475,88.125,-
'[03:55:46.376]',0.195,0.475,88.125,-
'[03:55:46.384]',0.188,0.475,87.188,-
'[03:55:46.392]',0.188,0.475,86.250,-
'[03:55:46.400]',0.180,0.475,85.312,-
'[03:55:46.408]',0.188,0.475,84.375,-
'[03:55:46.416]',0.188,0.475,83.438,-
'[03:55:46.424]',0.219,0.475,83.438,-
'[03:55:46.432]',0.266,0.482,82.500,-
'[03:55:46.440]',0.312,0.482,81.562,-
'[03:55:46.448]',0.289,0.490,81.562,-
'[03:55:46.456]',0.273,0.490,80.625,-
'[03:55:46.464]',0.266,0.502,80.625,-
'[03:55:46.472]',0.109,0.502,79.688,-
'[03:55:46.480]',-0.117,0.502,79.688,-
'[03:55:46.488]',-0.180,0.502,78.750,-
'[03:55:46.496]',-0.062,0.502,78.750,-
'[03:55:46.504]',0.070,0.510,77.812,-
'[03:55:46.512]',0.141,0.510,77.812,-
'[03:55:46.520]',0.188,0.518,76.875,-
'[03:55:46.528]',0.211,0.518,76.875,-
'[03:55:46.536]',0.227,0.525,75.938,-
'[03:55:46.544]',0.242,0.525,75.938,-
'[03:55:46.552]',0.242,0.525,75.938,-
'[03:55:46.560]',0.250,0.533,75.000,-
'[03:55:46.568]',0.250,0.533,74.062,-
'[03:55:46.576]',0.250,0.533,74.062,-
'[03:55:46.584]',0.250,0.533,73.125,-
'[03:55:46.592]',0.250,0.533,72.188,-
'[03:55:46.600]',0.250,0.533,72.188,-
'[03:55:46.608]',0.266,0.533,71.250,-
'[03:55:46.616]',0.266,0.541,70.312,-
'[03:55:46.624]',0.273,0.541,70.312,-
'[03:55:46.632]',0.289,0.541,69.375,-
'[03:55:46.640]',0.297,0.541,69.375,-
'[03:55:46.648]',0.297,0.541,68.438,-
'[03:55:46.656]',0.297,0.541,68.438,-
'[03:55:46.664]',0.312,0.533,68.438,-
'[03:55:46.672]',0.312,0.533,67.500,-
'[03:55:46.680]',0.312,0.533,68.438,-
'[03:55:46.688]',0.320,0.533,69.375,-
'[03:55:46.696]',0.336,0.533,72.188,-
'[03:55:46.704]',0.352,0.533,77.812,-
'[03:55:46.712]',0.367,0.533,85.312,-
'[03:55:46.720]',0.383,0.525,94.688,-
'[03:55:46.728]',0.406,0.525,104.062,-
'[03:55:46.736]',0.422,0.525,111.562,-
'[03:55:46.744]',0.422,0.525,116.250,-
'[03:55:46.752]',0.391,0.525,120.000,-
'[03:55:46.760]',0.375,0.518,122.812,-
'[03:55:46.768]',0.352,0.518,125.625,-
'[03:55:46.776]',0.328,0.518,128.438,-
'[03:55:46.784]',0.312,0.518,130.312,-
'[03:55:46.792]',0.297,0.510,132.188,-
'[03:55:46.800]',0.281,0.510,133.125,-
'[03:55:46.808]',0.273,0.510,133.125,-
'[03:55:46.816]',0.273,0.510,133.125,-
'[03:55:46.824]',0.281,0.510,133.125,-
'[03:55:46.832]',0.281,0.502,132.188,-
'[03:55:46.840]',0.281,0.502,130.312,-
'[03:55:46.848]',0.281,0.502,129.375,-
'[03:55:46.856]',0.273,0.502,127.500,-
'[03:55:46.864]',0.281,0.502,125.625,-
'[03:55:46.872]',0.289,0.502,122.812,-
'[03:55:46.880]',0.297,0.502,119.062,-
'[03:55:46.888]',0.297,0.502,115.312,-
'[03:55:46.896]',0.312,0.490,110.625,-
'[03:55:46.904]',0.328,0.490,105.938,-
'[03:55:46.912]',0.344,0.490,100.312,-
'[03:55:46.920]',0.352,0.490,95.625,-
'[03:55:46.928]',0.344,0.490,92.812,-
'[03:55:46.936]',0.312,0.490,90.938,-
