'Time','I','II','AVR','V','RESP','PLETH','ABP','CVP'
'[15:04:14.904]',-,0.545,0.555,0.360,0.427,2.406,83.113,-2.999
'[15:04:14.912]',-,0.520,0.575,0.375,0.437,2.453,82.468,-2.999
'[15:04:14.920]',-,0.490,0.600,0.395,0.447,2.487,81.882,-2.999
'[15:04:14.928]',-,0.460,0.625,0.410,0.458,2.506,81.237,-2.999
'[15:04:14.936]',-,0.445,0.645,0.420,0.469,2.512,80.593,-2.999
'[15:04:14.944]',-,0.435,0.650,0.425,0.480,2.507,80.007,-2.999
'[15:04:14.952]',-,0.435,0.655,0.430,0.491,2.496,79.362,-2.999
'[15:04:14.960]',-,0.430,0.655,0.430,0.502,2.483,78.717,-2.999
'[15:04:14.968]',-,0.425,0.660,0.435,0.512,2.468,78.131,-2.999
'[15:04:14.976]',-,0.430,0.660,0.435,0.522,2.453,77.545,-2.999
'[15:04:14.984]',-,0.435,0.655,0.430,0.532,2.435,76.959,-2.999
'[15:04:14.992]',-,0.435,0.650,0.425,0.541,2.415,76.431,-2.999
'[15:04:15.000]',-,0.440,0.650,0.425,0.550,2.393,75.845,-2.999
'[15:04:15.008]',-,0.440,0.645,0.425,0.560,2.369,75.376,-2.999
'[15:04:15.016]',-,0.450,0.645,0.430,0.569,2.341,74.849,-2.999
'[15:04:15.024]',-,0.485,0.620,0.440,0.578,2.313,74.438,-2.999
'[15:04:15.032]',-,0.580,0.540,0.355,0.585,2.283,74.028,-2.999
'[15:04:15.040]',-,0.740,0.365,0.065,0.593,2.252,73.676,-2.999
'[15:04:15.048]',-,0.935,0.140,-0.301,0.599,2.219,73.325,-2.999
'[15:04:15.056]',-,0.990,0.070,-0.396,0.605,2.180,72.914,-2.999
'[15:04:15.064]',-,0.710,0.325,-0.041,0.611,2.134,72.563,-2.999
'[15:04:15.072]',-,0.425,0.655,0.385,0.618,2.085,72.152,-2.999
'[15:04:15.080]',-,0.330,0.800,0.555,0.624,2.033,71.859,-2.999
'[15:04:15.088]',-,0.355,0.770,0.565,0.630,1.979,71.508,-2.999
'[15:04:15.096]',-,0.415,0.700,0.525,0.637,1.929,71.039,-2.999
'[15:04:15.104]',-,0.455,0.655,0.500,0.643,1.887,70.570,-2.999
'[15:04:15.112]',-,0.470,0.635,0.490,0.649,1.850,69.984,-2.999
'[15:04:15.120]',-,0.485,0.625,0.485,0.656,1.818,69.339,-2.999
'[15:04:15.128]',-,0.495,0.620,0.475,0.661,1.793,68.870,-2.999
'[15:04:15.136]',-,0.500,0.615,0.470,0.666,1.775,68.343,-2.999
'[15:04:15.144]',-,0.510,0.605,0.465,0.671,1.766,67.874,-2.999
'[15:04:15.152]',-,0.515,0.600,0.455,0.675,1.765,67.346,-2.999
'[15:04:15.160]',-,0.520,0.600,0.450,0.680,1.768,66.819,-2.999
'[15:04:15.168]',-,0.520,0.595,0.445,0.685,1.773,66.291,-2.999
'[15:04:15.176]',-,0.535,0.580,0.435,0.690,1.780,65.705,-2.999
'[15:04:15.184]',-,0.545,0.575,0.430,0.695,1.785,65.236,-2.999
'[15:04:15.192]',-,0.550,0.575,0.420,0.699,1.786,64.709,-2.999
'[15:04:15.200]',-,0.555,0.565,0.405,0.704,1.784,64.298,-2.999
'[15:04:15.208]',-,0.570,0.550,0.395,0.708,1.781,63.947,-2.999
'[15:04:15.216]',-,0.580,0.535,0.385,0.712,1.776,63.712,-2.999
'[15:04:15.224]',-,0.595,0.530,0.370,0.716,1.770,63.771,-2.999
'[15:04:15.232]',-,0.610,0.515,0.355,0.720,1.760,64.240,-2.999
'[15:04:15.240]',-,0.635,0.495,0.330,0.725,1.747,65.002,-2.999
'[15:04:15.248]',-,0.665,0.475,0.305,0.730,1.733,66.174,-2.999
'[15:04:15.256]',-,0.690,0.450,0.280,0.734,1.716,68.401,-2.999
'[15:04:15.264]',-,0.715,0.430,0.250,0.739,1.695,72.680,-2.999
'[15:04:15.272]',-,0.745,0.400,0.225,0.743,1.674,79.127,-2.999
'[15:04:15.280]',-,0.770,0.385,0.200,0.748,1.653,86.688,-2.999
'[15:04:15.288]',-,0.780,0.375,0.190,0.752,1.630,93.663,-2.999
'[15:04:15.296]',-,0.775,0.375,0.195,0.756,1.609,99.290,-2.999
'[15:04:15.304]',-,0.745,0.395,0.215,0.760,1.590,103.921,-2.999
'[15:04:15.312]',-,0.695,0.435,0.260,0.764,1.576,108.258,-2.999
'[15:04:15.320]',-,0.645,0.475,0.305,0.769,1.561,112.009,-2.999
'[15:04:15.328]',-,0.600,0.515,0.360,0.773,1.546,114.530,-2.999
'[15:04:15.336]',-,0.560,0.555,0.395,0.777,1.532,115.526,-2.999
'[15:04:15.344]',-,0.530,0.590,0.430,0.781,1.516,115.409,-2.999
'[15:04:15.352]',-,0.495,0.610,0.450,0.784,1.501,114.823,-2.999
'[15:04:15.360]',-,0.475,0.630,0.465,0.786,1.487,114.295,-2.999
'[15:04:15.368]',-,0.460,0.640,0.470,0.788,1.472,114.119,-2.999
'[15:04:15.376]',-,0.450,0.650,0.475,0.791,1.457,114.236,-2.999
'[15:04:15.384]',-,0.445,0.655,0.480,0.793,1.443,114.471,-2.999
'[15:04:15.392]',-,0.445,0.660,0.475,0.795,1.428,114.823,-2.999
'[15:04:15.400]',-,0.440,0.660,0.475,0.798,1.416,115.057,-2.999
'[15:04:15.408]',-,0.440,0.660,0.475,0.801,1.409,115.233,-2.999
'[15:04:15.416]',-,0.445,0.660,0.475,0.804,1.402,115.350,-2.999
'[15:04:15.424]',-,0.445,0.655,0.475,0.806,1.392,115.292,-2.999
'[15:04:15.432]',-,0.450,0.650,0.475,0.809,1.380,115.057,-2.999
'[15:04:15.440]',-,0.455,0.645,0.470,0.813,1.370,114.530,-2.999
'[15:04:15.448]',-,0.465,0.640,0.465,0.815,1.362,113.826,-2.999
'[15:04:15.456]',-,0.470,0.635,0.460,0.817,1.352,112.713,-2.999
'[15:04:15.464]',-,0.475,0.630,0.455,0.818,1.343,111.364,-2.999
'[15:04:15.472]',-,0.475,0.625,0.455,0.820,1.333,109.547,-2.999
'[15:04:15.480]',-,0.475,0.625,0.450,0.823,1.324,107.086,-2.999
'[15:04:15.488]',-,0.475,0.625,0.450,0.825,1.315,103.921,-2.999
'[15:04:15.496]',-,0.475,0.625,0.450,0.828,1.307,99.935,-2.999
'[15:04:15.504]',-,0.475,0.625,0.445,0.832,1.303,95.539,-2.999
'[15:04:15.512]',-,0.475,0.625,0.445,0.835,1.299,91.553,-2.999
'[15:04:15.520]',-,0.475,0.625,0.445,0.839,1.289,88.857,-2.999
'[15:04:15.528]',-,0.475,0.620,0.440,0.842,1.279,87.743,-2.999
'[15:04:15.536]',-,0.470,0.625,0.440,0.846,1.270,87.626,-2.999
'[15:04:15.544]',-,0.470,0.625,0.440,0.849,1.266,87.685,-2.999
'[15:04:15.552]',-,0.470,0.625,0.440,0.854,1.273,87.450,-2.999
'[15:04:15.560]',-,0.470,0.625,0.440,0.858,1.317,86.981,-2.999
'[15:04:15.568]',-,0.470,0.625,0.445,0.863,1.391,86.806,-2.999
'[15:04:15.576]',-,0.470,0.625,0.445,0.869,1.476,86.864,-2.999
'[15:04:15.584]',-,0.475,0.615,0.450,0.874,1.580,87.099,-2.999
'[15:04:15.592]',-,0.505,0.595,0.455,0.880,1.702,87.275,-2.999
'[15:04:15.600]',-,0.535,0.575,0.430,0.886,1.819,87.216,-2.999
'[15:04:15.608]',-,0.545,0.570,0.405,0.891,1.935,87.040,-2.999
'[15:04:15.616]',-,0.555,0.560,0.380,0.896,2.065,86.806,-2.999
'[15:04:15.624]',-,0.560,0.555,0.360,0.901,2.195,86.395,-2.999
'[15:04:15.632]',-,0.545,0.555,0.360,0.905,2.313,85.985,-2.999
'[15:04:15.640]',-,0.530,0.570,0.375,0.909,2.411,85.399,-2.999
'[15:04:15.648]',-,0.510,0.585,0.390,0.914,2.486,84.871,-2.999
'[15:04:15.656]',-,0.475,0.610,0.410,0.919,2.538,84.168,-2.999
'[15:04:15.664]',-,0.445,0.630,0.430,0.924,2.565,83.523,-2.999
'[15:04:15.672]',-,0.425,0.650,0.445,0.927,2.574,82.996,-2.999
'[15:04:15.680]',-,0.410,0.665,0.455,0.932,2.569,82.351,-2.999
'[15:04:15.688]',-,0.400,0.670,0.460,0.935,2.552,81.824,-2.999
'[15:04:15.696]',-,0.395,0.675,0.460,0.938,2.529,81.296,-2.999
'[15:04:15.704]',-,0.395,0.675,0.465,0.940,2.504,80.886,-2.999
'[15:04:15.712]',-,0.395,0.675,0.465,0.942,2.480,80.475,-2.999
'[15:04:15.720]',-,0.395,0.670,0.460,0.944,2.454,80.124,-2.999
'[15:04:15.728]',-,0.400,0.670,0.460,0.945,2.428,79.714,-2.999
'[15:04:15.736]',-,0.400,0.670,0.455,0.946,2.407,79.362,-2.999
'[15:04:15.744]',-,0.405,0.665,0.455,0.946,2.387,79.069,-2.999
'[15:04:15.752]',-,0.410,0.660,0.455,0.946,2.367,78.776,-2.999
'[15:04:15.760]',-,0.435,0.645,0.470,0.947,2.344,78.483,-2.999
'[15:04:15.768]',-,0.505,0.600,0.440,0.946,2.321,78.248,-2.999
'[15:04:15.776]',-,0.645,0.465,0.220,0.945,2.296,78.072,-2.999
'[15:04:15.784]',-,0.840,0.245,-0.151,0.944,2.268,77.779,-2.999
'[15:04:15.792]',-,0.956,0.090,-0.376,0.942,2.233,77.603,-2.999
'[15:04:15.800]',-,0.790,0.225,-0.166,0.938,2.196,77.428,-2.999
'[15:04:15.808]',-,0.485,0.565,0.285,0.935,2.156,77.193,-2.999
'[15:04:15.816]',-,0.305,0.785,0.555,0.929,2.109,76.900,-2.999
'[15:04:15.824]',-,0.285,0.820,0.590,0.924,2.057,76.607,-2.999
'[15:04:15.832]',-,0.350,0.745,0.565,0.918,2.002,76.255,-2.501
'[15:04:15.840]',-,0.405,0.685,0.535,0.913,1.945,75.845,-2.003
'[15:04:15.848]',-,0.430,0.655,0.530,0.907,1.889,75.435,-1.631
'[15:04:15.856]',-,0.445,0.645,0.520,0.901,1.840,74.907,-1.319
'[15:04:15.864]',-,0.450,0.640,0.510,0.892,1.799,74.497,-1.065
'[15:04:15.872]',-,0.460,0.635,0.500,0.884,1.766,73.969,-0.938
'[15:04:15.880]',-,0.465,0.630,0.495,0.874,1.743,73.501,-0.879
'[15:04:15.888]',-,0.475,0.625,0.490,0.864,1.729,73.032,-0.821
'[15:04:15.896]',-,0.480,0.615,0.480,0.852,1.724,72.563,-0.821
'[15:04:15.904]',-,0.490,0.610,0.475,0.840,1.725,72.094,-0.821
'[15:04:15.912]',-,0.495,0.600,0.465,0.827,1.729,71.684,-0.879
'[15:04:15.920]',-,0.505,0.595,0.455,0.814,1.731,71.156,-0.938
'[15:04:15.928]',-,0.515,0.590,0.450,0.801,1.729,70.746,-1.065
'[15:04:15.936]',-,0.525,0.580,0.435,0.788,1.724,70.218,-1.192
'[15:04:15.944]',-,0.535,0.575,0.425,0.775,1.718,69.808,-1.319
'[15:04:15.952]',-,0.540,0.560,0.415,0.763,1.709,69.456,-1.377
'[15:04:15.960]',-,0.555,0.550,0.405,0.748,1.693,69.398,-1.377
'[15:04:15.968]',-,0.570,0.535,0.385,0.734,1.674,69.691,-1.319
'[15:04:15.976]',-,0.590,0.520,0.365,0.718,1.657,70.335,-1.133
'[15:04:15.984]',-,0.615,0.500,0.345,0.703,1.640,71.625,-0.879
'[15:04:15.992]',-,0.640,0.475,0.320,0.689,1.624,73.969,-0.694
'[15:04:16.000]',-,0.670,0.450,0.290,0.675,1.608,78.190,-0.567
'[15:04:16.008]',-,0.705,0.425,0.260,0.662,1.593,84.461,-0.567
'[15:04:16.016]',-,0.725,0.405,0.235,0.649,1.574,91.905,-0.752
'[15:04:16.024]',-,0.740,0.385,0.215,0.635,1.551,98.997,-1.133
'[15:04:16.032]',-,0.750,0.385,0.210,0.621,1.530,104.917,-1.690
'[15:04:16.040]',-,0.730,0.395,0.220,0.606,1.510,110.016,-2.130
'[15:04:16.048]',-,0.695,0.420,0.250,0.591,1.494,114.354,-2.384
'[15:04:16.056]',-,0.640,0.465,0.300,0.577,1.474,117.812,-2.384
'[15:04:16.064]',-,0.585,0.510,0.350,0.562,1.453,119.863,-2.257
'[15:04:16.072]',-,0.540,0.550,0.395,0.547,1.433,120.684,-2.071
'[15:04:16.080]',-,0.495,0.590,0.430,0.532,1.416,120.684,-1.876
'[15:04:16.088]',-,0.465,0.620,0.455,0.519,1.401,120.449,-1.876
'[15:04:16.096]',-,0.440,0.640,0.470,0.507,1.387,120.391,-2.003
'[15:04:16.104]',-,0.425,0.655,0.480,0.495,1.380,120.625,-2.130
'[15:04:16.112]',-,0.415,0.665,0.485,0.484,1.377,121.329,-2.315
'[15:04:16.120]',-,0.410,0.670,0.490,0.473,1.372,122.032,-2.384
'[15:04:16.128]',-,0.405,0.675,0.490,0.461,1.369,122.677,-2.384
'[15:04:16.136]',-,0.405,0.675,0.490,0.450,1.365,122.911,-2.315
'[15:04:16.144]',-,0.405,0.675,0.490,0.438,1.359,122.911,-2.257
'[15:04:16.152]',-,0.405,0.675,0.495,0.428,1.352,122.735,-2.315
'[15:04:16.160]',-,0.405,0.670,0.490,0.418,1.345,122.442,-2.501
'[15:04:16.168]',-,0.410,0.670,0.490,0.409,1.336,121.915,-2.696
'[15:04:16.176]',-,0.410,0.665,0.485,0.400,1.326,121.153,-2.940
'[15:04:16.184]',-,0.415,0.665,0.480,0.391,1.313,120.156,-2.999
'[15:04:16.192]',-,0.420,0.665,0.480,0.382,1.299,118.926,-2.999
'[15:04:16.200]',-,0.420,0.660,0.475,0.374,1.289,117.402,-2.999
'[15:04:16.208]',-,0.425,0.660,0.470,0.366,1.283,115.526,-2.999
'[15:04:16.216]',-,0.425,0.655,0.470,0.358,1.272,113.181,-2.999
'[15:04:16.224]',-,0.425,0.655,0.465,0.350,1.258,110.134,-2.999
'[15:04:16.232]',-,0.425,0.655,0.465,0.343,1.243,106.441,-2.999
'[15:04:16.240]',-,0.425,0.655,0.460,0.336,1.228,102.279,-2.999
'[15:04:16.248]',-,0.430,0.655,0.455,0.330,1.211,98.528,-2.999
'[15:04:16.256]',-,0.430,0.650,0.455,0.324,1.197,96.008,-2.999
'[15:04:16.264]',-,0.430,0.650,0.455,0.319,1.187,94.660,-2.940
'[15:04:16.272]',-,0.430,0.650,0.450,0.314,1.180,94.308,-2.755
'[15:04:16.280]',-,0.430,0.655,0.450,0.309,1.180,94.074,-2.696
'[15:04:16.288]',-,0.430,0.655,0.450,0.303,1.191,93.546,-2.696
'[15:04:16.296]',-,0.430,0.650,0.445,0.298,1.217,92.960,-2.813
'[15:04:16.304]',-,0.435,0.645,0.445,0.293,1.257,92.608,-2.882
'[15:04:16.312]',-,0.435,0.645,0.445,0.290,1.314,92.432,-2.882
'[15:04:16.320]',-,0.435,0.645,0.445,0.286,1.397,92.315,-2.882
'[15:04:16.328]',-,0.450,0.635,0.455,0.282,1.500,92.022,-2.755
'[15:04:16.336]',-,0.475,0.615,0.465,0.280,1.619,91.729,-2.569
'[15:04:16.344]',-,0.510,0.590,0.440,0.277,1.747,91.377,-2.384
'[15:04:16.352]',-,0.520,0.580,0.415,0.274,1.876,90.909,-2.130
'[15:04:16.360]',-,0.530,0.575,0.385,0.271,1.998,90.440,-1.876
'[15:04:16.368]',-,0.535,0.565,0.360,0.268,2.107,89.795,-1.631
'[15:04:16.376]',-,0.530,0.560,0.355,0.265,2.195,89.150,-1.377
'[15:04:16.384]',-,0.520,0.570,0.360,0.263,2.260,88.505,-1.133
'[15:04:16.392]',-,0.500,0.580,0.375,0.260,2.303,87.861,-0.938
'[15:04:16.400]',-,0.470,0.605,0.390,0.257,2.325,87.099,-0.821
'[15:04:16.408]',-,0.440,0.635,0.405,0.255,2.331,86.337,-0.752
'[15:04:16.416]',-,0.425,0.650,0.425,0.252,2.329,85.692,-0.821
'[15:04:16.424]',-,0.410,0.665,0.435,0.250,2.319,84.930,-0.879
'[15:04:16.432]',-,0.405,0.670,0.435,0.247,2.301,84.227,-1.006
'[15:04:16.440]',-,0.405,0.670,0.440,0.245,2.282,83.523,-1.192
'[15:04:16.448]',-,0.405,0.670,0.435,0.243,2.261,82.937,-1.319
'[15:04:16.456]',-,0.405,0.670,0.435,0.241,2.240,82.234,-1.504
'[15:04:16.464]',-,0.405,0.665,0.435,0.238,2.219,81.589,-1.563
'[15:04:16.472]',-,0.405,0.665,0.440,0.237,2.195,81.003,-1.631
'[15:04:16.480]',-,0.410,0.665,0.440,0.235,2.168,80.358,-1.631
'[15:04:16.488]',-,0.415,0.660,0.435,0.234,2.141,79.772,-1.631
'[15:04:16.496]',-,0.425,0.660,0.435,0.233,2.113,79.186,-1.631
'[15:04:16.504]',-,0.455,0.645,0.450,0.231,2.087,78.600,-1.631
'[15:04:16.512]',-,0.530,0.590,0.415,0.229,2.060,78.190,-1.631
'[15:04:16.520]',-,0.665,0.450,0.190,0.226,2.032,77.779,-1.563
'[15:04:16.528]',-,0.850,0.225,-0.196,0.224,2.002,77.428,-1.446
'[15:04:16.536]',-,0.956,0.060,-0.431,0.222,1.968,77.135,-1.250
'[15:04:16.544]',-,0.785,0.195,-0.220,0.220,1.926,76.724,-1.065
'[15:04:16.552]',-,0.495,0.540,0.235,0.217,1.879,76.373,-0.752
'[15:04:16.560]',-,0.335,0.770,0.500,0.215,1.831,76.021,-0.440
'[15:04:16.568]',-,0.315,0.800,0.545,0.214,1.782,75.669,-0.127
'[15:04:16.576]',-,0.375,0.730,0.530,0.213,1.737,75.259,0.117
'[15:04:16.584]',-,0.430,0.675,0.515,0.212,1.697,74.731,0.313
'[15:04:16.592]',-,0.450,0.645,0.510,0.211,1.663,74.263,0.430
'[15:04:16.600]',-,0.465,0.640,0.500,0.209,1.640,73.676,0.498
'[15:04:16.608]',-,0.470,0.630,0.495,0.208,1.626,73.090,0.498
'[15:04:16.616]',-,0.475,0.625,0.490,0.207,1.615,72.504,0.430
'[15:04:16.624]',-,0.485,0.620,0.480,0.206,1.609,71.977,0.313
'[15:04:16.632]',-,0.495,0.615,0.475,0.205,1.606,71.449,0.117
'[15:04:16.640]',-,0.500,0.610,0.470,0.204,1.605,70.863,0.000
'[15:04:16.648]',-,0.510,0.600,0.465,0.204,1.604,70.335,-0.068
'[15:04:16.656]',-,0.515,0.595,0.455,0.204,1.604,69.867,-0.195
'[15:04:16.664]',-,0.530,0.585,0.450,0.203,1.604,69.398,-0.381
'[15:04:16.672]',-,0.540,0.575,0.440,0.202,1.604,68.987,-0.567
'[15:04:16.680]',-,0.550,0.570,0.430,0.201,1.604,68.518,-0.752
'[15:04:16.688]',-,0.555,0.560,0.425,0.201,1.600,68.167,-0.938
'[15:04:16.696]',-,0.565,0.550,0.415,0.200,1.594,67.874,-1.065
'[15:04:16.704]',-,0.575,0.535,0.400,0.199,1.588,67.815,-1.133
'[15:04:16.712]',-,0.590,0.525,0.385,0.198,1.579,68.108,-1.065
'[15:04:16.720]',-,0.605,0.510,0.360,0.197,1.566,68.929,-0.938
'[15:04:16.728]',-,0.630,0.490,0.340,0.196,1.553,70.394,-0.752
'[15:04:16.736]',-,0.660,0.465,0.310,0.195,1.540,73.325,-0.625
'[15:04:16.744]',-,0.690,0.440,0.285,0.195,1.526,78.131,-0.567
'[15:04:16.752]',-,0.715,0.415,0.250,0.195,1.512,84.871,-0.752
'[15:04:16.760]',-,0.745,0.395,0.225,0.194,1.497,92.374,-1.133
'[15:04:16.768]',-,0.760,0.380,0.205,0.194,1.478,99.232,-1.690
'[15:04:16.776]',-,0.760,0.375,0.195,0.193,1.457,104.976,-2.188
'[15:04:16.784]',-,0.745,0.380,0.205,0.193,1.437,109.782,-2.501
'[15:04:16.792]',-,0.705,0.410,0.235,0.192,1.418,114.061,-2.628
'[15:04:16.800]',-,0.650,0.450,0.280,0.192,1.406,117.226,-2.569
'[15:04:16.808]',-,0.600,0.495,0.330,0.192,1.397,119.043,-2.384
'[15:04:16.816]',-,0.550,0.540,0.380,0.192,1.385,119.746,-2.130
'[15:04:16.824]',-,0.510,0.575,0.420,0.192,1.372,119.805,-2.071
'[15:04:16.832]',-,0.480,0.610,0.445,0.191,1.363,119.805,-2.130
'[15:04:16.840]',-,0.460,0.630,0.465,0.191,1.354,119.922,-2.315
'[15:04:16.848]',-,0.445,0.645,0.475,0.190,1.346,120.449,-2.569
'[15:04:16.856]',-,0.435,0.655,0.480,0.189,1.339,121.094,-2.813
'[15:04:16.864]',-,0.430,0.660,0.480,0.189,1.332,121.798,-2.882
'[15:04:16.872]',-,0.425,0.660,0.480,0.188,1.325,122.325,-2.882
'[15:04:16.880]',-,0.425,0.665,0.485,0.187,1.318,122.560,-2.882
'[15:04:16.888]',-,0.425,0.665,0.485,0.186,1.311,122.677,-2.882
'[15:04:16.896]',-,0.425,0.665,0.485,0.185,1.307,122.677,-2.940
'[15:04:16.904]',-,0.425,0.665,0.485,0.184,1.304,122.560,-2.999
'[15:04:16.912]',-,0.425,0.660,0.485,0.183,1.295,122.149,-2.999
'[15:04:16.920]',-,0.430,0.660,0.480,0.182,1.285,121.504,-2.999
'[15:04:16.928]',-,0.430,0.655,0.480,0.181,1.276,120.567,-2.999
'[15:04:16.936]',-,0.435,0.655,0.475,0.180,1.263,119.336,-2.999
'[15:04:16.944]',-,0.435,0.655,0.475,0.179,1.251,117.929,-2.999
'[15:04:16.952]',-,0.440,0.650,0.475,0.178,1.240,116.171,-2.999
'[15:04:16.960]',-,0.445,0.645,0.470,0.178,1.228,113.885,-2.999
'[15:04:16.968]',-,0.445,0.645,0.470,0.177,1.216,110.837,-2.999
'[15:04:16.976]',-,0.445,0.645,0.465,0.177,1.207,107.086,-2.999
'[15:04:16.984]',-,0.445,0.645,0.465,0.177,1.199,102.983,-2.999
'[15:04:16.992]',-,0.445,0.640,0.460,0.176,1.192,99.056,-2.999
'[15:04:17.000]',-,0.445,0.640,0.455,0.176,1.190,96.184,-2.999
'[15:04:17.008]',-,0.445,0.640,0.455,0.175,1.193,94.543,-2.999
'[15:04:17.016]',-,0.445,0.640,0.455,0.175,1.194,93.839,-2.999
'[15:04:17.024]',-,0.445,0.640,0.455,0.175,1.196,93.429,-2.940
'[15:04:17.032]',-,0.450,0.640,0.450,0.175,1.205,92.901,-2.813
'[15:04:17.040]',-,0.450,0.635,0.450,0.175,1.228,92.432,-2.755
'[15:04:17.048]',-,0.450,0.635,0.445,0.176,1.271,92.022,-2.696
'[15:04:17.056]',-,0.450,0.635,0.445,0.176,1.340,91.788,-2.628
'[15:04:17.064]',-,0.450,0.635,0.440,0.177,1.435,91.671,-2.501
'[15:04:17.072]',-,0.450,0.635,0.440,0.177,1.551,91.436,-2.315
'[15:04:17.080]',-,0.455,0.625,0.445,0.178,1.683,91.026,-2.071
'[15:04:17.088]',-,0.465,0.620,0.450,0.179,1.823,90.674,-1.817
'[15:04:17.096]',-,0.490,0.605,0.460,0.180,1.943,90.264,-1.631
'[15:04:17.104]',-,0.515,0.580,0.450,0.180,2.048,89.736,-1.446
'[15:04:17.112]',-,0.535,0.575,0.420,0.181,2.150,89.209,-1.250
'[15:04:17.120]',-,0.540,0.565,0.395,0.182,2.238,88.623,-1.133
'[15:04:17.128]',-,0.545,0.555,0.360,0.183,2.306,87.978,-1.006
'[15:04:17.136]',-,0.545,0.550,0.355,0.184,2.354,87.333,-0.879
'[15:04:17.144]',-,0.535,0.555,0.360,0.185,2.385,86.747,-0.879
'[15:04:17.152]',-,0.515,0.570,0.370,0.187,2.403,86.102,-0.879
'[15:04:17.160]',-,0.485,0.595,0.385,0.189,2.408,85.399,-1.006
'[15:04:17.168]',-,0.450,0.620,0.400,0.190,2.404,84.754,-1.133
'[15:04:17.176]',-,0.430,0.640,0.420,0.192,2.394,84.051,-1.250
'[15:04:17.184]',-,0.420,0.655,0.430,0.194,2.380,83.347,-1.377
'[15:04:17.192]',-,0.410,0.665,0.435,0.195,2.363,82.644,-1.504
'[15:04:17.200]',-,0.410,0.665,0.440,0.196,2.344,81.999,-1.563
'[15:04:17.208]',-,0.415,0.665,0.435,0.198,2.324,81.355,-1.563
'[15:04:17.216]',-,0.415,0.660,0.435,0.199,2.303,80.710,-1.563
'[15:04:17.224]',-,0.415,0.660,0.435,0.200,2.283,80.124,-1.563
'[15:04:17.232]',-,0.415,0.655,0.430,0.201,2.261,79.479,-1.504
'[15:04:17.240]',-,0.420,0.655,0.430,0.202,2.240,78.893,-1.504
'[15:04:17.248]',-,0.425,0.655,0.430,0.202,2.217,78.307,-1.504
'[15:04:17.256]',-,0.430,0.645,0.430,0.202,2.190,77.721,-1.563
'[15:04:17.264]',-,0.455,0.640,0.440,0.202,2.158,77.193,-1.563
'[15:04:17.272]',-,0.515,0.600,0.445,0.202,2.123,76.724,-1.563
'[15:04:17.280]',-,0.630,0.485,0.260,0.202,2.085,76.373,-1.563
'[15:04:17.288]',-,0.805,0.265,-0.110,0.203,2.045,75.962,-1.504
'[15:04:17.296]',-,0.945,0.065,-0.411,0.203,2.009,75.611,-1.377
'[15:04:17.304]',-,0.845,0.050,-0.421,0.203,1.973,75.376,-1.192
'[15:04:17.312]',-,0.555,0.455,0.130,0.203,1.931,75.024,-0.879
'[15:04:17.320]',-,0.360,0.735,0.460,0.202,1.889,74.731,-0.508
'[15:04:17.328]',-,0.325,0.800,0.540,0.202,1.850,74.438,-0.127
'[15:04:17.336]',-,0.370,0.740,0.530,0.201,1.815,73.969,0.186
'[15:04:17.344]',-,0.430,0.675,0.510,0.200,1.785,73.559,0.430
'[15:04:17.352]',-,0.460,0.645,0.505,0.199,1.760,73.032,0.498
'[15:04:17.360]',-,0.470,0.635,0.500,0.199,1.738,72.504,0.498
'[15:04:17.368]',-,0.475,0.625,0.495,0.198,1.721,71.977,0.430
'[15:04:17.376]',-,0.480,0.620,0.490,0.197,1.710,71.508,0.371
'[15:04:17.384]',-,0.485,0.615,0.485,0.197,1.701,70.922,0.244
'[15:04:17.392]',-,0.495,0.610,0.475,0.197,1.694,70.394,0.186
'[15:04:17.400]',-,0.500,0.600,0.470,0.196,1.691,69.925,0.059
'[15:04:17.408]',-,0.510,0.595,0.465,0.196,1.687,69.398,-0.068
'[15:04:17.416]',-,0.515,0.590,0.455,0.195,1.684,68.987,-0.195
'[15:04:17.424]',-,0.520,0.580,0.445,0.195,1.680,68.518,-0.313
'[15:04:17.432]',-,0.530,0.575,0.435,0.194,1.675,68.108,-0.508
'[15:04:17.440]',-,0.540,0.570,0.425,0.194,1.670,67.698,-0.694
'[15:04:17.448]',-,0.550,0.560,0.420,0.194,1.663,67.288,-0.938
'[15:04:17.456]',-,0.555,0.550,0.405,0.194,1.656,66.936,-1.065
'[15:04:17.464]',-,0.565,0.545,0.395,0.194,1.649,66.877,-1.133
'[15:04:17.472]',-,0.580,0.530,0.380,0.194,1.640,67.112,-1.065
'[15:04:17.480]',-,0.595,0.515,0.365,0.195,1.629,67.815,-0.879
'[15:04:17.488]',-,0.620,0.490,0.340,0.195,1.616,69.163,-0.694
'[15:04:17.496]',-,0.645,0.470,0.315,0.196,1.606,71.625,-0.567
'[15:04:17.504]',-,0.675,0.445,0.285,0.196,1.597,75.962,-0.567
'[15:04:17.512]',-,0.705,0.420,0.255,0.197,1.587,82.468,-0.821
'[15:04:17.520]',-,0.730,0.400,0.230,0.197,1.572,90.029,-1.250
'[15:04:17.528]',-,0.745,0.380,0.210,0.198,1.554,97.239,-1.817
'[15:04:17.536]',-,0.755,0.375,0.200,0.198,1.535,103.159,-2.384
'[15:04:17.544]',-,0.740,0.380,0.205,0.199,1.516,108.199,-2.813
'[15:04:17.552]',-,0.710,0.400,0.225,0.200,1.500,112.478,-2.940
