'Time','II','AVR','V','RESP','PLETH','ABP','CVP','ICP'
'[20:48:18.600]',0.235,0.490,0.985,0.200,1.354,118.984,13.686,-
'[20:48:18.608]',0.220,0.505,0.975,0.207,1.385,117.812,13.745,-
'[20:48:18.616]',0.255,0.475,1.000,0.215,1.428,116.347,13.813,-
'[20:48:18.624]',0.230,0.505,0.975,0.223,1.485,114.686,13.813,-
'[20:48:18.632]',0.255,0.475,0.990,0.233,1.556,112.683,13.813,-
'[20:48:18.640]',0.235,0.495,0.975,0.243,1.638,110.534,13.813,-
'[20:48:18.648]',0.260,0.475,0.990,0.253,1.717,108.092,13.872,-
'[20:48:18.656]',0.240,0.490,0.975,0.264,1.795,105.503,13.930,-
'[20:48:18.664]',0.280,0.460,0.985,0.274,1.887,102.621,13.999,-
'[20:48:18.672]',0.260,0.480,0.975,0.284,1.989,99.544,14.057,-
'[20:48:18.680]',0.295,0.445,0.990,0.294,2.097,96.321,13.999,-
'[20:48:18.688]',0.275,0.470,0.970,0.303,2.205,93.048,13.930,-
'[20:48:18.696]',0.295,0.450,0.985,0.314,2.312,90.166,13.872,-
'[20:48:18.704]',0.275,0.445,0.990,0.324,2.414,87.822,13.872,-
'[20:48:18.712]',0.270,0.475,0.975,0.335,2.510,86.161,13.813,-
'[20:48:18.720]',0.280,0.455,0.990,0.346,2.599,84.940,13.745,-
'[20:48:18.728]',0.260,0.475,0.970,0.357,2.685,84.012,13.686,-
'[20:48:18.736]',0.295,0.450,0.980,0.367,2.769,82.986,13.618,-
'[20:48:18.744]',0.285,0.470,0.970,0.377,2.729,81.814,13.559,-
'[20:48:18.752]',0.315,0.445,0.990,0.387,2.624,80.544,13.500,-
'[20:48:18.760]',0.300,0.460,0.980,0.397,2.601,79.225,13.432,-
'[20:48:18.768]',0.325,0.430,1.000,0.407,2.620,78.102,13.305,-
'[20:48:18.776]',0.300,0.455,0.970,0.417,2.656,77.174,13.119,-
'[20:48:18.784]',0.325,0.430,0.975,0.428,2.695,76.441,13.002,-
'[20:48:18.792]',0.310,0.445,0.945,0.438,2.735,75.806,12.807,-
'[20:48:18.800]',0.330,0.420,0.950,0.449,2.775,75.122,12.748,-
'[20:48:18.808]',0.315,0.440,0.940,0.460,2.817,74.438,12.807,-
'[20:48:18.816]',0.340,0.420,0.960,0.471,2.859,73.657,13.061,-
'[20:48:18.824]',0.290,0.465,0.945,0.479,2.901,73.071,13.432,-
'[20:48:18.832]',0.300,0.445,0.970,0.488,2.943,72.533,13.686,-
'[20:48:18.840]',0.270,0.480,0.960,0.496,2.984,72.094,13.618,-
'[20:48:18.848]',0.275,0.465,0.990,0.503,3.014,71.654,13.119,-
'[20:48:18.856]',0.225,0.505,0.975,0.510,3.037,71.361,12.563,-
'[20:48:18.864]',0.240,0.485,0.995,0.516,3.062,71.068,12.182,-
'[20:48:18.872]',0.205,0.520,0.975,0.522,3.080,70.824,12.182,-
'[20:48:18.880]',0.235,0.490,0.990,0.528,3.092,70.384,12.494,-
'[20:48:18.888]',0.220,0.505,0.995,0.533,3.094,69.798,12.875,-
'[20:48:18.896]',0.240,0.490,0.975,0.538,3.088,69.261,13.119,-
'[20:48:18.904]',0.185,0.525,1.005,0.542,3.080,68.675,13.246,-
'[20:48:18.912]',0.135,0.550,1.080,0.546,3.073,68.186,13.305,-
'[20:48:18.920]',0.185,0.530,1.100,0.549,3.066,67.698,13.373,-
'[20:48:18.928]',0.400,0.395,0.970,0.553,3.062,67.356,13.559,-
'[20:48:18.936]',0.770,0.165,0.745,0.556,3.061,67.112,13.745,-
'[20:48:18.944]',1.190,-0.095,0.485,0.559,3.060,66.916,13.999,-
'[20:48:18.952]',1.345,-0.175,0.410,0.562,3.063,66.721,14.184,-
'[20:48:18.960]',1.030,0.000,0.570,0.565,3.072,66.477,14.311,-
'[20:48:18.968]',0.590,0.270,0.795,0.567,3.081,66.037,14.370,-
'[20:48:18.976]',0.265,0.470,0.945,0.570,3.085,65.500,14.370,-
'[20:48:18.984]',0.195,0.515,1.020,0.572,3.086,64.718,14.438,-
'[20:48:18.992]',0.145,0.545,1.020,0.574,3.079,63.986,14.555,-
'[20:48:19.000]',0.160,0.535,1.045,0.577,3.065,63.351,14.809,-
'[20:48:19.008]',0.105,0.575,1.035,0.579,3.040,63.009,14.995,-
'[20:48:19.016]',0.130,0.550,1.065,0.581,3.007,62.716,15.063,-
'[20:48:19.024]',0.100,0.575,1.035,0.583,2.963,62.569,15.063,-
'[20:48:19.032]',0.125,0.550,1.055,0.585,2.909,62.423,14.936,-
'[20:48:19.040]',0.095,0.585,1.040,0.586,2.848,62.227,14.868,-
'[20:48:19.048]',0.125,0.550,1.060,0.588,2.789,62.032,14.868,-
'[20:48:19.056]',0.085,0.590,1.045,0.590,2.727,61.885,14.995,-
'[20:48:19.064]',0.115,0.560,1.060,0.592,2.660,61.690,15.122,-
'[20:48:19.072]',0.090,0.585,1.045,0.594,2.588,61.348,15.181,-
'[20:48:19.080]',0.115,0.555,1.065,0.596,2.516,61.104,15.249,-
'[20:48:19.088]',0.090,0.590,1.045,0.598,2.445,60.811,15.181,-
'[20:48:19.096]',0.110,0.565,1.060,0.601,2.374,60.469,15.122,-
'[20:48:19.104]',0.090,0.585,1.065,0.604,2.304,60.176,15.063,-
'[20:48:19.112]',0.120,0.560,1.045,0.608,2.238,59.932,15.122,-
'[20:48:19.120]',0.125,0.555,1.065,0.611,2.174,59.541,15.181,-
'[20:48:19.128]',0.105,0.575,1.045,0.615,2.113,59.248,15.249,-
'[20:48:19.136]',0.135,0.550,1.070,0.620,2.057,58.857,15.308,-
'[20:48:19.144]',0.110,0.575,1.050,0.623,2.010,58.613,15.308,-
'[20:48:19.152]',0.140,0.545,1.065,0.627,1.968,58.369,15.181,-
'[20:48:19.160]',0.125,0.570,1.045,0.630,1.924,58.320,14.936,-
'[20:48:19.168]',0.145,0.545,1.065,0.634,1.880,58.808,14.624,-
'[20:48:19.176]',0.140,0.560,1.045,0.637,1.835,60.225,14.311,-
'[20:48:19.184]',0.180,0.525,1.065,0.641,1.789,63.497,14.057,-
'[20:48:19.192]',0.150,0.550,1.050,0.646,1.744,68.821,13.813,-
'[20:48:19.200]',0.180,0.525,1.065,0.650,1.704,76.099,13.618,-
'[20:48:19.208]',0.175,0.540,1.045,0.654,1.669,84.305,13.432,-
'[20:48:19.216]',0.210,0.510,1.050,0.658,1.637,91.680,13.188,-
'[20:48:19.224]',0.205,0.520,1.025,0.661,1.608,97.493,12.934,-
'[20:48:19.232]',0.255,0.495,1.040,0.664,1.581,101.596,12.807,-
'[20:48:19.240]',0.245,0.500,1.015,0.667,1.553,104.673,12.748,-
'[20:48:19.248]',0.285,0.470,1.025,0.670,1.532,107.066,12.690,-
'[20:48:19.256]',0.280,0.475,1.000,0.672,1.512,109.069,12.621,-
'[20:48:19.264]',0.325,0.440,1.010,0.675,1.489,110.925,12.436,-
'[20:48:19.272]',0.305,0.455,0.990,0.676,1.464,112.976,12.309,-
'[20:48:19.280]',0.340,0.430,1.000,0.678,1.440,115.223,12.123,-
'[20:48:19.288]',0.335,0.450,0.970,0.679,1.417,117.763,12.064,-
'[20:48:19.296]',0.355,0.425,0.985,0.680,1.398,120.156,11.996,-
'[20:48:19.304]',0.330,0.445,0.990,0.681,1.382,122.257,11.996,-
'[20:48:19.312]',0.340,0.430,0.970,0.682,1.366,123.869,11.937,-
'[20:48:19.320]',0.310,0.455,0.980,0.682,1.349,125.432,11.810,-
'[20:48:19.328]',0.300,0.460,0.970,0.682,1.332,127.190,11.683,-
'[20:48:19.336]',0.320,0.440,0.990,0.681,1.316,129.290,11.625,-
'[20:48:19.344]',0.290,0.475,0.970,0.681,1.304,131.391,11.625,-
'[20:48:19.352]',0.310,0.445,0.990,0.679,1.293,132.661,11.625,-
'[20:48:19.360]',0.265,0.485,0.970,0.678,1.278,132.563,11.683,-
'[20:48:19.368]',0.290,0.460,0.985,0.676,1.262,131.293,11.869,-
'[20:48:19.376]',0.255,0.490,0.975,0.674,1.245,130.170,12.436,-
'[20:48:19.384]',0.290,0.455,0.990,0.672,1.232,129.681,13.432,-
'[20:48:19.392]',0.260,0.480,0.975,0.670,1.225,129.681,14.497,-
'[20:48:19.400]',0.280,0.465,0.990,0.667,1.222,129.681,14.936,-
'[20:48:19.408]',0.270,0.475,0.975,0.664,1.220,129.486,14.438,-
'[20:48:19.416]',0.285,0.460,0.990,0.660,1.219,129.046,13.119,-
'[20:48:19.424]',0.270,0.475,0.970,0.656,1.219,128.167,11.752,-
'[20:48:19.432]',0.295,0.455,0.990,0.653,1.220,126.946,10.931,-
'[20:48:19.440]',0.260,0.485,0.965,0.649,1.226,125.432,11.058,-
'[20:48:19.448]',0.285,0.460,0.990,0.645,1.238,123.820,11.625,-
'[20:48:19.456]',0.265,0.480,0.970,0.642,1.255,122.013,12.123,-
'[20:48:19.464]',0.295,0.450,0.985,0.639,1.279,120.352,12.250,-
'[20:48:19.472]',0.265,0.480,0.975,0.636,1.309,118.789,12.123,-
'[20:48:19.480]',0.290,0.450,0.990,0.634,1.346,117.372,11.937,-
'[20:48:19.488]',0.270,0.475,0.975,0.631,1.389,115.858,11.937,-
'[20:48:19.496]',0.295,0.455,0.990,0.629,1.438,114.295,12.182,-
'[20:48:19.504]',0.300,0.450,0.975,0.627,1.492,112.683,12.494,-
'[20:48:19.512]',0.280,0.475,0.990,0.625,1.550,110.827,12.690,-
'[20:48:19.520]',0.290,0.460,0.995,0.623,1.612,108.678,12.690,-
'[20:48:19.528]',0.280,0.475,0.980,0.622,1.677,106.138,12.563,-
'[20:48:19.536]',0.305,0.445,1.000,0.620,1.749,103.159,12.563,-
'[20:48:19.544]',0.285,0.470,0.980,0.618,1.814,99.886,12.621,-
'[20:48:19.552]',0.315,0.450,1.000,0.617,1.877,96.418,12.875,-
'[20:48:19.560]',0.300,0.465,0.975,0.616,1.946,93.097,13.061,-
'[20:48:19.568]',0.320,0.440,0.995,0.615,2.019,90.166,13.188,-
'[20:48:19.576]',0.300,0.455,0.975,0.614,2.091,87.871,13.188,-
'[20:48:19.584]',0.320,0.435,0.990,0.612,2.162,86.308,13.061,-
'[20:48:19.592]',0.300,0.460,0.975,0.610,2.232,85.184,13.002,-
'[20:48:19.600]',0.320,0.435,0.990,0.609,2.296,84.256,12.934,-
'[20:48:19.608]',0.295,0.455,0.975,0.607,2.357,83.279,13.002,-
'[20:48:19.616]',0.315,0.440,0.990,0.605,2.415,82.351,13.002,-
'[20:48:19.624]',0.300,0.455,0.975,0.603,2.470,81.277,12.934,-
'[20:48:19.632]',0.325,0.430,1.000,0.602,2.521,80.251,12.748,-
'[20:48:19.640]',0.315,0.450,0.985,0.600,2.570,79.176,12.621,-
'[20:48:19.648]',0.350,0.425,1.000,0.598,2.609,78.199,12.621,-
'[20:48:19.656]',0.315,0.450,0.970,0.595,2.642,77.223,12.621,-
'[20:48:19.664]',0.350,0.410,0.975,0.592,2.678,76.441,12.621,-
'[20:48:19.672]',0.335,0.430,0.950,0.588,2.717,75.660,12.494,-
'[20:48:19.680]',0.330,0.410,0.955,0.584,2.756,75.073,12.377,-
'[20:48:19.688]',0.345,0.425,0.945,0.579,2.794,74.487,12.250,-
'[20:48:19.696]',0.365,0.400,0.965,0.574,2.828,73.999,12.250,-
'[20:48:19.704]',0.330,0.435,0.960,0.569,2.857,73.413,12.309,-
'[20:48:19.712]',0.315,0.430,0.975,0.564,2.882,72.924,12.377,-
'[20:48:19.720]',0.320,0.455,0.980,0.557,2.900,72.387,12.377,-
'[20:48:19.728]',0.290,0.460,0.970,0.549,2.911,71.850,12.436,-
'[20:48:19.736]',0.315,0.445,1.000,0.540,2.915,71.312,12.494,-
'[20:48:19.744]',0.295,0.460,0.955,0.530,2.910,70.824,12.621,-
'[20:48:19.752]',0.395,0.380,0.930,0.519,2.898,70.384,12.690,-
'[20:48:19.760]',0.465,0.345,0.900,0.508,2.882,69.847,12.807,-
'[20:48:19.768]',0.315,0.430,0.985,0.495,2.862,69.310,13.002,-
'[20:48:19.776]',0.060,0.605,1.110,0.483,2.838,68.626,13.305,-
'[20:48:19.784]',0.020,0.670,1.215,0.471,2.806,67.844,13.618,-
'[20:48:19.792]',0.100,0.685,1.245,0.459,2.770,67.161,13.872,-
'[20:48:19.800]',0.240,0.635,1.310,0.448,2.732,66.721,14.057,-
'[20:48:19.808]',0.170,0.685,1.295,0.438,2.692,66.477,14.243,-
'[20:48:19.816]',0.175,0.645,1.240,0.427,2.650,66.379,14.438,-
'[20:48:19.824]',0.220,0.585,1.085,0.416,2.609,66.184,14.624,-
'[20:48:19.832]',0.280,0.495,0.980,0.406,2.568,66.037,14.809,-
'[20:48:19.840]',0.305,0.465,0.925,0.395,2.531,66.037,14.936,-
'[20:48:19.848]',0.320,0.440,0.945,0.386,2.496,66.037,15.063,-
'[20:48:19.856]',0.275,0.470,0.935,0.376,2.458,66.135,15.181,-
'[20:48:19.864]',0.280,0.450,0.970,0.368,2.419,66.184,15.376,-
'[20:48:19.872]',0.265,0.465,0.945,0.360,2.378,66.233,15.562,-
'[20:48:19.880]',0.285,0.440,0.965,0.353,2.336,66.233,15.747,-
'[20:48:19.888]',0.260,0.460,0.955,0.346,2.293,66.184,15.933,-
'[20:48:19.896]',0.280,0.440,0.975,0.339,2.252,66.184,16.118,-
'[20:48:19.904]',0.255,0.465,0.955,0.334,2.211,66.184,16.245,-
'[20:48:19.912]',0.250,0.445,0.950,0.329,2.171,66.184,16.372,-
'[20:48:19.920]',0.275,0.440,0.975,0.324,2.134,65.940,16.372,-
'[20:48:19.928]',0.250,0.470,0.960,0.321,2.097,65.353,16.372,-
'[20:48:19.936]',0.275,0.440,0.980,0.317,2.062,64.425,16.245,-
'[20:48:19.944]',0.245,0.475,0.960,0.314,2.034,63.155,16.245,-
'[20:48:19.952]',0.280,0.445,0.975,0.311,2.011,61.934,16.314,-
'[20:48:19.960]',0.250,0.475,0.955,0.309,1.983,60.860,16.431,-
'[20:48:19.968]',0.280,0.440,0.975,0.306,1.953,60.127,16.499,-
'[20:48:19.976]',0.260,0.460,0.955,0.305,1.920,59.687,16.558,-
'[20:48:19.984]',0.300,0.425,0.975,0.303,1.887,59.687,16.626,-
'[20:48:19.992]',0.275,0.450,0.945,0.302,1.856,59.883,16.626,-
'[20:48:20.000]',0.310,0.420,0.955,0.300,1.830,60.029,16.685,-
'[20:48:20.008]',0.290,0.440,0.935,0.299,1.804,60.322,16.685,-
'[20:48:20.016]',0.335,0.405,0.950,0.298,1.777,60.664,16.744,-
'[20:48:20.024]',0.325,0.415,0.925,0.297,1.754,61.592,16.685,-
'[20:48:20.032]',0.365,0.380,0.935,0.296,1.732,63.693,16.499,-
'[20:48:20.040]',0.360,0.385,0.905,0.294,1.715,67.600,16.372,-
'[20:48:20.048]',0.405,0.355,0.920,0.293,1.699,73.803,16.245,-
'[20:48:20.056]',0.395,0.365,0.890,0.291,1.681,81.570,16.118,-
'[20:48:20.064]',0.435,0.330,0.905,0.290,1.662,89.531,16.001,-
'[20:48:20.072]',0.415,0.355,0.885,0.286,1.642,96.369,15.806,-
'[20:48:20.080]',0.455,0.320,0.880,0.283,1.621,101.303,15.562,-
'[20:48:20.088]',0.440,0.335,0.890,0.279,1.597,104.868,15.249,-
'[20:48:20.096]',0.465,0.315,0.880,0.275,1.574,107.604,14.936,-
'[20:48:20.104]',0.455,0.340,0.895,0.271,1.550,110.095,14.682,-
'[20:48:20.112]',0.450,0.325,0.880,0.267,1.528,112.488,14.370,-
'[20:48:20.120]',0.475,0.315,0.905,0.262,1.510,114.784,14.184,-
'[20:48:20.128]',0.435,0.355,0.900,0.257,1.495,117.030,14.126,-
'[20:48:20.136]',0.450,0.340,0.920,0.251,1.480,119.180,13.999,-
'[20:48:20.144]',0.420,0.375,0.905,0.246,1.470,121.036,13.930,-
'[20:48:20.152]',0.400,0.370,0.940,0.239,1.461,122.550,13.813,-
'[20:48:20.160]',0.390,0.395,0.935,0.232,1.451,123.722,13.686,-
'[20:48:20.168]',0.395,0.390,0.970,0.226,1.437,124.699,13.559,-
'[20:48:20.176]',0.350,0.430,0.960,0.220,1.419,125.481,13.500,-
'[20:48:20.184]',0.355,0.415,0.980,0.214,1.401,126.115,13.500,-
'[20:48:20.192]',0.310,0.455,0.975,0.207,1.383,126.555,13.432,-
'[20:48:20.200]',0.350,0.430,1.000,0.201,1.368,126.848,13.432,-
'[20:48:20.208]',0.305,0.465,0.990,0.195,1.352,126.995,13.500,-
'[20:48:20.216]',0.310,0.455,1.020,0.189,1.333,126.799,13.872,-
'[20:48:20.224]',0.270,0.490,1.005,0.182,1.316,126.555,14.682,-
'[20:48:20.232]',0.285,0.470,1.030,0.176,1.299,126.360,16.001,-
'[20:48:20.240]',0.250,0.500,1.010,0.170,1.285,126.164,17.252,-
'[20:48:20.248]',0.270,0.480,1.025,0.164,1.274,125.822,17.623,-
'[20:48:20.256]',0.250,0.505,1.015,0.158,1.258,125.236,16.744,-
'[20:48:20.264]',0.265,0.485,1.030,0.152,1.241,124.601,15.063,-
'[20:48:20.272]',0.245,0.510,1.010,0.147,1.227,123.917,13.500,-
'[20:48:20.280]',0.275,0.480,1.020,0.143,1.211,123.136,12.807,-
'[20:48:20.288]',0.255,0.500,1.010,0.138,1.195,122.110,13.119,-
'[20:48:20.296]',0.285,0.470,1.015,0.134,1.182,120.889,13.813,-
'[20:48:20.304]',0.265,0.490,1.000,0.129,1.175,119.180,14.370,-
'[20:48:20.312]',0.260,0.495,0.995,0.124,1.177,117.030,14.497,-
'[20:48:20.320]',0.290,0.465,1.005,0.120,1.188,114.295,14.311,-
'[20:48:20.328]',0.285,0.480,0.985,0.115,1.210,111.071,14.126,-
'[20:48:20.336]',0.315,0.450,1.000,0.111,1.243,107.359,14.057,-
'[20:48:20.344]',0.295,0.475,0.980,0.106,1.282,103.501,14.126,-
'[20:48:20.352]',0.330,0.440,1.000,0.102,1.328,99.691,14.184,-
'[20:48:20.360]',0.300,0.470,0.975,0.098,1.387,96.223,14.126,-
'[20:48:20.368]',0.320,0.450,0.990,0.095,1.454,93.292,14.057,-
'[20:48:20.376]',0.295,0.470,0.975,0.091,1.525,90.850,13.999,-
'[20:48:20.384]',0.325,0.440,0.985,0.088,1.597,88.994,13.999,-
'[20:48:20.392]',0.305,0.460,0.975,0.085,1.671,87.480,13.999,-
'[20:48:20.400]',0.320,0.445,0.990,0.082,1.742,86.259,14.126,-
'[20:48:20.408]',0.295,0.470,0.970,0.079,1.810,84.989,14.184,-
'[20:48:20.416]',0.320,0.445,0.985,0.077,1.879,83.719,14.243,-
'[20:48:20.424]',0.300,0.465,0.975,0.076,1.946,82.498,14.184,-
'[20:48:20.432]',0.295,0.455,0.995,0.074,2.012,81.228,13.999,-
'[20:48:20.440]',0.265,0.485,0.980,0.074,2.065,80.007,13.686,-
'[20:48:20.448]',0.280,0.470,0.990,0.074,2.114,78.786,13.432,-
'[20:48:20.456]',0.265,0.490,0.970,0.074,2.169,77.662,13.246,-
'[20:48:20.464]',0.275,0.475,0.995,0.074,2.225,76.734,13.246,-
'[20:48:20.472]',0.245,0.500,0.985,0.074,2.280,75.904,13.246,-
'[20:48:20.480]',0.260,0.480,1.000,0.074,2.333,75.318,13.246,-
'[20:48:20.488]',0.235,0.500,0.985,0.075,2.387,74.780,13.119,-
'[20:48:20.496]',0.260,0.475,1.000,0.076,2.439,74.243,13.002,-
'[20:48:20.504]',0.250,0.470,1.005,0.077,2.489,73.510,13.188,-
'[20:48:20.512]',0.245,0.495,1.000,0.078,2.537,72.680,14.057,-
'[20:48:20.520]',0.265,0.475,1.005,0.078,2.583,71.996,15.806,-
'[20:48:20.528]',0.285,0.485,0.995,0.079,2.622,71.410,17.750,-
'[20:48:20.536]',0.290,0.460,1.005,0.079,2.655,70.873,18.746,-
'[20:48:20.544]',0.265,0.480,0.975,0.079,2.676,70.189,17.935,-
'[20:48:20.552]',0.300,0.450,0.985,0.078,2.689,69.554,15.562,-
'[20:48:20.560]',0.270,0.475,0.955,0.078,2.701,69.114,12.875,-
'[20:48:20.568]',0.310,0.440,0.965,0.077,2.708,68.724,11.058,-
'[20:48:20.576]',0.300,0.460,0.950,0.076,2.712,68.431,10.746,-
'[20:48:20.584]',0.320,0.430,0.970,0.075,2.710,67.942,11.439,-
'[20:48:20.592]',0.260,0.475,0.955,0.074,2.703,67.258,12.250,-
'[20:48:20.600]',0.270,0.460,0.980,0.073,2.691,66.428,12.621,-
'[20:48:20.608]',0.230,0.505,0.975,0.072,2.674,65.500,12.377,-
'[20:48:20.616]',0.230,0.495,1.005,0.071,2.657,64.621,11.869,-
'[20:48:20.624]',0.190,0.535,0.980,0.070,2.634,63.790,11.625,-
'[20:48:20.632]',0.200,0.520,1.000,0.068,2.606,63.302,11.752,-
'[20:48:20.640]',0.175,0.540,0.980,0.066,2.577,63.009,11.996,-
'[20:48:20.648]',0.205,0.505,1.000,0.066,2.547,62.814,12.182,-
'[20:48:20.656]',0.185,0.530,0.980,0.065,2.516,62.716,12.123,-
'[20:48:20.664]',0.200,0.515,1.010,0.065,2.485,62.667,11.937,-
'[20:48:20.672]',0.090,0.585,1.035,0.065,2.453,62.569,11.810,-
'[20:48:20.680]',0.130,0.560,1.090,0.065,2.420,62.374,11.752,-
'[20:48:20.688]',0.275,0.485,1.010,0.065,2.387,62.032,11.869,-
'[20:48:20.696]',0.625,0.255,0.840,0.066,2.351,61.739,12.064,-
'[20:48:20.704]',1.025,0.010,0.550,0.067,2.313,61.348,12.309,-
'[20:48:20.712]',1.315,-0.155,0.410,0.069,2.275,61.006,12.494,-
'[20:48:20.720]',1.105,-0.030,0.490,0.071,2.239,60.567,12.690,-
'[20:48:20.728]',0.690,0.210,0.720,0.074,2.205,60.127,12.807,-
'[20:48:20.736]',0.300,0.460,0.905,0.077,2.171,59.736,12.934,-
'[20:48:20.744]',0.185,0.530,0.975,0.080,2.141,59.346,13.061,-
'[20:48:20.752]',0.130,0.560,1.005,0.083,2.112,59.053,13.188,-
'[20:48:20.760]',0.110,0.580,1.000,0.087,2.083,58.759,13.188,-
'[20:48:20.768]',0.115,0.565,1.030,0.090,2.055,58.418,13.119,-
'[20:48:20.776]',0.080,0.590,1.020,0.095,2.027,58.124,13.061,-
'[20:48:20.784]',0.090,0.580,1.030,0.100,2.000,57.880,13.061,-
'[20:48:20.792]',0.070,0.600,1.015,0.106,1.945,57.538,13.188,-
'[20:48:20.800]',0.095,0.580,1.040,0.113,1.880,57.245,13.373,-
'[20:48:20.808]',0.080,0.595,1.025,0.118,1.839,56.903,13.500,-
'[20:48:20.816]',0.090,0.580,1.045,0.125,1.809,56.610,13.373,-
'[20:48:20.824]',0.065,0.600,1.030,0.130,1.786,56.317,13.119,-
'[20:48:20.832]',0.095,0.575,1.050,0.136,1.765,56.073,12.875,-
'[20:48:20.840]',0.065,0.605,1.030,0.142,1.749,55.878,12.748,-
'[20:48:20.848]',0.090,0.585,1.030,0.149,1.738,55.682,12.748,-
'[20:48:20.856]',0.075,0.605,1.015,0.155,1.726,55.487,12.934,-
'[20:48:20.864]',0.100,0.570,1.035,0.162,1.715,55.243,13.188,-
'[20:48:20.872]',0.080,0.595,1.020,0.168,1.703,55.047,13.432,-
'[20:48:20.880]',0.100,0.575,1.035,0.175,1.691,54.803,13.500,-
'[20:48:20.888]',0.095,0.590,1.015,0.181,1.678,54.559,13.373,-
'[20:48:20.896]',0.125,0.565,1.030,0.188,1.664,54.315,13.061,-
'[20:48:20.904]',0.095,0.585,1.035,0.194,1.647,54.070,12.690,-
'[20:48:20.912]',0.120,0.565,1.020,0.199,1.627,53.875,12.377,-
'[20:48:20.920]',0.105,0.580,1.035,0.204,1.602,53.729,12.123,-
'[20:48:20.928]',0.100,0.585,1.020,0.209,1.579,53.973,11.869,-
'[20:48:20.936]',0.135,0.550,1.030,0.213,1.554,55.047,11.683,-
'[20:48:20.944]',0.125,0.570,1.015,0.217,1.537,57.587,11.371,-
'[20:48:20.952]',0.145,0.545,1.025,0.219,1.521,62.179,11.058,-
'[20:48:20.960]',0.140,0.560,1.000,0.222,1.503,68.870,10.873,-
'[20:48:20.968]',0.185,0.525,1.020,0.224,1.485,76.929,10.814,-
'[20:48:20.976]',0.160,0.550,1.005,0.226,1.468,84.940,10.814,-
'[20:48:20.984]',0.195,0.520,1.020,0.228,1.455,91.680,10.746,-
'[20:48:20.992]',0.185,0.530,1.000,0.230,1.441,96.760,10.501,-
'[20:48:21.000]',0.230,0.500,1.010,0.231,1.428,100.668,10.062,-
'[20:48:21.008]',0.220,0.515,0.980,0.232,1.415,103.989,9.622,-
'[20:48:21.016]',0.250,0.495,0.990,0.233,1.404,106.969,9.251,-
'[20:48:21.024]',0.235,0.505,0.975,0.234,1.392,109.997,9.183,-
'[20:48:21.032]',0.280,0.465,0.985,0.235,1.379,112.976,9.310,-
'[20:48:21.040]',0.265,0.480,0.955,0.235,1.370,116.054,9.564,-
'[20:48:21.048]',0.300,0.460,0.970,0.236,1.365,118.789,9.681,-
'[20:48:21.056]',0.280,0.485,0.950,0.236,1.360,120.987,9.622,-
'[20:48:21.064]',0.290,0.465,0.975,0.236,1.359,122.550,9.437,-
'[20:48:21.072]',0.265,0.490,0.955,0.236,1.359,123.869,9.183,-
'[20:48:21.080]',0.280,0.465,0.970,0.235,1.356,125.139,9.056,-
'[20:48:21.088]',0.245,0.500,0.950,0.234,1.351,126.311,9.183,-
'[20:48:21.096]',0.265,0.470,0.970,0.234,1.346,127.385,9.437,-
'[20:48:21.104]',0.240,0.495,0.950,0.233,1.340,128.118,9.749,-
'[20:48:21.112]',0.250,0.480,0.970,0.232,1.334,128.509,9.935,-
'[20:48:21.120]',0.215,0.510,0.975,0.232,1.328,128.558,9.876,-
'[20:48:21.128]',0.205,0.520,0.955,0.231,1.323,128.411,9.749,-
'[20:48:21.136]',0.230,0.490,0.975,0.231,1.317,128.069,9.622,-
'[20:48:21.144]',0.210,0.510,0.960,0.230,1.314,127.532,9.681,-
'[20:48:21.152]',0.230,0.490,0.980,0.230,1.312,126.848,9.935,-
'[20:48:21.160]',0.200,0.520,0.960,0.230,1.308,126.067,10.189,-
'[20:48:21.168]',0.210,0.505,0.975,0.230,1.303,125.236,10.374,-
'[20:48:21.176]',0.195,0.520,0.955,0.229,1.297,124.406,10.501,-
'[20:48:21.184]',0.220,0.495,0.975,0.229,1.291,123.722,10.560,-
'[20:48:21.192]',0.190,0.520,0.965,0.229,1.285,123.038,10.746,-
'[20:48:21.200]',0.205,0.500,0.980,0.228,1.280,122.354,10.931,-
'[20:48:21.208]',0.185,0.525,0.960,0.228,1.276,121.622,11.127,-
'[20:48:21.216]',0.205,0.500,0.980,0.228,1.275,120.743,11.058,-
'[20:48:21.224]',0.190,0.520,0.960,0.227,1.279,119.815,10.873,-
'[20:48:21.232]',0.230,0.495,0.980,0.227,1.289,118.691,10.687,-
'[20:48:21.240]',0.195,0.520,0.965,0.227,1.307,117.372,10.619,-
'[20:48:21.248]',0.210,0.500,0.995,0.227,1.329,115.761,10.873,-
'[20:48:21.256]',0.185,0.530,0.975,0.227,1.359,113.758,11.312,-
'[20:48:21.264]',0.225,0.500,0.990,0.228,1.396,111.511,11.810,-
'[20:48:21.272]',0.195,0.520,0.970,0.228,1.442,108.922,11.996,-
'[20:48:21.280]',0.220,0.495,0.985,0.229,1.494,106.138,11.937,-
'[20:48:21.288]',0.205,0.515,0.965,0.230,1.550,103.061,11.683,-
'[20:48:21.296]',0.240,0.485,0.975,0.231,1.612,99.740,11.439,-
'[20:48:21.304]',0.210,0.510,0.980,0.233,1.675,96.369,11.312,-
'[20:48:21.312]',0.230,0.495,0.975,0.234,1.742,92.950,11.439,-
