'Time','PLETH','II','ABP'
'[00:25:21.992 1]',0.475,-0.024,50.625
'[00:25:22.000 1]',0.475,-0.039,50.312
'[00:25:22.008 1]',0.467,-0.016,50.000
'[00:25:22.016 1]',0.467,-0.016,49.688
'[00:25:22.024 1]',0.467,-0.008,49.375
'[00:25:22.032 1]',0.459,0.000,49.062
'[00:25:22.040 1]',0.459,0.016,48.750
'[00:25:22.048 1]',0.451,0.039,48.438
'[00:25:22.056 1]',0.451,0.031,48.438
'[00:25:22.064 1]',0.443,0.055,48.438
'[00:25:22.072 1]',0.443,0.039,48.750
'[00:25:22.080 1]',0.431,0.031,50.000
'[00:25:22.088 1]',0.424,0.024,52.188
'[00:25:22.096 1]',0.424,0.055,55.938
'[00:25:22.104 1]',0.416,0.063,60.625
'[00:25:22.112 1]',0.416,0.063,65.625
'[00:25:22.120 1]',0.408,0.055,70.938
'[00:25:22.128 1]',0.408,0.071,75.625
'[00:25:22.136 1]',0.400,0.055,79.375
'[00:25:22.144 1]',0.392,0.055,82.500
'[00:25:22.152 1]',0.392,0.039,85.000
'[00:25:22.160 1]',0.384,0.039,86.875
'[00:25:22.168 1]',0.384,0.024,88.438
'[00:25:22.176 1]',0.376,0.024,89.375
'[00:25:22.184 1]',0.376,0.016,89.688
'[00:25:22.192 1]',0.365,0.024,89.688
'[00:25:22.200 1]',0.365,0.008,89.375
'[00:25:22.208 1]',0.357,0.024,89.062
'[00:25:22.216 1]',0.357,0.008,88.125
'[00:25:22.224 1]',0.349,0.016,87.188
'[00:25:22.232 1]',0.349,0.000,85.625
'[00:25:22.240 1]',0.341,0.008,84.062
'[00:25:22.248 1]',0.341,0.008,81.875
'[00:25:22.256 1]',0.333,0.008,79.062
'[00:25:22.264 1]',0.333,0.000,75.938
'[00:25:22.272 1]',0.325,0.008,72.500
'[00:25:22.280 1]',0.325,0.024,69.062
'[00:25:22.288 1]',0.325,0.024,65.938
'[00:25:22.296 1]',0.318,0.039,63.438
'[00:25:22.304 1]',0.318,0.055,61.875
'[00:25:22.312 1]',0.306,0.079,60.625
'[00:25:22.320 1]',0.306,0.134,60.000
'[00:25:22.328 1]',0.306,0.323,60.000
'[00:25:22.336 1]',0.306,0.425,59.688
'[00:25:22.344 1]',0.306,0.260,59.375
'[00:25:22.352 1]',0.318,0.008,59.062
'[00:25:22.360 1]',0.318,-0.094,58.750
'[00:25:22.368 1]',0.325,-0.102,58.438
'[00:25:22.376 1]',0.333,-0.047,58.125
'[00:25:22.384 1]',0.341,-0.031,57.812
'[00:25:22.392 1]',0.349,-0.031,57.500
'[00:25:22.400 1]',0.357,-0.047,57.188
'[00:25:22.408 1]',0.365,-0.031,57.188
'[00:25:22.416 1]',0.384,-0.039,56.875
'[00:25:22.424 1]',0.392,-0.031,56.562
'[00:25:22.432 1]',0.400,-0.031,56.250
'[00:25:22.440 1]',0.408,-0.039,56.250
'[00:25:22.448 1]',0.424,-0.031,55.938
'[00:25:22.456 1]',0.431,-0.039,55.938
'[00:25:22.464 1]',0.443,-0.031,55.938
'[00:25:22.472 1]',0.451,-0.016,55.625
'[00:25:22.480 1]',0.451,-0.008,55.625
'[00:25:22.488 1]',0.459,-0.016,55.312
'[00:25:22.496 1]',0.467,0.008,55.000
'[00:25:22.504 1]',0.467,0.031,55.000
'[00:25:22.512 1]',0.475,0.039,54.688
'[00:25:22.520 1]',0.475,0.039,54.375
'[00:25:22.528 1]',0.475,0.047,54.062
'[00:25:22.536 1]',0.482,0.024,53.750
'[00:25:22.544 1]',0.482,0.039,53.125
'[00:25:22.552 1]',0.482,0.016,53.125
'[00:25:22.560 1]',0.482,0.024,52.812
'[00:25:22.568 1]',0.482,0.008,52.500
'[00:25:22.576 1]',0.475,0.024,52.500
'[00:25:22.584 1]',0.475,0.016,52.500
'[00:25:22.592 1]',0.475,0.024,52.812
'[00:25:22.600 1]',0.475,0.008,53.750
'[00:25:22.608 1]',0.475,0.008,55.625
'[00:25:22.616 1]',0.467,-0.016,58.750
'[00:25:22.624 1]',0.467,-0.016,62.812
'[00:25:22.632 1]',0.467,-0.031,67.500
'[00:25:22.640 1]',0.459,-0.024,72.500
'[00:25:22.648 1]',0.459,-0.016,77.188
'[00:25:22.656 1]',0.459,-0.008,80.938
'[00:25:22.664 1]',0.451,-0.008,84.375
'[00:25:22.672 1]',0.451,0.008,86.875
'[00:25:22.680 1]',0.443,0.031,88.750
'[00:25:22.688 1]',0.443,0.039,90.000
'[00:25:22.696 1]',0.443,0.055,90.938
'[00:25:22.704 1]',0.431,0.055,91.562
'[00:25:22.712 1]',0.431,0.047,91.562
'[00:25:22.720 1]',0.424,0.039,91.562
'[00:25:22.728 1]',0.424,0.024,90.938
'[00:25:22.736 1]',0.424,0.008,90.000
'[00:25:22.744 1]',0.416,0.008,88.750
'[00:25:22.752 1]',0.416,0.000,87.188
'[00:25:22.760 1]',0.408,0.024,85.312
'[00:25:22.768 1]',0.408,0.063,82.812
'[00:25:22.776 1]',0.400,0.244,79.688
'[00:25:22.784 1]',0.400,0.346,76.562
'[00:25:22.792 1]',0.392,0.189,73.125
'[00:25:22.800 1]',0.392,-0.055,70.000
'[00:25:22.808 1]',0.392,-0.087,67.188
'[00:25:22.816 1]',0.384,-0.094,64.688
'[00:25:22.824 1]',0.384,-0.063,63.125
'[00:25:22.832 1]',0.384,-0.039,62.188
'[00:25:22.840 1]',0.384,-0.016,61.562
'[00:25:22.848 1]',0.384,-0.016,61.250
'[00:25:22.856 1]',0.384,0.008,60.938
'[00:25:22.864 1]',0.384,0.024,60.625
'[00:25:22.872 1]',0.384,0.008,60.312
'[00:25:22.880 1]',0.384,-0.008,60.000
'[00:25:22.888 1]',0.392,-0.008,59.688
'[00:25:22.896 1]',0.400,-0.008,59.375
'[00:25:22.904 1]',0.408,-0.016,59.062
'[00:25:22.912 1]',0.408,-0.008,59.062
'[00:25:22.920 1]',0.416,-0.016,58.750
'[00:25:22.928 1]',0.424,-0.016,58.438
'[00:25:22.936 1]',0.431,-0.031,58.125
'[00:25:22.944 1]',0.443,-0.031,57.812
'[00:25:22.952 1]',0.451,-0.039,57.500
'[00:25:22.960 1]',0.459,-0.024,57.188
'[00:25:22.968 1]',0.467,-0.031,56.562
'[00:25:22.976 1]',0.475,-0.024,56.250
'[00:25:22.984 1]',0.482,-0.031,55.938
'[00:25:22.992 1]',0.490,-0.016,55.625
'[00:25:23.000 1]',0.502,-0.016,55.312
'[00:25:23.008 1]',0.502,0.000,55.312
'[00:25:23.016 1]',0.502,0.008,55.000
'[00:25:23.024 1]',0.510,0.039,55.000
'[00:25:23.032 1]',0.510,0.055,55.000
'[00:25:23.040 1]',0.510,0.063,55.625
'[00:25:23.048 1]',0.518,0.063,56.875
'[00:25:23.056 1]',0.518,0.079,59.062
'[00:25:23.064 1]',0.518,0.063,62.500
'[00:25:23.072 1]',0.518,0.039,67.188
'[00:25:23.080 1]',0.518,0.024,72.188
'[00:25:23.088 1]',0.518,0.016,77.188
'[00:25:23.096 1]',0.518,0.008,81.875
'[00:25:23.104 1]',0.518,-0.008,85.625
'[00:25:23.112 1]',0.510,-0.008,88.438
'[00:25:23.120 1]',0.510,-0.024,90.312
'[00:25:23.128 1]',0.510,-0.016,91.875
'[00:25:23.136 1]',0.510,-0.024,92.812
'[00:25:23.144 1]',0.510,-0.016,93.125
'[00:25:23.152 1]',0.502,-0.031,93.438
'[00:25:23.160 1]',0.502,-0.016,93.125
'[00:25:23.168 1]',0.502,-0.008,92.500
'[00:25:23.176 1]',0.502,0.008,91.562
'[00:25:23.184 1]',0.502,0.008,90.312
'[00:25:23.192 1]',0.502,0.024,88.125
'[00:25:23.200 1]',0.502,0.008,85.938
'[00:25:23.208 1]',0.490,0.039,83.125
'[00:25:23.216 1]',0.490,0.039,80.000
'[00:25:23.224 1]',0.482,0.047,76.562
'[00:25:23.232 1]',0.482,0.031,73.125
'[00:25:23.240 1]',0.482,0.039,70.312
'[00:25:23.248 1]',0.475,0.008,67.812
'[00:25:23.256 1]',0.475,0.016,65.938
'[00:25:23.264 1]',0.475,0.008,64.688
'[00:25:23.272 1]',0.475,0.016,63.750
'[00:25:23.280 1]',0.475,0.008,63.125
'[00:25:23.288 1]',0.467,0.008,62.812
'[00:25:23.296 1]',0.475,0.000,62.500
'[00:25:23.304 1]',0.475,-0.008,61.875
'[00:25:23.312 1]',0.475,-0.016,61.562
'[00:25:23.320 1]',0.475,-0.016,61.250
'[00:25:23.328 1]',0.482,-0.008,60.938
'[00:25:23.336 1]',0.482,-0.024,60.625
'[00:25:23.344 1]',0.490,0.008,60.000
'[00:25:23.352 1]',0.502,0.008,59.688
'[00:25:23.360 1]',0.502,0.008,59.375
'[00:25:23.368 1]',0.502,0.008,59.062
'[00:25:23.376 1]',0.510,0.039,58.750
'[00:25:23.384 1]',0.518,0.039,58.438
'[00:25:23.392 1]',0.525,0.055,58.125
'[00:25:23.400 1]',0.533,0.039,58.125
'[00:25:23.408 1]',0.541,0.039,57.812
'[00:25:23.416 1]',0.549,0.024,57.812
'[00:25:23.424 1]',0.557,0.039,57.500
'[00:25:23.432 1]',0.557,0.008,57.188
'[00:25:23.440 1]',0.569,0.016,57.188
'[00:25:23.448 1]',0.569,0.008,56.875
'[00:25:23.456 1]',0.576,0.071,56.562
'[00:25:23.464 1]',0.576,0.220,56.250
'[00:25:23.472 1]',0.576,0.362,55.938
'[00:25:23.480 1]',0.576,0.220,55.625
'[00:25:23.488 1]',0.576,-0.024,55.000
'[00:25:23.496 1]',0.576,-0.157,54.688
'[00:25:23.504 1]',0.576,-0.157,54.375
'[00:25:23.512 1]',0.576,-0.102,54.062
'[00:25:23.520 1]',0.576,-0.063,53.750
'[00:25:23.528 1]',0.576,-0.055,53.438
'[00:25:23.536 1]',0.576,-0.063,53.125
'[00:25:23.544 1]',0.576,-0.031,52.812
'[00:25:23.552 1]',0.576,-0.031,52.812
'[00:25:23.560 1]',0.576,0.000,52.500
'[00:25:23.568 1]',0.569,0.008,52.500
'[00:25:23.576 1]',0.569,0.016,52.188
'[00:25:23.584 1]',0.569,0.024,51.875
'[00:25:23.592 1]',0.569,0.024,51.875
'[00:25:23.600 1]',0.557,0.000,51.562
'[00:25:23.608 1]',0.557,0.000,51.562
'[00:25:23.616 1]',0.549,-0.016,51.250
'[00:25:23.624 1]',0.549,-0.016,51.250
'[00:25:23.632 1]',0.549,-0.016,50.938
'[00:25:23.640 1]',0.541,-0.016,50.938
'[00:25:23.648 1]',0.541,-0.008,50.625
'[00:25:23.656 1]',0.533,-0.016,50.625
'[00:25:23.664 1]',0.533,-0.016,50.312
'[00:25:23.672 1]',0.525,-0.016,50.000
'[00:25:23.680 1]',0.518,-0.016,49.688
'[00:25:23.688 1]',0.518,-0.016,49.375
'[00:25:23.696 1]',0.510,-0.008,49.375
'[00:25:23.704 1]',0.510,0.008,49.375
'[00:25:23.712 1]',0.502,0.024,50.312
'[00:25:23.720 1]',0.502,0.039,51.875
'[00:25:23.728 1]',0.502,0.047,55.000
'[00:25:23.736 1]',0.490,0.039,59.688
'[00:25:23.744 1]',0.490,0.063,65.625
'[00:25:23.752 1]',0.482,0.055,71.875
'[00:25:23.760 1]',0.482,0.071,77.812
'[00:25:23.768 1]',0.475,0.063,83.438
'[00:25:23.776 1]',0.467,0.071,87.812
'[00:25:23.784 1]',0.467,0.047,91.250
'[00:25:23.792 1]',0.459,0.039,94.062
'[00:25:23.800 1]',0.451,0.024,96.250
'[00:25:23.808 1]',0.451,0.031,98.125
'[00:25:23.816 1]',0.443,0.008,99.375
'[00:25:23.824 1]',0.431,0.024,100.312
'[00:25:23.832 1]',0.431,0.008,100.938
'[00:25:23.840 1]',0.424,0.008,101.250
'[00:25:23.848 1]',0.416,0.024,101.250
'[00:25:23.856 1]',0.416,0.157,100.938
'[00:25:23.864 1]',0.408,0.346,100.312
'[00:25:23.872 1]',0.408,0.386,99.375
'[00:25:23.880 1]',0.400,0.079,98.125
'[00:25:23.888 1]',0.392,-0.016,96.562
'[00:25:23.896 1]',0.392,-0.039,94.375
'[00:25:23.904 1]',0.384,-0.031,91.875
'[00:25:23.912 1]',0.384,-0.016,88.750
'[00:25:23.920 1]',0.376,-0.008,85.312
'[00:25:23.928 1]',0.365,0.008,81.875
'[00:25:23.936 1]',0.365,0.008,78.125
'[00:25:23.944 1]',0.357,0.008,74.688
'[00:25:23.952 1]',0.357,-0.016,71.562
'[00:25:23.960 1]',0.357,-0.008,69.375
'[00:25:23.968 1]',0.349,-0.031,67.812
'[00:25:23.976 1]',0.349,-0.024,66.562
'[00:25:23.984 1]',0.349,-0.039,65.938
'[00:25:23.992 1]',0.357,-0.031,65.312
'[00:25:24.000 1]',0.357,-0.063,65.000
'[00:25:24.008 1]',0.365,-0.063,64.375
'[00:25:24.016 1]',0.365,-0.071,64.062
'[00:25:24.024 1]',0.376,-0.047,63.750
'[00:25:24.032 1]',0.384,-0.063,63.438
'[00:25:24.040 1]',0.400,-0.047,63.125
'[00:25:24.048 1]',0.408,-0.063,62.812
'[00:25:24.056 1]',0.416,-0.039,62.188
'[00:25:24.064 1]',0.424,-0.031,61.875
'[00:25:24.072 1]',0.443,-0.016,61.562
'[00:25:24.080 1]',0.451,-0.008,60.938
'[00:25:24.088 1]',0.459,0.024,60.625
'[00:25:24.096 1]',0.475,0.055,60.312
'[00:25:24.104 1]',0.482,0.063,60.000
'[00:25:24.112 1]',0.490,0.055,60.000
'[00:25:24.120 1]',0.502,0.055,59.688
'[00:25:24.128 1]',0.502,0.063,59.688
'[00:25:24.136 1]',0.510,0.047,60.000
'[00:25:24.144 1]',0.518,0.055,60.625
'[00:25:24.152 1]',0.525,0.024,62.188
'[00:25:24.160 1]',0.525,0.008,64.688
'[00:25:24.168 1]',0.533,-0.016,67.812
'[00:25:24.176 1]',0.541,-0.008,71.562
'[00:25:24.184 1]',0.541,-0.024,75.312
'[00:25:24.192 1]',0.549,-0.016,78.438
'[00:25:24.200 1]',0.549,-0.016,81.250
'[00:25:24.208 1]',0.549,-0.008,83.438
'[00:25:24.216 1]',0.549,-0.016,84.688
'[00:25:24.224 1]',0.549,0.008,85.625
'[00:25:24.232 1]',0.549,-0.008,85.938
'[00:25:24.240 1]',0.549,0.008,85.625
'[00:25:24.248 1]',0.549,0.024,84.375
'[00:25:24.256 1]',0.549,0.047,82.812
'[00:25:24.264 1]',0.549,0.055,80.625
'[00:25:24.272 1]',0.549,0.079,77.500
'[00:25:24.280 1]',0.549,0.063,74.375
'[00:25:24.288 1]',0.541,0.063,71.250
'[00:25:24.296 1]',0.541,0.055,68.125
'[00:25:24.304 1]',0.541,0.055,65.625
'[00:25:24.312 1]',0.541,0.031,63.750
'[00:25:24.320 1]',0.541,0.016,62.500
'[00:25:24.328 1]',0.533,0.008,61.562
'[00:25:24.336 1]',0.533,0.000,60.938
'[00:25:24.344 1]',0.533,0.008,60.625
'[00:25:24.352 1]',0.533,-0.016,60.312
'[00:25:24.360 1]',0.533,-0.024,60.000
'[00:25:24.368 1]',0.525,-0.031,59.688
'[00:25:24.376 1]',0.525,-0.016,59.375
'[00:25:24.384 1]',0.525,-0.039,59.375
'[00:25:24.392 1]',0.525,-0.024,59.062
'[00:25:24.400 1]',0.525,-0.031,58.750
'[00:25:24.408 1]',0.525,-0.016,58.750
'[00:25:24.416 1]',0.525,-0.016,58.438
'[00:25:24.424 1]',0.533,-0.008,58.125
'[00:25:24.432 1]',0.533,-0.016,57.812
'[00:25:24.440 1]',0.533,0.008,57.500
'[00:25:24.448 1]',0.541,0.000,57.188
'[00:25:24.456 1]',0.541,0.024,57.188
'[00:25:24.464 1]',0.549,0.039,56.875
'[00:25:24.472 1]',0.557,0.039,56.562
'[00:25:24.480 1]',0.557,0.031,56.562
'[00:25:24.488 1]',0.569,0.024,56.562
'[00:25:24.496 1]',0.569,0.031,56.250
'[00:25:24.504 1]',0.576,0.055,56.250
'[00:25:24.512 1]',0.576,0.181,55.938
'[00:25:24.520 1]',0.576,0.346,55.625
'[00:25:24.528 1]',0.576,0.362,55.625
'[00:25:24.536 1]',0.584,0.063,55.312
'[00:25:24.544 1]',0.584,-0.118,55.000
'[00:25:24.552 1]',0.584,-0.142,54.688
'[00:25:24.560 1]',0.584,-0.102,54.375
'[00:25:24.568 1]',0.584,-0.063,54.062
'[00:25:24.576 1]',0.584,-0.055,53.750
'[00:25:24.584 1]',0.576,-0.063,53.438
'[00:25:24.592 1]',0.576,-0.047,53.125
'[00:25:24.600 1]',0.576,-0.047,53.125
'[00:25:24.608 1]',0.569,-0.031,52.812
'[00:25:24.616 1]',0.569,-0.039,52.500
'[00:25:24.624 1]',0.569,0.008,52.188
'[00:25:24.632 1]',0.557,-0.008,52.188
'[00:25:24.640 1]',0.557,0.008,51.875
'[00:25:24.648 1]',0.557,-0.008,51.562
'[00:25:24.656 1]',0.549,0.008,51.250
'[00:25:24.664 1]',0.549,0.000,51.250
'[00:25:24.672 1]',0.549,0.024,51.250
'[00:25:24.680 1]',0.541,0.000,50.938
'[00:25:24.688 1]',0.541,-0.008,50.938
'[00:25:24.696 1]',0.541,0.000,50.938
'[00:25:24.704 1]',0.533,-0.008,50.625
'[00:25:24.712 1]',0.533,-0.008,50.625
'[00:25:24.720 1]',0.525,-0.016,50.312
'[00:25:24.728 1]',0.525,-0.008,50.000
'[00:25:24.736 1]',0.518,-0.024,50.000
'[00:25:24.744 1]',0.518,-0.008,49.688
'[00:25:24.752 1]',0.510,-0.016,50.000
'[00:25:24.760 1]',0.510,-0.008,50.625
'[00:25:24.768 1]',0.502,0.008,52.188
'[00:25:24.776 1]',0.502,0.031,55.000
'[00:25:24.784 1]',0.502,0.016,59.688
'[00:25:24.792 1]',0.502,0.024,65.312
'[00:25:24.800 1]',0.490,0.008,71.562
'[00:25:24.808 1]',0.482,0.024,77.500
'[00:25:24.816 1]',0.482,0.016,82.812
'[00:25:24.824 1]',0.475,0.031,87.188
'[00:25:24.832 1]',0.475,0.008,90.312
'[00:25:24.840 1]',0.467,0.039,93.125
'[00:25:24.848 1]',0.467,0.024,95.312
'[00:25:24.856 1]',0.459,0.031,97.188
'[00:25:24.864 1]',0.459,0.016,98.750
'[00:25:24.872 1]',0.451,0.016,99.688
'[00:25:24.880 1]',0.451,0.008,100.312
'[00:25:24.888 1]',0.451,0.008,100.312
'[00:25:24.896 1]',0.443,-0.008,100.312
'[00:25:24.904 1]',0.443,-0.016,99.688
'[00:25:24.912 1]',0.431,-0.008,99.062
'[00:25:24.920 1]',0.431,0.000,97.812
'[00:25:24.928 1]',0.424,-0.016,96.250
'[00:25:24.936 1]',0.424,-0.016,94.062
'[00:25:24.944 1]',0.416,-0.024,91.875
'[00:25:24.952 1]',0.416,-0.031,89.062
'[00:25:24.960 1]',0.408,-0.031,85.938
'[00:25:24.968 1]',0.408,-0.039,82.500
'[00:25:24.976 1]',0.400,-0.031,78.750
'[00:25:24.984 1]',0.400,-0.039,75.312
'[00:25:24.992 1]',0.400,-0.024,72.188
'[00:25:25.000 1]',0.400,-0.031,70.000
'[00:25:25.008 1]',0.392,-0.031,68.125
'[00:25:25.016 1]',0.392,-0.031,67.188
'[00:25:25.024 1]',0.392,0.000,66.562
'[00:25:25.032 1]',0.392,0.008,65.938
'[00:25:25.040 1]',0.392,0.016,65.625
'[00:25:25.048 1]',0.400,0.000,65.000
'[00:25:25.056 1]',0.400,0.008,64.375
'[00:25:25.064 1]',0.408,-0.008,64.062
'[00:25:25.072 1]',0.416,0.000,63.750
'[00:25:25.080 1]',0.424,-0.016,63.438
'[00:25:25.088 1]',0.431,-0.024,62.812
'[00:25:25.096 1]',0.443,-0.016,62.500
'[00:25:25.104 1]',0.451,-0.008,62.188
'[00:25:25.112 1]',0.467,-0.016,61.562
'[00:25:25.120 1]',0.475,-0.016,61.250
'[00:25:25.128 1]',0.490,-0.016,60.938
'[00:25:25.136 1]',0.502,-0.024,60.625
'[00:25:25.144 1]',0.502,0.008,60.312
'[00:25:25.152 1]',0.518,0.134,60.000
'[00:25:25.160 1]',0.525,0.331,59.688
'[00:25:25.168 1]',0.541,0.260,59.375
'[00:25:25.176 1]',0.549,0.055,59.375
'[00:25:25.184 1]',0.557,-0.134,59.062
'[00:25:25.192 1]',0.569,-0.118,58.750
'[00:25:25.200 1]',0.576,-0.071,58.438
'[00:25:25.208 1]',0.584,-0.024,58.438
'[00:25:25.216 1]',0.592,-0.016,58.125
'[00:25:25.224 1]',0.600,0.008,57.812
'[00:25:25.232 1]',0.600,0.008,57.188
'[00:25:25.240 1]',0.608,0.016,56.875
'[00:25:25.248 1]',0.608,0.008,56.562
'[00:25:25.256 1]',0.616,-0.008,56.250
'[00:25:25.264 1]',0.616,-0.031,56.250
'[00:25:25.272 1]',0.616,-0.016,55.938
'[00:25:25.280 1]',0.616,-0.008,55.625
'[00:25:25.288 1]',0.616,-0.024,55.312
'[00:25:25.296 1]',0.616,-0.039,55.000
'[00:25:25.304 1]',0.627,-0.031,54.688
'[00:25:25.312 1]',0.627,-0.031,54.375
'[00:25:25.320 1]',0.616,-0.039,54.375
'[00:25:25.328 1]',0.616,-0.031,54.062
'[00:25:25.336 1]',0.616,-0.047,53.750
'[00:25:25.344 1]',0.616,-0.031,53.438
'[00:25:25.352 1]',0.616,-0.031,53.125
'[00:25:25.360 1]',0.616,-0.016,53.125
'[00:25:25.368 1]',0.616,-0.024,52.812
'[00:25:25.376 1]',0.616,0.008,52.500
'[00:25:25.384 1]',0.608,0.016,52.500
'[00:25:25.392 1]',0.608,0.031,52.188
'[00:25:25.400 1]',0.608,0.039,52.188
'[00:25:25.408 1]',0.600,0.079,52.812
'[00:25:25.416 1]',0.600,0.087,54.062
'[00:25:25.424 1]',0.592,0.102,56.250
'[00:25:25.432 1]',0.592,0.079,59.688
'[00:25:25.440 1]',0.584,0.079,64.375
'[00:25:25.448 1]',0.584,0.055,69.375
'[00:25:25.456 1]',0.584,0.039,74.688
'[00:25:25.464 1]',0.576,0.008,79.688
'[00:25:25.472 1]',0.576,0.008,83.750
'[00:25:25.480 1]',0.569,-0.016,86.875
'[00:25:25.488 1]',0.569,-0.016,89.375
'[00:25:25.496 1]',0.557,-0.039,91.562
'[00:25:25.504 1]',0.557,-0.047,93.438
'[00:25:25.512 1]',0.549,-0.031,94.688
'[00:25:25.520 1]',0.549,-0.047,95.625
'[00:25:25.528 1]',0.541,-0.031,95.938
'[00:25:25.536 1]',0.541,-0.031,96.250
'[00:25:25.544 1]',0.533,0.000,95.938
'[00:25:25.552 1]',0.533,0.016,95.312
'[00:25:25.560 1]',0.525,0.024,94.375
'[00:25:25.568 1]',0.525,0.024,93.125
'[00:25:25.576 1]',0.518,0.118,91.250
'[00:25:25.584 1]',0.518,0.276,89.375
'[00:25:25.592 1]',0.510,0.417,86.875
'[00:25:25.600 1]',0.510,0.244,84.062
'[00:25:25.608 1]',0.502,0.008,80.938
'[00:25:25.616 1]',0.502,-0.063,77.500
'[00:25:25.624 1]',0.502,-0.055,74.062
'[00:25:25.632 1]',0.502,-0.047,70.625
'[00:25:25.640 1]',0.502,-0.031,67.812
'[00:25:25.648 1]',0.502,-0.039,65.625
'[00:25:25.656 1]',0.502,-0.039,64.375
'[00:25:25.664 1]',0.490,-0.063,63.438
'[00:25:25.672 1]',0.490,-0.047,62.500
'[00:25:25.680 1]',0.490,-0.063,62.188
'[00:25:25.688 1]',0.502,-0.055,61.562
'[00:25:25.696 1]',0.502,-0.047,60.938
'[00:25:25.704 1]',0.502,-0.031,60.312
'[00:25:25.712 1]',0.502,-0.016,59.688
'[00:25:25.720 1]',0.510,0.000,59.375
'[00:25:25.728 1]',0.510,0.008,58.750
'[00:25:25.736 1]',0.525,0.024,58.438
'[00:25:25.744 1]',0.533,0.031,58.125
'[00:25:25.752 1]',0.541,0.008,57.500
'[00:25:25.760 1]',0.549,0.024,57.188
'[00:25:25.768 1]',0.557,0.008,56.875
'[00:25:25.776 1]',0.576,0.008,56.562
'[00:25:25.784 1]',0.584,-0.008,56.250
'[00:25:25.792 1]',0.600,0.000,55.938
'[00:25:25.800 1]',0.608,-0.008,55.625
'[00:25:25.808 1]',0.616,0.008,55.312
'[00:25:25.816 1]',0.627,0.000,55.312
'[00:25:25.824 1]',0.635,0.016,55.000
'[00:25:25.832 1]',0.643,0.008,55.000
'[00:25:25.840 1]',0.651,0.016,54.688
'[00:25:25.848 1]',0.659,0.008,54.688
'[00:25:25.856 1]',0.667,0.008,55.000
'[00:25:25.864 1]',0.675,0.000,55.312
'[00:25:25.872 1]',0.675,0.016,56.562
'[00:25:25.880 1]',0.682,0.008,58.438
'[00:25:25.888 1]',0.682,0.031,61.562
'[00:25:25.896 1]',0.682,0.039,65.312
'[00:25:25.904 1]',0.682,0.055,69.375
'[00:25:25.912 1]',0.694,0.047,73.438
'[00:25:25.920 1]',0.694,0.055,76.875
'[00:25:25.928 1]',0.694,0.047,79.688
'[00:25:25.936 1]',0.694,0.039,81.875
'[00:25:25.944 1]',0.694,0.047,83.750
'[00:25:25.952 1]',0.694,0.039,84.688
'[00:25:25.960 1]',0.694,0.031,85.312
'[00:25:25.968 1]',0.682,0.024,85.625
'[00:25:25.976 1]',0.682,0.039,85.000
'[00:25:25.984 1]',0.675,0.008,83.750
'[00:25:25.992 1]',0.675,0.016,82.188
'[00:25:26.000 1]',0.667,0.008,79.688
'[00:25:26.008 1]',0.667,0.024,77.188
'[00:25:26.016 1]',0.659,0.079,73.750
'[00:25:26.024 1]',0.651,0.260,70.625
'[00:25:26.032 1]',0.643,0.323,67.188
'[00:25:26.040 1]',0.635,0.134,64.062
'[00:25:26.048 1]',0.635,-0.087,61.875
'[00:25:26.056 1]',0.627,-0.118,60.000
'[00:25:26.064 1]',0.616,-0.071,58.750
'[00:25:26.072 1]',0.608,-0.031,57.812
'[00:25:26.080 1]',0.600,-0.016,57.188
'[00:25:26.088 1]',0.592,0.008,56.875
'[00:25:26.096 1]',0.584,0.008,56.562
'[00:25:26.104 1]',0.584,0.008,56.562
'[00:25:26.112 1]',0.576,0.008,56.250
'[00:25:26.120 1]',0.569,0.024,55.938
'[00:25:26.128 1]',0.569,0.000,55.938
'[00:25:26.136 1]',0.557,-0.008,55.625
'[00:25:26.144 1]',0.549,0.008,55.625
'[00:25:26.152 1]',0.549,-0.008,55.312
'[00:25:26.160 1]',0.549,0.008,55.000
'[00:25:26.168 1]',0.549,-0.008,54.688
'[00:25:26.176 1]',0.549,-0.008,54.375
'[00:25:26.184 1]',0.549,-0.016,54.062
'[00:25:26.192 1]',0.549,-0.008,53.750
'[00:25:26.200 1]',0.557,-0.016,53.438
'[00:25:26.208 1]',0.557,-0.008,53.125
'[00:25:26.216 1]',0.569,-0.016,52.812
'[00:25:26.224 1]',0.569,0.008,52.812
'[00:25:26.232 1]',0.576,-0.024,52.500
'[00:25:26.240 1]',0.576,-0.016,52.188
'[00:25:26.248 1]',0.576,-0.016,52.188
'[00:25:26.256 1]',0.584,0.024,51.875
'[00:25:26.264 1]',0.584,0.039,51.562
'[00:25:26.272 1]',0.584,0.063,51.562
'[00:25:26.280 1]',0.584,0.063,51.875
'[00:25:26.288 1]',0.584,0.079,52.500
'[00:25:26.296 1]',0.584,0.063,54.062
'[00:25:26.304 1]',0.584,0.079,56.875
'[00:25:26.312 1]',0.576,0.063,60.625
'[00:25:26.320 1]',0.576,0.063,65.312
'[00:25:26.328 1]',0.569,0.055,70.312
'[00:25:26.336 1]',0.569,0.055,74.688
'[00:25:26.344 1]',0.557,0.039,78.750
'[00:25:26.352 1]',0.557,0.039,81.875
'[00:25:26.360 1]',0.549,0.039,84.375
'[00:25:26.368 1]',0.549,0.024,86.250
'[00:25:26.376 1]',0.541,0.031,87.812
'[00:25:26.384 1]',0.541,0.008,88.750
