'Time','II','III','MCL','RESP','PLETH','ABP'
'[11:13:17.616]',-0.005,0.260,1.045,0.258,1.367,79.186
'[11:13:17.624]',-0.005,0.270,1.050,0.256,1.334,79.069
'[11:13:17.632]',-0.005,0.265,1.055,0.255,1.302,78.717
'[11:13:17.640]',-0.010,0.270,1.060,0.254,1.272,78.248
'[11:13:17.648]',-0.010,0.270,1.055,0.252,1.243,77.662
'[11:13:17.656]',-0.021,0.270,1.070,0.251,1.217,77.193
'[11:13:17.664]',-0.030,0.270,1.070,0.250,1.195,77.076
'[11:13:17.672]',-0.045,0.275,1.075,0.249,1.177,78.072
'[11:13:17.680]',-0.061,0.265,1.070,0.247,1.163,81.120
'[11:13:17.688]',-0.081,0.265,1.070,0.246,1.152,87.216
'[11:13:17.696]',-0.100,0.250,1.060,0.245,1.145,96.711
'[11:13:17.704]',-0.120,0.250,1.045,0.244,1.139,108.961
'[11:13:17.712]',-0.126,0.255,1.040,0.243,1.138,122.677
'[11:13:17.720]',-0.130,0.265,1.035,0.242,1.141,136.040
'[11:13:17.728]',-0.120,0.285,1.025,0.241,1.144,147.529
'[11:13:17.736]',-0.095,0.305,1.020,0.240,1.148,155.852
'[11:13:17.744]',-0.081,0.320,1.015,0.238,1.152,160.306
'[11:13:17.752]',-0.055,0.335,1.010,0.237,1.159,160.716
'[11:13:17.760]',-0.041,0.340,1.010,0.236,1.166,157.786
'[11:13:17.768]',-0.025,0.335,1.005,0.234,1.173,152.393
'[11:13:17.776]',-0.010,0.330,1.005,0.233,1.181,145.419
'[11:13:17.784]',-0.000,0.320,0.995,0.231,1.191,137.799
'[11:13:17.792]',-0.000,0.305,0.990,0.230,1.201,130.179
'[11:13:17.800]',0.004,0.295,0.980,0.229,1.213,122.853
'[11:13:17.808]',-0.000,0.285,0.975,0.228,1.226,116.171
'[11:13:17.816]',-0.000,0.275,0.975,0.228,1.239,110.134
'[11:13:17.824]',-0.005,0.270,0.975,0.228,1.251,104.800
'[11:13:17.832]',-0.005,0.270,0.975,0.228,1.263,100.287
'[11:13:17.840]',-0.010,0.270,0.970,0.228,1.274,96.594
'[11:13:17.848]',-0.015,0.270,0.970,0.229,1.284,93.722
'[11:13:17.856]',-0.021,0.270,0.970,0.230,1.293,91.495
'[11:13:17.864]',-0.025,0.265,0.965,0.230,1.299,89.912
'[11:13:17.872]',-0.025,0.265,0.960,0.231,1.300,88.916
'[11:13:17.880]',-0.035,0.255,0.965,0.232,1.296,88.271
'[11:13:17.888]',-0.041,0.260,0.965,0.233,1.285,87.919
'[11:13:17.896]',-0.045,0.255,0.960,0.235,1.273,87.626
'[11:13:17.904]',-0.050,0.260,0.960,0.237,1.267,87.275
'[11:13:17.912]',-0.050,0.250,0.955,0.239,1.271,86.981
'[11:13:17.920]',-0.055,0.250,0.960,0.241,1.295,86.630
'[11:13:17.928]',-0.061,0.250,0.955,0.244,1.357,86.395
'[11:13:17.936]',-0.055,0.250,0.950,0.246,1.466,86.571
'[11:13:17.944]',-0.055,0.255,0.960,0.248,1.627,87.099
'[11:13:17.952]',-0.055,0.250,0.955,0.250,1.829,88.271
'[11:13:17.960]',-0.055,0.255,0.955,0.252,2.058,89.971
'[11:13:17.968]',-0.055,0.255,0.955,0.253,2.287,92.139
'[11:13:17.976]',-0.061,0.255,0.955,0.255,2.494,94.543
'[11:13:17.984]',-0.061,0.250,0.955,0.256,2.656,97.180
'[11:13:17.992]',-0.061,0.255,0.955,0.257,2.761,99.818
'[11:13:18.000]',-0.055,0.260,0.955,0.257,2.808,102.221
'[11:13:18.008]',-0.055,0.260,0.960,0.258,2.806,104.448
'[11:13:18.016]',-0.055,0.255,0.955,0.258,2.768,106.089
'[11:13:18.024]',-0.055,0.260,0.960,0.258,2.698,107.262
'[11:13:18.032]',-0.050,0.260,0.965,0.258,2.603,107.789
'[11:13:18.040]',-0.021,0.270,0.980,0.257,2.495,107.730
'[11:13:18.048]',0.010,0.285,1.005,0.257,2.380,107.086
'[11:13:18.056]',0.020,0.295,1.015,0.256,2.267,105.855
'[11:13:18.064]',0.020,0.290,1.020,0.255,2.157,104.214
'[11:13:18.072]',0.024,0.320,1.020,0.255,2.052,102.279
'[11:13:18.080]',-0.005,0.300,0.990,0.253,1.951,100.111
'[11:13:18.088]',-0.015,0.295,0.975,0.252,1.860,97.825
'[11:13:18.096]',-0.035,0.270,0.945,0.250,1.783,95.480
'[11:13:18.104]',-0.050,0.270,0.940,0.248,1.723,93.194
'[11:13:18.112]',-0.055,0.260,0.940,0.246,1.675,90.967
'[11:13:18.120]',-0.075,0.255,0.950,0.245,1.634,88.916
'[11:13:18.128]',-0.081,0.250,0.945,0.244,1.603,86.923
'[11:13:18.136]',-0.081,0.260,0.945,0.242,1.578,85.164
'[11:13:18.144]',-0.075,0.260,0.945,0.241,1.558,83.523
'[11:13:18.152]',-0.075,0.255,0.945,0.241,1.541,82.117
'[11:13:18.160]',-0.075,0.250,0.940,0.240,1.525,80.769
'[11:13:18.168]',-0.065,0.230,0.930,0.239,1.512,79.655
'[11:13:18.176]',0.040,0.280,1.010,0.239,1.503,78.658
'[11:13:18.184]',0.320,0.525,1.125,0.238,1.500,77.721
'[11:13:18.192]',0.795,1.041,1.170,0.238,1.505,76.900
'[11:13:18.200]',1.171,1.501,1.255,0.238,1.522,76.255
'[11:13:18.208]',0.395,1.271,0.970,0.238,1.543,75.611
'[11:13:18.216]',-0.205,0.760,0.705,0.238,1.570,75.024
'[11:13:18.224]',-0.276,0.455,0.780,0.237,1.607,74.556
'[11:13:18.232]',-0.200,0.265,0.880,0.237,1.651,74.263
'[11:13:18.240]',-0.146,0.205,0.940,0.237,1.698,73.911
'[11:13:18.248]',-0.120,0.180,0.970,0.237,1.745,73.794
'[11:13:18.256]',-0.110,0.175,0.975,0.236,1.788,73.676
'[11:13:18.264]',-0.100,0.175,0.975,0.235,1.824,73.735
'[11:13:18.272]',-0.095,0.175,0.980,0.234,1.850,73.794
'[11:13:18.280]',-0.086,0.175,0.985,0.234,1.867,73.969
'[11:13:18.288]',-0.090,0.175,0.985,0.233,1.872,74.263
'[11:13:18.296]',-0.075,0.180,0.990,0.233,1.865,74.614
'[11:13:18.304]',-0.075,0.190,0.990,0.233,1.850,74.966
'[11:13:18.312]',-0.075,0.195,0.995,0.232,1.829,75.435
'[11:13:18.320]',-0.070,0.200,1.000,0.232,1.799,75.845
'[11:13:18.328]',-0.061,0.200,1.000,0.232,1.761,76.314
'[11:13:18.336]',-0.050,0.215,0.995,0.232,1.718,76.666
'[11:13:18.344]',-0.055,0.215,1.000,0.232,1.674,77.076
'[11:13:18.352]',-0.045,0.225,1.010,0.232,1.630,77.369
'[11:13:18.360]',-0.041,0.230,1.015,0.232,1.586,77.603
'[11:13:18.368]',-0.035,0.240,1.020,0.233,1.542,77.779
'[11:13:18.376]',-0.030,0.245,1.020,0.234,1.500,77.897
'[11:13:18.384]',-0.035,0.245,1.020,0.235,1.458,77.897
'[11:13:18.392]',-0.025,0.255,1.035,0.236,1.420,77.897
'[11:13:18.400]',-0.025,0.265,1.045,0.237,1.387,77.721
'[11:13:18.408]',-0.025,0.270,1.045,0.238,1.361,77.428
'[11:13:18.416]',-0.021,0.270,1.050,0.240,1.337,76.900
'[11:13:18.424]',-0.030,0.270,1.060,0.242,1.312,76.373
'[11:13:18.432]',-0.041,0.270,1.060,0.243,1.288,75.786
'[11:13:18.440]',-0.050,0.270,1.070,0.245,1.267,75.611
'[11:13:18.448]',-0.061,0.265,1.070,0.247,1.246,76.255
'[11:13:18.456]',-0.075,0.270,1.065,0.249,1.227,78.717
'[11:13:18.464]',-0.095,0.265,1.060,0.251,1.209,84.168
'[11:13:18.472]',-0.110,0.265,1.050,0.253,1.196,92.843
'[11:13:18.480]',-0.120,0.255,1.045,0.255,1.186,104.507
'[11:13:18.488]',-0.130,0.265,1.040,0.258,1.179,117.870
'[11:13:18.496]',-0.120,0.270,1.030,0.260,1.176,131.469
'[11:13:18.504]',-0.115,0.295,1.020,0.262,1.176,143.660
'[11:13:18.512]',-0.095,0.315,1.010,0.264,1.179,152.921
'[11:13:18.520]',-0.070,0.330,1.010,0.266,1.184,158.431
'[11:13:18.528]',-0.050,0.340,1.000,0.269,1.190,159.779
'[11:13:18.536]',-0.030,0.340,1.000,0.271,1.196,157.493
'[11:13:18.544]',-0.015,0.340,1.000,0.273,1.203,152.452
'[11:13:18.552]',-0.005,0.330,1.000,0.275,1.213,145.477
'[11:13:18.560]',-0.000,0.315,0.995,0.277,1.224,137.740
'[11:13:18.568]',0.004,0.305,0.990,0.280,1.237,129.710
'[11:13:18.576]',0.004,0.295,0.985,0.282,1.249,122.032
'[11:13:18.584]',0.010,0.290,0.980,0.284,1.262,114.881
'[11:13:18.592]',-0.000,0.280,0.980,0.286,1.275,108.434
'[11:13:18.600]',-0.000,0.280,0.980,0.288,1.286,102.748
'[11:13:18.608]',-0.000,0.280,0.975,0.289,1.299,97.942
'[11:13:18.616]',-0.005,0.270,0.970,0.290,1.311,93.898
'[11:13:18.624]',-0.010,0.270,0.965,0.292,1.323,90.674
'[11:13:18.632]',-0.010,0.270,0.960,0.295,1.332,88.154
'[11:13:18.640]',-0.015,0.270,0.955,0.297,1.339,86.395
'[11:13:18.648]',-0.021,0.265,0.955,0.300,1.342,85.164
'[11:13:18.656]',-0.025,0.265,0.955,0.303,1.338,84.344
'[11:13:18.664]',-0.025,0.260,0.950,0.305,1.329,83.875
'[11:13:18.672]',-0.030,0.265,0.950,0.308,1.317,83.523
'[11:13:18.680]',-0.035,0.260,0.950,0.310,1.305,83.289
'[11:13:18.688]',-0.041,0.260,0.955,0.312,1.305,83.113
'[11:13:18.696]',-0.035,0.260,0.955,0.314,1.330,82.996
'[11:13:18.704]',-0.041,0.260,0.950,0.315,1.378,83.054
'[11:13:18.712]',-0.041,0.260,0.950,0.317,1.460,83.465
'[11:13:18.720]',-0.041,0.265,0.950,0.318,1.598,84.403
'[11:13:18.728]',-0.041,0.260,0.950,0.320,1.785,85.868
'[11:13:18.736]',-0.035,0.265,0.950,0.322,2.008,87.919
'[11:13:18.744]',-0.041,0.260,0.950,0.323,2.243,90.440
'[11:13:18.752]',-0.041,0.265,0.955,0.325,2.466,93.253
'[11:13:18.760]',-0.041,0.270,0.955,0.326,2.652,96.301
'[11:13:18.768]',-0.041,0.265,0.950,0.327,2.784,99.349
'[11:13:18.776]',-0.041,0.270,0.950,0.328,2.855,102.279
'[11:13:18.784]',-0.035,0.270,0.950,0.329,2.868,104.976
'[11:13:18.792]',-0.035,0.275,0.950,0.330,2.832,107.203
'[11:13:18.800]',-0.025,0.270,0.950,0.330,2.757,108.727
'[11:13:18.808]',-0.005,0.280,0.965,0.331,2.669,109.606
'[11:13:18.816]',0.020,0.295,0.995,0.331,2.572,109.723
'[11:13:18.824]',0.030,0.310,1.010,0.331,2.459,109.254
'[11:13:18.832]',0.040,0.305,1.010,0.332,2.342,108.024
'[11:13:18.840]',0.044,0.320,1.020,0.332,2.226,106.382
'[11:13:18.848]',0.020,0.325,1.005,0.332,2.113,104.214
'[11:13:18.856]',-0.000,0.300,0.970,0.332,2.009,101.928
'[11:13:18.864]',-0.000,0.290,0.955,0.332,1.914,99.407
'[11:13:18.872]',-0.021,0.285,0.935,0.332,1.829,96.887
'[11:13:18.880]',-0.025,0.280,0.935,0.333,1.756,94.367
'[11:13:18.888]',-0.045,0.270,0.940,0.333,1.694,91.905
'[11:13:18.896]',-0.065,0.270,0.945,0.334,1.645,89.678
'[11:13:18.904]',-0.070,0.270,0.940,0.335,1.611,87.568
'[11:13:18.912]',-0.065,0.270,0.940,0.336,1.586,85.575
'[11:13:18.920]',-0.065,0.270,0.940,0.336,1.565,83.816
'[11:13:18.928]',-0.065,0.270,0.940,0.337,1.549,82.175
'[11:13:18.936]',-0.065,0.265,0.930,0.337,1.537,80.769
'[11:13:18.944]',-0.015,0.245,0.965,0.338,1.528,79.596
'[11:13:18.952]',0.170,0.380,1.070,0.339,1.524,78.483
'[11:13:18.960]',0.540,0.775,1.115,0.340,1.526,77.545
'[11:13:18.968]',1.081,1.406,1.185,0.342,1.535,76.724
'[11:13:18.976]',1.155,1.501,1.055,0.343,1.552,76.021
'[11:13:18.984]',-0.081,0.900,0.710,0.344,1.581,75.552
'[11:13:18.992]',-0.330,0.520,0.630,0.346,1.620,75.083
'[11:13:19.000]',-0.245,0.330,0.815,0.347,1.668,74.731
'[11:13:19.008]',-0.160,0.230,0.915,0.348,1.715,74.556
'[11:13:19.016]',-0.106,0.205,0.960,0.348,1.761,74.438
'[11:13:19.024]',-0.095,0.195,0.975,0.348,1.812,74.380
'[11:13:19.032]',-0.090,0.190,0.975,0.348,1.865,74.438
'[11:13:19.040]',-0.081,0.195,0.980,0.347,1.913,74.556
'[11:13:19.048]',-0.075,0.190,0.985,0.347,1.950,74.790
'[11:13:19.056]',-0.070,0.200,0.985,0.345,1.974,75.083
'[11:13:19.064]',-0.065,0.200,0.995,0.344,1.983,75.435
'[11:13:19.072]',-0.061,0.210,1.000,0.344,1.981,75.845
'[11:13:19.080]',-0.055,0.210,1.000,0.343,1.967,76.373
'[11:13:19.088]',-0.050,0.215,1.000,0.342,1.940,76.841
'[11:13:19.096]',-0.041,0.225,1.005,0.341,1.905,77.369
'[11:13:19.104]',-0.035,0.230,1.005,0.339,1.868,77.838
'[11:13:19.112]',-0.035,0.230,1.010,0.337,1.829,78.365
'[11:13:19.120]',-0.025,0.245,1.015,0.335,1.782,78.776
'[11:13:19.128]',-0.021,0.245,1.020,0.333,1.731,79.186
'[11:13:19.136]',-0.015,0.250,1.020,0.330,1.679,79.420
'[11:13:19.144]',-0.010,0.255,1.025,0.328,1.627,79.596
'[11:13:19.152]',-0.005,0.270,1.025,0.327,1.575,79.714
'[11:13:19.160]',-0.005,0.270,1.030,0.325,1.526,79.714
'[11:13:19.168]',-0.005,0.275,1.035,0.323,1.480,79.596
'[11:13:19.176]',-0.005,0.280,1.045,0.320,1.438,79.362
'[11:13:19.184]',-0.010,0.280,1.045,0.317,1.401,79.010
'[11:13:19.192]',-0.015,0.285,1.045,0.314,1.367,78.424
'[11:13:19.200]',-0.021,0.285,1.050,0.311,1.335,77.897
'[11:13:19.208]',-0.030,0.280,1.055,0.308,1.312,77.545
'[11:13:19.216]',-0.045,0.275,1.055,0.305,1.293,77.897
'[11:13:19.224]',-0.061,0.270,1.050,0.303,1.275,79.948
'[11:13:19.232]',-0.081,0.270,1.050,0.301,1.258,84.637
'[11:13:19.240]',-0.100,0.265,1.045,0.299,1.243,92.491
'[11:13:19.248]',-0.120,0.255,1.025,0.297,1.231,103.569
'[11:13:19.256]',-0.130,0.260,1.020,0.295,1.220,116.640
'[11:13:19.264]',-0.135,0.265,1.015,0.293,1.211,130.296
'[11:13:19.272]',-0.126,0.280,1.005,0.292,1.205,142.722
'[11:13:19.280]',-0.106,0.300,1.000,0.291,1.202,152.511
'[11:13:19.288]',-0.086,0.320,1.000,0.290,1.201,158.665
'[11:13:19.296]',-0.065,0.335,1.000,0.288,1.203,160.951
'[11:13:19.304]',-0.050,0.345,0.995,0.287,1.208,159.486
'[11:13:19.312]',-0.030,0.340,0.990,0.286,1.215,155.031
'[11:13:19.320]',-0.021,0.340,0.980,0.284,1.223,148.759
'[11:13:19.328]',-0.010,0.330,0.980,0.283,1.233,141.316
'[11:13:19.336]',-0.005,0.320,0.975,0.281,1.244,133.637
'[11:13:19.344]',-0.000,0.305,0.975,0.280,1.256,126.135
'[11:13:19.352]',-0.000,0.295,0.975,0.280,1.268,119.101
'[11:13:19.360]',-0.000,0.290,0.970,0.279,1.279,112.654
'[11:13:19.368]',0.004,0.290,0.970,0.278,1.288,107.027
'[11:13:19.376]',-0.000,0.280,0.965,0.277,1.296,102.221
'[11:13:19.384]',-0.000,0.280,0.965,0.277,1.305,98.235
'[11:13:19.392]',-0.000,0.280,0.965,0.276,1.313,95.011
'[11:13:19.400]',-0.000,0.280,0.960,0.276,1.318,92.491
'[11:13:19.408]',-0.010,0.270,0.955,0.275,1.323,90.557
'[11:13:19.416]',-0.010,0.270,0.955,0.275,1.326,89.209
'[11:13:19.424]',-0.015,0.270,0.950,0.275,1.325,88.388
'[11:13:19.432]',-0.021,0.270,0.950,0.276,1.317,87.743
'[11:13:19.440]',-0.025,0.265,0.950,0.276,1.304,87.275
'[11:13:19.448]',-0.025,0.265,0.950,0.277,1.290,86.923
'[11:13:19.456]',-0.030,0.270,0.950,0.278,1.283,86.513
'[11:13:19.464]',-0.035,0.260,0.950,0.278,1.295,86.102
'[11:13:19.472]',-0.035,0.270,0.950,0.278,1.341,85.868
'[11:13:19.480]',-0.035,0.260,0.950,0.279,1.432,85.868
'[11:13:19.488]',-0.035,0.260,0.950,0.279,1.574,86.278
'[11:13:19.496]',-0.035,0.255,0.950,0.279,1.763,87.275
'[11:13:19.504]',-0.035,0.265,0.945,0.279,1.951,88.857
'[11:13:19.512]',-0.035,0.260,0.950,0.280,2.135,90.909
'[11:13:19.520]',-0.035,0.265,0.950,0.279,2.336,93.370
'[11:13:19.528]',-0.035,0.260,0.950,0.279,2.521,96.066
'[11:13:19.536]',-0.041,0.265,0.950,0.278,2.665,98.880
'[11:13:19.544]',-0.035,0.260,0.950,0.277,2.755,101.459
'[11:13:19.552]',-0.035,0.270,0.950,0.276,2.788,103.921
'[11:13:19.560]',-0.035,0.265,0.945,0.276,2.770,105.913
'[11:13:19.568]',-0.030,0.270,0.940,0.275,2.714,107.437
'[11:13:19.576]',-0.025,0.270,0.950,0.274,2.630,108.375
'[11:13:19.584]',-0.000,0.275,0.955,0.272,2.528,108.668
'[11:13:19.592]',0.030,0.290,0.980,0.271,2.414,108.317
'[11:13:19.600]',0.050,0.295,0.995,0.269,2.297,107.379
'[11:13:19.608]',0.055,0.300,1.000,0.266,2.194,105.913
'[11:13:19.616]',0.065,0.295,1.005,0.264,2.100,104.096
'[11:13:19.624]',0.044,0.320,1.010,0.261,2.002,101.986
'[11:13:19.632]',0.020,0.295,0.960,0.259,1.909,99.700
'[11:13:19.640]',0.015,0.285,0.940,0.257,1.825,97.356
'[11:13:19.648]',-0.000,0.270,0.925,0.254,1.752,95.011
'[11:13:19.656]',-0.015,0.275,0.925,0.251,1.690,92.667
'[11:13:19.664]',-0.030,0.265,0.925,0.248,1.640,90.498
'[11:13:19.672]',-0.045,0.260,0.925,0.245,1.600,88.505
'[11:13:19.680]',-0.050,0.260,0.925,0.242,1.568,86.571
'[11:13:19.688]',-0.050,0.260,0.925,0.239,1.541,84.871
'[11:13:19.696]',-0.050,0.250,0.925,0.236,1.516,83.289
'[11:13:19.704]',-0.050,0.260,0.925,0.234,1.500,81.941
'[11:13:19.712]',-0.050,0.245,0.920,0.232,1.487,80.710
'[11:13:19.720]',-0.010,0.230,0.915,0.230,1.476,79.596
'[11:13:19.728]',0.175,0.360,1.050,0.228,1.471,78.658
'[11:13:19.736]',0.520,0.735,1.105,0.227,1.472,77.838
'[11:13:19.744]',1.075,1.376,1.200,0.225,1.480,77.135
'[11:13:19.752]',1.180,1.501,1.205,0.224,1.498,76.431
'[11:13:19.760]',0.020,0.990,0.760,0.222,1.525,75.786
'[11:13:19.768]',-0.271,0.575,0.675,0.221,1.562,75.318
'[11:13:19.776]',-0.211,0.355,0.820,0.220,1.606,74.907
'[11:13:19.784]',-0.146,0.235,0.905,0.219,1.654,74.614
'[11:13:19.792]',-0.095,0.195,0.945,0.218,1.703,74.438
'[11:13:19.800]',-0.081,0.185,0.955,0.217,1.744,74.321
'[11:13:19.808]',-0.075,0.175,0.960,0.217,1.777,74.263
'[11:13:19.816]',-0.070,0.175,0.965,0.217,1.809,74.263
'[11:13:19.824]',-0.065,0.175,0.970,0.216,1.836,74.380
'[11:13:19.832]',-0.055,0.175,0.975,0.216,1.852,74.614
'[11:13:19.840]',-0.050,0.185,0.975,0.216,1.857,74.907
'[11:13:19.848]',-0.045,0.180,0.975,0.216,1.849,75.318
'[11:13:19.856]',-0.041,0.200,0.980,0.217,1.830,75.728
'[11:13:19.864]',-0.035,0.200,0.985,0.217,1.802,76.255
'[11:13:19.872]',-0.041,0.205,0.985,0.217,1.765,76.724
'[11:13:19.880]',-0.035,0.205,0.985,0.217,1.724,77.193
'[11:13:19.888]',-0.035,0.220,0.995,0.218,1.679,77.662
'[11:13:19.896]',-0.035,0.225,1.000,0.218,1.633,78.072
'[11:13:19.904]',-0.030,0.230,1.000,0.218,1.593,78.424
'[11:13:19.912]',-0.025,0.235,1.005,0.218,1.543,78.658
'[11:13:19.920]',-0.021,0.240,1.010,0.219,1.481,78.834
'[11:13:19.928]',-0.025,0.245,1.015,0.219,1.427,79.069
'[11:13:19.936]',-0.021,0.250,1.020,0.219,1.379,79.069
'[11:13:19.944]',-0.021,0.255,1.020,0.219,1.337,79.010
'[11:13:19.952]',-0.025,0.265,1.030,0.218,1.299,78.717
'[11:13:19.960]',-0.025,0.270,1.040,0.218,1.265,78.307
'[11:13:19.968]',-0.030,0.270,1.045,0.218,1.236,77.721
'[11:13:19.976]',-0.035,0.270,1.045,0.217,1.210,77.252
'[11:13:19.984]',-0.050,0.270,1.055,0.217,1.188,76.841
'[11:13:19.992]',-0.055,0.270,1.060,0.217,1.166,77.193
'[11:13:20.000]',-0.070,0.265,1.055,0.217,1.150,79.127
'[11:13:20.008]',-0.090,0.260,1.055,0.217,1.139,83.758
'[11:13:20.016]',-0.110,0.255,1.045,0.217,1.128,91.671
'[11:13:20.024]',-0.126,0.260,1.040,0.218,1.117,102.631
'[11:13:20.032]',-0.135,0.255,1.035,0.218,1.109,115.702
'[11:13:20.040]',-0.146,0.265,1.020,0.218,1.103,129.300
'[11:13:20.048]',-0.140,0.275,1.015,0.218,1.099,141.785
'[11:13:20.056]',-0.120,0.295,1.010,0.219,1.096,151.690
'[11:13:20.064]',-0.100,0.320,1.000,0.219,1.095,157.903
'[11:13:20.072]',-0.081,0.335,0.995,0.219,1.097,160.189
'[11:13:20.080]',-0.061,0.335,0.985,0.220,1.102,158.724
'[11:13:20.088]',-0.045,0.335,0.985,0.220,1.109,154.386
'[11:13:20.096]',-0.030,0.320,0.975,0.220,1.119,147.939
'[11:13:20.104]',-0.021,0.315,0.960,0.221,1.131,140.495
'[11:13:20.112]',-0.015,0.295,0.955,0.221,1.143,132.758
'[11:13:20.120]',-0.010,0.285,0.950,0.222,1.155,125.197
'[11:13:20.128]',-0.015,0.270,0.945,0.222,1.168,118.105
'[11:13:20.136]',-0.010,0.270,0.950,0.223,1.182,111.658
'[11:13:20.144]',-0.015,0.260,0.950,0.223,1.196,106.031
'[11:13:20.152]',-0.021,0.250,0.945,0.224,1.210,101.166
'[11:13:20.160]',-0.021,0.245,0.940,0.225,1.224,97.180
'[11:13:20.168]',-0.025,0.250,0.935,0.227,1.237,93.839
'[11:13:20.176]',-0.025,0.245,0.935,0.229,1.248,91.377
'[11:13:20.184]',-0.030,0.245,0.940,0.231,1.257,89.502
'[11:13:20.192]',-0.035,0.240,0.935,0.233,1.261,88.212
'[11:13:20.200]',-0.045,0.240,0.930,0.236,1.263,87.450
'[11:13:20.208]',-0.050,0.245,0.930,0.238,1.260,86.981
'[11:13:20.216]',-0.050,0.240,0.935,0.240,1.250,86.688
'[11:13:20.224]',-0.055,0.240,0.935,0.242,1.239,86.337
'[11:13:20.232]',-0.050,0.245,0.940,0.245,1.232,85.985
'[11:13:20.240]',-0.065,0.245,0.930,0.247,1.240,85.633
'[11:13:20.248]',-0.065,0.240,0.930,0.250,1.280,85.282
'[11:13:20.256]',-0.075,0.245,0.935,0.252,1.363,85.282
'[11:13:20.264]',-0.065,0.245,0.935,0.254,1.497,85.692
'[11:13:20.272]',-0.070,0.245,0.935,0.257,1.680,86.630
'[11:13:20.280]',-0.065,0.245,0.935,0.259,1.898,88.037
'[11:13:20.288]',-0.075,0.245,0.940,0.261,2.131,89.971
'[11:13:20.296]',-0.075,0.245,0.935,0.263,2.352,92.315
'[11:13:20.304]',-0.070,0.250,0.940,0.264,2.522,94.836
'[11:13:20.312]',-0.065,0.250,0.940,0.265,2.640,97.532
'[11:13:20.320]',-0.070,0.255,0.940,0.266,2.724,100.169
'[11:13:20.328]',-0.061,0.260,0.940,0.268,2.761,102.573
'[11:13:20.336]',-0.055,0.260,0.940,0.268,2.749,104.624
'[11:13:20.344]',-0.061,0.255,0.935,0.269,2.697,106.089
'[11:13:20.352]',-0.050,0.255,0.940,0.269,2.615,107.027
'[11:13:20.360]',-0.015,0.270,0.955,0.270,2.513,107.437
'[11:13:20.368]',-0.000,0.290,0.980,0.271,2.403,107.203
'[11:13:20.376]',0.015,0.295,0.990,0.271,2.288,106.382
'[11:13:20.384]',0.020,0.290,1.000,0.271,2.173,105.034
'[11:13:20.392]',0.024,0.310,1.000,0.272,2.062,103.276
'[11:13:20.400]',-0.005,0.295,0.965,0.272,1.968,101.283
'[11:13:20.408]',-0.010,0.275,0.945,0.272,1.886,99.114
'[11:13:20.416]',-0.025,0.265,0.920,0.272,1.805,96.770
'[11:13:20.424]',-0.041,0.260,0.910,0.272,1.732,94.484
'[11:13:20.432]',-0.055,0.260,0.915,0.272,1.669,92.198
'[11:13:20.440]',-0.070,0.245,0.925,0.272,1.617,89.971
'[11:13:20.448]',-0.075,0.245,0.925,0.272,1.576,87.978
'[11:13:20.456]',-0.070,0.255,0.920,0.272,1.546,86.044
'[11:13:20.464]',-0.075,0.250,0.925,0.272,1.524,84.285
'[11:13:20.472]',-0.070,0.255,0.930,0.273,1.507,82.644
'[11:13:20.480]',-0.075,0.250,0.925,0.274,1.494,81.237
'[11:13:20.488]',-0.070,0.235,0.920,0.275,1.482,80.007
'[11:13:20.496]',0.020,0.265,0.985,0.277,1.473,78.776
'[11:13:20.504]',0.270,0.470,1.105,0.279,1.468,77.721
'[11:13:20.512]',0.725,0.945,1.155,0.280,1.468,76.783
'[11:13:20.520]',1.200,1.501,1.260,0.282,1.474,75.962
'[11:13:20.528]',0.550,1.346,1.015,0.283,1.488,75.259
'[11:13:20.536]',-0.166,0.810,0.695,0.285,1.510,74.614
'[11:13:20.544]',-0.271,0.480,0.670,0.286,1.542,74.087
'[11:13:20.552]',-0.200,0.290,0.860,0.287,1.583,73.618
'[11:13:20.560]',-0.135,0.220,0.930,0.289,1.630,73.207
'[11:13:20.568]',-0.106,0.200,0.960,0.290,1.677,72.973
'[11:13:20.576]',-0.095,0.185,0.975,0.292,1.723,72.797
'[11:13:20.584]',-0.090,0.185,0.975,0.294,1.766,72.680
'[11:13:20.592]',-0.086,0.180,0.980,0.296,1.802,72.680
'[11:13:20.600]',-0.075,0.190,0.980,0.298,1.824,72.797
'[11:13:20.608]',-0.070,0.195,0.985,0.299,1.836,72.973
'[11:13:20.616]',-0.061,0.200,0.985,0.301,1.840,73.207
'[11:13:20.624]',-0.055,0.205,0.990,0.302,1.836,73.501
'[11:13:20.632]',-0.050,0.210,0.995,0.303,1.822,73.852
'[11:13:20.640]',-0.050,0.210,0.990,0.304,1.799,74.263
'[11:13:20.648]',-0.045,0.215,1.000,0.306,1.766,74.673
'[11:13:20.656]',-0.035,0.225,1.000,0.307,1.726,75.024
'[11:13:20.664]',-0.030,0.225,1.005,0.309,1.682,75.435
'[11:13:20.672]',-0.025,0.240,1.010,0.310,1.636,75.728
'[11:13:20.680]',-0.021,0.245,1.010,0.311,1.590,75.962
'[11:13:20.688]',-0.005,0.250,1.020,0.312,1.546,76.255
'[11:13:20.696]',-0.005,0.255,1.020,0.313,1.503,76.431
'[11:13:20.704]',-0.005,0.260,1.025,0.314,1.467,76.548
'[11:13:20.712]',-0.000,0.265,1.030,0.315,1.436,76.607
'[11:13:20.720]',-0.000,0.270,1.030,0.317,1.403,76.490
