'Time','II','AVR','V','RESP','PLETH','ABP','LAP'
'[18:22:51.896]',0.455,0.545,0.520,0.081,1.706,97.542,37.004
'[18:22:51.904]',0.445,0.555,0.540,0.072,1.697,95.539,37.004
'[18:22:51.912]',0.450,0.550,0.500,0.063,1.690,93.292,37.004
'[18:22:51.920]',0.455,0.540,0.525,0.056,1.683,90.948,37.004
'[18:22:51.928]',0.445,0.560,0.490,0.050,1.674,88.603,37.004
'[18:22:51.936]',0.445,0.565,0.515,0.045,1.663,86.747,37.004
'[18:22:51.944]',0.455,0.540,0.490,0.040,1.651,85.379,37.004
'[18:22:51.952]',0.460,0.540,0.515,0.035,1.645,84.598,37.004
'[18:22:51.960]',0.450,0.540,0.490,0.031,1.648,84.256,37.004
'[18:22:51.968]',0.465,0.540,0.485,0.027,1.663,84.354,37.004
'[18:22:51.976]',0.450,0.550,0.515,0.023,1.688,84.745,37.004
'[18:22:51.984]',0.470,0.525,0.485,0.020,1.719,85.477,37.004
'[18:22:51.992]',0.460,0.535,0.535,0.017,1.751,86.503,37.004
'[18:22:52.000]',0.450,0.545,0.495,0.016,1.779,87.675,37.004
'[18:22:52.008]',0.470,0.525,0.540,0.014,1.803,88.945,37.004
'[18:22:52.016]',0.475,0.515,0.510,0.013,1.823,89.971,37.004
'[18:22:52.024]',0.505,0.490,0.555,0.013,1.847,90.850,37.004
'[18:22:52.032]',0.520,0.485,0.535,0.013,1.874,91.485,37.004
'[18:22:52.040]',0.510,0.485,0.575,0.014,1.906,91.876,37.004
'[18:22:52.048]',0.515,0.470,0.540,0.015,1.944,91.973,37.004
'[18:22:52.056]',0.530,0.440,0.555,0.017,1.988,91.778,37.004
'[18:22:52.064]',0.550,0.430,0.495,0.019,2.035,91.290,37.004
'[18:22:52.072]',0.535,0.460,0.515,0.021,2.080,90.655,37.004
'[18:22:52.080]',0.480,0.495,0.455,0.023,2.118,89.824,37.004
'[18:22:52.088]',0.440,0.520,0.465,0.026,2.153,88.799,37.004
'[18:22:52.096]',0.435,0.520,0.430,0.029,2.184,87.724,37.004
'[18:22:52.104]',0.445,0.535,0.480,0.032,2.204,86.601,37.004
'[18:22:52.112]',0.410,0.570,0.455,0.036,2.218,85.428,37.004
'[18:22:52.120]',0.400,0.590,0.485,0.039,2.228,84.305,37.004
'[18:22:52.128]',0.405,0.585,0.460,0.043,2.237,83.230,37.004
'[18:22:52.136]',0.410,0.580,0.505,0.046,2.240,82.253,37.004
'[18:22:52.144]',0.395,0.605,0.495,0.049,2.242,81.228,37.004
'[18:22:52.152]',0.405,0.585,0.530,0.052,2.243,80.300,37.004
'[18:22:52.160]',0.420,0.575,0.525,0.055,2.244,79.421,37.004
'[18:22:52.168]',0.450,0.545,0.555,0.059,2.241,78.590,37.004
'[18:22:52.176]',0.435,0.555,0.530,0.062,2.234,77.858,37.004
'[18:22:52.184]',0.410,0.585,0.575,0.065,2.224,77.174,37.004
'[18:22:52.192]',0.400,0.605,0.615,0.067,2.212,76.539,37.004
'[18:22:52.200]',0.460,0.535,0.585,0.070,2.200,76.001,37.004
'[18:22:52.208]',0.645,0.310,0.460,0.073,2.188,75.366,37.004
'[18:22:52.216]',1.000,-0.050,0.270,0.076,2.179,74.780,37.004
'[18:22:52.224]',1.120,-0.135,0.145,0.079,2.174,74.292,37.004
'[18:22:52.232]',0.745,0.335,0.140,0.082,2.172,73.852,37.004
'[18:22:52.240]',0.645,0.575,0.415,0.085,2.171,73.413,37.004
'[18:22:52.248]',0.535,0.635,0.455,0.088,2.170,73.071,37.004
'[18:22:52.256]',0.465,0.615,0.520,0.091,2.170,72.680,37.004
'[18:22:52.264]',0.420,0.600,0.510,0.095,2.170,72.387,37.004
'[18:22:52.272]',0.395,0.595,0.565,0.099,2.170,72.192,37.004
'[18:22:52.280]',0.390,0.590,0.555,0.102,2.166,71.996,37.004
'[18:22:52.288]',0.390,0.595,0.625,0.106,2.158,71.947,37.004
'[18:22:52.296]',0.410,0.550,0.590,0.110,2.149,71.801,37.004
'[18:22:52.304]',0.415,0.545,0.630,0.114,2.141,71.801,37.004
'[18:22:52.312]',0.400,0.565,0.580,0.118,2.137,71.801,37.004
'[18:22:52.320]',0.410,0.550,0.610,0.122,2.135,71.850,37.004
'[18:22:52.328]',0.420,0.540,0.575,0.126,2.134,71.850,37.004
'[18:22:52.336]',0.430,0.530,0.620,0.130,2.130,71.801,37.004
'[18:22:52.344]',0.415,0.560,0.610,0.134,2.121,71.654,37.004
'[18:22:52.352]',0.410,0.565,0.650,0.137,2.114,71.410,37.004
'[18:22:52.360]',0.445,0.520,0.655,0.141,2.110,71.117,37.004
'[18:22:52.368]',0.470,0.495,0.620,0.144,2.106,70.726,37.004
'[18:22:52.376]',0.465,0.505,0.575,0.148,2.097,70.287,37.004
'[18:22:52.384]',0.490,0.480,0.545,0.151,2.083,69.749,37.004
'[18:22:52.392]',0.510,0.465,0.505,0.153,2.066,69.163,37.004
'[18:22:52.400]',0.510,0.470,0.470,0.156,2.052,68.626,37.004
'[18:22:52.408]',0.530,0.450,0.490,0.159,2.042,68.040,37.004
'[18:22:52.416]',0.565,0.405,0.465,0.161,2.030,67.503,37.004
'[18:22:52.424]',0.590,0.390,0.510,0.163,2.019,66.965,37.004
'[18:22:52.432]',0.630,0.355,0.495,0.165,2.013,66.477,37.004
'[18:22:52.440]',0.670,0.320,0.535,0.168,2.007,66.135,37.004
'[18:22:52.448]',0.700,0.300,0.520,0.171,1.997,65.744,37.004
'[18:22:52.456]',0.715,0.285,0.565,0.173,1.989,65.598,37.004
'[18:22:52.464]',0.720,0.275,0.540,0.176,1.985,65.842,37.004
'[18:22:52.472]',0.710,0.285,0.580,0.179,1.983,67.063,37.004
'[18:22:52.480]',0.715,0.295,0.560,0.182,1.979,70.238,37.004
'[18:22:52.488]',0.665,0.335,0.580,0.184,1.972,76.441,37.004
'[18:22:52.496]',0.610,0.385,0.530,0.187,1.965,86.063,37.004
'[18:22:52.504]',0.570,0.425,0.560,0.189,1.955,98.225,37.004
'[18:22:52.512]',0.545,0.455,0.525,0.191,1.940,111.413,37.004
'[18:22:52.520]',0.495,0.500,0.555,0.193,1.924,124.113,37.004
'[18:22:52.528]',0.460,0.525,0.510,0.194,1.903,135.347,37.004
'[18:22:52.536]',0.470,0.530,0.540,0.194,1.880,144.872,37.004
'[18:22:52.544]',0.440,0.560,0.510,0.194,1.855,152.247,37.004
'[18:22:52.552]',0.425,0.560,0.535,0.194,1.831,156.936,37.004
'[18:22:52.560]',0.425,0.560,0.515,0.193,1.809,158.743,37.004
'[18:22:52.568]',0.435,0.565,0.510,0.193,1.793,157.766,37.004
'[18:22:52.576]',0.430,0.555,0.540,0.191,1.778,154.494,37.004
'[18:22:52.584]',0.440,0.570,0.505,0.190,1.768,149.609,37.004
'[18:22:52.592]',0.450,0.550,0.545,0.186,1.760,143.992,37.004
'[18:22:52.600]',0.460,0.535,0.510,0.183,1.749,138.033,37.004
'[18:22:52.608]',0.465,0.530,0.535,0.177,1.741,132.172,37.004
'[18:22:52.616]',0.460,0.540,0.495,0.171,1.734,126.750,37.004
'[18:22:52.624]',0.455,0.560,0.530,0.164,1.724,121.817,37.004
'[18:22:52.632]',0.445,0.550,0.495,0.157,1.717,117.470,37.004
'[18:22:52.640]',0.450,0.545,0.515,0.148,1.713,113.807,37.004
'[18:22:52.648]',0.445,0.550,0.475,0.140,1.707,110.730,37.004
'[18:22:52.656]',0.440,0.565,0.495,0.132,1.704,108.190,37.004
'[18:22:52.664]',0.445,0.560,0.475,0.125,1.703,106.138,37.004
'[18:22:52.672]',0.460,0.540,0.510,0.118,1.702,104.380,37.004
'[18:22:52.680]',0.455,0.540,0.490,0.111,1.702,102.817,37.004
'[18:22:52.688]',0.460,0.530,0.530,0.104,1.699,101.303,37.004
'[18:22:52.696]',0.460,0.530,0.495,0.097,1.694,99.740,37.004
'[18:22:52.704]',0.465,0.530,0.535,0.089,1.685,97.981,37.004
'[18:22:52.712]',0.475,0.525,0.510,0.082,1.677,95.979,37.004
'[18:22:52.720]',0.460,0.540,0.540,0.075,1.671,93.732,37.004
'[18:22:52.728]',0.445,0.555,0.490,0.069,1.665,91.387,37.004
'[18:22:52.736]',0.445,0.545,0.515,0.065,1.662,89.092,37.004
'[18:22:52.744]',0.460,0.540,0.475,0.060,1.660,87.236,37.004
'[18:22:52.752]',0.475,0.520,0.405,0.055,1.659,85.868,37.004
'[18:22:52.760]',0.455,0.540,0.280,0.052,1.662,84.989,37.004
'[18:22:52.768]',0.440,0.555,0.245,0.048,1.669,84.598,37.004
'[18:22:52.776]',0.435,0.550,0.200,0.045,1.678,84.696,37.004
'[18:22:52.784]',0.445,0.545,0.180,0.042,1.690,85.038,37.004
'[18:22:52.792]',0.450,0.550,0.205,0.040,1.702,85.673,37.004
'[18:22:52.800]',0.440,0.565,0.175,0.039,1.720,86.552,37.004
'[18:22:52.808]',0.435,0.555,0.205,0.037,1.745,87.626,37.004
'[18:22:52.816]',0.445,0.540,0.160,0.037,1.769,88.701,37.004
'[18:22:52.824]',0.445,0.540,0.190,0.037,1.798,89.678,37.004
'[18:22:52.832]',0.440,0.545,0.160,0.037,1.834,90.508,37.004
'[18:22:52.840]',0.480,0.515,0.215,0.038,1.877,91.045,37.004
'[18:22:52.848]',0.515,0.485,0.205,0.040,1.923,91.436,37.004
'[18:22:52.856]',0.530,0.460,0.240,0.042,1.971,91.485,37.004
'[18:22:52.864]',0.530,0.445,0.190,0.044,2.020,91.290,37.004
'[18:22:52.872]',0.560,0.425,0.210,0.047,2.066,90.850,37.004
'[18:22:52.880]',0.565,0.420,0.150,0.049,2.109,90.166,37.004
'[18:22:52.888]',0.515,0.465,0.165,0.052,2.142,89.385,37.004
'[18:22:52.896]',0.435,0.530,0.115,0.055,2.165,88.408,37.004
'[18:22:52.904]',0.405,0.560,0.135,0.058,2.183,87.382,37.004
'[18:22:52.912]',0.410,0.555,0.115,0.061,2.196,86.308,37.004
'[18:22:52.920]',0.420,0.575,0.180,0.064,2.204,85.184,37.004
'[18:22:52.928]',0.400,0.590,0.155,0.068,2.212,84.061,37.004
'[18:22:52.936]',0.400,0.580,0.205,0.072,2.216,82.986,37.004
'[18:22:52.944]',0.395,0.590,0.190,0.075,2.221,82.009,37.004
'[18:22:52.952]',0.405,0.570,0.230,0.079,2.230,80.984,37.004
'[18:22:52.960]',0.415,0.565,0.225,0.083,2.238,80.055,37.004
'[18:22:52.968]',0.410,0.570,0.265,0.087,2.241,79.176,37.004
'[18:22:52.976]',0.420,0.565,0.280,0.091,2.239,78.297,37.004
'[18:22:52.984]',0.400,0.595,0.255,0.095,2.233,77.467,37.004
'[18:22:52.992]',0.405,0.605,0.305,0.098,2.223,76.734,37.004
'[18:22:53.000]',0.400,0.595,0.295,0.101,2.212,76.099,37.004
'[18:22:53.008]',0.435,0.600,0.370,0.105,2.200,75.464,37.004
'[18:22:53.016]',0.515,0.460,0.295,0.108,2.188,74.927,37.004
'[18:22:53.024]',0.740,0.200,0.160,0.112,2.179,74.438,37.004
'[18:22:53.032]',1.085,-0.115,-0.030,0.116,2.174,73.999,37.004
'[18:22:53.040]',1.140,-0.130,-0.050,0.119,2.172,73.559,37.004
'[18:22:53.048]',0.705,0.445,0.085,0.123,2.171,73.168,37.004
'[18:22:53.056]',0.625,0.600,0.250,0.127,2.170,72.778,37.004
'[18:22:53.064]',0.485,0.650,0.285,0.131,2.166,72.436,37.004
'[18:22:53.072]',0.435,0.615,0.355,0.135,2.158,72.094,37.004
'[18:22:53.080]',0.425,0.575,0.345,0.140,2.149,71.801,37.004
'[18:22:53.088]',0.415,0.560,0.430,0.144,2.134,71.605,37.004
'[18:22:53.096]',0.400,0.565,0.425,0.149,2.120,71.557,37.004
'[18:22:53.104]',0.400,0.580,0.500,0.155,2.113,71.508,37.004
'[18:22:53.112]',0.385,0.585,0.470,0.160,2.110,71.557,37.004
'[18:22:53.120]',0.405,0.560,0.505,0.166,2.109,71.605,37.004
'[18:22:53.128]',0.415,0.550,0.465,0.172,2.108,71.654,37.004
'[18:22:53.136]',0.410,0.555,0.495,0.178,2.108,71.654,37.004
'[18:22:53.144]',0.405,0.560,0.450,0.184,2.108,71.605,37.004
'[18:22:53.152]',0.400,0.570,0.495,0.190,2.101,71.508,37.004
'[18:22:53.160]',0.400,0.560,0.485,0.196,2.092,71.312,37.004
'[18:22:53.168]',0.430,0.525,0.515,0.203,2.087,71.068,37.004
'[18:22:53.176]',0.455,0.495,0.520,0.209,2.085,70.726,37.004
'[18:22:53.184]',0.475,0.485,0.480,0.216,2.084,70.384,37.004
'[18:22:53.192]',0.495,0.465,0.485,0.224,2.083,69.945,37.004
'[18:22:53.200]',0.490,0.475,0.410,0.231,2.083,69.359,37.004
'[18:22:53.208]',0.475,0.495,0.385,0.238,2.083,68.821,37.004
'[18:22:53.216]',0.500,0.475,0.360,0.246,2.076,68.186,37.004
'[18:22:53.224]',0.550,0.420,0.400,0.254,2.066,67.600,37.004
'[18:22:53.232]',0.580,0.395,0.385,0.263,2.056,67.112,37.004
'[18:22:53.240]',0.610,0.370,0.440,0.273,2.041,66.623,37.004
'[18:22:53.248]',0.670,0.310,0.430,0.285,2.027,66.233,37.004
'[18:22:53.256]',0.695,0.300,0.485,0.296,2.014,65.793,37.004
'[18:22:53.264]',0.715,0.305,0.470,0.310,2.001,65.549,37.004
'[18:22:53.272]',0.720,0.285,0.500,0.324,1.991,65.402,37.004
'[18:22:53.280]',0.725,0.280,0.470,0.340,1.980,65.940,37.004
'[18:22:53.288]',0.685,0.315,0.505,0.355,1.969,67.698,37.004
'[18:22:53.296]',0.670,0.330,0.490,0.370,1.957,71.654,37.004
'[18:22:53.304]',0.675,0.365,0.540,0.385,1.941,78.981,37.004
'[18:22:53.312]',0.595,0.410,0.495,0.399,1.927,89.434,37.004
'[18:22:53.320]',0.560,0.435,0.520,0.414,1.910,101.986,37.004
'[18:22:53.328]',0.520,0.470,0.480,0.430,1.890,115.077,37.004
'[18:22:53.336]',0.495,0.500,0.515,0.446,1.873,127.288,37.004
'[18:22:53.344]',0.450,0.540,0.475,0.463,1.858,138.033,37.004
'[18:22:53.352]',0.425,0.555,0.495,0.480,1.846,146.923,37.004
'[18:22:53.360]',0.420,0.560,0.470,0.495,1.833,153.517,37.004
'[18:22:53.368]',0.415,0.570,0.500,0.509,1.813,157.376,37.004
'[18:22:53.376]',0.445,0.540,0.490,0.523,1.795,158.304,37.004
'[18:22:53.384]',0.440,0.545,0.515,0.536,1.779,156.643,37.004
'[18:22:53.392]',0.425,0.560,0.510,0.549,1.765,152.931,37.004
'[18:22:53.400]',0.445,0.540,0.535,0.562,1.752,147.998,37.004
'[18:22:53.408]',0.425,0.560,0.550,0.575,1.742,142.283,37.004
'[18:22:53.416]',0.420,0.565,0.520,0.588,1.737,136.373,37.004
'[18:22:53.424]',0.425,0.570,0.565,0.600,1.732,130.658,37.004
'[18:22:53.432]',0.420,0.575,0.535,0.611,1.729,125.383,37.004
'[18:22:53.440]',0.455,0.535,0.570,0.620,1.731,120.596,37.004
'[18:22:53.448]',0.440,0.555,0.545,0.630,1.732,116.444,37.004
'[18:22:53.456]',0.425,0.560,0.575,0.637,1.732,112.928,37.004
'[18:22:53.464]',0.455,0.535,0.545,0.645,1.732,109.997,37.004
'[18:22:53.472]',0.470,0.540,0.590,0.652,1.732,107.555,37.004
'[18:22:53.480]',0.450,0.535,0.565,0.658,1.732,105.406,37.004
'[18:22:53.488]',0.470,0.520,0.610,0.664,1.729,103.598,37.004
'[18:22:53.496]',0.460,0.525,0.595,0.669,1.737,101.986,37.004
'[18:22:53.504]',0.455,0.530,0.650,0.675,1.754,100.375,37.004
'[18:22:53.512]',0.450,0.535,0.635,0.680,1.762,98.665,37.004
'[18:22:53.520]',0.465,0.525,0.680,0.685,1.763,96.858,37.004
'[18:22:53.528]',0.445,0.540,0.655,0.690,1.758,94.806,37.004
'[18:22:53.536]',0.450,0.535,0.690,0.695,1.752,92.608,37.004
'[18:22:53.544]',0.445,0.540,0.660,0.700,1.749,90.313,37.004
'[18:22:53.552]',0.445,0.540,0.690,0.706,1.744,88.164,37.004
'[18:22:53.560]',0.440,0.555,0.655,0.712,1.738,86.503,37.004
'[18:22:53.568]',0.435,0.560,0.685,0.720,1.735,85.282,37.004
'[18:22:53.576]',0.425,0.555,0.660,0.728,1.737,84.793,37.004
'[18:22:53.584]',0.425,0.565,0.655,0.738,1.744,84.696,37.004
'[18:22:53.592]',0.435,0.555,0.695,0.748,1.754,84.940,37.004
'[18:22:53.600]',0.450,0.540,0.675,0.760,1.765,85.575,37.004
'[18:22:53.608]',0.455,0.530,0.715,0.772,1.780,86.356,37.004
'[18:22:53.616]',0.445,0.540,0.685,0.783,1.804,87.382,37.004
'[18:22:53.624]',0.445,0.540,0.730,0.795,1.830,88.506,37.004
'[18:22:53.632]',0.440,0.545,0.715,0.806,1.856,89.629,37.004
'[18:22:53.640]',0.435,0.550,0.755,0.817,1.888,90.606,37.004
'[18:22:53.648]',0.480,0.500,0.735,0.829,1.929,91.387,37.004
'[18:22:53.656]',0.525,0.470,0.815,0.843,1.974,91.778,37.004
'[18:22:53.664]',0.530,0.470,0.800,0.857,2.022,92.071,37.004
'[18:22:53.672]',0.495,0.475,0.815,0.872,2.070,91.973,37.004
'[18:22:53.680]',0.515,0.455,0.760,0.886,2.113,91.778,37.004
'[18:22:53.688]',0.500,0.475,0.780,0.900,2.153,91.290,37.004
'[18:22:53.696]',0.475,0.495,0.745,0.914,2.193,90.655,37.004
'[18:22:53.704]',0.440,0.515,0.765,0.927,2.219,89.873,37.004
'[18:22:53.712]',0.430,0.525,0.750,0.942,2.235,88.847,37.004
'[18:22:53.720]',0.435,0.520,0.815,0.957,2.249,87.871,37.004
'[18:22:53.728]',0.395,0.585,0.800,0.974,2.263,86.747,37.004
'[18:22:53.736]',0.375,0.590,0.840,0.990,2.276,85.624,37.004
'[18:22:53.744]',0.390,0.580,0.815,0.995,2.288,84.549,37.004
'[18:22:53.752]',0.420,0.560,0.855,1.000,2.301,83.572,37.004
'[18:22:53.760]',0.440,0.540,0.835,1.000,2.314,82.547,37.004
'[18:22:53.768]',0.425,0.555,0.860,1.000,2.320,81.618,37.004
'[18:22:53.776]',0.410,0.580,0.830,1.000,2.323,80.690,37.004
'[18:22:53.784]',0.420,0.565,0.820,1.000,2.325,79.811,37.004
'[18:22:53.792]',0.425,0.560,0.845,1.000,2.323,78.981,37.004
'[18:22:53.800]',0.410,0.580,0.805,1.000,2.322,78.297,37.004
'[18:22:53.808]',0.395,0.600,0.870,1.000,2.318,77.613,37.004
'[18:22:53.816]',0.440,0.555,0.855,1.000,2.309,76.929,37.004
'[18:22:53.824]',0.585,0.405,0.775,1.000,2.298,76.343,37.004
'[18:22:53.832]',0.960,0.060,0.620,1.000,2.287,75.806,37.004
'[18:22:53.840]',1.270,-0.160,0.450,1.000,2.276,75.318,37.004
'[18:22:53.848]',0.950,0.160,0.410,1.000,2.263,74.927,37.004
'[18:22:53.856]',0.700,0.510,0.630,1.000,2.250,74.536,37.004
'[18:22:53.864]',0.570,0.615,0.690,1.000,2.241,74.097,37.004
'[18:22:53.872]',0.465,0.635,0.750,1.000,2.237,73.657,37.004
'[18:22:53.880]',0.420,0.590,0.740,1.000,2.235,73.217,37.004
'[18:22:53.888]',0.400,0.585,0.805,1.000,2.230,72.875,37.004
'[18:22:53.896]',0.400,0.570,0.795,1.000,2.225,72.533,37.004
'[18:22:53.904]',0.385,0.575,0.860,1.000,2.222,72.289,37.004
'[18:22:53.912]',0.380,0.580,0.845,1.000,2.221,72.192,37.004
'[18:22:53.920]',0.400,0.570,0.885,1.000,2.220,72.045,37.004
'[18:22:53.928]',0.390,0.565,0.830,1.000,2.220,71.996,37.004
'[18:22:53.936]',0.370,0.590,0.840,1.000,2.220,71.850,37.004
'[18:22:53.944]',0.390,0.565,0.795,1.000,2.220,71.801,37.004
'[18:22:53.952]',0.400,0.560,0.835,1.000,2.220,71.654,37.004
'[18:22:53.960]',0.405,0.565,0.815,1.000,2.220,71.508,37.004
'[18:22:53.968]',0.425,0.540,0.860,1.000,2.213,71.312,37.004
'[18:22:53.976]',0.460,0.505,0.865,1.000,2.204,70.970,37.004
'[18:22:53.984]',0.470,0.495,0.825,1.000,2.199,70.629,37.004
'[18:22:53.992]',0.475,0.490,0.770,1.000,2.197,70.238,37.004
'[18:22:54.000]',0.455,0.510,0.735,1.000,2.196,69.798,37.004
'[18:22:54.008]',0.450,0.520,0.695,1.000,2.196,69.359,37.004
'[18:22:54.016]',0.495,0.490,0.680,1.000,2.196,68.919,37.004
'[18:22:54.024]',0.500,0.480,0.705,1.000,2.196,68.431,37.004
'[18:22:54.032]',0.535,0.445,0.665,1.000,2.196,67.942,37.004
'[18:22:54.040]',0.585,0.405,0.720,1.000,2.189,67.503,37.004
'[18:22:54.048]',0.620,0.375,0.700,1.000,2.176,67.063,37.004
'[18:22:54.056]',0.675,0.315,0.735,1.000,2.163,66.623,37.004
'[18:22:54.064]',0.695,0.305,0.710,1.000,2.154,66.184,37.004
'[18:22:54.072]',0.705,0.305,0.740,1.000,2.150,65.842,37.004
'[18:22:54.080]',0.690,0.325,0.705,1.000,2.148,65.940,37.004
'[18:22:54.088]',0.690,0.330,0.725,1.000,2.147,66.623,37.004
'[18:22:54.096]',0.695,0.310,0.685,1.000,2.146,68.870,37.004
'[18:22:54.104]',0.665,0.345,0.700,1.000,2.146,73.803,37.004
'[18:22:54.112]',0.630,0.370,0.650,1.000,2.139,82.107,37.004
'[18:22:54.120]',0.590,0.415,0.670,1.000,2.126,93.488,37.004
'[18:22:54.128]',0.540,0.465,0.630,1.000,2.113,106.431,37.004
'[18:22:54.136]',0.505,0.495,0.655,1.000,2.098,119.375,37.004
'[18:22:54.144]',0.470,0.520,0.600,1.000,2.080,131.244,37.004
'[18:22:54.152]',0.455,0.535,0.620,1.000,2.063,141.453,37.004
'[18:22:54.160]',0.420,0.580,0.570,1.000,2.041,149.609,37.004
'[18:22:54.168]',0.425,0.565,0.580,1.000,2.018,155.373,37.004
'[18:22:54.176]',0.425,0.560,0.545,1.000,1.996,158.255,37.004
'[18:22:54.184]',0.425,0.565,0.560,1.000,1.979,158.255,37.004
'[18:22:54.192]',0.425,0.570,0.525,1.000,1.965,155.862,37.004
'[18:22:54.200]',0.440,0.555,0.515,1.000,1.951,151.612,37.004
'[18:22:54.208]',0.430,0.565,0.540,1.000,1.938,146.386,37.004
'[18:22:54.216]',0.435,0.560,0.500,1.000,1.923,140.573,37.004
'[18:22:54.224]',0.445,0.545,0.530,1.000,1.902,134.761,37.004
'[18:22:54.232]',0.450,0.540,0.495,1.000,1.880,129.193,37.004
'[18:22:54.240]',0.445,0.545,0.525,1.000,1.859,124.113,37.004
'[18:22:54.248]',0.455,0.550,0.490,1.000,1.843,119.473,37.004
'[18:22:54.256]',0.450,0.540,0.510,0.997,1.828,115.565,37.004
'[18:22:54.264]',0.445,0.555,0.455,0.993,1.814,112.244,37.004
'[18:22:54.272]',0.455,0.545,0.480,0.977,1.802,109.508,37.004
'[18:22:54.280]',0.465,0.535,0.440,0.961,1.793,107.164,37.004
'[18:22:54.288]',0.470,0.540,0.475,0.944,1.788,105.161,37.004
'[18:22:54.296]',0.475,0.515,0.445,0.927,1.789,103.501,37.004
'[18:22:54.304]',0.450,0.550,0.470,0.909,1.795,101.889,37.004
'[18:22:54.312]',0.425,0.570,0.425,0.892,1.798,100.326,37.004
'[18:22:54.320]',0.430,0.575,0.450,0.876,1.800,98.567,37.004
'[18:22:54.328]',0.440,0.560,0.420,0.860,1.804,96.614,37.004
'[18:22:54.336]',0.455,0.535,0.450,0.846,1.805,94.367,37.004
'[18:22:54.344]',0.450,0.545,0.420,0.831,1.806,91.876,37.004
'[18:22:54.352]',0.455,0.550,0.440,0.817,1.807,89.385,37.004
'[18:22:54.360]',0.455,0.540,0.405,0.804,1.807,87.040,37.004
'[18:22:54.368]',0.450,0.545,0.425,0.790,1.807,85.282,37.004
'[18:22:54.376]',0.455,0.540,0.390,0.776,1.810,84.110,37.004
'[18:22:54.384]',0.450,0.540,0.380,0.764,1.818,83.475,37.004
'[18:22:54.392]',0.455,0.545,0.410,0.753,1.829,83.377,37.004
'[18:22:54.400]',0.445,0.560,0.380,0.742,1.840,83.621,37.004
'[18:22:54.408]',0.435,0.565,0.400,0.732,1.851,84.158,37.004
'[18:22:54.416]',0.440,0.560,0.365,0.723,1.867,85.038,37.004
'[18:22:54.424]',0.445,0.545,0.400,0.714,1.887,86.161,37.004
'[18:22:54.432]',0.450,0.535,0.365,0.707,1.909,87.431,37.004
'[18:22:54.440]',0.465,0.525,0.405,0.699,1.936,88.701,37.004
'[18:22:54.448]',0.465,0.530,0.375,0.693,1.972,89.824,37.004
'[18:22:54.456]',0.485,0.515,0.420,0.687,2.015,90.752,37.004
'[18:22:54.464]',0.495,0.510,0.395,0.682,2.055,91.436,37.004
'[18:22:54.472]',0.515,0.485,0.430,0.678,2.093,91.729,37.004
'[18:22:54.480]',0.505,0.470,0.390,0.673,2.138,91.729,37.004
'[18:22:54.488]',0.535,0.440,0.400,0.669,2.182,91.485,37.004
'[18:22:54.496]',0.525,0.465,0.340,0.665,2.216,90.948,37.004
'[18:22:54.504]',0.495,0.495,0.370,0.661,2.239,90.166,37.004
'[18:22:54.512]',0.465,0.515,0.320,0.657,2.258,89.287,37.004
'[18:22:54.520]',0.440,0.510,0.330,0.653,2.273,88.310,37.004
'[18:22:54.528]',0.430,0.535,0.295,0.649,2.286,87.236,37.004
'[18:22:54.536]',0.420,0.565,0.345,0.645,2.300,86.161,37.004
'[18:22:54.544]',0.390,0.595,0.300,0.641,2.313,85.038,37.004
'[18:22:54.552]',0.380,0.605,0.340,0.637,2.326,84.012,37.004
'[18:22:54.560]',0.410,0.570,0.320,0.632,2.338,82.840,37.004
'[18:22:54.568]',0.390,0.595,0.355,0.628,2.351,81.863,37.004
'[18:22:54.576]',0.405,0.585,0.365,0.623,2.357,80.935,37.004
'[18:22:54.584]',0.425,0.570,0.400,0.618,2.357,80.007,37.004
'[18:22:54.592]',0.410,0.585,0.405,0.613,2.357,79.127,37.004
'[18:22:54.600]',0.420,0.590,0.375,0.608,2.354,78.248,37.004
'[18:22:54.608]',0.410,0.580,0.400,0.603,2.349,77.467,37.004
'[18:22:54.616]',0.405,0.585,0.385,0.598,2.347,76.783,37.004
'[18:22:54.624]',0.435,0.565,0.450,0.593,2.346,76.099,37.004
'[18:22:54.632]',0.540,0.430,0.345,0.588,2.345,75.464,37.004
'[18:22:54.640]',0.870,0.105,0.210,0.584,2.342,74.927,37.004
'[18:22:54.648]',1.195,-0.145,0.025,0.580,2.334,74.438,37.004
'[18:22:54.656]',0.945,0.130,0.040,0.576,2.324,73.901,37.004
'[18:22:54.664]',0.680,0.520,0.185,0.573,2.312,73.413,37.004
'[18:22:54.672]',0.605,0.600,0.315,0.570,2.300,73.071,37.004
'[18:22:54.680]',0.475,0.630,0.325,0.567,2.288,72.680,37.004
'[18:22:54.688]',0.420,0.615,0.380,0.563,2.276,72.289,37.004
'[18:22:54.696]',0.400,0.600,0.370,0.560,2.263,72.045,37.004
'[18:22:54.704]',0.400,0.580,0.440,0.558,2.250,71.850,37.004
'[18:22:54.712]',0.415,0.560,0.435,0.555,2.238,71.654,37.004
'[18:22:54.720]',0.420,0.545,0.490,0.553,2.229,71.605,37.004
'[18:22:54.728]',0.415,0.560,0.450,0.551,2.224,71.557,37.004
'[18:22:54.736]',0.395,0.565,0.470,0.548,2.222,71.557,37.004
'[18:22:54.744]',0.390,0.570,0.420,0.546,2.221,71.557,37.004
'[18:22:54.752]',0.395,0.575,0.445,0.544,2.220,71.557,37.004
