'Time','I','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[15:28:56.656]',-,-0.126,0.990,0.850,-0.127,0.633,139.381,38.180,8.684
'[15:28:56.664]',-,-0.110,0.980,0.845,-0.128,0.649,139.030,37.430,8.870
'[15:28:56.672]',-,-0.115,0.985,0.850,-0.130,0.665,138.619,37.067,8.938
'[15:28:56.680]',-,-0.110,0.980,0.860,-0.131,0.680,137.975,36.999,8.938
'[15:28:56.688]',-,-0.120,0.985,0.865,-0.131,0.694,137.154,37.180,9.056
'[15:28:56.696]',-,-0.110,0.980,0.850,-0.132,0.710,136.216,37.317,9.310
'[15:28:56.704]',-,-0.106,0.985,0.865,-0.133,0.733,135.044,37.180,9.564
'[15:28:56.712]',-,-0.120,0.990,0.855,-0.133,0.774,133.637,36.749,9.681
'[15:28:56.720]',-,-0.106,0.970,0.870,-0.134,0.842,131.938,36.067,9.681
'[15:28:56.728]',-,-0.120,0.980,0.855,-0.134,0.942,129.886,35.000,9.437
'[15:28:56.736]',-,-0.106,0.970,0.870,-0.134,1.079,127.424,33.365,9.056
'[15:28:56.744]',-,-0.115,0.975,0.850,-0.133,1.250,124.611,31.366,8.743
'[15:28:56.752]',-,-0.095,0.965,0.860,-0.132,1.447,121.446,29.254,8.626
'[15:28:56.760]',-,-0.106,0.975,0.855,-0.131,1.658,117.753,27.051,8.743
'[15:28:56.768]',-,-0.095,0.965,0.865,-0.129,1.870,113.650,24.552,8.870
'[15:28:56.776]',-,-0.100,0.970,0.855,-0.126,2.099,109.372,21.804,9.056
'[15:28:56.784]',-,-0.081,0.955,0.865,-0.124,2.319,104.858,19.737,9.183
'[15:28:56.792]',-,-0.086,0.960,0.855,-0.121,2.489,100.814,20.055,9.368
'[15:28:56.800]',-,-0.075,0.950,0.860,-0.117,2.623,97.590,22.871,9.564
'[15:28:56.808]',-,-0.090,0.965,0.855,-0.113,2.727,95.773,26.051,9.808
'[15:28:56.816]',-,-0.070,0.945,0.850,-0.108,2.807,95.363,27.800,10.120
'[15:28:56.824]',-,-0.075,0.955,0.850,-0.103,2.868,95.715,27.800,10.306
'[15:28:56.832]',-,-0.065,0.945,0.845,-0.097,2.912,96.301,26.755,10.306
'[15:28:56.840]',-,-0.081,0.965,0.850,-0.092,2.944,96.418,25.506,10.062
'[15:28:56.848]',-,-0.065,0.950,0.845,-0.086,2.966,96.066,24.620,9.622
'[15:28:56.856]',-,-0.075,0.955,0.855,-0.081,2.979,95.422,24.302,9.124
'[15:28:56.864]',-,-0.061,0.945,0.850,-0.076,2.985,94.777,24.552,8.743
'[15:28:56.872]',-,-0.055,0.940,0.850,-0.071,2.982,94.367,25.188,8.557
'[15:28:56.880]',-,-0.075,0.955,0.850,-0.067,2.973,93.898,25.870,8.372
'[15:28:56.888]',-,-0.065,0.935,0.860,-0.063,2.961,93.488,26.301,8.186
'[15:28:56.896]',-,-0.070,0.950,0.850,-0.059,2.946,92.843,26.188,8.001
'[15:28:56.904]',-,-0.050,0.940,0.855,-0.055,2.930,92.257,25.552,7.688
'[15:28:56.912]',-,-0.075,0.950,0.850,-0.051,2.909,91.612,24.552,7.307
'[15:28:56.920]',-,-0.050,0.940,0.865,-0.048,2.887,91.084,23.439,6.867
'[15:28:56.928]',-,-0.075,0.960,0.850,-0.045,2.860,90.674,22.304,6.623
'[15:28:56.936]',-,-0.050,0.940,0.875,-0.043,2.831,90.322,21.304,6.496
'[15:28:56.944]',-,-0.061,0.930,0.885,-0.040,2.799,89.854,20.487,6.438
'[15:28:56.952]',-,-0.035,0.910,0.920,-0.038,2.762,89.385,19.942,6.438
'[15:28:56.960]',-,-0.015,0.895,0.935,-0.037,2.722,88.740,19.692,6.496
'[15:28:56.968]',-,-0.005,0.880,0.970,-0.035,2.679,88.037,19.692,6.555
'[15:28:56.976]',-,-0.035,0.895,0.965,-0.034,2.635,87.333,19.805,6.682
'[15:28:56.984]',-,-0.015,0.885,0.940,-0.034,2.588,86.688,19.873,6.936
'[15:28:56.992]',-,-0.025,0.915,0.865,-0.032,2.534,85.985,19.942,7.375
'[15:28:57.000]',-,-0.025,0.920,0.840,-0.031,2.472,85.282,19.942,7.874
'[15:28:57.008]',-,-0.035,0.935,0.845,-0.030,2.402,84.520,19.873,8.372
'[15:28:57.016]',-,-0.025,0.920,0.825,-0.029,2.325,83.875,19.805,8.684
'[15:28:57.024]',-,-0.050,0.935,0.850,-0.027,2.240,83.172,19.805,8.811
'[15:28:57.032]',-,-0.035,0.925,0.845,-0.025,2.152,82.410,19.805,8.870
'[15:28:57.040]',-,-0.070,0.950,0.860,-0.023,2.060,81.824,19.805,8.938
'[15:28:57.048]',-,-0.055,0.940,0.855,-0.020,1.969,81.120,19.692,8.997
'[15:28:57.056]',-,-0.070,0.955,0.870,-0.017,1.884,80.534,19.555,8.997
'[15:28:57.064]',-,-0.055,0.940,0.850,-0.013,1.807,80.007,19.374,8.870
'[15:28:57.072]',-,-0.090,0.925,0.950,-0.009,1.751,79.420,19.237,8.743
'[15:28:57.080]',-,-0.015,0.805,1.050,-0.003,1.708,78.893,19.124,8.499
'[15:28:57.088]',-,0.220,0.625,1.110,0.002,1.672,78.424,19.124,8.430
'[15:28:57.096]',-,0.600,0.450,0.700,0.007,1.643,77.897,19.124,8.430
'[15:28:57.104]',-,0.660,0.605,0.340,0.013,1.624,77.486,19.237,8.626
'[15:28:57.112]',-,0.255,0.855,0.325,0.018,1.610,77.076,19.374,8.811
'[15:28:57.120]',-,0.040,0.995,0.385,0.023,1.599,76.666,19.442,8.997
'[15:28:57.128]',-,-0.065,1.015,0.540,0.029,1.590,76.314,19.306,9.124
'[15:28:57.136]',-,-0.061,0.965,0.735,0.035,1.583,75.962,18.942,9.251
'[15:28:57.144]',-,-0.070,0.955,0.840,0.042,1.575,75.611,18.443,9.495
'[15:28:57.152]',-,-0.081,0.945,0.890,0.049,1.567,75.318,17.807,9.808
'[15:28:57.160]',-,-0.090,0.960,0.900,0.056,1.559,74.966,17.307,10.306
'[15:28:57.168]',-,-0.081,0.945,0.920,0.064,1.555,74.673,16.944,10.746
'[15:28:57.176]',-,-0.095,0.960,0.920,0.071,1.553,74.380,16.694,11.058
'[15:28:57.184]',-,-0.081,0.940,0.930,0.079,1.550,74.028,16.557,11.244
'[15:28:57.192]',-,-0.095,0.950,0.925,0.086,1.547,73.735,16.239,11.244
'[15:28:57.200]',-,-0.070,0.935,0.920,0.093,1.544,73.442,15.626,11.244
'[15:28:57.208]',-,-0.075,0.940,0.930,0.100,1.542,73.090,14.672,11.244
'[15:28:57.216]',-,-0.055,0.920,0.925,0.106,1.538,72.739,13.877,11.371
'[15:28:57.224]',-,-0.055,0.915,0.935,0.112,1.533,72.446,13.628,11.498
'[15:28:57.232]',-,-0.045,0.910,0.925,0.118,1.526,72.152,14.241,11.556
'[15:28:57.240]',-,-0.055,0.915,0.935,0.123,1.516,71.918,15.876,11.439
'[15:28:57.248]',-,-0.035,0.895,0.930,0.129,1.504,71.684,18.738,11.244
'[15:28:57.256]',-,-0.050,0.905,0.940,0.133,1.490,71.508,22.735,11.058
'[15:28:57.264]',-,-0.025,0.890,0.935,0.138,1.474,71.273,27.437,11.000
'[15:28:57.272]',-,-0.021,0.895,0.940,0.142,1.460,71.039,31.366,11.185
'[15:28:57.280]',-,-0.010,0.880,0.930,0.147,1.449,70.746,32.933,11.498
'[15:28:57.288]',-,-0.000,0.875,0.945,0.150,1.433,70.394,31.502,11.937
'[15:28:57.296]',-,-0.015,0.885,0.935,0.155,1.416,69.984,28.300,12.309
'[15:28:57.304]',-,0.004,0.865,0.945,0.158,1.399,69.456,25.120,12.494
'[15:28:57.312]',-,-0.000,0.870,0.940,0.162,1.381,68.987,23.235,12.494
'[15:28:57.320]',-,0.024,0.850,0.950,0.165,1.365,68.460,23.371,12.494
'[15:28:57.328]',-,0.020,0.855,0.945,0.168,1.350,68.284,25.302,12.563
'[15:28:57.336]',-,0.044,0.835,0.950,0.170,1.336,68.694,28.754,12.748
'[15:28:57.344]',-,0.040,0.830,0.940,0.172,1.325,70.218,33.001,12.934
'[15:28:57.352]',-,0.065,0.820,0.945,0.173,1.315,73.676,37.317,12.934
'[15:28:57.360]',-,0.060,0.825,0.940,0.175,1.307,79.362,40.883,12.748
'[15:28:57.368]',-,0.080,0.800,0.945,0.176,1.303,87.040,43.563,12.377
'[15:28:57.376]',-,0.075,0.805,0.945,0.177,1.301,95.715,45.311,12.064
'[15:28:57.384]',-,0.105,0.785,0.945,0.177,1.297,104.214,46.311,11.996
'[15:28:57.392]',-,0.095,0.790,0.935,0.177,1.293,111.716,46.629,12.064
'[15:28:57.400]',-,0.115,0.775,0.935,0.176,1.290,117.988,46.629,12.182
'[15:28:57.408]',-,0.105,0.790,0.925,0.175,1.288,123.263,46.561,12.250
'[15:28:57.416]',-,0.109,0.785,0.920,0.173,1.286,127.600,46.424,12.250
'[15:28:57.424]',-,0.085,0.815,0.910,0.172,1.284,131.117,46.311,11.996
'[15:28:57.432]',-,0.080,0.810,0.900,0.169,1.283,133.755,46.175,11.683
'[15:28:57.440]',-,0.055,0.840,0.890,0.166,1.283,135.513,46.061,11.556
'[15:28:57.448]',-,0.050,0.845,0.880,0.162,1.284,136.685,45.925,11.625
'[15:28:57.456]',-,0.020,0.875,0.885,0.158,1.288,137.506,46.061,11.810
'[15:28:57.464]',-,0.015,0.885,0.865,0.153,1.293,138.092,46.311,11.937
'[15:28:57.472]',-,-0.015,0.905,0.875,0.148,1.301,138.678,46.742,11.869
'[15:28:57.480]',-,-0.010,0.910,0.865,0.141,1.310,139.206,47.242,11.556
'[15:28:57.488]',-,-0.035,0.925,0.860,0.134,1.319,139.440,47.696,11.244
'[15:28:57.496]',-,-0.030,0.935,0.855,0.126,1.328,139.557,48.128,11.000
'[15:28:57.504]',-,-0.050,0.930,0.865,0.119,1.339,139.557,48.491,11.000
'[15:28:57.512]',-,-0.055,0.950,0.855,0.111,1.351,139.557,48.809,11.185
'[15:28:57.520]',-,-0.045,0.940,0.870,0.104,1.363,139.616,48.991,11.371
'[15:28:57.528]',-,-0.065,0.955,0.865,0.097,1.375,139.616,48.877,11.312
'[15:28:57.536]',-,-0.050,0.945,0.880,0.089,1.387,139.616,48.491,11.000
'[15:28:57.544]',-,-0.070,0.960,0.875,0.081,1.399,139.440,48.060,10.814
'[15:28:57.552]',-,-0.061,0.945,0.885,0.074,1.409,139.088,47.492,10.931
'[15:28:57.560]',-,-0.075,0.950,0.880,0.065,1.415,138.619,46.810,11.244
'[15:28:57.568]',-,-0.061,0.940,0.895,0.057,1.421,137.916,46.061,11.683
'[15:28:57.576]',-,-0.070,0.955,0.880,0.049,1.426,137.095,45.380,11.937
'[15:28:57.584]',-,-0.050,0.940,0.890,0.042,1.431,136.040,44.744,12.064
'[15:28:57.592]',-,-0.055,0.955,0.875,0.035,1.442,134.868,44.130,11.810
'[15:28:57.600]',-,-0.045,0.940,0.875,0.028,1.466,133.344,43.631,11.244
'[15:28:57.608]',-,-0.055,0.945,0.880,0.021,1.513,131.527,43.176,10.619
'[15:28:57.616]',-,-0.030,0.930,0.875,0.015,1.587,129.476,42.745,10.189
'[15:28:57.624]',-,-0.041,0.935,0.885,0.009,1.691,127.014,42.132,9.808
'[15:28:57.632]',-,-0.015,0.915,0.875,0.002,1.824,124.142,41.178,9.495
'[15:28:57.640]',-,-0.025,0.925,0.880,-0.004,1.979,120.801,39.883,9.251
'[15:28:57.648]',-,-0.010,0.910,0.865,-0.011,2.150,116.991,38.316,9.183
'[15:28:57.656]',-,-0.021,0.915,0.870,-0.018,2.323,112.713,36.567,9.183
'[15:28:57.664]',-,-0.000,0.905,0.855,-0.024,2.489,108.258,34.614,9.183
'[15:28:57.672]',-,-0.010,0.910,0.865,-0.031,2.622,103.745,32.433,9.183
'[15:28:57.680]',-,0.004,0.915,0.860,-0.036,2.727,99.583,30.367,9.310
'[15:28:57.688]',-,-0.000,0.900,0.870,-0.042,2.828,96.535,29.549,9.564
'[15:28:57.696]',-,0.010,0.915,0.865,-0.046,2.917,94.836,30.367,10.062
'[15:28:57.704]',-,-0.000,0.900,0.875,-0.051,2.990,94.601,31.752,10.619
'[15:28:57.712]',-,0.010,0.910,0.875,-0.056,3.047,95.129,32.751,11.000
'[15:28:57.720]',-,0.015,0.895,0.885,-0.061,3.089,95.773,33.569,11.312
'[15:28:57.728]',-,-0.000,0.905,0.875,-0.066,3.119,96.125,34.750,11.556
'[15:28:57.736]',-,0.010,0.895,0.890,-0.071,3.140,95.949,36.363,11.683
'[15:28:57.744]',-,-0.005,0.910,0.875,-0.075,3.151,95.480,37.930,11.625
'[15:28:57.752]',-,0.010,0.895,0.890,-0.079,3.154,95.070,38.679,11.498
'[15:28:57.760]',-,-0.010,0.915,0.880,-0.084,3.152,94.601,38.248,11.244
'[15:28:57.768]',-,0.004,0.900,0.890,-0.088,3.141,94.249,36.931,10.619
'[15:28:57.776]',-,-0.005,0.905,0.885,-0.092,3.124,93.722,35.000,9.808
'[15:28:57.784]',-,0.004,0.895,0.895,-0.097,3.107,93.077,32.933,9.310
'[15:28:57.792]',-,-0.005,0.900,0.885,-0.101,3.087,92.315,31.048,9.310
'[15:28:57.800]',-,0.004,0.890,0.895,-0.104,3.065,91.553,29.367,9.622
'[15:28:57.808]',-,-0.005,0.905,0.885,-0.108,3.039,90.791,28.050,9.993
'[15:28:57.816]',-,-0.000,0.895,0.895,-0.112,3.011,90.088,27.051,10.433
'[15:28:57.824]',-,-0.010,0.905,0.890,-0.115,2.979,89.385,26.369,10.746
'[15:28:57.832]',-,0.004,0.895,0.885,-0.117,2.944,88.681,26.006,10.814
'[15:28:57.840]',-,-0.010,0.905,0.895,-0.119,2.907,87.919,25.801,10.746
'[15:28:57.848]',-,0.010,0.890,0.890,-0.120,2.865,87.099,25.801,10.687
'[15:28:57.856]',-,-0.005,0.895,0.895,-0.122,2.819,86.337,25.801,10.619
'[15:28:57.864]',-,0.010,0.880,0.905,-0.122,2.768,85.575,25.688,10.374
'[15:28:57.872]',-,0.004,0.875,0.920,-0.122,2.717,84.813,25.438,9.993
'[15:28:57.880]',-,0.030,0.855,0.945,-0.122,2.663,84.051,25.120,9.622
'[15:28:57.888]',-,0.035,0.845,0.980,-0.122,2.599,83.289,25.006,9.368
'[15:28:57.896]',-,0.050,0.835,0.990,-0.121,2.527,82.586,24.870,9.368
'[15:28:57.904]',-,0.040,0.830,1.010,-0.120,2.446,81.999,24.620,9.368
'[15:28:57.912]',-,0.044,0.845,0.970,-0.119,2.357,81.355,24.121,9.437
'[15:28:57.920]',-,0.024,0.860,0.905,-0.118,2.261,80.769,23.439,9.622
'[15:28:57.928]',-,0.015,0.880,0.855,-0.116,2.160,80.241,22.871,10.062
'[15:28:57.936]',-,0.040,0.865,0.865,-0.114,2.061,79.714,22.372,10.560
'[15:28:57.944]',-,0.020,0.875,0.855,-0.111,1.967,79.303,22.054,11.000
'[15:28:57.952]',-,0.024,0.865,0.875,-0.109,1.884,78.834,21.940,11.371
'[15:28:57.960]',-,0.010,0.885,0.870,-0.107,1.814,78.424,21.872,11.752
'[15:28:57.968]',-,0.020,0.890,0.880,-0.104,1.764,78.014,21.872,11.869
'[15:28:57.976]',-,-0.015,0.905,0.875,-0.103,1.728,77.545,21.804,11.752
'[15:28:57.984]',-,-0.000,0.895,0.880,-0.101,1.700,77.135,21.804,11.312
'[15:28:57.992]',-,-0.015,0.905,0.875,-0.101,1.677,76.666,21.940,10.814
'[15:28:58.000]',-,-0.005,0.870,0.985,-0.101,1.660,76.255,22.122,10.306
'[15:28:58.008]',-,-0.021,0.765,1.100,-0.101,1.644,75.786,22.190,9.622
'[15:28:58.016]',-,0.295,0.560,1.155,-0.101,1.629,75.376,21.986,9.056
'[15:28:58.024]',-,0.620,0.400,0.620,-0.103,1.612,74.907,21.690,8.870
'[15:28:58.032]',-,0.690,0.530,0.265,-0.104,1.594,74.497,21.441,9.183
'[15:28:58.040]',-,0.280,0.810,0.210,-0.107,1.578,74.087,21.236,9.749
'[15:28:58.048]',-,0.115,0.925,0.280,-0.109,1.562,73.794,21.123,10.247
'[15:28:58.056]',-,-0.000,0.945,0.525,-0.111,1.547,73.442,20.941,10.814
'[15:28:58.064]',-,0.004,0.900,0.755,-0.113,1.535,73.090,20.737,11.244
'[15:28:58.072]',-,-0.030,0.915,0.875,-0.115,1.525,72.797,20.487,11.556
'[15:28:58.080]',-,-0.041,0.920,0.920,-0.118,1.518,72.504,20.191,11.752
'[15:28:58.088]',-,-0.050,0.915,0.940,-0.122,1.509,72.152,19.987,11.810
'[15:28:58.096]',-,-0.055,0.925,0.945,-0.126,1.500,71.918,20.055,11.869
'[15:28:58.104]',-,-0.050,0.915,0.950,-0.131,1.489,71.742,20.191,11.869
'[15:28:58.112]',-,-0.061,0.925,0.945,-0.136,1.478,71.508,19.987,11.625
'[15:28:58.120]',-,-0.045,0.915,0.960,-0.141,1.467,71.273,19.487,11.185
'[15:28:58.128]',-,-0.055,0.910,0.945,-0.147,1.457,71.039,18.988,11.058
'[15:28:58.136]',-,-0.030,0.895,0.960,-0.152,1.446,70.746,18.738,11.312
'[15:28:58.144]',-,-0.045,0.905,0.950,-0.158,1.436,70.394,18.806,11.937
'[15:28:58.152]',-,-0.025,0.895,0.965,-0.162,1.428,70.160,18.942,12.494
'[15:28:58.160]',-,-0.041,0.905,0.955,-0.167,1.421,69.867,19.124,13.061
'[15:28:58.168]',-,-0.015,0.890,0.965,-0.172,1.417,69.632,19.442,13.500
'[15:28:58.176]',-,-0.030,0.900,0.950,-0.177,1.415,69.339,20.123,13.745
'[15:28:58.184]',-,-0.010,0.885,0.960,-0.181,1.412,69.222,21.804,13.813
'[15:28:58.192]',-,-0.021,0.890,0.955,-0.184,1.407,69.046,24.552,13.686
'[15:28:58.200]',-,-0.005,0.870,0.965,-0.188,1.402,68.929,27.618,13.432
'[15:28:58.208]',-,-0.015,0.875,0.965,-0.191,1.398,68.753,29.799,13.119
'[15:28:58.216]',-,0.004,0.870,0.970,-0.193,1.395,68.518,30.185,12.807
'[15:28:58.224]',-,-0.000,0.870,0.965,-0.195,1.393,68.284,28.368,12.436
'[15:28:58.232]',-,0.020,0.855,0.965,-0.198,1.390,68.050,24.802,12.123
'[15:28:58.240]',-,0.015,0.855,0.970,-0.200,1.386,67.815,20.986,12.182
'[15:28:58.248]',-,0.035,0.840,0.965,-0.202,1.382,67.698,18.692,12.494
'[15:28:58.256]',-,0.024,0.845,0.970,-0.203,1.377,68.050,19.056,12.807
'[15:28:58.264]',-,0.044,0.825,0.965,-0.203,1.371,69.573,22.190,13.061
'[15:28:58.272]',-,0.044,0.820,0.975,-0.204,1.369,72.856,27.255,13.246
'[15:28:58.280]',-,0.065,0.825,0.965,-0.205,1.367,78.600,33.001,13.373
'[15:28:58.288]',-,0.060,0.810,0.975,-0.205,1.363,86.688,38.498,13.373
'[15:28:58.296]',-,0.085,0.795,0.965,-0.205,1.359,95.949,43.063,13.061
'[15:28:58.304]',-,0.075,0.800,0.970,-0.205,1.355,105.034,46.424,12.563
'[15:28:58.312]',-,0.090,0.790,0.960,-0.204,1.351,112.947,48.378,11.869
'[15:28:58.320]',-,0.095,0.780,0.965,-0.203,1.348,119.453,49.127,11.127
'[15:28:58.328]',-,0.085,0.795,0.950,-0.202,1.346,124.611,48.991,10.374
'[15:28:58.336]',-,0.090,0.780,0.950,-0.200,1.345,129.007,48.310,9.749
'[15:28:58.344]',-,0.085,0.795,0.930,-0.198,1.345,132.641,47.378,9.310
'[15:28:58.352]',-,0.090,0.785,0.935,-0.196,1.345,135.513,46.493,8.997
'[15:28:58.360]',-,0.065,0.820,0.900,-0.194,1.347,137.682,45.925,8.743
'[15:28:58.368]',-,0.050,0.825,0.895,-0.191,1.352,139.206,45.675,8.557
'[15:28:58.376]',-,0.030,0.855,0.880,-0.189,1.358,140.436,45.879,8.430
'[15:28:58.384]',-,0.035,0.850,0.875,-0.188,1.362,141.433,46.424,8.430
'[15:28:58.392]',-,-0.000,0.885,0.865,-0.186,1.365,142.253,47.174,8.684
'[15:28:58.400]',-,-0.005,0.895,0.860,-0.184,1.366,142.898,47.878,8.997
'[15:28:58.408]',-,-0.035,0.915,0.870,-0.183,1.367,143.367,48.378,9.310
'[15:28:58.416]',-,-0.030,0.915,0.855,-0.181,1.368,143.602,48.696,9.564
'[15:28:58.424]',-,-0.055,0.940,0.870,-0.180,1.370,143.777,48.741,9.749
'[15:28:58.432]',-,-0.050,0.930,0.855,-0.179,1.371,144.012,48.559,9.876
'[15:28:58.440]',-,-0.065,0.945,0.870,-0.178,1.375,144.188,48.241,9.993
'[15:28:58.448]',-,-0.055,0.940,0.850,-0.177,1.381,144.363,47.878,10.247
'[15:28:58.456]',-,-0.075,0.955,0.865,-0.175,1.389,144.539,47.492,10.501
'[15:28:58.464]',-,-0.061,0.940,0.855,-0.174,1.398,144.598,47.060,10.687
'[15:28:58.472]',-,-0.081,0.955,0.870,-0.173,1.408,144.539,46.674,10.814
'[15:28:58.480]',-,-0.070,0.960,0.865,-0.172,1.417,144.363,46.243,10.746
'[15:28:58.488]',-,-0.086,0.945,0.870,-0.172,1.425,144.070,45.811,10.687
'[15:28:58.496]',-,-0.075,0.960,0.870,-0.171,1.433,143.543,45.380,10.619
'[15:28:58.504]',-,-0.086,0.940,0.875,-0.170,1.443,142.781,44.925,10.619
'[15:28:58.512]',-,-0.090,0.955,0.875,-0.170,1.458,141.902,44.426,10.746
'[15:28:58.520]',-,-0.075,0.945,0.890,-0.169,1.487,140.788,43.926,10.814
'[15:28:58.528]',-,-0.081,0.955,0.875,-0.168,1.537,139.499,43.494,10.814
'[15:28:58.536]',-,-0.065,0.940,0.895,-0.167,1.615,137.916,42.927,10.746
'[15:28:58.544]',-,-0.075,0.950,0.880,-0.166,1.723,136.099,42.313,10.560
'[15:28:58.552]',-,-0.065,0.940,0.890,-0.164,1.862,134.048,41.382,10.433
'[15:28:58.560]',-,-0.070,0.940,0.885,-0.162,2.024,131.586,40.133,10.433
'[15:28:58.568]',-,-0.050,0.925,0.895,-0.160,2.177,128.714,38.112,10.501
'[15:28:58.576]',-,-0.065,0.930,0.880,-0.158,2.322,125.432,35.068,10.619
'[15:28:58.584]',-,-0.050,0.915,0.890,-0.156,2.482,121.680,31.048,10.746
'[15:28:58.592]',-,-0.061,0.925,0.880,-0.154,2.640,117.460,27.618,10.873
'[15:28:58.600]',-,-0.045,0.915,0.890,-0.152,2.784,113.064,27.369,10.931
'[15:28:58.608]',-,-0.050,0.915,0.875,-0.150,2.908,108.492,31.184,10.931
'[15:28:58.616]',-,-0.025,0.900,0.880,-0.149,3.012,104.155,36.681,11.058
'[15:28:58.624]',-,-0.041,0.910,0.885,-0.148,3.096,100.697,40.678,11.312
'[15:28:58.632]',-,-0.025,0.895,0.875,-0.147,3.162,98.470,42.245,11.625
'[15:28:58.640]',-,-0.041,0.910,0.885,-0.145,3.213,97.649,41.814,11.869
'[15:28:58.648]',-,-0.025,0.895,0.875,-0.145,3.250,97.942,40.065,12.064
'[15:28:58.656]',-,-0.041,0.910,0.880,-0.144,3.275,98.470,37.498,12.064
'[15:28:58.664]',-,-0.025,0.895,0.870,-0.143,3.289,98.821,34.500,12.064
'[15:28:58.672]',-,-0.041,0.910,0.875,-0.142,3.292,98.645,31.616,12.064
'[15:28:58.680]',-,-0.025,0.895,0.870,-0.142,3.287,98.235,29.617,12.182
'[15:28:58.688]',-,-0.041,0.900,0.875,-0.141,3.281,97.708,29.254,12.250
'[15:28:58.696]',-,-0.025,0.895,0.865,-0.141,3.271,97.239,30.616,12.123
'[15:28:58.704]',-,-0.035,0.890,0.875,-0.141,3.257,96.770,33.001,11.937
'[15:28:58.712]',-,-0.041,0.905,0.865,-0.142,3.241,96.184,35.363,11.625
'[15:28:58.720]',-,-0.025,0.895,0.875,-0.142,3.223,95.480,36.817,11.439
'[15:28:58.728]',-,-0.041,0.905,0.870,-0.144,3.201,94.660,37.112,11.312
'[15:28:58.736]',-,-0.025,0.895,0.875,-0.144,3.178,93.839,36.499,11.312
'[15:28:58.744]',-,-0.041,0.905,0.870,-0.145,3.151,93.136,35.114,11.371
'[15:28:58.752]',-,-0.021,0.895,0.875,-0.147,3.120,92.374,33.433,11.312
'[15:28:58.760]',-,-0.035,0.905,0.860,-0.148,3.087,91.671,31.548,11.127
'[15:28:58.768]',-,-0.021,0.885,0.875,-0.149,3.050,90.967,29.753,10.931
'[15:28:58.776]',-,-0.025,0.895,0.885,-0.150,3.011,90.322,28.118,11.000
'[15:28:58.784]',-,0.004,0.855,0.915,-0.151,2.968,89.619,26.755,11.185
'[15:28:58.792]',-,-0.000,0.850,0.925,-0.153,2.922,88.857,25.756,11.439
'[15:28:58.800]',-,0.030,0.820,0.960,-0.153,2.873,88.154,25.120,11.683
'[15:28:58.808]',-,0.015,0.835,0.970,-0.154,2.819,87.509,24.870,11.810
'[15:28:58.816]',-,0.030,0.820,0.960,-0.155,2.761,86.806,25.006,11.869
'[15:28:58.824]',-,-0.000,0.855,0.895,-0.155,2.622,86.102,25.302,11.869
'[15:28:58.832]',-,0.010,0.870,0.840,-0.155,2.439,85.399,25.506,11.869
'[15:28:58.840]',-,-0.005,0.875,0.825,-0.155,2.304,84.871,25.506,11.869
'[15:28:58.848]',-,0.004,0.865,0.830,-0.155,2.191,84.227,25.370,11.937
'[15:28:58.856]',-,-0.015,0.870,0.835,-0.155,2.085,83.699,25.120,11.996
'[15:28:58.864]',-,-0.000,0.870,0.830,-0.155,1.982,83.113,24.938,12.064
'[15:28:58.872]',-,-0.025,0.890,0.845,-0.155,1.894,82.527,24.757,11.996
'[15:28:58.880]',-,-0.030,0.895,0.845,-0.155,1.815,82.058,24.802,12.123
'[15:28:58.888]',-,-0.045,0.905,0.850,-0.155,1.735,81.472,25.256,12.250
'[15:28:58.896]',-,-0.035,0.895,0.845,-0.155,1.663,81.003,25.870,12.309
'[15:28:58.904]',-,-0.050,0.890,0.900,-0.155,1.602,80.534,26.301,12.250
'[15:28:58.912]',-,-0.025,0.805,1.030,-0.155,1.556,80.124,26.301,12.123
'[15:28:58.920]',-,0.150,0.620,1.135,-0.155,1.523,79.655,26.006,12.064
'[15:28:58.928]',-,0.495,0.420,0.795,-0.154,1.500,79.303,25.620,12.123
'[15:28:58.936]',-,0.635,0.355,0.315,-0.153,1.485,78.834,25.370,12.250
'[15:28:58.944]',-,0.370,0.715,0.190,-0.153,1.474,78.424,25.256,12.494
'[15:28:58.952]',-,0.130,0.900,0.175,-0.153,1.465,78.072,25.256,12.748
'[15:28:58.960]',-,0.004,0.950,0.380,-0.152,1.456,77.662,25.188,12.934
'[15:28:58.968]',-,-0.010,0.905,0.660,-0.151,1.449,77.310,24.757,12.934
'[15:28:58.976]',-,-0.045,0.915,0.805,-0.151,1.443,76.900,24.121,12.934
'[15:28:58.984]',-,-0.035,0.900,0.885,-0.150,1.436,76.607,23.371,13.061
'[15:28:58.992]',-,-0.070,0.915,0.900,-0.149,1.428,76.314,22.803,13.432
'[15:28:59.000]',-,-0.061,0.905,0.920,-0.148,1.420,75.962,22.554,13.999
'[15:28:59.008]',-,-0.081,0.915,0.915,-0.147,1.413,75.669,22.622,14.555
'[15:28:59.016]',-,-0.070,0.905,0.920,-0.145,1.405,75.435,22.985,15.063
'[15:28:59.024]',-,-0.075,0.910,0.925,-0.144,1.396,75.259,23.303,15.376
'[15:28:59.032]',-,-0.061,0.895,0.915,-0.144,1.386,74.966,23.553,15.435
'[15:28:59.040]',-,-0.075,0.905,0.930,-0.143,1.376,74.731,23.553,15.435
'[15:28:59.048]',-,-0.050,0.885,0.920,-0.142,1.366,74.438,23.439,15.493
